Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Subprocess,Sub TAT (Days),Sub Actual Start Date,Sub Actual End Date,Status Type,Status,Quantity,Actual Days,Order Start Date,Month,Process Sequence,Subprocess Sequence
ORD0681,Bhopal,South,Raipur,East,Procurement,Receive Raw Material,3,7/6/2025,7/9/2025,On Time,1,1373,3,6/20/2025,June,2,5
ORD0681,Bhopal,South,Raipur,East,Procurement,Quality Check,2,7/9/2025,7/12/2025,Delay,1,1373,3,6/20/2025,June,2,6
ORD0681,Bhopal,South,Raipur,East,Procurement,Receive Raw Material in Store,2,7/11/2025,7/13/2025,On Time,1,1373,2,6/20/2025,June,2,7
ORD0681,Bhopal,South,Raipur,East,Production,Initiate Production,7,7/13/2025,7/20/2025,On Time,1,1373,7,6/20/2025,June,3,1
ORD0681,Bhopal,South,Raipur,East,Production,Issue Raw Material,6,7/20/2025,7/26/2025,On Time,1,1373,6,6/20/2025,June,3,2
ORD0681,Bhopal,South,Raipur,East,Production,Complete Production,7,7/26/2025,8/2/2025,On Time,1,1373,7,6/20/2025,June,3,3
ORD0682,Mumbai,East,Bhiwandi,West,Dispatch,Verify Shipping Details,2,6/29/2025,7/1/2025,On Time,1,505,2,6/10/2025,June,4,1
ORD0682,Mumbai,East,Bhiwandi,West,Dispatch,Generate Shipping Labels,2,7/1/2025,7/3/2025,On Time,1,505,2,6/10/2025,June,4,2
ORD0682,Mumbai,East,Bhiwandi,West,Dispatch,Schedule Pickup or Delivery,2,7/3/2025,7/6/2025,Delay,1,505,3,6/10/2025,June,4,3
ORD0682,Mumbai,East,Bhiwandi,West,Invoice,Verify Invoice Details,1,6/10/2025,6/13/2025,Delay,1,505,3,6/10/2025,June,1,1
ORD0682,Mumbai,East,Bhiwandi,West,Invoice,Authorize Payment,1,6/11/2025,6/12/2025,On Time,1,505,1,6/10/2025,June,1,2
ORD0682,Mumbai,East,Bhiwandi,West,Invoice,Validate Tax and Charges,1,6/12/2025,6/13/2025,On Time,1,505,1,6/10/2025,June,1,3
ORD0682,Mumbai,East,Bhiwandi,West,Invoice,Update Accounts Payable,1,6/13/2025,6/14/2025,On Time,1,505,1,6/10/2025,June,1,4
ORD0682,Mumbai,East,Bhiwandi,West,Payment,Verify Invoice Details,1,7/5/2025,7/6/2025,On Time,1,505,1,6/10/2025,June,5,1
ORD0682,Mumbai,East,Bhiwandi,West,Payment,Authorize Payment,1,7/6/2025,7/7/2025,On Time,1,505,1,6/10/2025,June,5,2
ORD0682,Mumbai,East,Bhiwandi,West,Payment,Process Payment,1,7/7/2025,7/8/2025,On Time,1,505,1,6/10/2025,June,5,3
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Submit New Request,2,6/14/2025,6/16/2025,On Time,1,505,2,6/10/2025,June,2,1
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Review Request,2,6/16/2025,6/18/2025,On Time,1,505,2,6/10/2025,June,2,2
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Prepare PO,2,6/18/2025,6/20/2025,On Time,1,505,2,6/10/2025,June,2,3
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Send PO to Supplier,2,6/20/2025,6/22/2025,On Time,1,505,2,6/10/2025,June,2,4
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Receive Raw Material,3,6/22/2025,6/27/2025,Delay,1,505,5,6/10/2025,June,2,5
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Quality Check,2,6/25/2025,6/27/2025,On Time,1,505,2,6/10/2025,June,2,6
ORD0682,Mumbai,East,Bhiwandi,West,Procurement,Receive Raw Material in Store,2,6/27/2025,6/29/2025,On Time,1,505,2,6/10/2025,June,2,7
ORD0683,Ahmedabad,South,Bhiwandi,West,Dispatch,Verify Shipping Details,2,7/27/2025,7/29/2025,On Time,1,1168,2,6/14/2025,June,4,1
ORD0683,Ahmedabad,South,Bhiwandi,West,Dispatch,Generate Shipping Labels,2,7/29/2025,7/31/2025,On Time,1,1168,2,6/14/2025,June,4,2
ORD0683,Ahmedabad,South,Bhiwandi,West,Dispatch,Schedule Pickup or Delivery,2,7/31/2025,8/2/2025,On Time,1,1168,2,6/14/2025,June,4,3
ORD0683,Ahmedabad,South,Bhiwandi,West,Invoice,Verify Invoice Details,2,6/14/2025,6/16/2025,On Time,1,1168,2,6/14/2025,June,1,1
ORD0683,Ahmedabad,South,Bhiwandi,West,Invoice,Authorize Payment,2,6/16/2025,6/18/2025,On Time,1,1168,2,6/14/2025,June,1,2
ORD0683,Ahmedabad,South,Bhiwandi,West,Invoice,Validate Tax and Charges,2,6/18/2025,6/20/2025,On Time,1,1168,2,6/14/2025,June,1,3
ORD0683,Ahmedabad,South,Bhiwandi,West,Invoice,Update Accounts Payable,2,6/20/2025,6/24/2025,Delay,1,1168,4,6/14/2025,June,1,4
ORD0683,Ahmedabad,South,Bhiwandi,West,Payment,Verify Invoice Details,2,8/2/2025,8/4/2025,On Time,1,1168,2,6/14/2025,June,5,1
ORD0683,Ahmedabad,South,Bhiwandi,West,Payment,Authorize Payment,5,8/4/2025,8/9/2025,On Time,1,1168,5,6/14/2025,June,5,2
ORD0683,Ahmedabad,South,Bhiwandi,West,Payment,Process Payment,4,8/9/2025,8/13/2025,On Time,1,1168,4,6/14/2025,June,5,3
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Submit New Request,2,6/22/2025,6/24/2025,On Time,1,1168,2,6/14/2025,June,2,1
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Review Request,2,6/24/2025,6/26/2025,On Time,1,1168,2,6/14/2025,June,2,2
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Prepare PO,2,6/26/2025,6/28/2025,On Time,1,1168,2,6/14/2025,June,2,3
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Send PO to Supplier,2,6/28/2025,6/30/2025,On Time,1,1168,2,6/14/2025,June,2,4
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Receive Raw Material,3,6/30/2025,7/3/2025,On Time,1,1168,3,6/14/2025,June,2,5
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Quality Check,2,7/3/2025,7/5/2025,On Time,1,1168,2,6/14/2025,June,2,6
ORD0683,Ahmedabad,South,Bhiwandi,West,Procurement,Receive Raw Material in Store,2,7/5/2025,7/7/2025,On Time,1,1168,2,6/14/2025,June,2,7
ORD0683,Ahmedabad,South,Bhiwandi,West,Production,Initiate Production,7,7/7/2025,7/14/2025,On Time,1,1168,7,6/14/2025,June,3,1
ORD0683,Ahmedabad,South,Bhiwandi,West,Production,Issue Raw Material,6,7/14/2025,7/20/2025,On Time,1,1168,6,6/14/2025,June,3,2
ORD0683,Ahmedabad,South,Bhiwandi,West,Production,Complete Production,7,7/20/2025,7/27/2025,On Time,1,1168,7,6/14/2025,June,3,3
ORD0684,Chandigarh,South,Indore,West,Dispatch,Verify Shipping Details,2,8/1/2025,8/3/2025,On Time,1,405,2,6/19/2025,June,4,1
ORD0684,Chandigarh,South,Indore,West,Dispatch,Generate Shipping Labels,2,8/3/2025,8/5/2025,On Time,1,405,2,6/19/2025,June,4,2
ORD0684,Chandigarh,South,Indore,West,Dispatch,Schedule Pickup or Delivery,2,8/5/2025,8/7/2025,On Time,1,405,2,6/19/2025,June,4,3
ORD0684,Chandigarh,South,Indore,West,Invoice,Verify Invoice Details,2,6/19/2025,6/21/2025,On Time,1,405,2,6/19/2025,June,1,1
ORD0684,Chandigarh,South,Indore,West,Invoice,Authorize Payment,2,6/21/2025,6/23/2025,On Time,1,405,2,6/19/2025,June,1,2
ORD0684,Chandigarh,South,Indore,West,Invoice,Validate Tax and Charges,2,6/23/2025,6/25/2025,On Time,1,405,2,6/19/2025,June,1,3
ORD0684,Chandigarh,South,Indore,West,Invoice,Update Accounts Payable,2,6/25/2025,6/27/2025,On Time,1,405,2,6/19/2025,June,1,4
ORD0684,Chandigarh,South,Indore,West,Payment,Verify Invoice Details,2,8/7/2025,8/9/2025,On Time,1,405,2,6/19/2025,June,5,1
ORD0684,Chandigarh,South,Indore,West,Payment,Authorize Payment,2,8/9/2025,8/11/2025,On Time,1,405,2,6/19/2025,June,5,2
ORD0684,Chandigarh,South,Indore,West,Payment,Process Payment,2,8/11/2025,8/13/2025,On Time,1,405,2,6/19/2025,June,5,3
ORD0684,Chandigarh,South,Indore,West,Procurement,Submit New Request,2,6/27/2025,6/29/2025,On Time,1,405,2,6/19/2025,June,2,1
ORD0684,Chandigarh,South,Indore,West,Procurement,Review Request,2,6/29/2025,7/1/2025,On Time,1,405,2,6/19/2025,June,2,2
ORD0684,Chandigarh,South,Indore,West,Procurement,Prepare PO,2,7/1/2025,7/4/2025,Delay,1,405,3,6/19/2025,June,2,3
ORD0684,Chandigarh,South,Indore,West,Procurement,Send PO to Supplier,2,7/3/2025,7/5/2025,On Time,1,405,2,6/19/2025,June,2,4
ORD0684,Chandigarh,South,Indore,West,Procurement,Receive Raw Material,3,7/5/2025,7/8/2025,On Time,1,405,3,6/19/2025,June,2,5
ORD0684,Chandigarh,South,Indore,West,Procurement,Quality Check,2,7/8/2025,7/11/2025,Delay,1,405,3,6/19/2025,June,2,6
ORD0684,Chandigarh,South,Indore,West,Procurement,Receive Raw Material in Store,2,7/10/2025,7/13/2025,Delay,1,405,3,6/19/2025,June,2,7
ORD0684,Chandigarh,South,Indore,West,Production,Initiate Production,7,7/12/2025,7/19/2025,On Time,1,405,7,6/19/2025,June,3,1
ORD0684,Chandigarh,South,Indore,West,Production,Issue Raw Material,6,7/19/2025,7/25/2025,On Time,1,405,6,6/19/2025,June,3,2
ORD0684,Chandigarh,South,Indore,West,Production,Complete Production,7,7/25/2025,8/1/2025,On Time,1,405,7,6/19/2025,June,3,3
ORD0685,Bangalore,West,Valsad,West,Dispatch,Verify Shipping Details,1,7/5/2025,7/6/2025,On Time,1,1160,1,6/14/2025,June,4,1
ORD0685,Bangalore,West,Valsad,West,Dispatch,Generate Shipping Labels,1,7/6/2025,7/7/2025,On Time,1,1160,1,6/14/2025,June,4,2
ORD0685,Bangalore,West,Valsad,West,Dispatch,Schedule Pickup or Delivery,1,7/7/2025,7/9/2025,Delay,1,1160,2,6/14/2025,June,4,3
ORD0685,Bangalore,West,Valsad,West,Invoice,Verify Invoice Details,2,6/14/2025,6/16/2025,On Time,1,1160,2,6/14/2025,June,1,1
ORD0685,Bangalore,West,Valsad,West,Invoice,Authorize Payment,0,6/16/2025,6/16/2025,On Time,1,1160,0,6/14/2025,June,1,2
ORD0685,Bangalore,West,Valsad,West,Invoice,Validate Tax and Charges,0,6/16/2025,6/16/2025,On Time,1,1160,0,6/14/2025,June,1,3
ORD0685,Bangalore,West,Valsad,West,Invoice,Update Accounts Payable,4,6/16/2025,6/20/2025,On Time,1,1160,4,6/14/2025,June,1,4
ORD0685,Bangalore,West,Valsad,West,Payment,Verify Invoice Details,1,7/8/2025,7/9/2025,On Time,1,1160,1,6/14/2025,June,5,1
ORD0685,Bangalore,West,Valsad,West,Payment,Authorize Payment,1,7/9/2025,7/10/2025,On Time,1,1160,1,6/14/2025,June,5,2
ORD0685,Bangalore,West,Valsad,West,Payment,Process Payment,1,7/10/2025,7/11/2025,On Time,1,1160,1,6/14/2025,June,5,3
ORD0685,Bangalore,West,Valsad,West,Procurement,Submit New Request,2,6/20/2025,6/23/2025,Delay,1,1160,3,6/14/2025,June,2,1
ORD0685,Bangalore,West,Valsad,West,Procurement,Review Request,2,6/22/2025,6/24/2025,On Time,1,1160,2,6/14/2025,June,2,2
ORD0685,Bangalore,West,Valsad,West,Procurement,Prepare PO,2,6/24/2025,6/26/2025,On Time,1,1160,2,6/14/2025,June,2,3
ORD0685,Bangalore,West,Valsad,West,Procurement,Send PO to Supplier,2,6/26/2025,6/28/2025,On Time,1,1160,2,6/14/2025,June,2,4
ORD0685,Bangalore,West,Valsad,West,Procurement,Receive Raw Material,3,6/28/2025,7/1/2025,On Time,1,1160,3,6/14/2025,June,2,5
ORD0685,Bangalore,West,Valsad,West,Procurement,Quality Check,2,7/1/2025,7/3/2025,On Time,1,1160,2,6/14/2025,June,2,6
ORD0685,Bangalore,West,Valsad,West,Procurement,Receive Raw Material in Store,2,7/3/2025,7/5/2025,On Time,1,1160,2,6/14/2025,June,2,7
ORD0686,Ahmedabad,East,Bangalore,South,Dispatch,Verify Shipping Details,2,7/24/2025,7/26/2025,On Time,1,1295,2,6/11/2025,June,4,1
ORD0686,Ahmedabad,East,Bangalore,South,Dispatch,Generate Shipping Labels,2,7/26/2025,7/28/2025,On Time,1,1295,2,6/11/2025,June,4,2
ORD0686,Ahmedabad,East,Bangalore,South,Dispatch,Schedule Pickup or Delivery,2,7/28/2025,7/30/2025,On Time,1,1295,2,6/11/2025,June,4,3
ORD0686,Ahmedabad,East,Bangalore,South,Invoice,Verify Invoice Details,2,6/11/2025,6/13/2025,On Time,1,1295,2,6/11/2025,June,1,1
ORD0686,Ahmedabad,East,Bangalore,South,Invoice,Authorize Payment,2,6/13/2025,6/15/2025,On Time,1,1295,2,6/11/2025,June,1,2
ORD0686,Ahmedabad,East,Bangalore,South,Invoice,Validate Tax and Charges,2,6/15/2025,6/17/2025,On Time,1,1295,2,6/11/2025,June,1,3
ORD0686,Ahmedabad,East,Bangalore,South,Invoice,Update Accounts Payable,2,6/17/2025,6/19/2025,On Time,1,1295,2,6/11/2025,June,1,4
ORD0686,Ahmedabad,East,Bangalore,South,Payment,Verify Invoice Details,2,7/30/2025,8/1/2025,On Time,1,1295,2,6/11/2025,June,5,1
ORD0686,Ahmedabad,East,Bangalore,South,Payment,Authorize Payment,2,8/1/2025,8/3/2025,On Time,1,1295,2,6/11/2025,June,5,2
ORD0686,Ahmedabad,East,Bangalore,South,Payment,Process Payment,2,8/3/2025,8/5/2025,On Time,1,1295,2,6/11/2025,June,5,3
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Submit New Request,2,6/19/2025,6/21/2025,On Time,1,1295,2,6/11/2025,June,2,1
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Review Request,2,6/21/2025,6/23/2025,On Time,1,1295,2,6/11/2025,June,2,2
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Prepare PO,2,6/23/2025,6/25/2025,On Time,1,1295,2,6/11/2025,June,2,3
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Send PO to Supplier,2,6/25/2025,6/27/2025,On Time,1,1295,2,6/11/2025,June,2,4
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Receive Raw Material,3,6/27/2025,6/30/2025,On Time,1,1295,3,6/11/2025,June,2,5
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Quality Check,2,6/30/2025,7/4/2025,Delay,1,1295,4,6/11/2025,June,2,6
ORD0686,Ahmedabad,East,Bangalore,South,Procurement,Receive Raw Material in Store,2,7/2/2025,7/4/2025,On Time,1,1295,2,6/11/2025,June,2,7
ORD0686,Ahmedabad,East,Bangalore,South,Production,Initiate Production,7,7/4/2025,7/11/2025,On Time,1,1295,7,6/11/2025,June,3,1
ORD0686,Ahmedabad,East,Bangalore,South,Production,Issue Raw Material,6,7/11/2025,7/18/2025,Delay,1,1295,7,6/11/2025,June,3,2
ORD0686,Ahmedabad,East,Bangalore,South,Production,Complete Production,7,7/17/2025,7/24/2025,On Time,1,1295,7,6/11/2025,June,3,3
ORD0687,Bhopal,East,Ghaziabad,North,Dispatch,Verify Shipping Details,4,6/25/2025,7/1/2025,Delay,1,1416,6,6/17/2025,June,4,1
ORD0687,Bhopal,East,Ghaziabad,North,Dispatch,Generate Shipping Labels,6,6/29/2025,7/5/2025,On Time,1,1416,6,6/17/2025,June,4,2
ORD0687,Bhopal,East,Ghaziabad,North,Dispatch,Schedule Pickup or Delivery,2,7/5/2025,7/7/2025,On Time,1,1416,2,6/17/2025,June,4,3
ORD0687,Bhopal,East,Ghaziabad,North,Invoice,Verify Invoice Details,2,6/17/2025,6/19/2025,On Time,1,1416,2,6/17/2025,June,1,1
ORD0687,Bhopal,East,Ghaziabad,North,Invoice,Authorize Payment,2,6/19/2025,6/21/2025,On Time,1,1416,2,6/17/2025,June,1,2
ORD0687,Bhopal,East,Ghaziabad,North,Invoice,Validate Tax and Charges,2,6/21/2025,6/23/2025,On Time,1,1416,2,6/17/2025,June,1,3
ORD0687,Bhopal,East,Ghaziabad,North,Invoice,Update Accounts Payable,2,6/23/2025,6/25/2025,On Time,1,1416,2,6/17/2025,June,1,4
ORD0687,Bhopal,East,Ghaziabad,North,Payment,Verify Invoice Details,2,7/7/2025,7/9/2025,On Time,1,1416,2,6/17/2025,June,5,1
ORD0687,Bhopal,East,Ghaziabad,North,Payment,Authorize Payment,6,7/9/2025,7/16/2025,Delay,1,1416,7,6/17/2025,June,5,2
ORD0687,Bhopal,East,Ghaziabad,North,Payment,Process Payment,4,7/15/2025,7/19/2025,On Time,1,1416,4,6/17/2025,June,5,3
ORD0688,Jaipur,South,Raipur,East,Dispatch,Verify Shipping Details,2,8/11/2025,8/13/2025,On Time,1,366,2,6/20/2025,June,4,1
ORD0688,Jaipur,South,Raipur,East,Dispatch,Generate Shipping Labels,2,8/13/2025,8/15/2025,On Time,1,366,2,6/20/2025,June,4,2
ORD0688,Jaipur,South,Raipur,East,Dispatch,Schedule Pickup or Delivery,2,8/15/2025,8/17/2025,On Time,1,366,2,6/20/2025,June,4,3
ORD0688,Jaipur,South,Raipur,East,Invoice,Verify Invoice Details,6,6/20/2025,6/26/2025,On Time,1,366,6,6/20/2025,June,1,1
ORD0688,Jaipur,South,Raipur,East,Invoice,Authorize Payment,2,6/26/2025,6/30/2025,Delay,1,366,4,6/20/2025,June,1,2
ORD0688,Jaipur,South,Raipur,East,Invoice,Validate Tax and Charges,5,6/28/2025,7/3/2025,On Time,1,366,5,6/20/2025,June,1,3
ORD0688,Jaipur,South,Raipur,East,Invoice,Update Accounts Payable,4,7/3/2025,7/7/2025,On Time,1,366,4,6/20/2025,June,1,4
ORD0688,Jaipur,South,Raipur,East,Payment,Verify Invoice Details,2,8/17/2025,8/19/2025,On Time,1,366,2,6/20/2025,June,5,1
ORD0688,Jaipur,South,Raipur,East,Payment,Authorize Payment,2,8/19/2025,8/22/2025,Delay,1,366,3,6/20/2025,June,5,2
ORD0688,Jaipur,South,Raipur,East,Payment,Process Payment,2,8/21/2025,8/23/2025,On Time,1,366,2,6/20/2025,June,5,3
ORD0688,Jaipur,South,Raipur,East,Procurement,Submit New Request,2,7/7/2025,7/9/2025,On Time,1,366,2,6/20/2025,June,2,1
ORD0688,Jaipur,South,Raipur,East,Procurement,Review Request,2,7/9/2025,7/11/2025,On Time,1,366,2,6/20/2025,June,2,2
ORD0688,Jaipur,South,Raipur,East,Procurement,Prepare PO,2,7/11/2025,7/14/2025,Delay,1,366,3,6/20/2025,June,2,3
ORD0688,Jaipur,South,Raipur,East,Procurement,Send PO to Supplier,2,7/13/2025,7/17/2025,Delay,1,366,4,6/20/2025,June,2,4
ORD0688,Jaipur,South,Raipur,East,Procurement,Receive Raw Material,3,7/15/2025,7/18/2025,On Time,1,366,3,6/20/2025,June,2,5
ORD0688,Jaipur,South,Raipur,East,Procurement,Quality Check,2,7/18/2025,7/20/2025,On Time,1,366,2,6/20/2025,June,2,6
ORD0688,Jaipur,South,Raipur,East,Procurement,Receive Raw Material in Store,2,7/20/2025,7/22/2025,On Time,1,366,2,6/20/2025,June,2,7
ORD0688,Jaipur,South,Raipur,East,Production,Initiate Production,7,7/22/2025,7/29/2025,On Time,1,366,7,6/20/2025,June,3,1
ORD0688,Jaipur,South,Raipur,East,Production,Issue Raw Material,6,7/29/2025,8/4/2025,On Time,1,366,6,6/20/2025,June,3,2
ORD0688,Jaipur,South,Raipur,East,Production,Complete Production,7,8/4/2025,8/11/2025,On Time,1,366,7,6/20/2025,June,3,3
ORD0689,Kolkata,South,Ghaziabad,North,Dispatch,Verify Shipping Details,2,8/19/2025,8/21/2025,On Time,1,1099,2,6/18/2025,June,4,1
ORD0689,Kolkata,South,Ghaziabad,North,Dispatch,Generate Shipping Labels,2,8/21/2025,8/23/2025,On Time,1,1099,2,6/18/2025,June,4,2
ORD0689,Kolkata,South,Ghaziabad,North,Dispatch,Schedule Pickup or Delivery,2,8/23/2025,8/25/2025,On Time,1,1099,2,6/18/2025,June,4,3
ORD0689,Kolkata,South,Ghaziabad,North,Invoice,Verify Invoice Details,1,6/18/2025,6/19/2025,On Time,1,1099,1,6/18/2025,June,1,1
ORD0689,Kolkata,South,Ghaziabad,North,Invoice,Authorize Payment,1,6/19/2025,6/20/2025,On Time,1,1099,1,6/18/2025,June,1,2
ORD0689,Kolkata,South,Ghaziabad,North,Invoice,Validate Tax and Charges,1,6/20/2025,6/22/2025,Delay,1,1099,2,6/18/2025,June,1,3
ORD0689,Kolkata,South,Ghaziabad,North,Invoice,Update Accounts Payable,1,6/21/2025,6/22/2025,On Time,1,1099,1,6/18/2025,June,1,4
ORD0689,Kolkata,South,Ghaziabad,North,Payment,Verify Invoice Details,1,8/25/2025,8/26/2025,On Time,1,1099,1,6/18/2025,June,5,1
ORD0689,Kolkata,South,Ghaziabad,North,Payment,Authorize Payment,1,8/26/2025,8/27/2025,On Time,1,1099,1,6/18/2025,June,5,2
ORD0689,Kolkata,South,Ghaziabad,North,Payment,Process Payment,1,8/27/2025,8/29/2025,Delay,1,1099,2,6/18/2025,June,5,3
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Submit New Request,5,6/22/2025,6/27/2025,On Time,1,1099,5,6/18/2025,June,2,1
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Review Request,5,6/27/2025,7/2/2025,On Time,1,1099,5,6/18/2025,June,2,2
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Prepare PO,6,7/2/2025,7/8/2025,On Time,1,1099,6,6/18/2025,June,2,3
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Send PO to Supplier,4,7/8/2025,7/14/2025,Delay,1,1099,6,6/18/2025,June,2,4
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Receive Raw Material,3,7/12/2025,7/15/2025,On Time,1,1099,3,6/18/2025,June,2,5
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Quality Check,6,7/15/2025,7/21/2025,On Time,1,1099,6,6/18/2025,June,2,6
ORD0689,Kolkata,South,Ghaziabad,North,Procurement,Receive Raw Material in Store,5,7/21/2025,7/26/2025,On Time,1,1099,5,6/18/2025,June,2,7
ORD0689,Kolkata,South,Ghaziabad,North,Production,Initiate Production,7,7/26/2025,8/2/2025,On Time,1,1099,7,6/18/2025,June,3,1
ORD0689,Kolkata,South,Ghaziabad,North,Production,Issue Raw Material,10,8/2/2025,8/12/2025,On Time,1,1099,10,6/18/2025,June,3,2
ORD0689,Kolkata,South,Ghaziabad,North,Production,Complete Production,7,8/12/2025,8/19/2025,On Time,1,1099,7,6/18/2025,June,3,3
ORD0690,Chandigarh,East,Lucknow,North,Dispatch,Verify Shipping Details,2,8/19/2025,8/21/2025,On Time,1,766,2,6/19/2025,June,4,1
ORD0690,Chandigarh,East,Lucknow,North,Dispatch,Generate Shipping Labels,2,8/21/2025,8/23/2025,On Time,1,766,2,6/19/2025,June,4,2
ORD0690,Chandigarh,East,Lucknow,North,Dispatch,Schedule Pickup or Delivery,2,8/23/2025,8/26/2025,Delay,1,766,3,6/19/2025,June,4,3
ORD0690,Chandigarh,East,Lucknow,North,Invoice,Verify Invoice Details,6,6/19/2025,6/25/2025,On Time,1,766,6,6/19/2025,June,1,1
ORD0690,Chandigarh,East,Lucknow,North,Invoice,Authorize Payment,4,6/25/2025,6/29/2025,On Time,1,766,4,6/19/2025,June,1,2
ORD0690,Chandigarh,East,Lucknow,North,Invoice,Validate Tax and Charges,5,6/29/2025,7/4/2025,On Time,1,766,5,6/19/2025,June,1,3
ORD0690,Chandigarh,East,Lucknow,North,Invoice,Update Accounts Payable,4,7/4/2025,7/8/2025,On Time,1,766,4,6/19/2025,June,1,4
ORD0690,Chandigarh,East,Lucknow,North,Payment,Verify Invoice Details,2,8/25/2025,8/27/2025,On Time,1,766,2,6/19/2025,June,5,1
ORD0690,Chandigarh,East,Lucknow,North,Payment,Authorize Payment,2,8/27/2025,8/29/2025,On Time,1,766,2,6/19/2025,June,5,2
ORD0690,Chandigarh,East,Lucknow,North,Payment,Process Payment,2,8/29/2025,8/31/2025,On Time,1,766,2,6/19/2025,June,5,3
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Submit New Request,2,7/8/2025,7/10/2025,On Time,1,766,2,6/19/2025,June,2,1
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Review Request,5,7/10/2025,7/15/2025,On Time,1,766,5,6/19/2025,June,2,2
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Prepare PO,2,7/15/2025,7/18/2025,Delay,1,766,3,6/19/2025,June,2,3
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Send PO to Supplier,2,7/17/2025,7/19/2025,On Time,1,766,2,6/19/2025,June,2,4
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Receive Raw Material,7,7/19/2025,7/26/2025,On Time,1,766,7,6/19/2025,June,2,5
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Quality Check,2,7/26/2025,7/28/2025,On Time,1,766,2,6/19/2025,June,2,6
ORD0690,Chandigarh,East,Lucknow,North,Procurement,Receive Raw Material in Store,2,7/28/2025,7/30/2025,On Time,1,766,2,6/19/2025,June,2,7
ORD0690,Chandigarh,East,Lucknow,North,Production,Initiate Production,7,7/30/2025,8/6/2025,On Time,1,766,7,6/19/2025,June,3,1
ORD0690,Chandigarh,East,Lucknow,North,Production,Issue Raw Material,6,8/6/2025,8/12/2025,On Time,1,766,6,6/19/2025,June,3,2
ORD0690,Chandigarh,East,Lucknow,North,Production,Complete Production,7,8/12/2025,8/19/2025,On Time,1,766,7,6/19/2025,June,3,3
ORD0691,Ahmedabad,North,Kerala,South,Dispatch,Verify Shipping Details,2,7/24/2025,7/26/2025,On Time,1,926,2,6/15/2025,June,4,1
ORD0691,Ahmedabad,North,Kerala,South,Dispatch,Generate Shipping Labels,2,7/26/2025,7/30/2025,Delay,1,926,4,6/15/2025,June,4,2
ORD0691,Ahmedabad,North,Kerala,South,Dispatch,Schedule Pickup or Delivery,2,7/28/2025,7/30/2025,On Time,1,926,2,6/15/2025,June,4,3
ORD0691,Ahmedabad,North,Kerala,South,Invoice,Verify Invoice Details,1,6/15/2025,6/16/2025,On Time,1,926,1,6/15/2025,June,1,1
ORD0691,Ahmedabad,North,Kerala,South,Invoice,Authorize Payment,1,6/16/2025,6/17/2025,On Time,1,926,1,6/15/2025,June,1,2
ORD0691,Ahmedabad,North,Kerala,South,Invoice,Validate Tax and Charges,1,6/17/2025,6/18/2025,On Time,1,926,1,6/15/2025,June,1,3
ORD0691,Ahmedabad,North,Kerala,South,Invoice,Update Accounts Payable,1,6/18/2025,6/19/2025,On Time,1,926,1,6/15/2025,June,1,4
ORD0691,Ahmedabad,North,Kerala,South,Payment,Verify Invoice Details,1,7/30/2025,8/1/2025,Delay,1,926,2,6/15/2025,June,5,1
ORD0691,Ahmedabad,North,Kerala,South,Payment,Authorize Payment,1,7/31/2025,8/1/2025,On Time,1,926,1,6/15/2025,June,5,2
ORD0691,Ahmedabad,North,Kerala,South,Payment,Process Payment,1,8/1/2025,8/4/2025,Delay,1,926,3,6/15/2025,June,5,3
ORD0691,Ahmedabad,North,Kerala,South,Procurement,Submit New Request,2,6/19/2025,6/21/2025,On Time,1,926,2,6/15/2025,June,2,1
ORD0691,Ahmedabad,North,Kerala,South,Procurement,Review Request,2,6/21/2025,6/23/2025,On Time,1,926,2,6/15/2025,June,2,2
