Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 11,Product 5,September,2022,01-09-2022,1835581,2022-2023
Customer 11,Product 5,October,2022,01-10-2022,1143718,2022-2023
Customer 11,Product 5,November,2022,01-11-2022,7633652,2022-2023
Customer 11,Product 5,December,2022,01-12-2022,808170,2022-2023
Customer 11,Product 5,January,2023,01-01-2023,1778043,2022-2023
Customer 11,Product 5,February,2023,01-02-2023,2952369,2022-2023
Customer 11,Product 5,March,2023,01-03-2023,3782742,2022-2023
Customer 11,Product 5,April,2023,01-04-2023,9224173,2023-2024
Customer 11,Product 5,May,2023,01-05-2023,6723064,2023-2024
Customer 11,Product 5,June,2023,01-06-2023,2444106,2023-2024
Customer 11,Product 5,July,2023,01-07-2023,8143615,2023-2024
Customer 11,Product 5,August,2023,01-08-2023,9765786,2023-2024
Customer 11,Product 5,September,2023,01-09-2023,,2023-2024
Customer 11,Product 5,October,2023,01-10-2023,,2023-2024
Customer 11,Product 5,November,2023,01-11-2023,,2023-2024
Customer 11,Product 5,December,2023,01-12-2023,,2023-2024
Customer 11,Product 5,January,2024,01-01-2024,,2023-2024
Customer 11,Product 5,February,2024,01-02-2024,,2023-2024
Customer 11,Product 5,March,2024,01-03-2024,,2023-2024
Customer 11,Product 5,April,2024,01-04-2024,,2024-2025
Customer 11,Product 5,May,2024,01-05-2024,,2024-2025
Customer 11,Product 5,June,2024,01-06-2024,,2024-2025
Customer 11,Product 5,July,2024,01-07-2024,,2024-2025
Customer 11,Product 5,August,2024,01-08-2024,,2024-2025
Customer 11,Product 5,September,2024,01-09-2024,,2024-2025
Customer 11,Product 5,October,2024,01-10-2024,,2024-2025
Customer 11,Product 5,November,2024,01-11-2024,,2024-2025
Customer 11,Product 5,December,2024,01-12-2024,,2024-2025
Customer 11,Product 5,January,2025,01-01-2025,,2024-2025
Customer 11,Product 5,February,2025,01-02-2025,,2024-2025
Customer 11,Product 5,March,2025,01-03-2025,,2024-2025
Customer 11,Product 6,April,2021,01-04-2021,2640149,2021-2022
Customer 11,Product 6,May,2021,01-05-2021,3481915,2021-2022
Customer 11,Product 6,June,2021,01-06-2021,4305691,2021-2022
Customer 11,Product 6,July,2021,01-07-2021,9519207,2021-2022
Customer 11,Product 6,August,2021,01-08-2021,8102194,2021-2022
Customer 11,Product 6,September,2021,01-09-2021,9022685,2021-2022
Customer 11,Product 6,October,2021,01-10-2021,2107886,2021-2022
Customer 11,Product 6,November,2021,01-11-2021,119383,2021-2022
Customer 11,Product 6,December,2021,01-12-2021,3078537,2021-2022
Customer 11,Product 6,January,2022,01-01-2022,2049343,2021-2022
Customer 11,Product 6,February,2022,01-02-2022,7680702,2021-2022
Customer 11,Product 6,March,2022,01-03-2022,7530459,2021-2022
Customer 11,Product 6,April,2022,01-04-2022,4729286,2022-2023
Customer 11,Product 6,May,2022,01-05-2022,2912753,2022-2023
Customer 11,Product 6,June,2022,01-06-2022,3803761,2022-2023
Customer 11,Product 6,July,2022,01-07-2022,8539005,2022-2023
Customer 11,Product 6,August,2022,01-08-2022,8967206,2022-2023
Customer 11,Product 6,September,2022,01-09-2022,7018865,2022-2023
Customer 11,Product 6,October,2022,01-10-2022,9772558,2022-2023
Customer 11,Product 6,November,2022,01-11-2022,7448819,2022-2023
Customer 11,Product 6,December,2022,01-12-2022,9811950,2022-2023
Customer 11,Product 6,January,2023,01-01-2023,5446312,2022-2023
Customer 11,Product 6,February,2023,01-02-2023,7636678,2022-2023
Customer 11,Product 6,March,2023,01-03-2023,8211128,2022-2023
Customer 11,Product 6,April,2023,01-04-2023,2465095,2023-2024
Customer 11,Product 6,May,2023,01-05-2023,6403960,2023-2024
Customer 11,Product 6,June,2023,01-06-2023,8462481,2023-2024
Customer 11,Product 6,July,2023,01-07-2023,6375953,2023-2024
Customer 11,Product 6,August,2023,01-08-2023,7423522,2023-2024
Customer 11,Product 6,September,2023,01-09-2023,404549,2023-2024
Customer 11,Product 6,October,2023,01-10-2023,5841206,2023-2024
Customer 11,Product 6,November,2023,01-11-2023,,2023-2024
Customer 11,Product 6,December,2023,01-12-2023,,2023-2024
Customer 11,Product 6,January,2024,01-01-2024,,2023-2024
Customer 11,Product 6,February,2024,01-02-2024,,2023-2024
Customer 11,Product 6,March,2024,01-03-2024,,2023-2024
Customer 11,Product 6,April,2024,01-04-2024,,2024-2025
Customer 11,Product 6,May,2024,01-05-2024,,2024-2025
Customer 11,Product 6,June,2024,01-06-2024,,2024-2025
Customer 11,Product 6,July,2024,01-07-2024,,2024-2025
Customer 11,Product 6,August,2024,01-08-2024,,2024-2025
Customer 11,Product 6,September,2024,01-09-2024,,2024-2025
Customer 11,Product 6,October,2024,01-10-2024,,2024-2025
Customer 11,Product 6,November,2024,01-11-2024,,2024-2025
Customer 11,Product 6,December,2024,01-12-2024,,2024-2025
Customer 11,Product 6,January,2025,01-01-2025,,2024-2025
Customer 11,Product 6,February,2025,01-02-2025,,2024-2025
Customer 11,Product 6,March,2025,01-03-2025,,2024-2025
Customer 11,Product 9,April,2021,01-04-2021,,2021-2022
Customer 11,Product 9,May,2021,01-05-2021,,2021-2022
Customer 11,Product 9,June,2021,01-06-2021,,2021-2022
Customer 11,Product 9,July,2021,01-07-2021,,2021-2022
Customer 11,Product 9,August,2021,01-08-2021,,2021-2022
Customer 11,Product 9,September,2021,01-09-2021,,2021-2022
Customer 11,Product 9,October,2021,01-10-2021,,2021-2022
Customer 11,Product 9,November,2021,01-11-2021,,2021-2022
Customer 11,Product 9,December,2021,01-12-2021,,2021-2022
Customer 11,Product 9,January,2022,01-01-2022,9750848,2021-2022
Customer 11,Product 9,February,2022,01-02-2022,5448980,2021-2022
Customer 11,Product 9,March,2022,01-03-2022,7164959,2021-2022
Customer 11,Product 9,April,2022,01-04-2022,9618179,2022-2023
Customer 11,Product 9,May,2022,01-05-2022,8249718,2022-2023
Customer 11,Product 9,June,2022,01-06-2022,2499510,2022-2023
Customer 11,Product 9,July,2022,01-07-2022,5555397,2022-2023
Customer 11,Product 9,August,2022,01-08-2022,8209638,2022-2023
Customer 11,Product 9,September,2022,01-09-2022,3869461,2022-2023
Customer 11,Product 9,October,2022,01-10-2022,9592067,2022-2023
Customer 11,Product 9,November,2022,01-11-2022,2270010,2022-2023
Customer 11,Product 9,December,2022,01-12-2022,4097246,2022-2023
Customer 11,Product 9,January,2023,01-01-2023,6781392,2022-2023
Customer 11,Product 9,February,2023,01-02-2023,6649975,2022-2023
Customer 11,Product 9,March,2023,01-03-2023,9833359,2022-2023
Customer 11,Product 9,April,2023,01-04-2023,9320309,2023-2024
Customer 11,Product 9,May,2023,01-05-2023,3861498,2023-2024
Customer 11,Product 9,June,2023,01-06-2023,5455589,2023-2024
Customer 11,Product 9,July,2023,01-07-2023,7069197,2023-2024
Customer 11,Product 9,August,2023,01-08-2023,6572017,2023-2024
Customer 11,Product 9,September,2023,01-09-2023,3086060,2023-2024
Customer 11,Product 9,October,2023,01-10-2023,,2023-2024
Customer 11,Product 9,November,2023,01-11-2023,,2023-2024
Customer 11,Product 9,December,2023,01-12-2023,,2023-2024
Customer 11,Product 9,January,2024,01-01-2024,,2023-2024
Customer 11,Product 9,February,2024,01-02-2024,,2023-2024
Customer 11,Product 9,March,2024,01-03-2024,,2023-2024
Customer 11,Product 9,April,2024,01-04-2024,,2024-2025
Customer 11,Product 9,May,2024,01-05-2024,,2024-2025
Customer 11,Product 9,June,2024,01-06-2024,,2024-2025
Customer 11,Product 9,July,2024,01-07-2024,,2024-2025
Customer 11,Product 9,August,2024,01-08-2024,,2024-2025
Customer 11,Product 9,September,2024,01-09-2024,,2024-2025
Customer 11,Product 9,October,2024,01-10-2024,,2024-2025
Customer 11,Product 9,November,2024,01-11-2024,,2024-2025
Customer 11,Product 9,December,2024,01-12-2024,,2024-2025
Customer 11,Product 9,January,2025,01-01-2025,,2024-2025
Customer 11,Product 9,February,2025,01-02-2025,,2024-2025
Customer 11,Product 9,March,2025,01-03-2025,,2024-2025
Customer 12,Product 10,April,2021,01-04-2021,7698361,2021-2022
Customer 12,Product 10,May,2021,01-05-2021,6156634,2021-2022
Customer 12,Product 10,June,2021,01-06-2021,5634221,2021-2022
Customer 12,Product 10,July,2021,01-07-2021,3601298,2021-2022
Customer 12,Product 10,August,2021,01-08-2021,827587,2021-2022
Customer 12,Product 10,September,2021,01-09-2021,7109953,2021-2022
Customer 12,Product 10,October,2021,01-10-2021,7053609,2021-2022
Customer 12,Product 10,November,2021,01-11-2021,7529599,2021-2022
Customer 12,Product 10,December,2021,01-12-2021,4350643,2021-2022
Customer 12,Product 10,January,2022,01-01-2022,5429489,2021-2022
Customer 12,Product 10,February,2022,01-02-2022,1482410,2021-2022
Customer 12,Product 10,March,2022,01-03-2022,6261187,2021-2022
Customer 12,Product 10,April,2022,01-04-2022,7695059,2022-2023
Customer 12,Product 10,May,2022,01-05-2022,8657098,2022-2023
Customer 12,Product 10,June,2022,01-06-2022,7680231,2022-2023
Customer 12,Product 10,July,2022,01-07-2022,4833520,2022-2023
Customer 12,Product 10,August,2022,01-08-2022,1034118,2022-2023
Customer 12,Product 10,September,2022,01-09-2022,2012186,2022-2023
Customer 12,Product 10,October,2022,01-10-2022,5291263,2022-2023
Customer 12,Product 10,November,2022,01-11-2022,5188445,2022-2023
Customer 12,Product 10,December,2022,01-12-2022,9393546,2022-2023
Customer 12,Product 10,January,2023,01-01-2023,9042019,2022-2023
Customer 12,Product 10,February,2023,01-02-2023,3188197,2022-2023
Customer 12,Product 10,March,2023,01-03-2023,235665,2022-2023
Customer 12,Product 10,April,2023,01-04-2023,3202681,2023-2024
Customer 12,Product 10,May,2023,01-05-2023,1824043,2023-2024
Customer 12,Product 10,June,2023,01-06-2023,1610350,2023-2024
Customer 12,Product 10,July,2023,01-07-2023,5156118,2023-2024
Customer 12,Product 10,August,2023,01-08-2023,1767148,2023-2024
Customer 12,Product 10,September,2023,01-09-2023,,2023-2024
Customer 12,Product 10,October,2023,01-10-2023,,2023-2024
Customer 12,Product 10,November,2023,01-11-2023,,2023-2024
Customer 12,Product 10,December,2023,01-12-2023,,2023-2024
Customer 12,Product 10,January,2024,01-01-2024,,2023-2024
Customer 12,Product 10,February,2024,01-02-2024,,2023-2024
Customer 12,Product 10,March,2024,01-03-2024,,2023-2024
Customer 12,Product 10,April,2024,01-04-2024,,2024-2025
Customer 12,Product 10,May,2024,01-05-2024,,2024-2025
Customer 12,Product 10,June,2024,01-06-2024,,2024-2025
Customer 12,Product 10,July,2024,01-07-2024,,2024-2025
Customer 12,Product 10,August,2024,01-08-2024,,2024-2025
Customer 12,Product 10,September,2024,01-09-2024,,2024-2025
Customer 12,Product 10,October,2024,01-10-2024,,2024-2025
Customer 12,Product 10,November,2024,01-11-2024,,2024-2025
Customer 12,Product 10,December,2024,01-12-2024,,2024-2025
Customer 12,Product 10,January,2025,01-01-2025,,2024-2025
Customer 12,Product 10,February,2025,01-02-2025,,2024-2025
Customer 12,Product 10,March,2025,01-03-2025,,2024-2025
Customer 12,Product 2,April,2021,01-04-2021,,2021-2022
Customer 12,Product 2,May,2021,01-05-2021,,2021-2022
Customer 12,Product 2,June,2021,01-06-2021,,2021-2022
Customer 12,Product 2,July,2021,01-07-2021,,2021-2022
Customer 12,Product 2,August,2021,01-08-2021,,2021-2022
Customer 12,Product 2,September,2021,01-09-2021,,2021-2022
Customer 12,Product 2,October,2021,01-10-2021,,2021-2022
Customer 12,Product 2,November,2021,01-11-2021,,2021-2022
Customer 12,Product 2,December,2021,01-12-2021,,2021-2022
Customer 12,Product 2,January,2022,01-01-2022,,2021-2022
Customer 12,Product 2,February,2022,01-02-2022,,2021-2022
Customer 12,Product 2,March,2022,01-03-2022,,2021-2022
Customer 12,Product 2,April,2022,01-04-2022,,2022-2023
Customer 12,Product 2,May,2022,01-05-2022,,2022-2023
Customer 12,Product 2,June,2022,01-06-2022,,2022-2023
Customer 12,Product 2,July,2022,01-07-2022,,2022-2023
Customer 12,Product 2,August,2022,01-08-2022,,2022-2023
Customer 12,Product 2,September,2022,01-09-2022,,2022-2023
Customer 12,Product 2,October,2022,01-10-2022,,2022-2023
Customer 12,Product 2,November,2022,01-11-2022,,2022-2023
Customer 12,Product 2,December,2022,01-12-2022,,2022-2023
Customer 12,Product 2,January,2023,01-01-2023,4235794,2022-2023
Customer 12,Product 2,February,2023,01-02-2023,2271876,2022-2023
Customer 12,Product 2,March,2023,01-03-2023,4878156,2022-2023
Customer 12,Product 2,April,2023,01-04-2023,4539244,2023-2024
Customer 12,Product 2,May,2023,01-05-2023,1659827,2023-2024
Customer 12,Product 2,June,2023,01-06-2023,474386,2023-2024
Customer 12,Product 2,July,2023,01-07-2023,2761160,2023-2024
Customer 12,Product 2,August,2023,01-08-2023,7596017,2023-2024
Customer 12,Product 2,September,2023,01-09-2023,2976536,2023-2024
Customer 12,Product 2,October,2023,01-10-2023,,2023-2024
Customer 12,Product 2,November,2023,01-11-2023,,2023-2024
Customer 12,Product 2,December,2023,01-12-2023,,2023-2024
Customer 12,Product 2,January,2024,01-01-2024,,2023-2024
Customer 12,Product 2,February,2024,01-02-2024,,2023-2024
Customer 12,Product 2,March,2024,01-03-2024,,2023-2024
Customer 12,Product 2,April,2024,01-04-2024,,2024-2025
Customer 12,Product 2,May,2024,01-05-2024,,2024-2025
Customer 12,Product 2,June,2024,01-06-2024,,2024-2025
Customer 12,Product 2,July,2024,01-07-2024,,2024-2025
Customer 12,Product 2,August,2024,01-08-2024,,2024-2025
Customer 12,Product 2,September,2024,01-09-2024,,2024-2025
Customer 12,Product 2,October,2024,01-10-2024,,2024-2025
Customer 12,Product 2,November,2024,01-11-2024,,2024-2025
Customer 12,Product 2,December,2024,01-12-2024,,2024-2025
Customer 12,Product 2,January,2025,01-01-2025,,2024-2025
Customer 12,Product 2,February,2025,01-02-2025,,2024-2025
Customer 12,Product 2,March,2025,01-03-2025,,2024-2025
Customer 12,Product 4,April,2021,01-04-2021,,2021-2022
Customer 12,Product 4,May,2021,01-05-2021,,2021-2022
Customer 12,Product 4,June,2021,01-06-2021,,2021-2022
Customer 12,Product 4,July,2021,01-07-2021,,2021-2022
Customer 12,Product 4,August,2021,01-08-2021,,2021-2022
Customer 12,Product 4,September,2021,01-09-2021,,2021-2022
Customer 12,Product 4,October,2021,01-10-2021,,2021-2022
Customer 12,Product 4,November,2021,01-11-2021,,2021-2022
Customer 12,Product 4,December,2021,01-12-2021,,2021-2022
Customer 12,Product 4,January,2022,01-01-2022,,2021-2022
Customer 12,Product 4,February,2022,01-02-2022,,2021-2022
Customer 12,Product 4,March,2022,01-03-2022,,2021-2022
Customer 12,Product 4,April,2022,01-04-2022,,2022-2023
Customer 12,Product 4,May,2022,01-05-2022,,2022-2023
Customer 12,Product 4,June,2022,01-06-2022,,2022-2023
Customer 12,Product 4,July,2022,01-07-2022,,2022-2023
Customer 12,Product 4,August,2022,01-08-2022,,2022-2023
Customer 12,Product 4,September,2022,01-09-2022,,2022-2023
Customer 12,Product 4,October,2022,01-10-2022,,2022-2023
Customer 12,Product 4,November,2022,01-11-2022,,2022-2023
Customer 12,Product 4,December,2022,01-12-2022,,2022-2023
Customer 12,Product 4,January,2023,01-01-2023,8227888,2022-2023
Customer 12,Product 4,February,2023,01-02-2023,8404362,2022-2023
Customer 12,Product 4,March,2023,01-03-2023,9903952,2022-2023
Customer 12,Product 4,April,2023,01-04-2023,6871967,2023-2024
Customer 12,Product 4,May,2023,01-05-2023,4428354,2023-2024
Customer 12,Product 4,June,2023,01-06-2023,3696287,2023-2024
Customer 12,Product 4,July,2023,01-07-2023,2557907,2023-2024
Customer 12,Product 4,August,2023,01-08-2023,,2023-2024
Customer 12,Product 4,September,2023,01-09-2023,,2023-2024
Customer 12,Product 4,October,2023,01-10-2023,,2023-2024
Customer 12,Product 4,November,2023,01-11-2023,,2023-2024
Customer 12,Product 4,December,2023,01-12-2023,,2023-2024
Customer 12,Product 4,January,2024,01-01-2024,,2023-2024
Customer 12,Product 4,February,2024,01-02-2024,,2023-2024
Customer 12,Product 4,March,2024,01-03-2024,,2023-2024
Customer 12,Product 4,April,2024,01-04-2024,,2024-2025
Customer 12,Product 4,May,2024,01-05-2024,,2024-2025
Customer 12,Product 4,June,2024,01-06-2024,,2024-2025
Customer 12,Product 4,July,2024,01-07-2024,,2024-2025
Customer 12,Product 4,August,2024,01-08-2024,,2024-2025
Customer 12,Product 4,September,2024,01-09-2024,,2024-2025
Customer 12,Product 4,October,2024,01-10-2024,,2024-2025
Customer 12,Product 4,November,2024,01-11-2024,,2024-2025
Customer 12,Product 4,December,2024,01-12-2024,,2024-2025
Customer 12,Product 4,January,2025,01-01-2025,,2024-2025
Customer 12,Product 4,February,2025,01-02-2025,,2024-2025
Customer 12,Product 4,March,2025,01-03-2025,,2024-2025
Customer 12,Product 5,April,2021,01-04-2021,,2021-2022
Customer 12,Product 5,May,2021,01-05-2021,,2021-2022
Customer 12,Product 5,June,2021,01-06-2021,,2021-2022
Customer 12,Product 5,July,2021,01-07-2021,,2021-2022
Customer 12,Product 5,August,2021,01-08-2021,,2021-2022
Customer 12,Product 5,September,2021,01-09-2021,,2021-2022
Customer 12,Product 5,October,2021,01-10-2021,,2021-2022
Customer 12,Product 5,November,2021,01-11-2021,,2021-2022
Customer 12,Product 5,December,2021,01-12-2021,,2021-2022
Customer 12,Product 5,January,2022,01-01-2022,,2021-2022
Customer 12,Product 5,February,2022,01-02-2022,,2021-2022
Customer 12,Product 5,March,2022,01-03-2022,,2021-2022
Customer 12,Product 5,April,2022,01-04-2022,,2022-2023
Customer 12,Product 5,May,2022,01-05-2022,,2022-2023
Customer 12,Product 5,June,2022,01-06-2022,,2022-2023
Customer 12,Product 5,July,2022,01-07-2022,,2022-2023
Customer 12,Product 5,August,2022,01-08-2022,,2022-2023
Customer 12,Product 5,September,2022,01-09-2022,,2022-2023
Customer 12,Product 5,October,2022,01-10-2022,,2022-2023
Customer 12,Product 5,November,2022,01-11-2022,,2022-2023
Customer 12,Product 5,December,2022,01-12-2022,,2022-2023
Customer 12,Product 5,January,2023,01-01-2023,1539607,2022-2023
Customer 12,Product 5,February,2023,01-02-2023,6050860,2022-2023
Customer 12,Product 5,March,2023,01-03-2023,233397,2022-2023
Customer 12,Product 5,April,2023,01-04-2023,8404583,2023-2024
Customer 12,Product 5,May,2023,01-05-2023,6160237,2023-2024
Customer 12,Product 5,June,2023,01-06-2023,2513990,2023-2024
Customer 12,Product 5,July,2023,01-07-2023,4027103,2023-2024
Customer 12,Product 5,August,2023,01-08-2023,3786375,2023-2024
Customer 12,Product 5,September,2023,01-09-2023,,2023-2024
Customer 12,Product 5,October,2023,01-10-2023,,2023-2024
Customer 12,Product 5,November,2023,01-11-2023,,2023-2024
Customer 12,Product 5,December,2023,01-12-2023,,2023-2024
Customer 12,Product 5,January,2024,01-01-2024,,2023-2024
Customer 12,Product 5,February,2024,01-02-2024,,2023-2024
Customer 12,Product 5,March,2024,01-03-2024,,2023-2024
Customer 12,Product 5,April,2024,01-04-2024,,2024-2025
Customer 12,Product 5,May,2024,01-05-2024,,2024-2025
Customer 12,Product 5,June,2024,01-06-2024,,2024-2025
Customer 12,Product 5,July,2024,01-07-2024,,2024-2025
Customer 12,Product 5,August,2024,01-08-2024,,2024-2025
Customer 12,Product 5,September,2024,01-09-2024,,2024-2025
Customer 12,Product 5,October,2024,01-10-2024,,2024-2025
Customer 12,Product 5,November,2024,01-11-2024,,2024-2025
Customer 12,Product 5,December,2024,01-12-2024,,2024-2025
Customer 12,Product 5,January,2025,01-01-2025,,2024-2025
Customer 12,Product 5,February,2025,01-02-2025,,2024-2025
Customer 12,Product 5,March,2025,01-03-2025,,2024-2025
Customer 12,Product 6,April,2021,01-04-2021,4387241,2021-2022
Customer 12,Product 6,May,2021,01-05-2021,8985277,2021-2022
Customer 12,Product 6,June,2021,01-06-2021,315353,2021-2022
Customer 12,Product 6,July,2021,01-07-2021,7811724,2021-2022
Customer 12,Product 6,August,2021,01-08-2021,9035117,2021-2022
Customer 12,Product 6,September,2021,01-09-2021,7414453,2021-2022
Customer 12,Product 6,October,2021,01-10-2021,7438261,2021-2022
Customer 12,Product 6,November,2021,01-11-2021,9907506,2021-2022
Customer 12,Product 6,December,2021,01-12-2021,5692910,2021-2022
Customer 12,Product 6,January,2022,01-01-2022,9774442,2021-2022
Customer 12,Product 6,February,2022,01-02-2022,1146026,2021-2022
Customer 12,Product 6,March,2022,01-03-2022,4759782,2021-2022
Customer 12,Product 6,April,2022,01-04-2022,7822591,2022-2023
Customer 12,Product 6,May,2022,01-05-2022,9011316,2022-2023
Customer 12,Product 6,June,2022,01-06-2022,4757779,2022-2023
Customer 12,Product 6,July,2022,01-07-2022,8020297,2022-2023
Customer 12,Product 6,August,2022,01-08-2022,2811949,2022-2023
Customer 12,Product 6,September,2022,01-09-2022,9037272,2022-2023
Customer 12,Product 6,October,2022,01-10-2022,6891531,2022-2023
Customer 12,Product 6,November,2022,01-11-2022,9773866,2022-2023
Customer 12,Product 6,December,2022,01-12-2022,6133223,2022-2023
Customer 12,Product 6,January,2023,01-01-2023,8271179,2022-2023
Customer 12,Product 6,February,2023,01-02-2023,6649698,2022-2023
Customer 12,Product 6,March,2023,01-03-2023,859841,2022-2023
Customer 12,Product 6,April,2023,01-04-2023,6474428,2023-2024
Customer 12,Product 6,May,2023,01-05-2023,2876417,2023-2024
Customer 12,Product 6,June,2023,01-06-2023,,2023-2024
Customer 12,Product 6,July,2023,01-07-2023,,2023-2024
Customer 12,Product 6,August,2023,01-08-2023,,2023-2024
Customer 12,Product 6,September,2023,01-09-2023,,2023-2024
Customer 12,Product 6,October,2023,01-10-2023,,2023-2024
Customer 12,Product 6,November,2023,01-11-2023,,2023-2024
Customer 12,Product 6,December,2023,01-12-2023,,2023-2024
Customer 12,Product 6,January,2024,01-01-2024,,2023-2024
Customer 12,Product 6,February,2024,01-02-2024,,2023-2024
Customer 12,Product 6,March,2024,01-03-2024,,2023-2024
Customer 12,Product 6,April,2024,01-04-2024,,2024-2025
Customer 12,Product 6,May,2024,01-05-2024,,2024-2025
Customer 12,Product 6,June,2024,01-06-2024,,2024-2025
Customer 12,Product 6,July,2024,01-07-2024,,2024-2025
Customer 12,Product 6,August,2024,01-08-2024,,2024-2025
Customer 12,Product 6,September,2024,01-09-2024,,2024-2025
Customer 12,Product 6,October,2024,01-10-2024,,2024-2025
Customer 12,Product 6,November,2024,01-11-2024,,2024-2025
Customer 12,Product 6,December,2024,01-12-2024,,2024-2025
Customer 12,Product 6,January,2025,01-01-2025,,2024-2025
Customer 12,Product 6,February,2025,01-02-2025,,2024-2025
Customer 12,Product 6,March,2025,01-03-2025,,2024-2025
Customer 12,Product 9,April,2021,01-04-2021,7624603,2021-2022
Customer 12,Product 9,May,2021,01-05-2021,2685382,2021-2022
Customer 12,Product 9,June,2021,01-06-2021,7585519,2021-2022
Customer 12,Product 9,July,2021,01-07-2021,9703442,2021-2022
Customer 12,Product 9,August,2021,01-08-2021,1268174,2021-2022
Customer 12,Product 9,September,2021,01-09-2021,5191788,2021-2022
Customer 12,Product 9,October,2021,01-10-2021,1279175,2021-2022
Customer 12,Product 9,November,2021,01-11-2021,2494372,2021-2022
Customer 12,Product 9,December,2021,01-12-2021,7733183,2021-2022
Customer 12,Product 9,January,2022,01-01-2022,6530732,2021-2022
Customer 12,Product 9,February,2022,01-02-2022,4687615,2021-2022
Customer 12,Product 9,March,2022,01-03-2022,5500290,2021-2022
Customer 12,Product 9,April,2022,01-04-2022,4451900,2022-2023
Customer 12,Product 9,May,2022,01-05-2022,6570718,2022-2023
Customer 12,Product 9,June,2022,01-06-2022,685053,2022-2023
Customer 12,Product 9,July,2022,01-07-2022,3924871,2022-2023
Customer 12,Product 9,August,2022,01-08-2022,3946957,2022-2023
Customer 12,Product 9,September,2022,01-09-2022,671262,2022-2023
Customer 12,Product 9,October,2022,01-10-2022,5807865,2022-2023
Customer 12,Product 9,November,2022,01-11-2022,1141855,2022-2023
Customer 12,Product 9,December,2022,01-12-2022,6897217,2022-2023
Customer 12,Product 9,January,2023,01-01-2023,5555236,2022-2023
Customer 12,Product 9,February,2023,01-02-2023,5961035,2022-2023
Customer 12,Product 9,March,2023,01-03-2023,4483222,2022-2023
Customer 12,Product 9,April,2023,01-04-2023,4053172,2023-2024
Customer 12,Product 9,May,2023,01-05-2023,4330889,2023-2024
Customer 12,Product 9,June,2023,01-06-2023,3237862,2023-2024
Customer 12,Product 9,July,2023,01-07-2023,7147572,2023-2024
Customer 12,Product 9,August,2023,01-08-2023,111682,2023-2024
Customer 12,Product 9,September,2023,01-09-2023,,2023-2024
Customer 12,Product 9,October,2023,01-10-2023,,2023-2024
Customer 12,Product 9,November,2023,01-11-2023,,2023-2024
Customer 12,Product 9,December,2023,01-12-2023,,2023-2024
Customer 12,Product 9,January,2024,01-01-2024,,2023-2024
Customer 12,Product 9,February,2024,01-02-2024,,2023-2024
Customer 12,Product 9,March,2024,01-03-2024,,2023-2024
Customer 12,Product 9,April,2024,01-04-2024,,2024-2025
Customer 12,Product 9,May,2024,01-05-2024,,2024-2025
Customer 12,Product 9,June,2024,01-06-2024,,2024-2025
Customer 12,Product 9,July,2024,01-07-2024,,2024-2025
Customer 12,Product 9,August,2024,01-08-2024,,2024-2025
Customer 12,Product 9,September,2024,01-09-2024,,2024-2025
Customer 12,Product 9,October,2024,01-10-2024,,2024-2025
Customer 12,Product 9,November,2024,01-11-2024,,2024-2025
Customer 12,Product 9,December,2024,01-12-2024,,2024-2025
Customer 12,Product 9,January,2025,01-01-2025,,2024-2025
Customer 12,Product 9,February,2025,01-02-2025,,2024-2025
Customer 12,Product 9,March,2025,01-03-2025,,2024-2025
Customer 13,Product 10,April,2021,01-04-2021,5378750,2021-2022
Customer 13,Product 10,May,2021,01-05-2021,5296990,2021-2022
Customer 13,Product 10,June,2021,01-06-2021,5966543,2021-2022
Customer 13,Product 10,July,2021,01-07-2021,6863511,2021-2022
Customer 13,Product 10,August,2021,01-08-2021,5751476,2021-2022
Customer 13,Product 10,September,2021,01-09-2021,9552099,2021-2022
Customer 13,Product 10,October,2021,01-10-2021,1430310,2021-2022
Customer 13,Product 10,November,2021,01-11-2021,9632601,2021-2022
Customer 13,Product 10,December,2021,01-12-2021,9591468,2021-2022
Customer 13,Product 10,January,2022,01-01-2022,3439600,2021-2022
Customer 13,Product 10,February,2022,01-02-2022,5947757,2021-2022
Customer 13,Product 10,March,2022,01-03-2022,4973618,2021-2022
Customer 13,Product 10,April,2022,01-04-2022,7627032,2022-2023
Customer 13,Product 10,May,2022,01-05-2022,6728777,2022-2023
Customer 13,Product 10,June,2022,01-06-2022,1535669,2022-2023
Customer 13,Product 10,July,2022,01-07-2022,4101555,2022-2023
Customer 13,Product 10,August,2022,01-08-2022,5779598,2022-2023
Customer 13,Product 10,September,2022,01-09-2022,440268,2022-2023
Customer 13,Product 10,October,2022,01-10-2022,8851401,2022-2023
Customer 13,Product 10,November,2022,01-11-2022,9664300,2022-2023
Customer 13,Product 10,December,2022,01-12-2022,1563633,2022-2023
Customer 13,Product 10,January,2023,01-01-2023,4827525,2022-2023
Customer 13,Product 10,February,2023,01-02-2023,1380572,2022-2023
Customer 13,Product 10,March,2023,01-03-2023,7958456,2022-2023
Customer 13,Product 10,April,2023,01-04-2023,5153429,2023-2024
Customer 13,Product 10,May,2023,01-05-2023,4028518,2023-2024
Customer 13,Product 10,June,2023,01-06-2023,7292020,2023-2024
Customer 13,Product 10,July,2023,01-07-2023,7098208,2023-2024
Customer 13,Product 10,August,2023,01-08-2023,792225,2023-2024
Customer 13,Product 10,September,2023,01-09-2023,5008786,2023-2024
Customer 13,Product 10,October,2023,01-10-2023,,2023-2024
