Month,Depot,SKU,Forecast,Validty,Product Category,Active
01-06-2025,Depot E,SKU-006,1727,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1098,20,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-235,101,Invalid,Product A,Active
01-06-2025,Depot E,SKU-343,1624,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-344,380,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-345,1643,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-346,108,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-206,701,Invalid,Product A,Active
01-06-2025,Depot E,SKU-207,32,Invalid,Product A,Active
01-06-2025,Depot E,SKU-347,59,Invalid,Product A,Active
01-06-2025,Depot E,SKU-902,21985,Invalid,Product A,Active
01-06-2025,Depot E,SKU-348,22188,Invalid,Product A,Active
01-06-2025,Depot E,SKU-349,697,Invalid,Product A,Active
01-06-2025,Depot E,SKU-208,36,Invalid,Product A,Active
01-06-2025,Depot E,SKU-228,101,Invalid,Product A,Active
01-06-2025,Depot E,SKU-350,292,Invalid,Product A,Active
01-06-2025,Depot E,SKU-063,16569,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-009,26681,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-314,345,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-249,343,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-231,3304,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-236,461,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-315,1312,Invalid,Product A,Active
01-06-2025,Depot E,SKU-515,85,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-516,51,Invalid,Product A,Active
01-06-2025,Depot E,SKU-517,41,Invalid,Product A,Active
01-06-2025,Depot E,SKU-013,168,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-014,2463,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-316,415,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-317,142,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1099,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-252,312,Invalid,Product A,Active
01-06-2025,Depot E,SKU-253,31,Invalid,Product A,Active
01-06-2025,Depot E,SKU-904,7,Invalid,Product A,Active
01-06-2025,Depot E,SKU-351,46,Invalid,Product A,Active
01-06-2025,Depot E,SKU-352,29,Invalid,Product A,Active
01-06-2025,Depot E,SKU-353,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-354,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-355,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-356,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-519,43,Invalid,Product A,Active
01-06-2025,Depot E,SKU-357,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-358,4,Invalid,Product A,Active
01-06-2025,Depot E,SKU-360,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-361,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-362,102,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-363,78,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-520,19,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-364,35,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-365,14,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-906,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-367,137,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-371,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-372,22,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-374,23,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-376,24,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-377,44,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-261,48,Invalid,Product A,Active
01-06-2025,Depot E,SKU-237,46,Invalid,Product A,Active
01-06-2025,Depot E,SKU-209,167,Invalid,Product A,Active
01-06-2025,Depot E,SKU-238,63,Invalid,Product A,Active
01-06-2025,Depot E,SKU-254,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-262,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-065,34,Invalid,Product A,Active
01-06-2025,Depot E,SKU-019,291,Invalid,Product A,Active
01-06-2025,Depot E,SKU-270,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-066,302,Invalid,Product A,Active
01-06-2025,Depot E,SKU-160,76,Invalid,Product A,Active
01-06-2025,Depot E,SKU-067,76,Invalid,Product A,Active
01-06-2025,Depot E,SKU-255,1908,Invalid,Product A,Active
01-06-2025,Depot E,SKU-271,16,Invalid,Product A,Active
01-06-2025,Depot E,SKU-230,25,Invalid,Product A,Active
01-06-2025,Depot E,SKU-023,69,Invalid,Product A,Active
01-06-2025,Depot E,SKU-379,382,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-380,56116,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-542,6309,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-545,355,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-381,166,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-382,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-548,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-549,38,Invalid,Product A,Active
01-06-2025,Depot E,SKU-070,67,Invalid,Product A,Active
01-06-2025,Depot E,SKU-071,219,Invalid,Product A,Active
01-06-2025,Depot E,SKU-161,1462,Invalid,Product A,Active
01-06-2025,Depot E,SKU-074,30,Invalid,Product A,Active
01-06-2025,Depot E,SKU-256,203,Invalid,Product A,Active
01-06-2025,Depot E,SKU-552,203,Invalid,Product A,Active
01-06-2025,Depot E,SKU-078,310,Invalid,Product A,Active
01-06-2025,Depot E,SKU-079,109,Invalid,Product A,Active
01-06-2025,Depot E,SKU-212,2786,Invalid,Product A,Active
01-06-2025,Depot E,SKU-080,575,Invalid,Product A,Active
01-06-2025,Depot E,SKU-081,739,Invalid,Product A,Active
01-06-2025,Depot E,SKU-167,239,Invalid,Product A,Active
01-06-2025,Depot E,SKU-083,271,Invalid,Product A,Active
01-06-2025,Depot E,SKU-084,100,Invalid,Product A,Active
01-06-2025,Depot E,SKU-215,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1057,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-257,457,Invalid,Product A,Active
01-06-2025,Depot E,SKU-086,24,Invalid,Product A,Active
01-06-2025,Depot E,SKU-087,492,Invalid,Product A,Active
01-06-2025,Depot E,SKU-217,62,Invalid,Product A,Active
01-06-2025,Depot E,SKU-384,101,Invalid,Product A,Active
01-06-2025,Depot E,SKU-088,1160,Invalid,Product A,Active
01-06-2025,Depot E,SKU-233,180,Invalid,Product A,Active
01-06-2025,Depot E,SKU-385,26,Invalid,Product A,Active
01-06-2025,Depot E,SKU-386,92,Invalid,Product A,Active
01-06-2025,Depot E,SKU-387,47,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1100,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-388,38,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1101,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1063,59,Invalid,Product A,Active
01-06-2025,Depot E,SKU-389,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-390,32,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1102,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-391,101,Invalid,Product A,Active
01-06-2025,Depot E,SKU-090,531,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1064,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1103,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-046,532,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-048,33,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-049,34,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-576,122,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-055,127,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-057,98,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-058,268,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-092,672,Invalid,Product A,Active
01-06-2025,Depot E,SKU-578,3,Invalid,Product A,Active
01-06-2025,Depot E,SKU-925,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-579,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-580,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-581,19,Invalid,Product A,Active
01-06-2025,Depot E,SKU-583,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-584,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-585,21,Invalid,Product A,Active
01-06-2025,Depot E,SKU-586,389,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-587,7,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1104,166,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-093,87,Invalid,Product A,Active
01-06-2025,Depot E,SKU-588,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-589,19,Invalid,Product A,Active
01-06-2025,Depot E,SKU-590,2,Invalid,Product A,Active
01-06-2025,Depot E,SKU-592,16,Invalid,Product A,Active
01-06-2025,Depot E,SKU-593,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-594,2,Invalid,Product A,Active
01-06-2025,Depot E,SKU-595,82,Invalid,Product A,Active
01-06-2025,Depot E,SKU-596,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-597,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-598,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-599,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-600,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1105,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1106,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1107,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-606,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-608,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-179,1119,Invalid,Product A,Active
01-06-2025,Depot E,SKU-285,81,Invalid,Product A,Active
01-06-2025,Depot E,SKU-927,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-286,451,Invalid,Product A,Active
01-06-2025,Depot E,SKU-609,121,Invalid,Product A,Active
01-06-2025,Depot E,SKU-610,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-611,22,Invalid,Product A,Active
01-06-2025,Depot E,SKU-612,25,Invalid,Product A,Active
01-06-2025,Depot E,SKU-613,105,Invalid,Product A,Active
01-06-2025,Depot E,SKU-930,702,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-931,266,Invalid,Product A,Active
01-06-2025,Depot E,SKU-287,384,Invalid,Product A,Active
01-06-2025,Depot E,SKU-614,24,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-615,45,Invalid,Product A,Active
01-06-2025,Depot E,SKU-616,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-288,514,Invalid,Product A,Active
01-06-2025,Depot E,SKU-619,21,Invalid,Product A,Active
01-06-2025,Depot E,SKU-620,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-932,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-621,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-622,34,Invalid,Product A,Active
01-06-2025,Depot E,SKU-623,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-934,83,Invalid,Product A,Active
01-06-2025,Depot E,SKU-935,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-631,22,Invalid,Product A,Active
01-06-2025,Depot E,SKU-633,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-634,18,Invalid,Product A,Active
01-06-2025,Depot E,SKU-937,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-636,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-637,174,Invalid,Product A,Active
01-06-2025,Depot E,SKU-638,60,Invalid,Product A,Active
01-06-2025,Depot E,SKU-938,2,Invalid,Product A,Active
01-06-2025,Depot E,SKU-639,34,Invalid,Product A,Active
01-06-2025,Depot E,SKU-640,74,Invalid,Product A,Active
01-06-2025,Depot E,SKU-939,27,Invalid,Product A,Active
01-06-2025,Depot E,SKU-641,102,Invalid,Product A,Active
01-06-2025,Depot E,SKU-642,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-643,22,Invalid,Product A,Active
01-06-2025,Depot E,SKU-644,8,Invalid,Product A,Active
01-06-2025,Depot E,SKU-940,8,Invalid,Product A,Active
01-06-2025,Depot E,SKU-645,65,Invalid,Product A,Active
01-06-2025,Depot E,SKU-646,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-941,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-647,52,Invalid,Product A,Active
01-06-2025,Depot E,SKU-648,2,Invalid,Product A,Active
01-06-2025,Depot E,SKU-649,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-650,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-094,8,Invalid,Product A,Active
01-06-2025,Depot E,SKU-651,16,Invalid,Product A,Active
01-06-2025,Depot E,SKU-943,21,Invalid,Product A,Active
01-06-2025,Depot E,SKU-652,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-289,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-653,30,Invalid,Product A,Active
01-06-2025,Depot E,SKU-654,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-944,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-095,52,Invalid,Product A,Active
01-06-2025,Depot E,SKU-655,41,Invalid,Product A,Active
01-06-2025,Depot E,SKU-945,61,Invalid,Product A,Active
01-06-2025,Depot E,SKU-656,170,Invalid,Product A,Active
01-06-2025,Depot E,SKU-657,2,Invalid,Product A,Active
01-06-2025,Depot E,SKU-658,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-946,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-659,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-660,14,Invalid,Product A,Active
01-06-2025,Depot E,SKU-948,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-661,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-662,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-663,67,Invalid,Product A,Active
01-06-2025,Depot E,SKU-949,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-950,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-664,62,Invalid,Product A,Active
01-06-2025,Depot E,SKU-665,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-951,18,Invalid,Product A,Active
01-06-2025,Depot E,SKU-666,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-668,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-669,27,Invalid,Product A,Active
01-06-2025,Depot E,SKU-670,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-954,14,Invalid,Product A,Active
01-06-2025,Depot E,SKU-671,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-955,36,Invalid,Product A,Active
01-06-2025,Depot E,SKU-673,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-956,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-096,21,Invalid,Product A,Active
01-06-2025,Depot E,SKU-958,28,Invalid,Product A,Active
01-06-2025,Depot E,SKU-674,68,Invalid,Product A,Active
01-06-2025,Depot E,SKU-180,1311,Invalid,Product A,Active
01-06-2025,Depot E,SKU-392,8,Invalid,Product A,Active
01-06-2025,Depot E,SKU-675,938,Invalid,Product A,Active
01-06-2025,Depot E,SKU-676,184,Invalid,Product A,Active
01-06-2025,Depot E,SKU-677,75,Invalid,Product A,Active
01-06-2025,Depot E,SKU-678,164,Invalid,Product A,Active
01-06-2025,Depot E,SKU-098,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-679,66,Invalid,Product A,Active
01-06-2025,Depot E,SKU-680,6,Invalid,Product A,Active
01-06-2025,Depot E,SKU-099,4,Invalid,Product A,Active
01-06-2025,Depot E,SKU-959,40,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-683,61,Invalid,Product A,Active
01-06-2025,Depot E,SKU-393,93,Invalid,Product A,Active
01-06-2025,Depot E,SKU-684,106,Invalid,Product A,Active
01-06-2025,Depot E,SKU-100,190,Invalid,Product A,Active
01-06-2025,Depot E,SKU-685,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1108,60,Invalid,Product A,Active
01-06-2025,Depot E,SKU-394,25,Invalid,Product A,Active
01-06-2025,Depot E,SKU-688,108,Invalid,Product A,Active
01-06-2025,Depot E,SKU-181,61,Invalid,Product A,Active
01-06-2025,Depot E,SKU-964,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-689,78,Invalid,Product A,Active
01-06-2025,Depot E,SKU-182,112,Invalid,Product A,Active
01-06-2025,Depot E,SKU-318,466,Invalid,Product A,Active
01-06-2025,Depot E,SKU-103,238,Invalid,Product A,Active
01-06-2025,Depot E,SKU-691,38,Invalid,Product A,Active
01-06-2025,Depot E,SKU-104,23,Invalid,Product A,Active
01-06-2025,Depot E,SKU-694,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-695,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-971,118,Invalid,Product A,Active
01-06-2025,Depot E,SKU-696,48,Invalid,Product A,Active
01-06-2025,Depot E,SKU-699,23,Invalid,Product A,Active
01-06-2025,Depot E,SKU-973,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-700,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-702,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-975,26,Invalid,Product A,Active
01-06-2025,Depot E,SKU-703,51,Invalid,Product A,Active
01-06-2025,Depot E,SKU-976,135,Invalid,Product A,Active
01-06-2025,Depot E,SKU-704,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-709,51,Invalid,Product A,Active
01-06-2025,Depot E,SKU-711,103,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-396,135,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-397,679,Invalid,Product A,Active
01-06-2025,Depot E,SKU-398,342,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-712,847,Invalid,Product A,Active
01-06-2025,Depot E,SKU-713,831,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-399,290,Invalid,Product A,Active
01-06-2025,Depot E,SKU-183,153,Invalid,Product A,Active
01-06-2025,Depot E,SKU-715,101,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-319,230,Invalid,Product A,Active
01-06-2025,Depot E,SKU-718,438,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-719,371,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-184,97,Invalid,Product A,Active
01-06-2025,Depot E,SKU-320,22,Invalid,Product A,Active
01-06-2025,Depot E,SKU-107,99,Invalid,Product A,Active
01-06-2025,Depot E,SKU-981,11,Invalid,Product A,Active
01-06-2025,Depot E,SKU-720,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-982,31,Invalid,Product A,Active
01-06-2025,Depot E,SKU-723,24,Invalid,Product A,Active
01-06-2025,Depot E,SKU-983,21,Invalid,Product A,Active
01-06-2025,Depot E,SKU-726,77,Invalid,Product A,Active
01-06-2025,Depot E,SKU-727,31,Invalid,Product A,Active
01-06-2025,Depot E,SKU-728,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1109,71,Invalid,Product A,Active
01-06-2025,Depot E,SKU-987,142,Invalid,Product A,Active
01-06-2025,Depot E,SKU-732,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-993,28,Invalid,Product A,Active
01-06-2025,Depot E,SKU-994,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-185,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-995,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-996,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-997,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-186,130,Invalid,Product A,Active
01-06-2025,Depot E,SKU-187,99,Invalid,Product A,Active
01-06-2025,Depot E,SKU-188,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-321,54,Invalid,Product A,Active
01-06-2025,Depot E,SKU-190,56,Invalid,Product A,Active
01-06-2025,Depot E,SKU-735,17,Invalid,Product A,Active
01-06-2025,Depot E,SKU-191,42,Invalid,Product A,Active
01-06-2025,Depot E,SKU-736,40,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1110,13,Invalid,Product A,Active
01-06-2025,Depot E,SKU-737,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-403,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-998,41,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-404,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-739,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-740,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-109,105,Invalid,Product A,Active
01-06-2025,Depot E,SKU-405,44,Invalid,Product A,Active
01-06-2025,Depot E,SKU-742,23,Invalid,Product A,Active
01-06-2025,Depot E,SKU-743,50,Invalid,Product A,Active
01-06-2025,Depot E,SKU-744,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-110,36,Invalid,Product A,Active
01-06-2025,Depot E,SKU-407,24,Invalid,Product A,Active
01-06-2025,Depot E,SKU-747,37,Invalid,Product A,Active
01-06-2025,Depot E,SKU-748,105,Invalid,Product A,Active
01-06-2025,Depot E,SKU-749,201,Invalid,Product A,Active
01-06-2025,Depot E,SKU-111,18,Invalid,Product A,Active
01-06-2025,Depot E,SKU-751,99,Invalid,Product A,Active
01-06-2025,Depot E,SKU-409,73,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-752,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-753,40,Invalid,Product A,Active
01-06-2025,Depot E,SKU-410,103,Invalid,Product A,Active
01-06-2025,Depot E,SKU-112,332,Invalid,Product A,Active
01-06-2025,Depot E,SKU-411,79,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1000,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1001,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1002,137,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1003,56,Invalid,Product A,Active
01-06-2025,Depot E,SKU-757,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-758,25,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1005,101,Invalid,Product A,Active
01-06-2025,Depot E,SKU-322,15,Invalid,Product A,Active
01-06-2025,Depot E,SKU-412,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-761,29,Invalid,Product A,Active
01-06-2025,Depot E,SKU-762,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-192,24,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1008,20,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-413,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-763,8,Invalid,Product A,Active
01-06-2025,Depot E,SKU-764,3,Invalid,Product A,Active
01-06-2025,Depot E,SKU-193,51,Invalid,Product A,Active
01-06-2025,Depot E,SKU-414,58,Invalid,Product A,Active
01-06-2025,Depot E,SKU-769,61,Invalid,Product A,Active
01-06-2025,Depot E,SKU-416,49,Invalid,Product A,Active
01-06-2025,Depot E,SKU-417,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-771,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-772,45,Invalid,Product A,Active
01-06-2025,Depot E,SKU-773,29,Invalid,Product A,Active
01-06-2025,Depot E,SKU-774,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-776,40,Invalid,Product A,Active
01-06-2025,Depot E,SKU-777,14,Invalid,Product A,Active
01-06-2025,Depot E,SKU-778,18,Invalid,Product A,Active
01-06-2025,Depot E,SKU-113,64,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1072,4,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1111,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1073,55,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1112,2,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1113,6,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-419,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-420,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-781,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-421,9,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1013,7,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1114,2,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1014,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-423,10,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1015,35,Invalid,Product A,Active
01-06-2025,Depot E,SKU-323,39,Invalid,Product A,Active
01-06-2025,Depot E,SKU-782,64,Invalid,Product A,Active
01-06-2025,Depot E,SKU-783,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-784,2,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1075,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-785,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-426,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-427,15,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-786,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-428,12,Invalid,Product A,Active
01-06-2025,Depot E,SKU-429,5,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1115,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1116,2,Invalid,Product A,Active
01-06-2025,Depot E,SKU-430,27,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1017,31,Invalid,Product A,Active
01-06-2025,Depot E,SKU-787,69,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1018,20,Invalid,Product A,Active
01-06-2025,Depot E,SKU-788,105,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1117,11,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1118,9,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-789,4,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-432,4,Invalid,Product A,Active
01-06-2025,Depot E,SKU-433,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-790,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-434,23,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1019,10,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1119,5,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1120,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-436,4,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1020,33,Invalid,Product A,Active
01-06-2025,Depot E,SKU-324,80,Invalid,Product A,Active
01-06-2025,Depot E,SKU-791,29,Invalid,Product A,Active
01-06-2025,Depot E,SKU-793,4,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-794,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-438,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-439,1,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-795,1,Invalid,Product A,Active
01-06-2025,Depot E,SKU-440,5,Invalid,Product A,Active
01-06-2025,Depot E,SKU-1021,7,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-1121,2,Invalid,Product A,Not Active
01-06-2025,Depot E,SKU-442,24,Invalid,Product A,Active
