Invoice,Category,SKU,Customer,Frequency,Quantity,Transact,RecencyED,RecencySD,Month
2024-06-09,Category B,SKU-11087,Customer 120,236,95,5438,148 days,206 days,June
2024-09-09,Category B,SKU-11088,Customer 070,181,95,4974,151 days,203 days,September
2024-09-09,Category B,SKU-11089,Customer 070,236,95,5220,151 days,203 days,September
2024-09-09,Category B,SKU-11090,Customer 113,368,95,5296,151 days,203 days,September
2024-09-09,Category B,SKU-11091,Customer 113,203,95,5555,151 days,203 days,September
2024-09-09,Category B,SKU-11092,Customer 011,175,95,10671,151 days,203 days,September
2024-10-09,Category B,SKU-11093,Customer 102,181,95,5181,152 days,202 days,October
2024-12-09,Category B,SKU-11094,Customer 030,246,95,3459,154 days,200 days,December
2024-09-13,Category B,SKU-11095,Customer 088,325,95,10884,155 days,199 days,September
2024-09-16,Category B,SKU-11096,Customer 095,325,95,10884,158 days,196 days,September
2024-09-16,Category B,SKU-11097,Customer 095,148,95,11794,158 days,196 days,September
2024-09-18,Category B,SKU-11098,Customer 028,148,95,10982,160 days,194 days,September
2024-09-20,Category B,SKU-11099,Customer 098,18,95,8889,162 days,192 days,September
2024-09-20,Category B,SKU-11100,Customer 101,259,95,11228,162 days,192 days,September
2024-09-20,Category B,SKU-11101,Customer 057,246,95,3459,162 days,192 days,September
2024-09-21,Category B,SKU-11102,Customer 052,181,95,4974,163 days,191 days,September
2024-09-21,Category B,SKU-11103,Customer 052,236,95,5220,163 days,191 days,September
2024-09-23,Category B,SKU-11104,Customer 037,181,95,5181,165 days,189 days,September
2024-09-23,Category B,SKU-11105,Customer 073,105,95,12607,165 days,189 days,September
2024-09-23,Category B,SKU-11106,Customer 030,94,95,6731,165 days,189 days,September
2024-09-23,Category B,SKU-11107,Customer 030,86,95,6107,165 days,189 days,September
2024-09-23,Category B,SKU-11108,Customer 030,162,95,11754,165 days,189 days,September
2024-09-23,Category B,SKU-11109,Customer 030,175,95,10671,165 days,189 days,September
2024-09-23,Category B,SKU-11110,Customer 038,64,95,7113,165 days,189 days,September
2024-09-24,Category B,SKU-11111,Customer 155,18,95,7912,166 days,188 days,September
2024-09-24,Category B,SKU-11112,Customer 064,162,95,12244,166 days,188 days,September
2024-09-24,Category B,SKU-11113,Customer 019,175,95,11115,166 days,188 days,September
2024-09-25,Category B,SKU-11114,Customer 003,181,95,5181,167 days,187 days,September
2024-09-25,Category B,SKU-11115,Customer 003,236,95,5438,167 days,187 days,September
2024-09-25,Category B,SKU-11116,Customer 091,10,95,3349,167 days,187 days,September
2024-09-25,Category B,SKU-11117,Customer 123,368,95,5296,167 days,187 days,September
2024-09-25,Category B,SKU-11118,Customer 003,368,95,5296,167 days,187 days,September
2024-09-25,Category B,SKU-11119,Customer 010,45,95,7384,167 days,187 days,September
2024-09-25,Category B,SKU-11120,Customer 003,162,95,12244,167 days,187 days,September
2024-09-25,Category B,SKU-11121,Customer 038,175,95,11799,167 days,187 days,September
2024-09-26,Category B,SKU-11122,Customer 003,181,95,5181,168 days,186 days,September
2024-09-26,Category B,SKU-11123,Customer 020,181,95,5181,168 days,186 days,September
2024-09-26,Category B,SKU-11124,Customer 003,236,95,5438,168 days,186 days,September
2024-09-26,Category B,SKU-11125,Customer 020,236,95,5438,168 days,186 days,September
2024-09-26,Category B,SKU-11126,Customer 073,325,95,10884,168 days,186 days,September
2024-09-26,Category B,SKU-11127,Customer 112,325,95,10884,168 days,186 days,September
2024-09-26,Category B,SKU-11128,Customer 066,325,95,10884,168 days,186 days,September
2024-09-26,Category B,SKU-11129,Customer 073,259,95,11696,168 days,186 days,September
2024-09-26,Category B,SKU-11130,Customer 078,259,95,11228,168 days,186 days,September
2024-09-26,Category B,SKU-11131,Customer 073,148,95,11794,168 days,186 days,September
2024-09-26,Category B,SKU-11132,Customer 096,148,95,11794,168 days,186 days,September
2024-09-26,Category B,SKU-11133,Customer 071,148,95,11095,168 days,186 days,September
2024-09-26,Category B,SKU-11134,Customer 098,148,95,11322,168 days,186 days,September
2024-09-26,Category B,SKU-11135,Customer 073,105,95,12607,168 days,186 days,September
2024-09-26,Category B,SKU-11136,Customer 124,154,95,12736,168 days,186 days,September
2024-09-26,Category B,SKU-11137,Customer 057,246,95,3459,168 days,186 days,September
2024-09-26,Category B,SKU-11138,Customer 050,246,95,3830,168 days,186 days,September
2024-09-26,Category B,SKU-11139,Customer 032,203,95,5880,168 days,186 days,September
2024-09-27,Category B,SKU-11140,Customer 023,105,95,12102,169 days,185 days,September
2024-09-28,Category B,SKU-11141,Customer 056,368,95,5622,170 days,184 days,September
2024-09-28,Category B,SKU-11142,Customer 004,368,95,5396,170 days,184 days,September
2024-09-28,Category B,SKU-11143,Customer 074,45,95,8642,170 days,184 days,September
2024-09-28,Category B,SKU-11144,Customer 058,259,95,11696,170 days,184 days,September
2024-09-28,Category B,SKU-11145,Customer 106,1,95,8241,170 days,184 days,September
2024-09-29,Category B,SKU-11146,Customer 127,181,95,5181,171 days,183 days,September
2024-09-29,Category B,SKU-11147,Customer 126,181,95,5181,171 days,183 days,September
2024-09-29,Category B,SKU-11148,Customer 127,236,95,5438,171 days,183 days,September
2024-09-29,Category B,SKU-11149,Customer 126,236,95,5438,171 days,183 days,September
2024-09-29,Category B,SKU-11150,Customer 016,368,95,5296,171 days,183 days,September
2024-09-29,Category B,SKU-11151,Customer 061,67,95,12351,171 days,183 days,September
2024-09-29,Category B,SKU-11152,Customer 110,203,95,5556,171 days,183 days,September
2024-09-29,Category B,SKU-11153,Customer 016,203,95,5556,171 days,183 days,September
2024-09-29,Category B,SKU-11154,Customer 127,203,95,5556,171 days,183 days,September
2024-09-29,Category B,SKU-11155,Customer 057,94,95,6731,171 days,183 days,September
2024-09-29,Category B,SKU-11156,Customer 038,175,95,11799,171 days,183 days,September
2024-09-29,Category B,SKU-11157,Customer 038,64,95,7113,171 days,183 days,September
2024-09-30,Category B,SKU-11158,Customer 025,181,95,5489,172 days,182 days,September
2024-09-30,Category B,SKU-11159,Customer 130,181,95,5181,172 days,182 days,September
2024-09-30,Category B,SKU-11160,Customer 025,236,95,5592,172 days,182 days,September
2024-09-30,Category B,SKU-11161,Customer 016,3,95,9910,172 days,182 days,September
2024-09-30,Category B,SKU-11162,Customer 162,45,95,8130,172 days,182 days,September
2024-09-30,Category B,SKU-11163,Customer 023,325,95,10449,172 days,182 days,September
2024-09-30,Category B,SKU-11164,Customer 067,148,95,10982,172 days,182 days,September
2024-09-30,Category B,SKU-11165,Customer 130,105,95,14621,172 days,182 days,September
2024-09-30,Category B,SKU-11166,Customer 026,246,95,3603,172 days,182 days,September
2024-09-30,Category B,SKU-11167,Customer 043,246,95,3603,172 days,182 days,September
2024-09-30,Category B,SKU-11168,Customer 041,203,95,5881,172 days,182 days,September
2024-09-30,Category B,SKU-11169,Customer 030,203,95,5333,172 days,182 days,September
2024-08-10,Category B,SKU-11170,Customer 113,203,95,5881,180 days,174 days,August
2024-09-10,Category B,SKU-11171,Customer 044,325,95,11534,181 days,173 days,September
2024-10-17,Category B,SKU-11172,Customer 049,325,95,11073,189 days,165 days,October
2024-10-17,Category B,SKU-11173,Customer 028,246,95,3677,189 days,165 days,October
2024-10-18,Category B,SKU-11174,Customer 095,325,95,11534,190 days,164 days,October
2024-10-21,Category B,SKU-11175,Customer 132,368,95,5396,193 days,161 days,October
2024-10-21,Category B,SKU-11176,Customer 053,67,95,13646,193 days,161 days,October
2024-10-21,Category B,SKU-11177,Customer 053,105,95,13353,193 days,161 days,October
2024-10-21,Category B,SKU-11178,Customer 115,154,95,12975,193 days,161 days,October
2024-10-21,Category B,SKU-11179,Customer 132,203,95,5645,193 days,161 days,October
2024-10-22,Category B,SKU-11180,Customer 030,94,95,7125,194 days,160 days,October
2024-10-22,Category B,SKU-11181,Customer 030,162,95,12444,194 days,160 days,October
2024-10-23,Category B,SKU-11182,Customer 080,259,95,11914,195 days,159 days,October
2024-10-23,Category B,SKU-11183,Customer 090,203,95,5645,195 days,159 days,October
2024-10-23,Category B,SKU-11184,Customer 080,162,95,12443,195 days,159 days,October
2024-10-24,Category B,SKU-11185,Customer 155,67,95,13100,196 days,158 days,October
2024-10-24,Category B,SKU-11186,Customer 089,325,95,11534,196 days,158 days,October
2024-10-24,Category B,SKU-11187,Customer 030,246,95,3677,196 days,158 days,October
2024-10-26,Category B,SKU-11188,Customer 044,323,95,7278,198 days,156 days,October
2024-10-26,Category B,SKU-11189,Customer 096,148,95,12509,198 days,156 days,October
2024-10-26,Category B,SKU-11190,Customer 003,203,95,5881,198 days,156 days,October
2024-10-26,Category B,SKU-11191,Customer 113,203,95,5881,198 days,156 days,October
2024-10-26,Category B,SKU-11192,Customer 030,94,95,7124,198 days,156 days,October
2024-10-26,Category B,SKU-11193,Customer 093,94,95,7125,198 days,156 days,October
2024-10-26,Category B,SKU-11194,Customer 044,162,95,12962,198 days,156 days,October
2024-10-26,Category B,SKU-11195,Customer 030,162,95,12443,198 days,156 days,October
2024-10-26,Category B,SKU-11196,Customer 044,175,95,11799,198 days,156 days,October
2024-10-28,Category B,SKU-11197,Customer 061,186,95,3556,200 days,154 days,October
2024-10-28,Category B,SKU-11198,Customer 095,325,95,11534,200 days,154 days,October
2024-10-28,Category B,SKU-11199,Customer 080,325,95,11073,200 days,154 days,October
2024-10-28,Category B,SKU-11200,Customer 080,259,95,11914,200 days,154 days,October
2024-10-28,Category B,SKU-11201,Customer 048,10,95,6925,200 days,154 days,October
2024-10-28,Category B,SKU-11202,Customer 135,175,95,11799,200 days,154 days,October
2024-10-28,Category B,SKU-11203,Customer 135,64,95,7114,200 days,154 days,October
2024-10-29,Category B,SKU-11204,Customer 004,236,95,5368,201 days,153 days,October
2024-10-29,Category B,SKU-11205,Customer 057,246,95,3677,201 days,153 days,October
2024-10-29,Category B,SKU-11206,Customer 110,203,95,5881,201 days,153 days,October
2024-10-30,Category B,SKU-11207,Customer 043,181,95,5489,202 days,152 days,October
2024-10-30,Category B,SKU-11208,Customer 043,42,95,4094,202 days,152 days,October
2024-10-30,Category B,SKU-11209,Customer 043,186,95,3704,202 days,152 days,October
2024-10-30,Category B,SKU-11210,Customer 043,58,95,6303,202 days,152 days,October
2024-10-30,Category B,SKU-11211,Customer 043,282,95,7798,202 days,152 days,October
2024-10-30,Category B,SKU-11212,Customer 043,259,95,12411,202 days,152 days,October
2024-10-30,Category B,SKU-11213,Customer 162,43,95,14130,202 days,152 days,October
2024-10-30,Category B,SKU-11214,Customer 173,203,95,5880,202 days,152 days,October
2024-10-30,Category B,SKU-11215,Customer 029,94,95,7124,202 days,152 days,October
2024-10-30,Category B,SKU-11216,Customer 029,94,95,7124,202 days,152 days,October
2024-10-30,Category B,SKU-11217,Customer 029,162,95,12443,202 days,152 days,October
2024-10-30,Category B,SKU-11218,Customer 029,162,95,12443,202 days,152 days,October
2024-10-30,Category B,SKU-11219,Customer 043,64,95,7114,202 days,152 days,October
2024-04-11,Category B,SKU-11220,Customer 079,178,95,3306,207 days,147 days,April
2024-04-11,Category B,SKU-11221,Customer 079,228,95,8795,207 days,147 days,April
2024-04-11,Category B,SKU-11222,Customer 079,325,95,11073,207 days,147 days,April
2024-04-11,Category B,SKU-11223,Customer 079,175,95,11327,207 days,147 days,April
2024-05-11,Category B,SKU-11224,Customer 030,246,95,4086,208 days,146 days,May
2024-05-11,Category B,SKU-11225,Customer 030,203,95,5645,208 days,146 days,May
2024-05-11,Category B,SKU-11226,Customer 010,10,95,6648,208 days,146 days,May
2024-05-11,Category B,SKU-11227,Customer 010,10,95,11465,208 days,146 days,May
2024-05-11,Category B,SKU-11228,Customer 090,162,95,12444,208 days,146 days,May
2024-05-11,Category B,SKU-11229,Customer 016,69,95,7832,208 days,146 days,May
2024-11-11,Category B,SKU-11230,Customer 072,368,95,5396,214 days,140 days,November
2024-11-11,Category B,SKU-11231,Customer 061,259,95,11914,214 days,140 days,November
2024-12-11,Category B,SKU-11232,Customer 155,105,95,14878,215 days,139 days,December
2024-12-11,Category B,SKU-11233,Customer 030,175,95,11327,215 days,139 days,December
2024-11-13,Category B,SKU-11234,Customer 056,181,95,5489,216 days,138 days,November
2024-11-13,Category B,SKU-11235,Customer 056,236,95,5592,216 days,138 days,November
2024-11-13,Category B,SKU-11236,Customer 177,236,95,5592,216 days,138 days,November
2024-11-14,Category B,SKU-11237,Customer 007,325,95,11073,217 days,137 days,November
2024-11-18,Category B,SKU-11238,Customer 073,259,95,12411,221 days,133 days,November
2024-11-18,Category B,SKU-11239,Customer 162,43,95,14130,221 days,133 days,November
2024-11-18,Category B,SKU-11240,Customer 122,203,95,5881,221 days,133 days,November
2024-11-18,Category B,SKU-11241,Customer 091,10,95,11465,221 days,133 days,November
2024-11-18,Category B,SKU-11242,Customer 065,162,95,12962,221 days,133 days,November
2024-11-18,Category B,SKU-11243,Customer 065,69,95,7832,221 days,133 days,November
2024-11-19,Category B,SKU-11244,Customer 010,67,95,13100,222 days,132 days,November
2024-11-19,Category B,SKU-11245,Customer 020,325,95,11534,222 days,132 days,November
2024-11-19,Category B,SKU-11246,Customer 101,325,95,11073,222 days,132 days,November
2024-11-19,Category B,SKU-11247,Customer 155,43,95,14130,222 days,132 days,November
2024-11-19,Category B,SKU-11248,Customer 020,148,95,12509,222 days,132 days,November
2024-11-21,Category B,SKU-11249,Customer 108,181,95,5489,224 days,130 days,November
2024-11-21,Category B,SKU-11250,Customer 108,236,95,5592,224 days,130 days,November
2024-11-21,Category B,SKU-11251,Customer 001,105,95,12819,224 days,130 days,November
2024-11-21,Category B,SKU-11252,Customer 001,105,95,12819,224 days,130 days,November
2024-11-21,Category B,SKU-11253,Customer 086,246,95,4256,224 days,130 days,November
2024-11-22,Category B,SKU-11254,Customer 115,154,95,12716,225 days,129 days,November
2024-11-22,Category B,SKU-11255,Customer 135,86,95,6737,225 days,129 days,November
2024-11-25,Category B,SKU-11256,Customer 018,181,95,5489,228 days,126 days,November
2024-11-25,Category B,SKU-11257,Customer 018,236,95,5592,228 days,126 days,November
2024-11-25,Category B,SKU-11258,Customer 018,368,95,5621,228 days,126 days,November
2024-11-25,Category B,SKU-11259,Customer 165,178,95,3444,228 days,126 days,November
2024-11-25,Category B,SKU-11260,Customer 022,64,95,6829,228 days,126 days,November
2024-11-26,Category B,SKU-11261,Customer 089,148,95,12509,229 days,125 days,November
2024-11-26,Category B,SKU-11262,Customer 071,105,95,12563,229 days,125 days,November
2024-11-26,Category B,SKU-11263,Customer 037,203,95,5880,229 days,125 days,November
2024-11-26,Category B,SKU-11264,Customer 106,162,95,12444,229 days,125 days,November
2024-11-27,Category B,SKU-11265,Customer 086,64,95,7114,230 days,124 days,November
2024-11-28,Category B,SKU-11266,Customer 082,203,95,5880,231 days,123 days,November
2024-11-29,Category B,SKU-11267,Customer 069,181,95,5489,232 days,122 days,November
2024-11-29,Category B,SKU-11268,Customer 037,236,95,5592,232 days,122 days,November
2024-11-29,Category B,SKU-11269,Customer 069,236,95,5592,232 days,122 days,November
2024-11-29,Category B,SKU-11270,Customer 091,3,95,13120,232 days,122 days,November
2024-11-30,Category B,SKU-11271,Customer 143,181,95,5489,233 days,121 days,November
2024-11-30,Category B,SKU-11272,Customer 143,236,95,5592,233 days,121 days,November
2024-11-30,Category B,SKU-11273,Customer 043,48,95,5166,233 days,121 days,November
2024-11-30,Category B,SKU-11274,Customer 043,177,95,4711,233 days,121 days,November
2024-11-30,Category B,SKU-11275,Customer 043,49,95,10820,233 days,121 days,November
2024-11-30,Category B,SKU-11276,Customer 043,192,95,9812,233 days,121 days,November
2024-11-30,Category B,SKU-11277,Customer 071,67,95,12838,233 days,121 days,November
2024-11-30,Category B,SKU-11278,Customer 138,246,95,4256,233 days,121 days,November
2024-11-30,Category B,SKU-11279,Customer 086,162,95,12962,233 days,121 days,November
2024-11-30,Category B,SKU-11280,Customer 005,162,95,12962,233 days,121 days,November
2024-11-30,Category B,SKU-11281,Customer 144,162,95,12962,233 days,121 days,November
2024-11-30,Category B,SKU-11282,Customer 144,69,95,7832,233 days,121 days,November
2024-05-12,Category B,SKU-11283,Customer 100,181,95,5489,238 days,116 days,May
2024-05-12,Category B,SKU-11284,Customer 100,236,95,5591,238 days,116 days,May
2024-07-12,Category B,SKU-11285,Customer 139,181,95,5489,240 days,114 days,July
2024-07-12,Category B,SKU-11286,Customer 139,236,95,5592,240 days,114 days,July
2024-10-12,Category B,SKU-11287,Customer 155,105,95,12819,243 days,111 days,October
2024-11-12,Category B,SKU-11288,Customer 143,181,95,5489,244 days,110 days,November
2024-11-12,Category B,SKU-11289,Customer 143,236,95,5592,244 days,110 days,November
2024-11-12,Category B,SKU-11290,Customer 143,368,95,5621,244 days,110 days,November
2024-12-12,Category B,SKU-11291,Customer 148,26,95,6105,245 days,109 days,December
2024-12-16,Category B,SKU-11292,Customer 016,368,95,5621,249 days,105 days,December
2024-12-16,Category B,SKU-11293,Customer 078,246,95,4086,249 days,105 days,December
2024-12-16,Category B,SKU-11294,Customer 057,246,95,4086,249 days,105 days,December
2024-12-16,Category B,SKU-11295,Customer 030,86,95,6468,249 days,105 days,December
2024-12-16,Category B,SKU-11296,Customer 030,162,95,12443,249 days,105 days,December
2024-12-17,Category B,SKU-11297,Customer 058,282,95,7798,250 days,104 days,December
2024-12-17,Category B,SKU-11298,Customer 061,43,95,14130,250 days,104 days,December
2024-12-17,Category B,SKU-11299,Customer 028,246,95,4086,250 days,104 days,December
2024-12-18,Category B,SKU-11300,Customer 155,67,95,13100,251 days,103 days,December
2024-12-18,Category B,SKU-11301,Customer 155,39,95,14379,251 days,103 days,December
2024-12-18,Category B,SKU-11302,Customer 094,148,95,12008,251 days,103 days,December
2024-12-19,Category B,SKU-11303,Customer 023,236,95,5368,252 days,102 days,December
2024-12-19,Category B,SKU-11304,Customer 061,67,95,13100,252 days,102 days,December
2024-12-19,Category B,SKU-11305,Customer 101,259,95,11914,252 days,102 days,December
2024-12-19,Category B,SKU-11306,Customer 061,105,95,12819,252 days,102 days,December
2024-12-19,Category B,SKU-11307,Customer 080,162,95,12443,252 days,102 days,December
2024-12-19,Category B,SKU-11308,Customer 080,175,95,11327,252 days,102 days,December
2024-12-19,Category B,SKU-11309,Customer 080,69,95,7519,252 days,102 days,December
2024-12-20,Category B,SKU-11310,Customer 075,181,95,5489,253 days,101 days,December
2024-12-20,Category B,SKU-11311,Customer 015,368,95,5622,253 days,101 days,December
2024-12-20,Category B,SKU-11312,Customer 117,368,95,5621,253 days,101 days,December
2024-12-23,Category B,SKU-11313,Customer 010,67,95,13100,256 days,98 days,December
2024-12-23,Category B,SKU-11314,Customer 052,175,95,11327,256 days,98 days,December
2024-12-25,Category B,SKU-11315,Customer 030,203,95,5646,258 days,96 days,December
2024-12-25,Category B,SKU-11316,Customer 019,86,95,6737,258 days,96 days,December
2024-12-27,Category B,SKU-11317,Customer 042,325,95,11534,260 days,94 days,December
2024-12-27,Category B,SKU-11318,Customer 080,325,95,11073,260 days,94 days,December
2024-12-27,Category B,SKU-11319,Customer 080,259,95,11914,260 days,94 days,December
2024-12-27,Category B,SKU-11320,Customer 042,105,95,13353,260 days,94 days,December
2024-12-27,Category B,SKU-11321,Customer 080,154,95,12975,260 days,94 days,December
2024-12-27,Category B,SKU-11322,Customer 030,246,95,4086,260 days,94 days,December
2024-12-27,Category B,SKU-11323,Customer 065,162,95,12962,260 days,94 days,December
2024-12-27,Category B,SKU-11324,Customer 065,69,95,7832,260 days,94 days,December
2024-12-28,Category B,SKU-11325,Customer 051,181,95,5270,261 days,93 days,December
2024-12-28,Category B,SKU-11326,Customer 051,236,95,5368,261 days,93 days,December
2024-12-28,Category B,SKU-11327,Customer 016,368,95,5621,261 days,93 days,December
2024-12-28,Category B,SKU-11328,Customer 117,368,95,5621,261 days,93 days,December
2024-12-28,Category B,SKU-11329,Customer 164,325,95,11534,261 days,93 days,December
2024-12-28,Category B,SKU-11330,Customer 096,325,95,11534,261 days,93 days,December
2024-12-28,Category B,SKU-11331,Customer 114,105,95,13353,261 days,93 days,December
2024-12-28,Category B,SKU-11332,Customer 099,154,95,12975,261 days,93 days,December
2024-12-28,Category B,SKU-11333,Customer 108,203,95,5881,261 days,93 days,December
2024-12-28,Category B,SKU-11334,Customer 004,203,95,5645,261 days,93 days,December
2024-12-28,Category B,SKU-11335,Customer 075,203,95,5881,261 days,93 days,December
2024-12-28,Category B,SKU-11336,Customer 104,203,95,5880,261 days,93 days,December
2024-12-28,Category B,SKU-11337,Customer 044,94,95,7421,261 days,93 days,December
2024-12-28,Category B,SKU-11338,Customer 093,162,95,12443,261 days,93 days,December
2024-12-28,Category B,SKU-11339,Customer 101,175,95,11327,261 days,93 days,December
2024-12-28,Category B,SKU-11340,Customer 016,69,95,7832,261 days,93 days,December
2024-12-29,Category B,SKU-11341,Customer 015,181,95,5489,262 days,92 days,December
2024-12-29,Category B,SKU-11342,Customer 015,236,95,5592,262 days,92 days,December
2024-12-30,Category B,SKU-11343,Customer 043,236,95,5592,263 days,91 days,December
2024-12-30,Category B,SKU-11344,Customer 146,368,95,5621,263 days,91 days,December
2024-12-30,Category B,SKU-11345,Customer 043,58,95,6303,263 days,91 days,December
2024-12-30,Category B,SKU-11346,Customer 043,151,95,5718,263 days,91 days,December
2024-12-30,Category B,SKU-11347,Customer 043,282,95,7798,263 days,91 days,December
2024-12-30,Category B,SKU-11348,Customer 159,45,95,9162,263 days,91 days,December
2024-12-30,Category B,SKU-11349,Customer 159,325,95,11534,263 days,91 days,December
2024-12-30,Category B,SKU-11350,Customer 128,325,95,11073,263 days,91 days,December
2024-12-30,Category B,SKU-11351,Customer 137,325,95,11534,263 days,91 days,December
2024-12-30,Category B,SKU-11352,Customer 137,259,95,12411,263 days,91 days,December
2024-12-30,Category B,SKU-11353,Customer 128,148,95,12008,263 days,91 days,December
2024-12-30,Category B,SKU-11354,Customer 155,105,95,12819,263 days,91 days,December
2024-12-30,Category B,SKU-11355,Customer 097,86,95,6468,263 days,91 days,December
2024-12-30,Category B,SKU-11356,Customer 097,175,95,11327,263 days,91 days,December
2024-12-30,Category B,SKU-11357,Customer 035,175,95,11799,263 days,91 days,December
2024-12-30,Category B,SKU-11358,Customer 043,69,95,7832,263 days,91 days,December
2024-12-30,Category B,SKU-11359,Customer 025,6,95,7832,263 days,91 days,December
2024-12-31,Category B,SKU-11360,Customer 079,16,95,3306,264 days,90 days,December
2024-12-31,Category B,SKU-11361,Customer 079,178,95,3306,264 days,90 days,December
2024-12-31,Category B,SKU-11362,Customer 150,13,95,12314,264 days,90 days,December
2024-12-31,Category B,SKU-11363,Customer 079,325,95,11073,264 days,90 days,December
2024-12-31,Category B,SKU-11364,Customer 018,203,95,5881,264 days,90 days,December
2024-12-31,Category B,SKU-11365,Customer 106,203,95,5645,264 days,90 days,December
2024-12-31,Category B,SKU-11366,Customer 003,203,95,5881,264 days,90 days,December
2024-12-31,Category B,SKU-11367,Customer 048,10,95,6925,264 days,90 days,December
2024-12-31,Category B,SKU-11368,Customer 106,94,95,7124,264 days,90 days,December
2024-12-31,Category B,SKU-11369,Customer 070,162,95,12444,264 days,90 days,December
2024-12-31,Category B,SKU-11370,Customer 020,162,95,12962,264 days,90 days,December
2024-12-31,Category B,SKU-11371,Customer 020,69,95,7832,264 days,90 days,December
2024-12-31,Category B,SKU-11372,Customer 003,69,95,7832,264 days,90 days,December
2024-12-31,Category B,SKU-11373,Customer 106,69,95,7518,264 days,90 days,December
2024-12-31,Category B,SKU-11374,Customer 068,64,95,6829,264 days,90 days,December
2025-06-01,Category B,SKU-11375,Customer 074,148,95,12008,270 days,84 days,June
2025-09-01,Category B,SKU-11376,Customer 073,14,95,14978,273 days,81 days,September
2025-01-15,Category B,SKU-11377,Customer 061,259,95,11914,279 days,75 days,January
2025-01-15,Category B,SKU-11378,Customer 143,246,95,4256,279 days,75 days,January
2025-01-20,Category B,SKU-11379,Customer 049,325,95,11073,284 days,70 days,January
2025-01-20,Category B,SKU-11380,Customer 057,246,95,4086,284 days,70 days,January
2025-01-20,Category B,SKU-11381,Customer 030,246,95,4086,284 days,70 days,January
2025-01-21,Category B,SKU-11382,Customer 163,45,95,8620,285 days,69 days,January
2025-01-21,Category B,SKU-11383,Customer 155,105,95,12819,285 days,69 days,January
2025-01-22,Category B,SKU-11384,Customer 057,148,95,12008,286 days,68 days,January
2025-01-22,Category B,SKU-11385,Customer 053,246,95,4256,286 days,68 days,January
2025-01-28,Category B,SKU-11386,Customer 151,10,95,3694,292 days,62 days,January
2025-01-30,Category B,SKU-11387,Customer 112,45,95,9162,294 days,60 days,January
2025-01-30,Category B,SKU-11388,Customer 022,259,95,11915,294 days,60 days,January
2025-01-30,Category B,SKU-11389,Customer 068,105,95,14431,294 days,60 days,January
2025-01-30,Category B,SKU-11390,Customer 026,246,95,4256,294 days,60 days,January
2025-01-31,Category B,SKU-11391,Customer 043,42,95,4094,295 days,59 days,January
2025-01-31,Category B,SKU-11392,Customer 043,186,95,3704,295 days,59 days,January
2025-01-31,Category B,SKU-11393,Customer 043,48,95,5166,295 days,59 days,January
2025-01-31,Category B,SKU-11394,Customer 023,235,95,4242,295 days,59 days,January
2025-01-31,Category B,SKU-11395,Customer 043,58,95,6303,295 days,59 days,January
2025-01-31,Category B,SKU-11396,Customer 043,73,95,8610,295 days,59 days,January
2025-01-31,Category B,SKU-11397,Customer 043,325,95,11534,295 days,59 days,January
2025-01-31,Category B,SKU-11398,Customer 043,259,95,12411,295 days,59 days,January
2025-01-31,Category B,SKU-11399,Customer 023,148,95,12008,295 days,59 days,January
2025-10-02,Category B,SKU-11400,Customer 096,148,95,12509,305 days,49 days,October
2025-11-02,Category B,SKU-11401,Customer 001,148,95,12008,306 days,48 days,November
2025-12-02,Category B,SKU-11402,Customer 095,325,95,11534,307 days,47 days,December
2025-12-02,Category B,SKU-11403,Customer 017,259,95,12410,307 days,47 days,December
2025-02-13,Category B,SKU-11404,Customer 128,259,95,11915,308 days,46 days,February
2025-02-14,Category B,SKU-11405,Customer 073,154,95,13515,309 days,45 days,February
2025-02-17,Category B,SKU-11406,Customer 047,148,95,12008,312 days,42 days,February
2025-02-18,Category B,SKU-11407,Customer 078,148,95,12008,313 days,41 days,February
2025-02-20,Category B,SKU-11408,Customer 030,80,95,4086,315 days,39 days,February
2025-02-27,Category B,SKU-11409,Customer 080,259,95,11914,322 days,32 days,February
2025-02-27,Category B,SKU-11410,Customer 061,148,95,12008,322 days,32 days,February
2025-02-27,Category B,SKU-11411,Customer 071,154,95,12975,322 days,32 days,February
2025-02-27,Category B,SKU-11412,Customer 057,80,95,4086,322 days,32 days,February
2025-02-28,Category B,SKU-11413,Customer 155,42,95,3812,323 days,31 days,February
2025-02-28,Category B,SKU-11414,Customer 030,148,95,12008,323 days,31 days,February
2025-05-03,Category B,SKU-11415,Customer 001,148,95,12008,328 days,26 days,May
2025-06-03,Category B,SKU-11416,Customer 020,325,95,11534,329 days,25 days,June
2025-07-03,Category B,SKU-11417,Customer 079,325,95,11073,330 days,24 days,July
2025-11-03,Category B,SKU-11418,Customer 094,154,95,12975,334 days,20 days,November
2025-03-15,Category B,SKU-11419,Customer 004,259,95,12411,338 days,16 days,March
2025-03-18,Category B,SKU-11420,Customer 061,5,95,4959,341 days,13 days,March
2025-03-18,Category B,SKU-11421,Customer 061,6,95,6051,341 days,13 days,March
2025-03-18,Category B,SKU-11422,Customer 061,7,95,8265,341 days,13 days,March
2025-03-18,Category B,SKU-11423,Customer 073,45,95,8979,341 days,13 days,March
2025-03-19,Category B,SKU-11424,Customer 121,325,95,11073,342 days,12 days,March
2025-03-20,Category B,SKU-11425,Customer 044,178,95,3444,343 days,11 days,March
2025-03-20,Category B,SKU-11426,Customer 140,325,95,11073,343 days,11 days,March
