SKU,Machine,Target Qty,Actual Qty,Average Availability (%),Average Performance (%),Average Quality (%),Average OEE (%),Order Date,Avg Cycle Time (sec),Utilization (%),Bucketing,Planned Capacity (hrs),Used Capacity (hrs),Capacity Left (hrs),Production Date
SKU010,Machine05,379,362,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,29-Apr-25
SKU010,Machine05,388,362,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,11-Apr-25
SKU010,Machine05,484,483,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,25-Apr-25
SKU010,Machine05,210,182,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,24-May-25
SKU010,Machine05,376,354,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,10-Apr-25
SKU010,Machine05,313,291,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,12-Apr-25
SKU010,Machine05,207,205,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,22-Apr-25
SKU010,Machine05,365,331,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,26-May-25
SKU010,Machine05,277,276,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,21-May-25
SKU010,Machine05,434,396,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,09-May-25
SKU010,Machine05,341,306,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,06-May-25
SKU010,Machine05,304,278,80.322,93.3652,97.866,73.2568,07-Apr-25,183,82.5621021,High Performer,24,19.8149045,4.185095496,16-Apr-25
SKU010,Machine06,375,343,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,11-May-25
SKU010,Machine06,335,303,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,03-Apr-25
SKU010,Machine06,419,400,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,10-May-25
SKU010,Machine06,246,229,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,10-Apr-25
SKU010,Machine06,233,219,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,08-May-25
SKU010,Machine06,386,344,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,07-May-25
SKU010,Machine06,464,431,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,18-Apr-25
SKU010,Machine06,230,206,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,23-Jun-25
SKU010,Machine06,487,456,81.4864,92.5784,97.288,73.33,08-Apr-25,183,85.25283487,High Performer,24,20.46068037,3.539319632,02-May-25
SKU010,Machine08,289,239,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,22-May-25
SKU010,Machine08,473,460,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,06-Apr-25
SKU010,Machine08,451,437,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,29-May-25
SKU010,Machine08,284,264,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,24-Apr-25
SKU010,Machine08,312,283,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,13-Jun-25
SKU010,Machine08,359,338,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,17-Apr-25
SKU010,Machine08,215,211,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,21-Apr-25
SKU010,Machine08,383,371,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,22-Jun-25
SKU010,Machine08,485,450,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,20-May-25
SKU010,Machine08,247,217,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,05-Jun-25
SKU010,Machine08,359,326,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,28-Apr-25
SKU010,Machine08,455,407,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,07-May-25
SKU010,Machine08,332,315,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,03-Apr-25
SKU010,Machine08,258,258,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,02-Jun-25
SKU010,Machine08,384,342,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,07-Apr-25
SKU010,Machine08,472,446,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,04-Apr-25
SKU010,Machine08,382,377,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,24-Jun-25
SKU010,Machine08,247,201,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,22-May-25
SKU010,Machine08,276,260,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,06-Apr-25
SKU010,Machine08,228,203,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,29-May-25
SKU010,Machine08,272,227,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,24-Apr-25
SKU010,Machine08,370,356,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,13-Jun-25
SKU010,Machine08,448,440,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,17-Apr-25
SKU010,Machine08,403,364,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,21-Apr-25
SKU010,Machine08,300,260,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,22-Jun-25
SKU010,Machine08,379,352,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,20-May-25
SKU010,Machine08,444,430,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,05-Jun-25
SKU010,Machine08,402,397,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,28-Apr-25
SKU010,Machine08,405,377,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,07-May-25
SKU010,Machine08,338,303,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,03-Apr-25
SKU010,Machine08,328,327,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,02-Jun-25
SKU010,Machine08,371,351,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,07-Apr-25
SKU010,Machine08,325,280,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,04-Apr-25
SKU010,Machine08,209,182,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,24-Jun-25
SKU010,Machine08,487,446,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,22-May-25
SKU010,Machine08,453,429,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,06-Apr-25
SKU010,Machine08,493,488,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,29-May-25
SKU010,Machine08,461,415,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,24-Apr-25
SKU010,Machine08,412,389,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,13-Jun-25
SKU010,Machine08,251,235,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,17-Apr-25
SKU010,Machine08,419,390,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,21-Apr-25
SKU010,Machine08,228,209,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,22-Jun-25
SKU010,Machine08,239,216,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,20-May-25
SKU010,Machine08,226,196,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,05-Jun-25
SKU010,Machine08,291,284,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,28-Apr-25
SKU010,Machine08,435,393,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,07-May-25
SKU010,Machine08,322,322,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,03-Apr-25
SKU010,Machine08,273,231,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,02-Jun-25
SKU010,Machine08,252,214,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,07-Apr-25
SKU010,Machine08,360,338,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,04-Apr-25
SKU010,Machine08,354,328,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,24-Jun-25
SKU010,Machine08,473,431,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,22-May-25
SKU010,Machine08,376,333,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,06-Apr-25
SKU010,Machine08,445,409,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,29-May-25
SKU010,Machine08,270,227,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,24-Apr-25
SKU010,Machine08,492,456,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,13-Jun-25
SKU010,Machine08,325,290,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,17-Apr-25
SKU010,Machine08,397,387,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,21-Apr-25
SKU010,Machine08,497,479,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,22-Jun-25
SKU010,Machine08,286,268,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,20-May-25
SKU010,Machine08,310,262,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,05-Jun-25
SKU010,Machine08,214,196,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,28-Apr-25
SKU010,Machine08,500,479,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,07-May-25
SKU010,Machine08,449,412,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,03-Apr-25
SKU010,Machine08,448,435,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,02-Jun-25
SKU010,Machine08,428,415,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,07-Apr-25
SKU010,Machine08,484,454,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,04-Apr-25
SKU010,Machine08,387,347,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,24-Jun-25
SKU010,Machine08,248,198,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,22-May-25
SKU010,Machine08,472,423,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,06-Apr-25
SKU010,Machine08,266,216,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,29-May-25
SKU010,Machine08,477,437,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,24-Apr-25
SKU010,Machine08,337,323,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,13-Jun-25
SKU010,Machine08,426,413,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,17-Apr-25
SKU010,Machine08,402,362,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,21-Apr-25
SKU010,Machine08,441,425,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,22-Jun-25
SKU010,Machine08,420,370,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,20-May-25
SKU010,Machine08,292,260,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,05-Jun-25
SKU010,Machine08,255,205,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,28-Apr-25
SKU010,Machine08,229,194,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,07-May-25
SKU010,Machine08,399,381,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,03-Apr-25
SKU010,Machine08,490,484,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,02-Jun-25
SKU010,Machine08,346,301,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,07-Apr-25
SKU010,Machine08,229,199,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,04-Apr-25
SKU010,Machine08,330,302,84.4828,93.8928,97.6588,77.4584,07-Apr-25,183,87.83101381,High Performer,24,21.07944332,2.920556685,24-Jun-25
SKU010,Machine08,332,322,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,22-May-25
SKU010,Machine08,246,241,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,06-Apr-25
SKU010,Machine08,377,365,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,29-May-25
SKU010,Machine08,474,431,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,24-Apr-25
SKU010,Machine08,341,304,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,13-Jun-25
SKU010,Machine08,339,335,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,17-Apr-25
SKU010,Machine08,456,456,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,21-Apr-25
SKU010,Machine08,205,198,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,22-Jun-25
SKU010,Machine08,484,480,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,20-May-25
SKU010,Machine08,365,330,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,05-Jun-25
SKU010,Machine08,272,245,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,28-Apr-25
SKU010,Machine08,248,245,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,07-May-25
SKU010,Machine08,447,431,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,03-Apr-25
SKU010,Machine08,341,307,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,02-Jun-25
SKU010,Machine08,280,255,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,07-Apr-25
SKU010,Machine08,398,379,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,04-Apr-25
SKU010,Machine08,372,363,84.4828,93.8928,97.6588,77.4584,10-Apr-25,183,84.95737947,High Performer,24,20.38977107,3.610228926,24-Jun-25
SKU010,Machine01,494,462,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,23-Jun-25
SKU010,Machine01,354,340,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,15-Jun-25
SKU010,Machine01,482,481,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,27-Jun-25
SKU010,Machine01,330,293,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-May-25
SKU010,Machine01,494,483,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,13-Jun-25
SKU010,Machine01,250,214,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,25-May-25
SKU010,Machine01,434,411,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,29-May-25
SKU010,Machine01,491,483,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,14-Apr-25
SKU010,Machine01,282,275,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,20-Apr-25
SKU010,Machine01,322,308,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,19-Jun-25
SKU010,Machine01,337,325,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,18-May-25
SKU010,Machine01,234,220,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-Jun-25
SKU010,Machine01,434,398,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,06-May-25
SKU010,Machine01,415,375,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-Apr-25
SKU010,Machine01,269,257,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,14-Jun-25
SKU010,Machine01,232,230,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,12-May-25
SKU010,Machine01,492,480,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,08-Apr-25
SKU010,Machine01,453,413,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,03-Apr-25
SKU010,Machine01,479,473,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,30-Apr-25
SKU010,Machine01,407,358,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,04-Apr-25
SKU010,Machine01,355,347,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,04-Jun-25
SKU010,Machine01,234,213,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,30-May-25
SKU010,Machine01,232,201,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,23-Jun-25
SKU010,Machine01,252,230,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,15-Jun-25
SKU010,Machine01,244,208,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,27-Jun-25
SKU010,Machine01,342,323,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-May-25
SKU010,Machine01,336,317,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,13-Jun-25
SKU010,Machine01,244,235,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,25-May-25
SKU010,Machine01,445,415,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,29-May-25
SKU010,Machine01,417,399,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,14-Apr-25
SKU010,Machine01,320,282,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,20-Apr-25
SKU010,Machine01,319,315,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,19-Jun-25
SKU010,Machine01,444,421,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,18-May-25
SKU010,Machine01,476,427,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-Jun-25
SKU010,Machine01,498,454,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,06-May-25
SKU010,Machine01,351,335,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-Apr-25
SKU010,Machine01,462,452,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,14-Jun-25
SKU010,Machine01,454,445,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,12-May-25
SKU010,Machine01,406,370,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,08-Apr-25
SKU010,Machine01,422,418,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,03-Apr-25
SKU010,Machine01,376,337,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,30-Apr-25
SKU010,Machine01,384,365,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,04-Apr-25
SKU010,Machine01,248,209,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,04-Jun-25
SKU010,Machine01,260,244,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,30-May-25
SKU010,Machine01,412,409,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,23-Jun-25
SKU010,Machine01,301,256,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,15-Jun-25
SKU010,Machine01,470,456,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,27-Jun-25
SKU010,Machine01,442,431,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-May-25
SKU010,Machine01,222,196,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,13-Jun-25
SKU010,Machine01,239,200,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,25-May-25
SKU010,Machine01,265,228,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,29-May-25
SKU010,Machine01,210,209,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,14-Apr-25
SKU010,Machine01,404,365,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,20-Apr-25
SKU010,Machine01,468,441,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,19-Jun-25
SKU010,Machine01,484,445,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,18-May-25
SKU010,Machine01,398,352,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-Jun-25
SKU010,Machine01,500,459,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,06-May-25
SKU010,Machine01,398,349,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,02-Apr-25
SKU010,Machine01,276,270,78.9772,91.9964,97.8764,71.0344,10-Apr-25,183,82.40074492,High Performer,24,19.77617878,4.22382122,14-Jun-25
