Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Responsible Person,Subprocess,Target Cycle Time,Sub Actual Start Date,Sub Actual End Date,Status Type,Quantity,Actual Cycle Time,Order Start Date,Process Sequence,Subprocess Sequence,Client Name
ORD0610,Chennai,East,Patna,North,Dispatch,UCI Approvers,Schedule Pickup or Delivery,4,9/15/2025,9/19/2025,On Time,594,4,7/8/2025,4,3,Client F
ORD0610,Chennai,East,Patna,North,Payment,UCI Accounts,Verify Invoice Details,3,9/19/2025,9/22/2025,On Time,594,3,7/8/2025,5,1,Client F
ORD0610,Chennai,East,Patna,North,Payment,UCI Accounts,Authorize Payment,5,9/22/2025,9/27/2025,On Time,594,5,7/8/2025,5,2,Client F
ORD0610,Chennai,East,Patna,North,Payment,UCI Accounts,Process Payment,4,9/27/2025,9/30/2025,On Time,594,3,7/8/2025,5,3,Client F
ORD0611,Delhi,South,Chennai,South,Invoice,UCI Planner,Verify Invoice Details,3,8/22/2025,8/25/2025,On Time,1485,3,8/22/2025,1,1,Client B
ORD0611,Delhi,South,Chennai,South,Invoice,UCI Planner,Authorize Payment,5,8/25/2025,8/30/2025,On Time,1485,5,8/22/2025,1,2,Client B
ORD0611,Delhi,South,Chennai,South,Invoice,UCI Planner,Validate Tax and Charges,5,8/30/2025,9/4/2025,On Time,1485,5,8/22/2025,1,3,Client B
ORD0611,Delhi,South,Chennai,South,Invoice,UCI Planner,Update Accounts Payable,3,9/4/2025,9/7/2025,On Time,1485,3,8/22/2025,1,4,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Submit New Request,3,9/7/2025,9/10/2025,On Time,1485,3,8/22/2025,2,1,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Review Request,3,9/10/2025,9/13/2025,On Time,1485,3,8/22/2025,2,2,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Prepare PO,5,9/13/2025,9/18/2025,On Time,1485,5,8/22/2025,2,3,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,3,9/18/2025,9/21/2025,On Time,1485,3,8/22/2025,2,4,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,5,9/21/2025,9/26/2025,On Time,1485,5,8/22/2025,2,5,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Quality Check,4,9/26/2025,9/30/2025,On Time,1485,4,8/22/2025,2,6,Client B
ORD0611,Delhi,South,Chennai,South,Procurement,UCI Procurement,Receive Raw Material in Store,4,9/30/2025,10/4/2025,On Time,1485,4,8/22/2025,2,7,Client B
ORD0611,Delhi,South,Chennai,South,Production,UCI Production,Initiate Production,3,10/4/2025,10/7/2025,On Time,1485,3,8/22/2025,3,1,Client B
ORD0611,Delhi,South,Chennai,South,Production,UCI Production,Issue Raw Material,5,10/7/2025,10/12/2025,On Time,1485,5,8/22/2025,3,2,Client B
ORD0611,Delhi,South,Chennai,South,Production,UCI Production,Complete Production,5,10/12/2025,10/17/2025,On Time,1485,5,8/22/2025,3,3,Client B
ORD0611,Delhi,South,Chennai,South,Dispatch,UCI Approvers,Verify Shipping Details,5,10/17/2025,10/22/2025,On Time,1485,5,8/22/2025,4,1,Client B
ORD0611,Delhi,South,Chennai,South,Dispatch,UCI Approvers,Generate Shipping Labels,3,10/22/2025,10/25/2025,On Time,1485,3,8/22/2025,4,2,Client B
ORD0611,Delhi,South,Chennai,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,5,10/25/2025,10/30/2025,On Time,1485,5,8/22/2025,4,3,Client B
ORD0611,Delhi,South,Chennai,South,Payment,UCI Accounts,Verify Invoice Details,5,10/30/2025,11/4/2025,On Time,1485,5,8/22/2025,5,1,Client B
ORD0611,Delhi,South,Chennai,South,Payment,UCI Accounts,Authorize Payment,5,11/4/2025,11/9/2025,On Time,1485,5,8/22/2025,5,2,Client B
ORD0611,Delhi,South,Chennai,South,Payment,UCI Accounts,Process Payment,3,11/9/2025,11/12/2025,On Time,1485,3,8/22/2025,5,3,Client B
ORD0612,Chennai,West,Kerala,South,Invoice,UCI Planner,Verify Invoice Details,5,6/8/2025,6/13/2025,On Time,937,5,6/8/2025,1,1,Client A
ORD0612,Chennai,West,Kerala,South,Invoice,UCI Planner,Authorize Payment,4,6/13/2025,6/17/2025,On Time,937,4,6/8/2025,1,2,Client A
ORD0612,Chennai,West,Kerala,South,Invoice,UCI Planner,Validate Tax and Charges,5,6/17/2025,6/22/2025,On Time,937,5,6/8/2025,1,3,Client A
ORD0612,Chennai,West,Kerala,South,Invoice,UCI Planner,Update Accounts Payable,5,6/22/2025,6/27/2025,On Time,937,5,6/8/2025,1,4,Client A
ORD0612,Chennai,West,Kerala,South,Dispatch,UCI Approvers,Verify Shipping Details,5,6/27/2025,7/2/2025,On Time,937,5,6/8/2025,4,1,Client A
ORD0612,Chennai,West,Kerala,South,Dispatch,UCI Approvers,Generate Shipping Labels,4,7/2/2025,7/6/2025,On Time,937,4,6/8/2025,4,2,Client A
ORD0612,Chennai,West,Kerala,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,5,7/6/2025,7/11/2025,On Time,937,5,6/8/2025,4,3,Client A
ORD0612,Chennai,West,Kerala,South,Payment,UCI Accounts,Verify Invoice Details,3,7/11/2025,7/14/2025,On Time,937,3,6/8/2025,5,1,Client A
ORD0612,Chennai,West,Kerala,South,Payment,UCI Accounts,Authorize Payment,5,7/14/2025,7/19/2025,On Time,937,5,6/8/2025,5,2,Client A
ORD0612,Chennai,West,Kerala,South,Payment,UCI Accounts,Process Payment,5,7/19/2025,7/25/2025,Delay,937,6,6/8/2025,5,3,Client A
ORD0613,Guwahati,East,Kerala,South,Invoice,UCI Planner,Verify Invoice Details,3,8/4/2025,8/7/2025,On Time,1464,3,8/4/2025,1,1,Client J
ORD0613,Guwahati,East,Kerala,South,Invoice,UCI Planner,Authorize Payment,3,8/7/2025,8/11/2025,Delay,1464,4,8/4/2025,1,2,Client J
ORD0613,Guwahati,East,Kerala,South,Invoice,UCI Planner,Validate Tax and Charges,3,8/11/2025,8/15/2025,Delay,1464,4,8/4/2025,1,3,Client J
ORD0613,Guwahati,East,Kerala,South,Invoice,UCI Planner,Update Accounts Payable,4,8/15/2025,8/18/2025,On Time,1464,3,8/4/2025,1,4,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Submit New Request,5,8/18/2025,8/22/2025,On Time,1464,4,8/4/2025,2,1,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Review Request,5,8/22/2025,8/26/2025,On Time,1464,4,8/4/2025,2,2,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Prepare PO,3,8/26/2025,8/30/2025,Delay,1464,4,8/4/2025,2,3,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,3,8/30/2025,9/2/2025,On Time,1464,3,8/4/2025,2,4,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Receive Raw Material,5,9/2/2025,9/7/2025,On Time,1464,5,8/4/2025,2,5,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Quality Check,3,9/7/2025,9/10/2025,On Time,1464,3,8/4/2025,2,6,Client J
ORD0613,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Receive Raw Material in Store,5,9/10/2025,9/15/2025,On Time,1464,5,8/4/2025,2,7,Client J
ORD0613,Guwahati,East,Kerala,South,Production,UCI Production,Initiate Production,5,9/15/2025,9/19/2025,On Time,1464,4,8/4/2025,3,1,Client J
ORD0613,Guwahati,East,Kerala,South,Production,UCI Production,Issue Raw Material,5,9/19/2025,9/25/2025,Delay,1464,6,8/4/2025,3,2,Client J
ORD0613,Guwahati,East,Kerala,South,Production,UCI Production,Complete Production,5,9/25/2025,9/29/2025,On Time,1464,4,8/4/2025,3,3,Client J
ORD0613,Guwahati,East,Kerala,South,Dispatch,UCI Approvers,Verify Shipping Details,4,9/29/2025,10/3/2025,On Time,1464,4,8/4/2025,4,1,Client J
ORD0613,Guwahati,East,Kerala,South,Dispatch,UCI Approvers,Generate Shipping Labels,5,10/3/2025,10/7/2025,On Time,1464,4,8/4/2025,4,2,Client J
ORD0613,Guwahati,East,Kerala,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,10/7/2025,10/10/2025,On Time,1464,3,8/4/2025,4,3,Client J
ORD0613,Guwahati,East,Kerala,South,Payment,UCI Accounts,Verify Invoice Details,3,10/10/2025,10/14/2025,Delay,1464,4,8/4/2025,5,1,Client J
ORD0613,Guwahati,East,Kerala,South,Payment,UCI Accounts,Authorize Payment,3,10/14/2025,10/17/2025,On Time,1464,3,8/4/2025,5,2,Client J
ORD0613,Guwahati,East,Kerala,South,Payment,UCI Accounts,Process Payment,3,10/17/2025,10/20/2025,On Time,1464,3,8/4/2025,5,3,Client J
ORD0614,Kolkata,North,Indore,West,Invoice,UCI Planner,Verify Invoice Details,5,8/25/2025,8/30/2025,On Time,1434,5,8/25/2025,1,1,Client J
ORD0614,Kolkata,North,Indore,West,Invoice,UCI Planner,Authorize Payment,4,8/30/2025,9/3/2025,On Time,1434,4,8/25/2025,1,2,Client J
ORD0614,Kolkata,North,Indore,West,Invoice,UCI Planner,Validate Tax and Charges,4,9/3/2025,9/7/2025,On Time,1434,4,8/25/2025,1,3,Client J
ORD0614,Kolkata,North,Indore,West,Invoice,UCI Planner,Update Accounts Payable,5,9/7/2025,9/12/2025,On Time,1434,5,8/25/2025,1,4,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Submit New Request,3,9/12/2025,9/15/2025,On Time,1434,3,8/25/2025,2,1,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Review Request,5,9/15/2025,9/20/2025,On Time,1434,5,8/25/2025,2,2,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Prepare PO,3,9/20/2025,9/23/2025,On Time,1434,3,8/25/2025,2,3,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,4,9/23/2025,9/27/2025,On Time,1434,4,8/25/2025,2,4,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Receive Raw Material,4,9/27/2025,10/1/2025,On Time,1434,4,8/25/2025,2,5,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Quality Check,5,10/1/2025,10/6/2025,On Time,1434,5,8/25/2025,2,6,Client J
ORD0614,Kolkata,North,Indore,West,Procurement,UCI Procurement,Receive Raw Material in Store,4,10/6/2025,10/10/2025,On Time,1434,4,8/25/2025,2,7,Client J
ORD0614,Kolkata,North,Indore,West,Dispatch,UCI Approvers,Verify Shipping Details,5,10/10/2025,10/15/2025,On Time,1434,5,8/25/2025,4,1,Client J
ORD0614,Kolkata,North,Indore,West,Dispatch,UCI Approvers,Generate Shipping Labels,4,10/15/2025,10/19/2025,On Time,1434,4,8/25/2025,4,2,Client J
ORD0614,Kolkata,North,Indore,West,Dispatch,UCI Approvers,Schedule Pickup or Delivery,4,10/19/2025,10/23/2025,On Time,1434,4,8/25/2025,4,3,Client J
ORD0614,Kolkata,North,Indore,West,Payment,UCI Accounts,Verify Invoice Details,3,10/23/2025,10/26/2025,On Time,1434,3,8/25/2025,5,1,Client J
ORD0614,Kolkata,North,Indore,West,Payment,UCI Accounts,Authorize Payment,5,10/26/2025,10/31/2025,On Time,1434,5,8/25/2025,5,2,Client J
ORD0614,Kolkata,North,Indore,West,Payment,UCI Accounts,Process Payment,5,10/31/2025,11/5/2025,On Time,1434,5,8/25/2025,5,3,Client J
ORD0615,Bhopal,East,Haridwar,North,Invoice,UCI Planner,Verify Invoice Details,4,6/17/2025,6/21/2025,On Time,1193,4,6/17/2025,1,1,Client J
ORD0615,Bhopal,East,Haridwar,North,Invoice,UCI Planner,Authorize Payment,3,6/21/2025,6/24/2025,On Time,1193,3,6/17/2025,1,2,Client J
ORD0615,Bhopal,East,Haridwar,North,Invoice,UCI Planner,Validate Tax and Charges,3,6/24/2025,6/27/2025,On Time,1193,3,6/17/2025,1,3,Client J
ORD0615,Bhopal,East,Haridwar,North,Invoice,UCI Planner,Update Accounts Payable,5,6/27/2025,7/2/2025,On Time,1193,5,6/17/2025,1,4,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Submit New Request,5,7/2/2025,7/7/2025,On Time,1193,5,6/17/2025,2,1,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Review Request,4,7/7/2025,7/11/2025,On Time,1193,4,6/17/2025,2,2,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Prepare PO,5,7/11/2025,7/16/2025,On Time,1193,5,6/17/2025,2,3,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Send PO to Supplier,4,7/16/2025,7/20/2025,On Time,1193,4,6/17/2025,2,4,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Receive Raw Material,3,7/20/2025,7/23/2025,On Time,1193,3,6/17/2025,2,5,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Quality Check,5,7/23/2025,7/28/2025,On Time,1193,5,6/17/2025,2,6,Client J
ORD0615,Bhopal,East,Haridwar,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,7/28/2025,7/31/2025,On Time,1193,3,6/17/2025,2,7,Client J
ORD0615,Bhopal,East,Haridwar,North,Production,UCI Production,Initiate Production,3,7/31/2025,8/3/2025,On Time,1193,3,6/17/2025,3,1,Client J
ORD0615,Bhopal,East,Haridwar,North,Production,UCI Production,Issue Raw Material,4,8/3/2025,8/7/2025,On Time,1193,4,6/17/2025,3,2,Client J
ORD0615,Bhopal,East,Haridwar,North,Production,UCI Production,Complete Production,3,8/7/2025,8/10/2025,On Time,1193,3,6/17/2025,3,3,Client J
ORD0615,Bhopal,East,Haridwar,North,Dispatch,UCI Approvers,Verify Shipping Details,4,8/10/2025,8/14/2025,On Time,1193,4,6/17/2025,4,1,Client J
ORD0615,Bhopal,East,Haridwar,North,Dispatch,UCI Approvers,Generate Shipping Labels,4,8/14/2025,8/18/2025,On Time,1193,4,6/17/2025,4,2,Client J
ORD0615,Bhopal,East,Haridwar,North,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,8/18/2025,8/21/2025,On Time,1193,3,6/17/2025,4,3,Client J
ORD0615,Bhopal,East,Haridwar,North,Payment,UCI Accounts,Verify Invoice Details,3,8/21/2025,8/24/2025,On Time,1193,3,6/17/2025,5,1,Client J
ORD0615,Bhopal,East,Haridwar,North,Payment,UCI Accounts,Authorize Payment,4,8/24/2025,8/28/2025,On Time,1193,4,6/17/2025,5,2,Client J
ORD0615,Bhopal,East,Haridwar,North,Payment,UCI Accounts,Process Payment,4,8/28/2025,8/31/2025,On Time,1193,3,6/17/2025,5,3,Client J
ORD0616,Jaipur,West,Chennai,South,Invoice,UCI Planner,Verify Invoice Details,3,8/10/2025,8/13/2025,On Time,1478,3,8/10/2025,1,1,Client E
ORD0616,Jaipur,West,Chennai,South,Invoice,UCI Planner,Authorize Payment,4,8/13/2025,8/17/2025,On Time,1478,4,8/10/2025,1,2,Client E
ORD0616,Jaipur,West,Chennai,South,Invoice,UCI Planner,Validate Tax and Charges,4,8/17/2025,8/21/2025,On Time,1478,4,8/10/2025,1,3,Client E
ORD0616,Jaipur,West,Chennai,South,Invoice,UCI Planner,Update Accounts Payable,5,8/21/2025,8/26/2025,On Time,1478,5,8/10/2025,1,4,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Submit New Request,5,8/26/2025,8/31/2025,On Time,1478,5,8/10/2025,2,1,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Review Request,5,8/31/2025,9/5/2025,On Time,1478,5,8/10/2025,2,2,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Prepare PO,5,9/5/2025,9/10/2025,On Time,1478,5,8/10/2025,2,3,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,9/10/2025,9/15/2025,On Time,1478,5,8/10/2025,2,4,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,4,9/15/2025,9/19/2025,On Time,1478,4,8/10/2025,2,5,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Quality Check,4,9/19/2025,9/23/2025,On Time,1478,4,8/10/2025,2,6,Client E
ORD0616,Jaipur,West,Chennai,South,Procurement,UCI Procurement,Receive Raw Material in Store,5,9/23/2025,9/28/2025,On Time,1478,5,8/10/2025,2,7,Client E
ORD0616,Jaipur,West,Chennai,South,Production,UCI Production,Initiate Production,3,9/28/2025,10/1/2025,On Time,1478,3,8/10/2025,3,1,Client E
ORD0616,Jaipur,West,Chennai,South,Production,UCI Production,Issue Raw Material,5,10/1/2025,10/6/2025,On Time,1478,5,8/10/2025,3,2,Client E
ORD0616,Jaipur,West,Chennai,South,Production,UCI Production,Complete Production,3,10/6/2025,10/9/2025,On Time,1478,3,8/10/2025,3,3,Client E
ORD0616,Jaipur,West,Chennai,South,Dispatch,UCI Approvers,Verify Shipping Details,4,10/9/2025,10/13/2025,On Time,1478,4,8/10/2025,4,1,Client E
ORD0616,Jaipur,West,Chennai,South,Dispatch,UCI Approvers,Generate Shipping Labels,3,10/13/2025,10/16/2025,On Time,1478,3,8/10/2025,4,2,Client E
ORD0616,Jaipur,West,Chennai,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,4,10/16/2025,10/20/2025,On Time,1478,4,8/10/2025,4,3,Client E
ORD0616,Jaipur,West,Chennai,South,Payment,UCI Accounts,Verify Invoice Details,3,10/20/2025,10/23/2025,On Time,1478,3,8/10/2025,5,1,Client E
ORD0616,Jaipur,West,Chennai,South,Payment,UCI Accounts,Authorize Payment,4,10/23/2025,10/27/2025,On Time,1478,4,8/10/2025,5,2,Client E
ORD0616,Jaipur,West,Chennai,South,Payment,UCI Accounts,Process Payment,4,10/27/2025,10/31/2025,On Time,1478,4,8/10/2025,5,3,Client E
ORD0617,Kolkata,East,Assam,West,Invoice,UCI Planner,Verify Invoice Details,4,8/28/2025,8/31/2025,On Time,1449,3,8/28/2025,1,1,Client D
ORD0617,Kolkata,East,Assam,West,Invoice,UCI Planner,Authorize Payment,5,8/31/2025,9/4/2025,On Time,1449,4,8/28/2025,1,2,Client D
ORD0617,Kolkata,East,Assam,West,Invoice,UCI Planner,Validate Tax and Charges,5,9/4/2025,9/9/2025,On Time,1449,5,8/28/2025,1,3,Client D
ORD0617,Kolkata,East,Assam,West,Invoice,UCI Planner,Update Accounts Payable,5,9/9/2025,9/15/2025,Delay,1449,6,8/28/2025,1,4,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Submit New Request,3,9/15/2025,9/17/2025,On Time,1449,2,8/28/2025,2,1,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Review Request,3,9/17/2025,9/21/2025,Delay,1449,4,8/28/2025,2,2,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Prepare PO,4,9/21/2025,9/24/2025,On Time,1449,3,8/28/2025,2,3,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Send PO to Supplier,5,9/24/2025,9/29/2025,On Time,1449,5,8/28/2025,2,4,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Receive Raw Material,5,9/29/2025,10/3/2025,On Time,1449,4,8/28/2025,2,5,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Quality Check,4,10/3/2025,10/6/2025,On Time,1449,3,8/28/2025,2,6,Client D
ORD0617,Kolkata,East,Assam,West,Procurement,UCI Procurement,Receive Raw Material in Store,5,10/6/2025,10/12/2025,Delay,1449,6,8/28/2025,2,7,Client D
ORD0617,Kolkata,East,Assam,West,Production,UCI Production,Initiate Production,4,10/12/2025,10/15/2025,On Time,1449,3,8/28/2025,3,1,Client D
ORD0617,Kolkata,East,Assam,West,Production,UCI Production,Issue Raw Material,5,10/15/2025,10/20/2025,On Time,1449,5,8/28/2025,3,2,Client D
ORD0617,Kolkata,East,Assam,West,Production,UCI Production,Complete Production,3,10/20/2025,10/23/2025,On Time,1449,3,8/28/2025,3,3,Client D
ORD0617,Kolkata,East,Assam,West,Dispatch,UCI Approvers,Verify Shipping Details,4,10/23/2025,10/26/2025,On Time,1449,3,8/28/2025,4,1,Client D
ORD0617,Kolkata,East,Assam,West,Dispatch,UCI Approvers,Generate Shipping Labels,4,10/26/2025,10/29/2025,On Time,1449,3,8/28/2025,4,2,Client D
ORD0617,Kolkata,East,Assam,West,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,10/29/2025,11/2/2025,Delay,1449,4,8/28/2025,4,3,Client D
ORD0617,Kolkata,East,Assam,West,Payment,UCI Accounts,Verify Invoice Details,4,11/2/2025,11/7/2025,Delay,1449,5,8/28/2025,5,1,Client D
ORD0617,Kolkata,East,Assam,West,Payment,UCI Accounts,Authorize Payment,3,11/7/2025,11/10/2025,On Time,1449,3,8/28/2025,5,2,Client D
ORD0617,Kolkata,East,Assam,West,Payment,UCI Accounts,Process Payment,4,11/10/2025,11/14/2025,On Time,1449,4,8/28/2025,5,3,Client D
ORD0618,Guwahati,North,Bangalore,South,Invoice,UCI Planner,Verify Invoice Details,3,7/15/2025,7/18/2025,On Time,684,3,7/15/2025,1,1,Client I
ORD0618,Guwahati,North,Bangalore,South,Invoice,UCI Planner,Authorize Payment,4,7/18/2025,7/22/2025,On Time,684,4,7/15/2025,1,2,Client I
ORD0618,Guwahati,North,Bangalore,South,Invoice,UCI Planner,Validate Tax and Charges,5,7/22/2025,7/27/2025,On Time,684,5,7/15/2025,1,3,Client I
ORD0618,Guwahati,North,Bangalore,South,Invoice,UCI Planner,Update Accounts Payable,4,7/27/2025,7/31/2025,On Time,684,4,7/15/2025,1,4,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Submit New Request,3,7/31/2025,8/3/2025,On Time,684,3,7/15/2025,2,1,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Review Request,5,8/3/2025,8/8/2025,On Time,684,5,7/15/2025,2,2,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Prepare PO,3,8/8/2025,8/11/2025,On Time,684,3,7/15/2025,2,3,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Send PO to Supplier,3,8/11/2025,8/14/2025,On Time,684,3,7/15/2025,2,4,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material,4,8/14/2025,8/18/2025,On Time,684,4,7/15/2025,2,5,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Quality Check,4,8/18/2025,8/22/2025,On Time,684,4,7/15/2025,2,6,Client I
ORD0618,Guwahati,North,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material in Store,4,8/22/2025,8/26/2025,On Time,684,4,7/15/2025,2,7,Client I
ORD0618,Guwahati,North,Bangalore,South,Production,UCI Production,Initiate Production,5,8/26/2025,8/31/2025,On Time,684,5,7/15/2025,3,1,Client I
ORD0618,Guwahati,North,Bangalore,South,Production,UCI Production,Issue Raw Material,5,8/31/2025,9/5/2025,On Time,684,5,7/15/2025,3,2,Client I
ORD0618,Guwahati,North,Bangalore,South,Production,UCI Production,Complete Production,4,9/5/2025,9/9/2025,On Time,684,4,7/15/2025,3,3,Client I
ORD0618,Guwahati,North,Bangalore,South,Dispatch,UCI Approvers,Verify Shipping Details,5,9/9/2025,9/14/2025,On Time,684,5,7/15/2025,4,1,Client I
ORD0618,Guwahati,North,Bangalore,South,Dispatch,UCI Approvers,Generate Shipping Labels,5,9/14/2025,9/19/2025,On Time,684,5,7/15/2025,4,2,Client I
ORD0618,Guwahati,North,Bangalore,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,4,9/19/2025,9/23/2025,On Time,684,4,7/15/2025,4,3,Client I
ORD0618,Guwahati,North,Bangalore,South,Payment,UCI Accounts,Verify Invoice Details,3,9/23/2025,9/26/2025,On Time,684,3,7/15/2025,5,1,Client I
ORD0618,Guwahati,North,Bangalore,South,Payment,UCI Accounts,Authorize Payment,5,9/26/2025,10/1/2025,On Time,684,5,7/15/2025,5,2,Client I
ORD0618,Guwahati,North,Bangalore,South,Payment,UCI Accounts,Process Payment,4,10/1/2025,10/4/2025,On Time,684,3,7/15/2025,5,3,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Invoice,UCI Planner,Verify Invoice Details,3,6/4/2025,6/7/2025,On Time,1286,3,6/4/2025,1,1,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Invoice,UCI Planner,Authorize Payment,3,6/7/2025,6/10/2025,On Time,1286,3,6/4/2025,1,2,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Invoice,UCI Planner,Validate Tax and Charges,3,6/10/2025,6/13/2025,On Time,1286,3,6/4/2025,1,3,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Invoice,UCI Planner,Update Accounts Payable,4,6/13/2025,6/17/2025,On Time,1286,4,6/4/2025,1,4,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Dispatch,UCI Approvers,Verify Shipping Details,3,6/17/2025,6/20/2025,On Time,1286,3,6/4/2025,4,1,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Dispatch,UCI Approvers,Generate Shipping Labels,4,6/20/2025,6/24/2025,On Time,1286,4,6/4/2025,4,2,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,6/24/2025,6/27/2025,On Time,1286,3,6/4/2025,4,3,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Payment,UCI Accounts,Verify Invoice Details,3,6/27/2025,6/30/2025,On Time,1286,3,6/4/2025,5,1,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Payment,UCI Accounts,Authorize Payment,4,6/30/2025,7/4/2025,On Time,1286,4,6/4/2025,5,2,Client I
ORD0619,Vishakhapatnam,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,7/4/2025,7/10/2025,Delay,1286,6,6/4/2025,5,3,Client I
ORD0620,Bangalore,South,Mirzapur,West,Invoice,UCI Planner,Verify Invoice Details,3,7/6/2025,7/9/2025,On Time,1352,3,7/6/2025,1,1,Client I
ORD0620,Bangalore,South,Mirzapur,West,Invoice,UCI Planner,Authorize Payment,3,7/9/2025,7/12/2025,On Time,1352,3,7/6/2025,1,2,Client I
ORD0620,Bangalore,South,Mirzapur,West,Invoice,UCI Planner,Validate Tax and Charges,3,7/12/2025,7/15/2025,On Time,1352,3,7/6/2025,1,3,Client I
ORD0620,Bangalore,South,Mirzapur,West,Invoice,UCI Planner,Update Accounts Payable,5,7/15/2025,7/20/2025,On Time,1352,5,7/6/2025,1,4,Client I
ORD0620,Bangalore,South,Mirzapur,West,Dispatch,UCI Approvers,Verify Shipping Details,3,7/20/2025,7/23/2025,On Time,1352,3,7/6/2025,4,1,Client I
ORD0620,Bangalore,South,Mirzapur,West,Dispatch,UCI Approvers,Generate Shipping Labels,4,7/23/2025,7/27/2025,On Time,1352,4,7/6/2025,4,2,Client I
ORD0620,Bangalore,South,Mirzapur,West,Dispatch,UCI Approvers,Schedule Pickup or Delivery,5,7/27/2025,8/1/2025,On Time,1352,5,7/6/2025,4,3,Client I
