Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 12,Product 6,May,2022,2022-01-05,,2023-2024
Customer 12,Product 6,June,2022,2022-01-06,2555448.0,2023-2024
Customer 12,Product 6,July,2022,2022-01-07,,2023-2024
Customer 12,Product 6,August,2022,2022-01-08,2557907.0,2023-2024
Customer 12,Product 6,September,2022,2022-01-09,2562320.0,2023-2024
Customer 12,Product 6,October,2022,2022-01-10,2562369.0,2023-2024
Customer 12,Product 6,November,2022,2022-01-11,2564635.0,2023-2024
Customer 12,Product 6,December,2022,2022-01-12,2564813.0,2023-2024
Customer 12,Product 6,January,2023,2023-01-01,2566693.0,2023-2024
Customer 12,Product 6,February,2023,2023-01-02,,2023-2024
Customer 12,Product 6,March,2023,2023-01-03,2570302.0,2023-2024
Customer 12,Product 6,April,2023,2023-01-04,,2024-2025
Customer 12,Product 6,May,2023,2023-01-05,103391.0,2024-2025
Customer 12,Product 6,June,2023,2023-01-06,,2024-2025
Customer 12,Product 6,July,2023,2023-01-07,105051.0,2024-2025
Customer 12,Product 6,August,2023,2023-01-08,,2024-2025
Customer 12,Product 6,September,2023,2023-01-09,,2024-2025
Customer 12,Product 6,October,2023,2023-01-10,,2024-2025
Customer 12,Product 6,November,2023,2023-01-11,,2024-2025
Customer 12,Product 6,December,2023,2023-01-12,,2024-2025
Customer 12,Product 6,January,2024,2024-01-01,,2024-2025
Customer 12,Product 6,February,2024,2024-01-02,,2024-2025
Customer 12,Product 6,March,2024,2024-01-03,,2024-2025
Customer 12,Product 9,April,2021,2021-01-04,6816149.0,2022-2023
Customer 12,Product 9,May,2021,2021-01-05,6822979.0,2022-2023
Customer 12,Product 9,June,2021,2021-01-06,6830463.0,2022-2023
Customer 12,Product 9,July,2021,2021-01-07,6831201.0,2022-2023
Customer 12,Product 9,August,2021,2021-01-08,6832863.0,2022-2023
Customer 12,Product 9,September,2021,2021-01-09,6838984.0,2022-2023
Customer 12,Product 9,October,2021,2021-01-10,6839161.0,2022-2023
Customer 12,Product 9,November,2021,2021-01-11,6842290.0,2022-2023
Customer 12,Product 9,December,2021,2021-01-12,6847168.0,2022-2023
Customer 12,Product 9,January,2022,2022-01-01,6847975.0,2022-2023
Customer 12,Product 9,February,2022,2022-01-02,6850699.0,2022-2023
Customer 12,Product 9,March,2022,2022-01-03,6851793.0,2022-2023
Customer 12,Product 9,April,2022,2022-01-04,5692910.0,2023-2024
Customer 12,Product 9,May,2022,2022-01-05,5698397.0,2023-2024
Customer 12,Product 9,June,2022,2022-01-06,5701776.0,2023-2024
Customer 12,Product 9,July,2022,2022-01-07,5703636.0,2023-2024
Customer 12,Product 9,August,2022,2022-01-08,5704860.0,2023-2024
Customer 12,Product 9,September,2022,2022-01-09,5706568.0,2023-2024
Customer 12,Product 9,October,2022,2022-01-10,5710571.0,2023-2024
Customer 12,Product 9,November,2022,2022-01-11,5714529.0,2023-2024
Customer 12,Product 9,December,2022,2022-01-12,5718154.0,2023-2024
Customer 12,Product 9,January,2023,2023-01-01,5721550.0,2023-2024
Customer 12,Product 9,February,2023,2023-01-02,5726255.0,2023-2024
Customer 12,Product 9,March,2023,2023-01-03,,2023-2024
Customer 12,Product 9,April,2023,2023-01-04,,2024-2025
Customer 12,Product 9,May,2023,2023-01-05,2571099.0,2024-2025
Customer 12,Product 9,June,2023,2023-01-06,2575163.0,2024-2025
Customer 12,Product 9,July,2023,2023-01-07,,2024-2025
Customer 12,Product 9,August,2023,2023-01-08,,2024-2025
Customer 12,Product 9,September,2023,2023-01-09,2577405.0,2024-2025
Customer 12,Product 9,October,2023,2023-01-10,,2024-2025
Customer 12,Product 9,November,2023,2023-01-11,2579817.0,2024-2025
Customer 12,Product 9,December,2023,2023-01-12,2586895.0,2024-2025
Customer 12,Product 9,January,2024,2024-01-01,2587383.0,2024-2025
Customer 12,Product 9,February,2024,2024-01-02,2604603.0,2024-2025
Customer 12,Product 9,March,2024,2024-01-03,2611454.0,2024-2025
Customer 13,Product 10,April,2021,2021-01-04,6852829.0,2022-2023
Customer 13,Product 10,May,2021,2021-01-05,6857144.0,2022-2023
Customer 13,Product 10,June,2021,2021-01-06,6858327.0,2022-2023
Customer 13,Product 10,July,2021,2021-01-07,6863511.0,2022-2023
Customer 13,Product 10,August,2021,2021-01-08,6867028.0,2022-2023
Customer 13,Product 10,September,2021,2021-01-09,6867837.0,2022-2023
Customer 13,Product 10,October,2021,2021-01-10,6871967.0,2022-2023
Customer 13,Product 10,November,2021,2021-01-11,6878839.0,2022-2023
Customer 13,Product 10,December,2021,2021-01-12,6885732.0,2022-2023
Customer 13,Product 10,January,2022,2022-01-01,6891531.0,2022-2023
Customer 13,Product 10,February,2022,2022-01-02,6895167.0,2022-2023
Customer 13,Product 10,March,2022,2022-01-03,6896323.0,2022-2023
Customer 13,Product 10,April,2022,2022-01-04,,2023-2024
Customer 13,Product 10,May,2022,2022-01-05,,2023-2024
Customer 13,Product 10,June,2022,2022-01-06,,2023-2024
Customer 13,Product 10,July,2022,2022-01-07,,2023-2024
Customer 13,Product 10,August,2022,2022-01-08,,2023-2024
Customer 13,Product 10,September,2022,2022-01-09,,2023-2024
Customer 13,Product 10,October,2022,2022-01-10,,2023-2024
Customer 13,Product 10,November,2022,2022-01-11,,2023-2024
Customer 13,Product 10,December,2022,2022-01-12,,2023-2024
Customer 13,Product 10,January,2023,2023-01-01,,2023-2024
Customer 13,Product 10,February,2023,2023-01-02,,2023-2024
Customer 13,Product 10,March,2023,2023-01-03,,2023-2024
Customer 13,Product 10,April,2023,2023-01-04,,2024-2025
Customer 13,Product 10,May,2023,2023-01-05,1296061.0,2024-2025
Customer 13,Product 10,June,2023,2023-01-06,,2024-2025
Customer 13,Product 10,July,2023,2023-01-07,1296467.0,2024-2025
Customer 13,Product 10,August,2023,2023-01-08,1297046.0,2024-2025
Customer 13,Product 10,September,2023,2023-01-09,1300446.0,2024-2025
Customer 13,Product 10,October,2023,2023-01-10,,2024-2025
Customer 13,Product 10,November,2023,2023-01-11,,2024-2025
Customer 13,Product 10,December,2023,2023-01-12,,2024-2025
Customer 13,Product 10,January,2024,2024-01-01,1303926.0,2024-2025
Customer 13,Product 10,February,2024,2024-01-02,,2024-2025
Customer 13,Product 10,March,2024,2024-01-03,1304992.0,2024-2025
Customer 13,Product 2,April,2021,2021-01-04,,2022-2023
Customer 13,Product 2,May,2021,2021-01-05,215263.0,2022-2023
Customer 13,Product 2,June,2021,2021-01-06,,2022-2023
Customer 13,Product 2,July,2021,2021-01-07,,2022-2023
Customer 13,Product 2,August,2021,2021-01-08,,2022-2023
Customer 13,Product 2,September,2021,2021-01-09,220290.0,2022-2023
Customer 13,Product 2,October,2021,2021-01-10,,2022-2023
Customer 13,Product 2,November,2021,2021-01-11,,2022-2023
Customer 13,Product 2,December,2021,2021-01-12,,2022-2023
Customer 13,Product 2,January,2022,2022-01-01,,2022-2023
Customer 13,Product 2,February,2022,2022-01-02,225618.0,2022-2023
Customer 13,Product 2,March,2022,2022-01-03,,2022-2023
Customer 13,Product 2,April,2022,2022-01-04,6897217.0,2023-2024
Customer 13,Product 2,May,2022,2022-01-05,6898492.0,2023-2024
Customer 13,Product 2,June,2022,2022-01-06,6913469.0,2023-2024
Customer 13,Product 2,July,2022,2022-01-07,6919728.0,2023-2024
Customer 13,Product 2,August,2022,2022-01-08,6929201.0,2023-2024
Customer 13,Product 2,September,2022,2022-01-09,6932275.0,2023-2024
Customer 13,Product 2,October,2022,2022-01-10,6935932.0,2023-2024
Customer 13,Product 2,November,2022,2022-01-11,6938578.0,2023-2024
Customer 13,Product 2,December,2022,2022-01-12,6940353.0,2023-2024
Customer 13,Product 2,January,2023,2023-01-01,6944747.0,2023-2024
Customer 13,Product 2,February,2023,2023-01-02,6944788.0,2023-2024
Customer 13,Product 2,March,2023,2023-01-03,6947901.0,2023-2024
Customer 13,Product 2,April,2023,2023-01-04,1313419.0,2024-2025
Customer 13,Product 2,May,2023,2023-01-05,,2024-2025
Customer 13,Product 2,June,2023,2023-01-06,,2024-2025
Customer 13,Product 2,July,2023,2023-01-07,,2024-2025
Customer 13,Product 2,August,2023,2023-01-08,1315896.0,2024-2025
Customer 13,Product 2,September,2023,2023-01-09,1320225.0,2024-2025
Customer 13,Product 2,October,2023,2023-01-10,1327148.0,2024-2025
Customer 13,Product 2,November,2023,2023-01-11,,2024-2025
Customer 13,Product 2,December,2023,2023-01-12,1329648.0,2024-2025
Customer 13,Product 2,January,2024,2024-01-01,,2024-2025
Customer 13,Product 2,February,2024,2024-01-02,,2024-2025
Customer 13,Product 2,March,2024,2024-01-03,1330267.0,2024-2025
Customer 13,Product 3,April,2021,2021-01-04,,2022-2023
Customer 13,Product 3,May,2021,2021-01-05,,2022-2023
Customer 13,Product 3,June,2021,2021-01-06,1331711.0,2022-2023
Customer 13,Product 3,July,2021,2021-01-07,,2022-2023
Customer 13,Product 3,August,2021,2021-01-08,1332688.0,2022-2023
Customer 13,Product 3,September,2021,2021-01-09,,2022-2023
Customer 13,Product 3,October,2021,2021-01-10,1333720.0,2022-2023
Customer 13,Product 3,November,2021,2021-01-11,,2022-2023
Customer 13,Product 3,December,2021,2021-01-12,1338163.0,2022-2023
Customer 13,Product 3,January,2022,2022-01-01,1351299.0,2022-2023
Customer 13,Product 3,February,2022,2022-01-02,,2022-2023
Customer 13,Product 3,March,2022,2022-01-03,1354494.0,2022-2023
Customer 13,Product 3,April,2022,2022-01-04,2613763.0,2023-2024
Customer 13,Product 3,May,2022,2022-01-05,,2023-2024
Customer 13,Product 3,June,2022,2022-01-06,,2023-2024
Customer 13,Product 3,July,2022,2022-01-07,2625734.0,2023-2024
Customer 13,Product 3,August,2022,2022-01-08,2640149.0,2023-2024
Customer 13,Product 3,September,2022,2022-01-09,2642209.0,2023-2024
Customer 13,Product 3,October,2022,2022-01-10,,2023-2024
Customer 13,Product 3,November,2022,2022-01-11,,2023-2024
Customer 13,Product 3,December,2022,2022-01-12,2642918.0,2023-2024
Customer 13,Product 3,January,2023,2023-01-01,2652776.0,2023-2024
Customer 13,Product 3,February,2023,2023-01-02,2653512.0,2023-2024
Customer 13,Product 3,March,2023,2023-01-03,2661242.0,2023-2024
Customer 13,Product 3,April,2023,2023-01-04,6949006.0,2024-2025
Customer 13,Product 3,May,2023,2023-01-05,6951051.0,2024-2025
Customer 13,Product 3,June,2023,2023-01-06,6955655.0,2024-2025
Customer 13,Product 3,July,2023,2023-01-07,6957007.0,2024-2025
Customer 13,Product 3,August,2023,2023-01-08,6958121.0,2024-2025
Customer 13,Product 3,September,2023,2023-01-09,6959615.0,2024-2025
Customer 13,Product 3,October,2023,2023-01-10,6963855.0,2024-2025
Customer 13,Product 3,November,2023,2023-01-11,6963923.0,2024-2025
Customer 13,Product 3,December,2023,2023-01-12,6968014.0,2024-2025
Customer 13,Product 3,January,2024,2024-01-01,6972847.0,2024-2025
Customer 13,Product 3,February,2024,2024-01-02,6977516.0,2024-2025
Customer 13,Product 3,March,2024,2024-01-03,6979136.0,2024-2025
Customer 13,Product 4,April,2021,2021-01-04,4651515.0,2022-2023
Customer 13,Product 4,May,2021,2021-01-05,4651752.0,2022-2023
Customer 13,Product 4,June,2021,2021-01-06,4667329.0,2022-2023
Customer 13,Product 4,July,2021,2021-01-07,4673153.0,2022-2023
Customer 13,Product 4,August,2021,2021-01-08,4674852.0,2022-2023
Customer 13,Product 4,September,2021,2021-01-09,,2022-2023
Customer 13,Product 4,October,2021,2021-01-10,4678714.0,2022-2023
Customer 13,Product 4,November,2021,2021-01-11,4680205.0,2022-2023
Customer 13,Product 4,December,2021,2021-01-12,4683044.0,2022-2023
Customer 13,Product 4,January,2022,2022-01-01,,2022-2023
Customer 13,Product 4,February,2022,2022-01-02,4685852.0,2022-2023
Customer 13,Product 4,March,2022,2022-01-03,4687030.0,2022-2023
Customer 13,Product 4,April,2022,2022-01-04,6984570.0,2023-2024
Customer 13,Product 4,May,2022,2022-01-05,6988175.0,2023-2024
Customer 13,Product 4,June,2022,2022-01-06,6988266.0,2023-2024
Customer 13,Product 4,July,2022,2022-01-07,6988547.0,2023-2024
Customer 13,Product 4,August,2022,2022-01-08,6989444.0,2023-2024
Customer 13,Product 4,September,2022,2022-01-09,6990145.0,2023-2024
Customer 13,Product 4,October,2022,2022-01-10,6990477.0,2023-2024
Customer 13,Product 4,November,2022,2022-01-11,6990695.0,2023-2024
Customer 13,Product 4,December,2022,2022-01-12,6991073.0,2023-2024
Customer 13,Product 4,January,2023,2023-01-01,6993412.0,2023-2024
Customer 13,Product 4,February,2023,2023-01-02,6994882.0,2023-2024
Customer 13,Product 4,March,2023,2023-01-03,6997861.0,2023-2024
Customer 13,Product 4,April,2023,2023-01-04,5728351.0,2024-2025
Customer 13,Product 4,May,2023,2023-01-05,5729374.0,2024-2025
Customer 13,Product 4,June,2023,2023-01-06,,2024-2025
Customer 13,Product 4,July,2023,2023-01-07,5730263.0,2024-2025
Customer 13,Product 4,August,2023,2023-01-08,5731191.0,2024-2025
Customer 13,Product 4,September,2023,2023-01-09,5743606.0,2024-2025
Customer 13,Product 4,October,2023,2023-01-10,5748836.0,2024-2025
Customer 13,Product 4,November,2023,2023-01-11,5751476.0,2024-2025
Customer 13,Product 4,December,2023,2023-01-12,5757583.0,2024-2025
Customer 13,Product 4,January,2024,2024-01-01,5768908.0,2024-2025
Customer 13,Product 4,February,2024,2024-01-02,5777035.0,2024-2025
Customer 13,Product 4,March,2024,2024-01-03,5779598.0,2024-2025
Customer 13,Product 5,April,2021,2021-01-04,,2022-2023
Customer 13,Product 5,May,2021,2021-01-05,,2022-2023
Customer 13,Product 5,June,2021,2021-01-06,,2022-2023
Customer 13,Product 5,July,2021,2021-01-07,,2022-2023
Customer 13,Product 5,August,2021,2021-01-08,,2022-2023
Customer 13,Product 5,September,2021,2021-01-09,,2022-2023
Customer 13,Product 5,October,2021,2021-01-10,,2022-2023
Customer 13,Product 5,November,2021,2021-01-11,,2022-2023
Customer 13,Product 5,December,2021,2021-01-12,,2022-2023
Customer 13,Product 5,January,2022,2022-01-01,,2022-2023
Customer 13,Product 5,February,2022,2022-01-02,,2022-2023
Customer 13,Product 5,March,2022,2022-01-03,,2022-2023
Customer 13,Product 5,April,2022,2022-01-04,,2023-2024
Customer 13,Product 5,May,2022,2022-01-05,226378.0,2023-2024
Customer 13,Product 5,June,2022,2022-01-06,,2023-2024
Customer 13,Product 5,July,2022,2022-01-07,227115.0,2023-2024
Customer 13,Product 5,August,2022,2022-01-08,,2023-2024
Customer 13,Product 5,September,2022,2022-01-09,,2023-2024
Customer 13,Product 5,October,2022,2022-01-10,,2023-2024
Customer 13,Product 5,November,2022,2022-01-11,,2023-2024
Customer 13,Product 5,December,2022,2022-01-12,,2023-2024
Customer 13,Product 5,January,2023,2023-01-01,,2023-2024
Customer 13,Product 5,February,2023,2023-01-02,233397.0,2023-2024
Customer 13,Product 5,March,2023,2023-01-03,,2023-2024
Customer 13,Product 5,April,2023,2023-01-04,1357899.0,2024-2025
Customer 13,Product 5,May,2023,2023-01-05,,2024-2025
Customer 13,Product 5,June,2023,2023-01-06,,2024-2025
Customer 13,Product 5,July,2023,2023-01-07,,2024-2025
Customer 13,Product 5,August,2023,2023-01-08,,2024-2025
Customer 13,Product 5,September,2023,2023-01-09,,2024-2025
Customer 13,Product 5,October,2023,2023-01-10,1361552.0,2024-2025
Customer 13,Product 5,November,2023,2023-01-11,1364128.0,2024-2025
Customer 13,Product 5,December,2023,2023-01-12,1366977.0,2024-2025
Customer 13,Product 5,January,2024,2024-01-01,1370062.0,2024-2025
Customer 13,Product 5,February,2024,2024-01-02,,2024-2025
Customer 13,Product 5,March,2024,2024-01-03,1374207.0,2024-2025
Customer 13,Product 6,April,2021,2021-01-04,,2022-2023
Customer 13,Product 6,May,2021,2021-01-05,,2022-2023
Customer 13,Product 6,June,2021,2021-01-06,,2022-2023
Customer 13,Product 6,July,2021,2021-01-07,,2022-2023
Customer 13,Product 6,August,2021,2021-01-08,235665.0,2022-2023
Customer 13,Product 6,September,2021,2021-01-09,,2022-2023
Customer 13,Product 6,October,2021,2021-01-10,,2022-2023
Customer 13,Product 6,November,2021,2021-01-11,,2022-2023
Customer 13,Product 6,December,2021,2021-01-12,240967.0,2022-2023
Customer 13,Product 6,January,2022,2022-01-01,,2022-2023
Customer 13,Product 6,February,2022,2022-01-02,242151.0,2022-2023
Customer 13,Product 6,March,2022,2022-01-03,,2022-2023
Customer 13,Product 6,April,2022,2022-01-04,,2023-2024
Customer 13,Product 6,May,2022,2022-01-05,,2023-2024
Customer 13,Product 6,June,2022,2022-01-06,,2023-2024
Customer 13,Product 6,July,2022,2022-01-07,1375200.0,2023-2024
Customer 13,Product 6,August,2022,2022-01-08,1377653.0,2023-2024
Customer 13,Product 6,September,2022,2022-01-09,1380572.0,2023-2024
Customer 13,Product 6,October,2022,2022-01-10,,2023-2024
Customer 13,Product 6,November,2022,2022-01-11,,2023-2024
Customer 13,Product 6,December,2022,2022-01-12,1388685.0,2023-2024
Customer 13,Product 6,January,2023,2023-01-01,,2023-2024
Customer 13,Product 6,February,2023,2023-01-02,1390388.0,2023-2024
Customer 13,Product 6,March,2023,2023-01-03,1396643.0,2023-2024
Customer 13,Product 6,April,2023,2023-01-04,2661368.0,2024-2025
Customer 13,Product 6,May,2023,2023-01-05,2664401.0,2024-2025
Customer 13,Product 6,June,2023,2023-01-06,2669526.0,2024-2025
Customer 13,Product 6,July,2023,2023-01-07,2679180.0,2024-2025
Customer 13,Product 6,August,2023,2023-01-08,,2024-2025
Customer 13,Product 6,September,2023,2023-01-09,,2024-2025
Customer 13,Product 6,October,2023,2023-01-10,,2024-2025
Customer 13,Product 6,November,2023,2023-01-11,2680676.0,2024-2025
Customer 13,Product 6,December,2023,2023-01-12,2680876.0,2024-2025
Customer 13,Product 6,January,2024,2024-01-01,2682209.0,2024-2025
Customer 13,Product 6,February,2024,2024-01-02,,2024-2025
Customer 13,Product 6,March,2024,2024-01-03,2685098.0,2024-2025
Customer 13,Product 9,April,2021,2021-01-04,,2022-2023
Customer 13,Product 9,May,2021,2021-01-05,,2022-2023
Customer 13,Product 9,June,2021,2021-01-06,242496.0,2022-2023
Customer 13,Product 9,July,2021,2021-01-07,,2022-2023
Customer 13,Product 9,August,2021,2021-01-08,,2022-2023
Customer 13,Product 9,September,2021,2021-01-09,,2022-2023
Customer 13,Product 9,October,2021,2021-01-10,,2022-2023
Customer 13,Product 9,November,2021,2021-01-11,253021.0,2022-2023
Customer 13,Product 9,December,2021,2021-01-12,,2022-2023
Customer 13,Product 9,January,2022,2022-01-01,,2022-2023
Customer 13,Product 9,February,2022,2022-01-02,,2022-2023
Customer 13,Product 9,March,2022,2022-01-03,257225.0,2022-2023
Customer 13,Product 9,April,2022,2022-01-04,1861079.0,2023-2024
Customer 13,Product 9,May,2022,2022-01-05,1861223.0,2023-2024
Customer 13,Product 9,June,2022,2022-01-06,,2023-2024
Customer 13,Product 9,July,2022,2022-01-07,1862889.0,2023-2024
Customer 13,Product 9,August,2022,2022-01-08,,2023-2024
Customer 13,Product 9,September,2022,2022-01-09,1863522.0,2023-2024
Customer 13,Product 9,October,2022,2022-01-10,,2023-2024
Customer 13,Product 9,November,2022,2022-01-11,1870249.0,2023-2024
Customer 13,Product 9,December,2022,2022-01-12,1874376.0,2023-2024
Customer 13,Product 9,January,2023,2023-01-01,,2023-2024
Customer 13,Product 9,February,2023,2023-01-02,,2023-2024
Customer 13,Product 9,March,2023,2023-01-03,1878591.0,2023-2024
Customer 13,Product 9,April,2023,2023-01-04,3476542.0,2024-2025
Customer 13,Product 9,May,2023,2023-01-05,,2024-2025
Customer 13,Product 9,June,2023,2023-01-06,3478160.0,2024-2025
Customer 13,Product 9,July,2023,2023-01-07,3481915.0,2024-2025
Customer 13,Product 9,August,2023,2023-01-08,3483338.0,2024-2025
Customer 13,Product 9,September,2023,2023-01-09,,2024-2025
Customer 13,Product 9,October,2023,2023-01-10,3484224.0,2024-2025
Customer 13,Product 9,November,2023,2023-01-11,3485584.0,2024-2025
Customer 13,Product 9,December,2023,2023-01-12,3496054.0,2024-2025
Customer 13,Product 9,January,2024,2024-01-01,3507625.0,2024-2025
Customer 13,Product 9,February,2024,2024-01-02,,2024-2025
Customer 13,Product 9,March,2024,2024-01-03,3511437.0,2024-2025
Customer 14,Product 10,April,2021,2021-01-04,,2022-2023
Customer 14,Product 10,May,2021,2021-01-05,,2022-2023
Customer 14,Product 10,June,2021,2021-01-06,,2022-2023
Customer 14,Product 10,July,2021,2021-01-07,,2022-2023
Customer 14,Product 10,August,2021,2021-01-08,,2022-2023
Customer 14,Product 10,September,2021,2021-01-09,,2022-2023
Customer 14,Product 10,October,2021,2021-01-10,,2022-2023
Customer 14,Product 10,November,2021,2021-01-11,,2022-2023
Customer 14,Product 10,December,2021,2021-01-12,,2022-2023
Customer 14,Product 10,January,2022,2022-01-01,,2022-2023
Customer 14,Product 10,February,2022,2022-01-02,,2022-2023
Customer 14,Product 10,March,2022,2022-01-03,,2022-2023
Customer 14,Product 10,April,2022,2022-01-04,262346.0,2023-2024
Customer 14,Product 10,May,2022,2022-01-05,265284.0,2023-2024
Customer 14,Product 10,June,2022,2022-01-06,,2023-2024
Customer 14,Product 10,July,2022,2022-01-07,,2023-2024
Customer 14,Product 10,August,2022,2022-01-08,,2023-2024
Customer 14,Product 10,September,2022,2022-01-09,,2023-2024
Customer 14,Product 10,October,2022,2022-01-10,,2023-2024
Customer 14,Product 10,November,2022,2022-01-11,,2023-2024
Customer 14,Product 10,December,2022,2022-01-12,,2023-2024
Customer 14,Product 10,January,2023,2023-01-01,,2023-2024
Customer 14,Product 10,February,2023,2023-01-02,,2023-2024
Customer 14,Product 10,March,2023,2023-01-03,266024.0,2023-2024
Customer 14,Product 10,April,2023,2023-01-04,266569.0,2024-2025
Customer 14,Product 10,May,2023,2023-01-05,,2024-2025
Customer 14,Product 10,June,2023,2023-01-06,,2024-2025
Customer 14,Product 10,July,2023,2023-01-07,,2024-2025
Customer 14,Product 10,August,2023,2023-01-08,,2024-2025
Customer 14,Product 10,September,2023,2023-01-09,,2024-2025
Customer 14,Product 10,October,2023,2023-01-10,266838.0,2024-2025
Customer 14,Product 10,November,2023,2023-01-11,275236.0,2024-2025
Customer 14,Product 10,December,2023,2023-01-12,,2024-2025
Customer 14,Product 10,January,2024,2024-01-01,,2024-2025
Customer 14,Product 10,February,2024,2024-01-02,,2024-2025
Customer 14,Product 10,March,2024,2024-01-03,,2024-2025
Customer 14,Product 2,April,2021,2021-01-04,,2022-2023
Customer 14,Product 2,May,2021,2021-01-05,2685382.0,2022-2023
Customer 14,Product 2,June,2021,2021-01-06,2690210.0,2022-2023
Customer 14,Product 2,July,2021,2021-01-07,,2022-2023
Customer 14,Product 2,August,2021,2021-01-08,2693326.0,2022-2023
Customer 14,Product 2,September,2021,2021-01-09,2694943.0,2022-2023
Customer 14,Product 2,October,2021,2021-01-10,2700385.0,2022-2023
Customer 14,Product 2,November,2021,2021-01-11,2707016.0,2022-2023
Customer 14,Product 2,December,2021,2021-01-12,,2022-2023
Customer 14,Product 2,January,2022,2022-01-01,,2022-2023
Customer 14,Product 2,February,2022,2022-01-02,2719019.0,2022-2023
Customer 14,Product 2,March,2022,2022-01-03,2723190.0,2022-2023
Customer 14,Product 2,April,2022,2022-01-04,3511556.0,2023-2024
Customer 14,Product 2,May,2022,2022-01-05,3514801.0,2023-2024
Customer 14,Product 2,June,2022,2022-01-06,,2023-2024
Customer 14,Product 2,July,2022,2022-01-07,3516205.0,2023-2024
Customer 14,Product 2,August,2022,2022-01-08,,2023-2024
Customer 14,Product 2,September,2022,2022-01-09,3525780.0,2023-2024
Customer 14,Product 2,October,2022,2022-01-10,,2023-2024
Customer 14,Product 2,November,2022,2022-01-11,3526528.0,2023-2024
Customer 14,Product 2,December,2022,2022-01-12,3538731.0,2023-2024
Customer 14,Product 2,January,2023,2023-01-01,3543074.0,2023-2024
Customer 14,Product 2,February,2023,2023-01-02,3548532.0,2023-2024
Customer 14,Product 2,March,2023,2023-01-03,3551063.0,2023-2024
Customer 14,Product 2,April,2023,2023-01-04,6999558.0,2024-2025
Customer 14,Product 2,May,2023,2023-01-05,7000456.0,2024-2025
Customer 14,Product 2,June,2023,2023-01-06,7011801.0,2024-2025
Customer 14,Product 2,July,2023,2023-01-07,7018865.0,2024-2025
Customer 14,Product 2,August,2023,2023-01-08,7020199.0,2024-2025
Customer 14,Product 2,September,2023,2023-01-09,7025374.0,2024-2025
Customer 14,Product 2,October,2023,2023-01-10,7032452.0,2024-2025
Customer 14,Product 2,November,2023,2023-01-11,7033543.0,2024-2025
Customer 14,Product 2,December,2023,2023-01-12,7039594.0,2024-2025
Customer 14,Product 2,January,2024,2024-01-01,7041129.0,2024-2025
Customer 14,Product 2,February,2024,2024-01-02,7049219.0,2024-2025
Customer 14,Product 2,March,2024,2024-01-03,7049472.0,2024-2025
Customer 14,Product 4,April,2021,2021-01-04,3551793.0,2022-2023
Customer 14,Product 4,May,2021,2021-01-05,,2022-2023
Customer 14,Product 4,June,2021,2021-01-06,3552151.0,2022-2023
Customer 14,Product 4,July,2021,2021-01-07,3558728.0,2022-2023
Customer 14,Product 4,August,2021,2021-01-08,3558729.0,2022-2023
Customer 14,Product 4,September,2021,2021-01-09,3559306.0,2022-2023
Customer 14,Product 4,October,2021,2021-01-10,3574059.0,2022-2023
Customer 14,Product 4,November,2021,2021-01-11,3582577.0,2022-2023
Customer 14,Product 4,December,2021,2021-01-12,,2022-2023
Customer 14,Product 4,January,2022,2022-01-01,3587480.0,2022-2023
Customer 14,Product 4,February,2022,2022-01-02,3592246.0,2022-2023
Customer 14,Product 4,March,2022,2022-01-03,,2022-2023
Customer 14,Product 4,April,2022,2022-01-04,,2023-2024
Customer 14,Product 4,May,2022,2022-01-05,,2023-2024
Customer 14,Product 4,June,2022,2022-01-06,,2023-2024
Customer 14,Product 4,July,2022,2022-01-07,898802.0,2023-2024
Customer 14,Product 4,August,2022,2022-01-08,,2023-2024
Customer 14,Product 4,September,2022,2022-01-09,900448.0,2023-2024
Customer 14,Product 4,October,2022,2022-01-10,,2023-2024
Customer 14,Product 4,November,2022,2022-01-11,902155.0,2023-2024
Customer 14,Product 4,December,2022,2022-01-12,,2023-2024
Customer 14,Product 4,January,2023,2023-01-01,,2023-2024
Customer 14,Product 4,February,2023,2023-01-02,902470.0,2023-2024
Customer 14,Product 4,March,2023,2023-01-03,905353.0,2023-2024
Customer 14,Product 4,April,2023,2023-01-04,,2024-2025
Customer 14,Product 4,May,2023,2023-01-05,,2024-2025
Customer 14,Product 4,June,2023,2023-01-06,,2024-2025
Customer 14,Product 4,July,2023,2023-01-07,,2024-2025
Customer 14,Product 4,August,2023,2023-01-08,276672.0,2024-2025
Customer 14,Product 4,September,2023,2023-01-09,278947.0,2024-2025
Customer 14,Product 4,October,2023,2023-01-10,,2024-2025
Customer 14,Product 4,November,2023,2023-01-11,,2024-2025
Customer 14,Product 4,December,2023,2023-01-12,,2024-2025
Customer 14,Product 4,January,2024,2024-01-01,,2024-2025
Customer 14,Product 4,February,2024,2024-01-02,,2024-2025
Customer 14,Product 4,March,2024,2024-01-03,280396.0,2024-2025
Customer 14,Product 5,April,2021,2021-01-04,7053609.0,2022-2023
Customer 14,Product 5,May,2021,2021-01-05,7054592.0,2022-2023
Customer 14,Product 5,June,2021,2021-01-06,7062357.0,2022-2023
Customer 14,Product 5,July,2021,2021-01-07,7064260.0,2022-2023
Customer 14,Product 5,August,2021,2021-01-08,7065663.0,2022-2023
Customer 14,Product 5,September,2021,2021-01-09,7066213.0,2022-2023
Customer 14,Product 5,October,2021,2021-01-10,7069197.0,2022-2023
