Date,Item ID,Opening Stock,Consumption,Incoming,Closing Stock,Units,Item Name,Category,Unit Price,ABC Class,MSL,Inventory Turnover ratio,Ratio
28-03-2025 00:00,ITEM-0061,213,9,14,218,Barrel,Product 61,Chemicals,275.84,A,233,0.041763341,1
29-03-2025 00:00,ITEM-0061,369,33,11,347,Barrel,Product 61,Chemicals,275.84,A,233,0.092178771,1
30-03-2025 00:00,ITEM-0061,310,15,5,300,Barrel,Product 61,Chemicals,275.84,A,233,0.049180328,1
31-03-2025 00:00,ITEM-0061,269,1,19,287,Barrel,Product 61,Chemicals,275.84,A,233,0.003597122,1
01-04-2025 00:00,ITEM-0061,335,10,25,350,Barrel,Product 61,Chemicals,275.84,A,233,0.02919708,1
02-04-2025 00:00,ITEM-0061,227,34,2,195,Barrel,Product 61,Chemicals,275.84,A,233,0.161137441,1
03-04-2025 00:00,ITEM-0061,224,36,21,209,Barrel,Product 61,Chemicals,275.84,A,233,0.166281755,1
04-04-2025 00:00,ITEM-0061,298,34,12,276,Barrel,Product 61,Chemicals,275.84,A,233,0.118466899,1
05-04-2025 00:00,ITEM-0061,319,7,19,331,Barrel,Product 61,Chemicals,275.84,A,233,0.021538462,1
06-04-2025 00:00,ITEM-0061,308,33,3,278,Barrel,Product 61,Chemicals,275.84,A,233,0.112627986,1
07-04-2025 00:00,ITEM-0061,220,3,19,236,Barrel,Product 61,Chemicals,275.84,A,233,0.013157895,1
08-04-2025 00:00,ITEM-0061,324,8,15,331,Barrel,Product 61,Chemicals,275.84,A,233,0.024427481,1
09-04-2025 00:00,ITEM-0061,356,37,24,343,Barrel,Product 61,Chemicals,275.84,A,233,0.105865522,1
10-04-2025 00:00,ITEM-0061,371,44,8,335,Barrel,Product 61,Chemicals,275.84,A,233,0.124645892,1
11-04-2025 00:00,ITEM-0061,240,18,13,235,Barrel,Product 61,Chemicals,275.84,A,233,0.075789474,1
12-04-2025 00:00,ITEM-0061,329,20,14,323,Barrel,Product 61,Chemicals,275.84,A,233,0.061349693,1
13-04-2025 00:00,ITEM-0061,205,36,20,189,Barrel,Product 61,Chemicals,275.84,A,233,0.182741117,1
14-04-2025 00:00,ITEM-0061,376,15,13,374,Barrel,Product 61,Chemicals,275.84,A,233,0.04,1
15-04-2025 00:00,ITEM-0061,211,46,6,171,Barrel,Product 61,Chemicals,275.84,A,233,0.240837696,1
16-04-2025 00:00,ITEM-0061,344,5,20,359,Barrel,Product 61,Chemicals,275.84,A,233,0.014224751,1
17-04-2025 00:00,ITEM-0061,217,7,1,211,Barrel,Product 61,Chemicals,275.84,A,233,0.03271028,1
18-04-2025 00:00,ITEM-0061,306,0,25,331,Barrel,Product 61,Chemicals,275.84,A,233,0,1
19-04-2025 00:00,ITEM-0061,317,4,29,342,Barrel,Product 61,Chemicals,275.84,A,233,0.012139605,1
20-04-2025 00:00,ITEM-0061,350,15,6,341,Barrel,Product 61,Chemicals,275.84,A,233,0.04341534,1
21-04-2025 00:00,ITEM-0061,337,49,17,305,Barrel,Product 61,Chemicals,275.84,A,233,0.152647975,1
22-04-2025 00:00,ITEM-0061,332,46,13,299,Barrel,Product 61,Chemicals,275.84,A,233,0.145800317,1
23-04-2025 00:00,ITEM-0061,233,49,28,212,Barrel,Product 61,Chemicals,275.84,A,233,0.220224719,1
24-04-2025 00:00,ITEM-0061,243,13,4,234,Barrel,Product 61,Chemicals,275.84,A,233,0.054507338,1
25-04-2025 00:00,ITEM-0061,207,28,10,189,Barrel,Product 61,Chemicals,275.84,A,233,0.141414141,1
26-04-2025 00:00,ITEM-0061,207,48,21,180,Barrel,Product 61,Chemicals,275.84,A,233,0.248062016,1
27-04-2025 00:00,ITEM-0061,298,35,14,277,Barrel,Product 61,Chemicals,275.84,A,233,0.12173913,1
28-04-2025 00:00,ITEM-0061,221,21,1,201,Barrel,Product 61,Chemicals,275.84,A,233,0.099526066,1
29-04-2025 00:00,ITEM-0061,258,16,11,253,Barrel,Product 61,Chemicals,275.84,A,233,0.062622309,1
30-04-2025 00:00,ITEM-0061,219,9,27,237,Barrel,Product 61,Chemicals,275.84,A,233,0.039473684,1
01-02-2025 00:00,ITEM-0062,189,44,13,158,Meter,Product 62,Raw Materials,259.32,C,74,0.253602305,1
02-02-2025 00:00,ITEM-0062,99,15,17,101,Meter,Product 62,Raw Materials,259.32,C,74,0.15,1
03-02-2025 00:00,ITEM-0062,101,17,15,99,Meter,Product 62,Raw Materials,259.32,C,74,0.17,1
04-02-2025 00:00,ITEM-0062,178,11,1,168,Meter,Product 62,Raw Materials,259.32,C,74,0.063583815,1
05-02-2025 00:00,ITEM-0062,53,4,20,69,Meter,Product 62,Raw Materials,259.32,C,74,0.06557377,1
06-02-2025 00:00,ITEM-0062,174,18,12,168,Meter,Product 62,Raw Materials,259.32,C,74,0.105263158,1
07-02-2025 00:00,ITEM-0062,87,34,5,58,Meter,Product 62,Raw Materials,259.32,C,74,0.468965517,1
08-02-2025 00:00,ITEM-0062,185,3,12,194,Meter,Product 62,Raw Materials,259.32,C,74,0.015831135,1
09-02-2025 00:00,ITEM-0062,61,28,2,35,Meter,Product 62,Raw Materials,259.32,C,74,0.583333333,1
10-02-2025 00:00,ITEM-0062,223,37,15,201,Meter,Product 62,Raw Materials,259.32,C,74,0.174528302,1
11-02-2025 00:00,ITEM-0062,191,23,2,170,Meter,Product 62,Raw Materials,259.32,C,74,0.127423823,1
12-02-2025 00:00,ITEM-0062,215,18,23,220,Meter,Product 62,Raw Materials,259.32,C,74,0.082758621,1
13-02-2025 00:00,ITEM-0062,111,32,1,80,Meter,Product 62,Raw Materials,259.32,C,74,0.335078534,1
14-02-2025 00:00,ITEM-0062,184,44,29,169,Meter,Product 62,Raw Materials,259.32,C,74,0.249291785,1
15-02-2025 00:00,ITEM-0062,141,29,18,130,Meter,Product 62,Raw Materials,259.32,C,74,0.21402214,1
16-02-2025 00:00,ITEM-0062,131,47,11,95,Meter,Product 62,Raw Materials,259.32,C,74,0.415929204,1
17-02-2025 00:00,ITEM-0062,76,40,16,52,Meter,Product 62,Raw Materials,259.32,C,74,0.625,2
18-02-2025 00:00,ITEM-0062,117,17,18,118,Meter,Product 62,Raw Materials,259.32,C,74,0.144680851,1
19-02-2025 00:00,ITEM-0062,114,18,23,119,Meter,Product 62,Raw Materials,259.32,C,74,0.154506438,1
20-02-2025 00:00,ITEM-0062,122,40,9,91,Meter,Product 62,Raw Materials,259.32,C,74,0.375586854,1
21-02-2025 00:00,ITEM-0062,223,3,5,225,Meter,Product 62,Raw Materials,259.32,C,74,0.013392857,1
22-02-2025 00:00,ITEM-0062,47,4,8,51,Meter,Product 62,Raw Materials,259.32,C,74,0.081632653,1
23-02-2025 00:00,ITEM-0062,151,22,7,136,Meter,Product 62,Raw Materials,259.32,C,74,0.153310105,1
24-02-2025 00:00,ITEM-0062,160,36,28,152,Meter,Product 62,Raw Materials,259.32,C,74,0.230769231,1
25-02-2025 00:00,ITEM-0062,118,10,12,120,Meter,Product 62,Raw Materials,259.32,C,74,0.084033613,1
26-02-2025 00:00,ITEM-0062,185,7,24,202,Meter,Product 62,Raw Materials,259.32,C,74,0.036175711,1
27-02-2025 00:00,ITEM-0062,158,43,11,126,Meter,Product 62,Raw Materials,259.32,C,74,0.302816901,1
28-02-2025 00:00,ITEM-0062,125,9,6,122,Meter,Product 62,Raw Materials,259.32,C,74,0.072874494,1
01-03-2025 00:00,ITEM-0062,93,43,13,63,Meter,Product 62,Raw Materials,259.32,C,74,0.551282051,1
02-03-2025 00:00,ITEM-0062,58,15,1,44,Meter,Product 62,Raw Materials,259.32,C,74,0.294117647,1
03-03-2025 00:00,ITEM-0062,201,29,17,189,Meter,Product 62,Raw Materials,259.32,C,74,0.148717949,1
04-03-2025 00:00,ITEM-0062,74,43,15,46,Meter,Product 62,Raw Materials,259.32,C,74,0.716666667,2
05-03-2025 00:00,ITEM-0062,120,19,16,117,Meter,Product 62,Raw Materials,259.32,C,74,0.160337553,1
06-03-2025 00:00,ITEM-0062,157,34,22,145,Meter,Product 62,Raw Materials,259.32,C,74,0.225165563,1
07-03-2025 00:00,ITEM-0062,149,32,5,122,Meter,Product 62,Raw Materials,259.32,C,74,0.236162362,1
08-03-2025 00:00,ITEM-0062,158,35,28,151,Meter,Product 62,Raw Materials,259.32,C,74,0.226537217,1
09-03-2025 00:00,ITEM-0062,98,2,7,103,Meter,Product 62,Raw Materials,259.32,C,74,0.019900498,1
10-03-2025 00:00,ITEM-0062,211,31,28,208,Meter,Product 62,Raw Materials,259.32,C,74,0.14797136,1
11-03-2025 00:00,ITEM-0062,50,1,20,69,Meter,Product 62,Raw Materials,259.32,C,74,0.016806723,1
12-03-2025 00:00,ITEM-0062,177,27,15,165,Meter,Product 62,Raw Materials,259.32,C,74,0.157894737,1
13-03-2025 00:00,ITEM-0062,149,35,12,126,Meter,Product 62,Raw Materials,259.32,C,74,0.254545455,1
14-03-2025 00:00,ITEM-0062,85,45,8,48,Meter,Product 62,Raw Materials,259.32,C,74,0.676691729,2
15-03-2025 00:00,ITEM-0062,130,49,10,91,Meter,Product 62,Raw Materials,259.32,C,74,0.443438914,1
16-03-2025 00:00,ITEM-0062,220,1,2,221,Meter,Product 62,Raw Materials,259.32,C,74,0.004535147,1
17-03-2025 00:00,ITEM-0062,54,49,26,31,Meter,Product 62,Raw Materials,259.32,C,74,1.152941176,2
18-03-2025 00:00,ITEM-0062,206,14,10,202,Meter,Product 62,Raw Materials,259.32,C,74,0.068627451,1
19-03-2025 00:00,ITEM-0062,118,30,27,115,Meter,Product 62,Raw Materials,259.32,C,74,0.25751073,1
20-03-2025 00:00,ITEM-0062,199,31,24,192,Meter,Product 62,Raw Materials,259.32,C,74,0.158567775,1
21-03-2025 00:00,ITEM-0062,135,24,10,121,Meter,Product 62,Raw Materials,259.32,C,74,0.1875,1
22-03-2025 00:00,ITEM-0062,135,0,26,161,Meter,Product 62,Raw Materials,259.32,C,74,0,1
23-03-2025 00:00,ITEM-0062,85,45,1,41,Meter,Product 62,Raw Materials,259.32,C,74,0.714285714,2
24-03-2025 00:00,ITEM-0062,61,12,18,67,Meter,Product 62,Raw Materials,259.32,C,74,0.1875,1
25-03-2025 00:00,ITEM-0062,176,19,1,158,Meter,Product 62,Raw Materials,259.32,C,74,0.113772455,1
26-03-2025 00:00,ITEM-0062,170,10,29,189,Meter,Product 62,Raw Materials,259.32,C,74,0.055710306,1
27-03-2025 00:00,ITEM-0062,75,49,29,55,Meter,Product 62,Raw Materials,259.32,C,74,0.753846154,2
28-03-2025 00:00,ITEM-0062,209,27,9,191,Meter,Product 62,Raw Materials,259.32,C,74,0.135,1
29-03-2025 00:00,ITEM-0062,124,21,10,113,Meter,Product 62,Raw Materials,259.32,C,74,0.17721519,1
30-03-2025 00:00,ITEM-0062,207,31,25,201,Meter,Product 62,Raw Materials,259.32,C,74,0.151960784,1
31-03-2025 00:00,ITEM-0062,166,35,27,158,Meter,Product 62,Raw Materials,259.32,C,74,0.216049383,1
01-04-2025 00:00,ITEM-0062,121,35,5,91,Meter,Product 62,Raw Materials,259.32,C,74,0.330188679,1
02-04-2025 00:00,ITEM-0062,180,20,11,171,Meter,Product 62,Raw Materials,259.32,C,74,0.113960114,1
03-04-2025 00:00,ITEM-0062,104,29,7,82,Meter,Product 62,Raw Materials,259.32,C,74,0.311827957,1
04-04-2025 00:00,ITEM-0062,47,30,26,43,Meter,Product 62,Raw Materials,259.32,C,74,0.666666667,2
05-04-2025 00:00,ITEM-0062,196,4,5,197,Meter,Product 62,Raw Materials,259.32,C,74,0.020356234,1
06-04-2025 00:00,ITEM-0062,48,26,7,29,Meter,Product 62,Raw Materials,259.32,C,74,0.675324675,2
07-04-2025 00:00,ITEM-0062,52,14,3,41,Meter,Product 62,Raw Materials,259.32,C,74,0.301075269,1
08-04-2025 00:00,ITEM-0062,148,6,7,149,Meter,Product 62,Raw Materials,259.32,C,74,0.04040404,1
09-04-2025 00:00,ITEM-0062,158,14,4,148,Meter,Product 62,Raw Materials,259.32,C,74,0.091503268,1
10-04-2025 00:00,ITEM-0062,126,38,5,93,Meter,Product 62,Raw Materials,259.32,C,74,0.347031963,1
11-04-2025 00:00,ITEM-0062,100,27,16,89,Meter,Product 62,Raw Materials,259.32,C,74,0.285714286,1
12-04-2025 00:00,ITEM-0062,190,30,10,170,Meter,Product 62,Raw Materials,259.32,C,74,0.166666667,1
13-04-2025 00:00,ITEM-0062,122,9,10,123,Meter,Product 62,Raw Materials,259.32,C,74,0.073469388,1
14-04-2025 00:00,ITEM-0062,130,2,29,157,Meter,Product 62,Raw Materials,259.32,C,74,0.013937282,1
15-04-2025 00:00,ITEM-0062,174,17,24,181,Meter,Product 62,Raw Materials,259.32,C,74,0.095774648,1
16-04-2025 00:00,ITEM-0062,150,19,25,156,Meter,Product 62,Raw Materials,259.32,C,74,0.124183007,1
17-04-2025 00:00,ITEM-0062,136,21,17,132,Meter,Product 62,Raw Materials,259.32,C,74,0.156716418,1
18-04-2025 00:00,ITEM-0062,164,14,6,156,Meter,Product 62,Raw Materials,259.32,C,74,0.0875,1
19-04-2025 00:00,ITEM-0062,53,20,22,55,Meter,Product 62,Raw Materials,259.32,C,74,0.37037037,1
20-04-2025 00:00,ITEM-0062,72,31,9,50,Meter,Product 62,Raw Materials,259.32,C,74,0.508196721,1
21-04-2025 00:00,ITEM-0062,56,46,22,32,Meter,Product 62,Raw Materials,259.32,C,74,1.045454545,2
22-04-2025 00:00,ITEM-0062,93,22,3,74,Meter,Product 62,Raw Materials,259.32,C,74,0.263473054,1
23-04-2025 00:00,ITEM-0062,159,48,27,138,Meter,Product 62,Raw Materials,259.32,C,74,0.323232323,1
24-04-2025 00:00,ITEM-0062,128,1,3,130,Meter,Product 62,Raw Materials,259.32,C,74,0.007751938,1
25-04-2025 00:00,ITEM-0062,122,32,5,95,Meter,Product 62,Raw Materials,259.32,C,74,0.294930876,1
26-04-2025 00:00,ITEM-0062,178,18,11,171,Meter,Product 62,Raw Materials,259.32,C,74,0.103151862,1
27-04-2025 00:00,ITEM-0062,106,0,6,112,Meter,Product 62,Raw Materials,259.32,C,74,0,1
28-04-2025 00:00,ITEM-0062,152,25,11,138,Meter,Product 62,Raw Materials,259.32,C,74,0.172413793,1
29-04-2025 00:00,ITEM-0062,55,21,12,46,Meter,Product 62,Raw Materials,259.32,C,74,0.415841584,1
30-04-2025 00:00,ITEM-0062,185,21,29,193,Meter,Product 62,Raw Materials,259.32,C,74,0.111111111,1
01-02-2025 00:00,ITEM-0063,385,19,11,377,Sheet,Product 63,Maintenance,321.8,C,244,0.049868766,1
02-02-2025 00:00,ITEM-0063,379,41,19,357,Sheet,Product 63,Maintenance,321.8,C,244,0.111413043,1
03-02-2025 00:00,ITEM-0063,276,40,1,237,Sheet,Product 63,Maintenance,321.8,C,244,0.155945419,1
04-02-2025 00:00,ITEM-0063,252,40,24,236,Sheet,Product 63,Maintenance,321.8,C,244,0.163934426,1
05-02-2025 00:00,ITEM-0063,321,36,0,285,Sheet,Product 63,Maintenance,321.8,C,244,0.118811881,1
06-02-2025 00:00,ITEM-0063,331,14,7,324,Sheet,Product 63,Maintenance,321.8,C,244,0.042748092,1
07-02-2025 00:00,ITEM-0063,310,17,12,305,Sheet,Product 63,Maintenance,321.8,C,244,0.055284553,1
08-02-2025 00:00,ITEM-0063,309,32,4,281,Sheet,Product 63,Maintenance,321.8,C,244,0.108474576,1
09-02-2025 00:00,ITEM-0063,340,9,29,360,Sheet,Product 63,Maintenance,321.8,C,244,0.025714286,1
10-02-2025 00:00,ITEM-0063,377,32,22,367,Sheet,Product 63,Maintenance,321.8,C,244,0.086021505,1
11-02-2025 00:00,ITEM-0063,381,4,1,378,Sheet,Product 63,Maintenance,321.8,C,244,0.010540184,1
12-02-2025 00:00,ITEM-0063,237,16,6,227,Sheet,Product 63,Maintenance,321.8,C,244,0.068965517,1
13-02-2025 00:00,ITEM-0063,305,37,28,296,Sheet,Product 63,Maintenance,321.8,C,244,0.12312812,1
14-02-2025 00:00,ITEM-0063,235,14,4,225,Sheet,Product 63,Maintenance,321.8,C,244,0.060869565,1
15-02-2025 00:00,ITEM-0063,228,49,17,196,Sheet,Product 63,Maintenance,321.8,C,244,0.231132075,1
16-02-2025 00:00,ITEM-0063,366,20,22,368,Sheet,Product 63,Maintenance,321.8,C,244,0.054495913,1
17-02-2025 00:00,ITEM-0063,315,1,26,340,Sheet,Product 63,Maintenance,321.8,C,244,0.003053435,1
18-02-2025 00:00,ITEM-0063,326,31,20,315,Sheet,Product 63,Maintenance,321.8,C,244,0.096723869,1
19-02-2025 00:00,ITEM-0063,385,18,1,368,Sheet,Product 63,Maintenance,321.8,C,244,0.047808765,1
20-02-2025 00:00,ITEM-0063,227,14,19,232,Sheet,Product 63,Maintenance,321.8,C,244,0.061002179,1
21-02-2025 00:00,ITEM-0063,247,35,18,230,Sheet,Product 63,Maintenance,321.8,C,244,0.146750524,1
22-02-2025 00:00,ITEM-0063,222,6,29,245,Sheet,Product 63,Maintenance,321.8,C,244,0.025695931,1
23-02-2025 00:00,ITEM-0063,290,26,11,275,Sheet,Product 63,Maintenance,321.8,C,244,0.092035398,1
24-02-2025 00:00,ITEM-0063,376,12,14,378,Sheet,Product 63,Maintenance,321.8,C,244,0.031830239,1
25-02-2025 00:00,ITEM-0063,387,8,12,391,Sheet,Product 63,Maintenance,321.8,C,244,0.020565553,1
26-02-2025 00:00,ITEM-0063,249,39,2,212,Sheet,Product 63,Maintenance,321.8,C,244,0.169197397,1
27-02-2025 00:00,ITEM-0063,232,27,22,227,Sheet,Product 63,Maintenance,321.8,C,244,0.117647059,1
28-02-2025 00:00,ITEM-0063,317,48,12,281,Sheet,Product 63,Maintenance,321.8,C,244,0.160535117,1
01-03-2025 00:00,ITEM-0063,348,40,11,319,Sheet,Product 63,Maintenance,321.8,C,244,0.11994003,1
02-03-2025 00:00,ITEM-0063,355,45,14,324,Sheet,Product 63,Maintenance,321.8,C,244,0.132547865,1
03-03-2025 00:00,ITEM-0063,228,23,19,224,Sheet,Product 63,Maintenance,321.8,C,244,0.101769912,1
04-03-2025 00:00,ITEM-0063,323,7,4,320,Sheet,Product 63,Maintenance,321.8,C,244,0.021772939,1
05-03-2025 00:00,ITEM-0063,392,3,13,402,Sheet,Product 63,Maintenance,321.8,C,244,0.007556675,1
06-03-2025 00:00,ITEM-0063,357,19,23,361,Sheet,Product 63,Maintenance,321.8,C,244,0.052924791,1
07-03-2025 00:00,ITEM-0063,219,30,5,194,Sheet,Product 63,Maintenance,321.8,C,244,0.14527845,1
08-03-2025 00:00,ITEM-0063,370,2,10,378,Sheet,Product 63,Maintenance,321.8,C,244,0.005347594,1
09-03-2025 00:00,ITEM-0063,344,27,9,326,Sheet,Product 63,Maintenance,321.8,C,244,0.080597015,1
10-03-2025 00:00,ITEM-0063,327,32,15,310,Sheet,Product 63,Maintenance,321.8,C,244,0.100470958,1
11-03-2025 00:00,ITEM-0063,293,9,0,284,Sheet,Product 63,Maintenance,321.8,C,244,0.031195841,1
12-03-2025 00:00,ITEM-0063,353,43,12,322,Sheet,Product 63,Maintenance,321.8,C,244,0.127407407,1
13-03-2025 00:00,ITEM-0063,365,43,24,346,Sheet,Product 63,Maintenance,321.8,C,244,0.120956399,1
14-03-2025 00:00,ITEM-0063,309,15,12,306,Sheet,Product 63,Maintenance,321.8,C,244,0.048780488,1
15-03-2025 00:00,ITEM-0063,333,35,20,318,Sheet,Product 63,Maintenance,321.8,C,244,0.107526882,1
16-03-2025 00:00,ITEM-0063,324,11,18,331,Sheet,Product 63,Maintenance,321.8,C,244,0.033587786,1
17-03-2025 00:00,ITEM-0063,234,20,10,224,Sheet,Product 63,Maintenance,321.8,C,244,0.087336245,1
18-03-2025 00:00,ITEM-0063,339,5,8,342,Sheet,Product 63,Maintenance,321.8,C,244,0.014684288,1
19-03-2025 00:00,ITEM-0063,289,13,5,281,Sheet,Product 63,Maintenance,321.8,C,244,0.045614035,1
20-03-2025 00:00,ITEM-0063,278,21,1,258,Sheet,Product 63,Maintenance,321.8,C,244,0.078358209,1
21-03-2025 00:00,ITEM-0063,269,10,2,261,Sheet,Product 63,Maintenance,321.8,C,244,0.037735849,1
22-03-2025 00:00,ITEM-0063,383,5,5,383,Sheet,Product 63,Maintenance,321.8,C,244,0.01305483,1
23-03-2025 00:00,ITEM-0063,361,20,1,342,Sheet,Product 63,Maintenance,321.8,C,244,0.056899004,1
24-03-2025 00:00,ITEM-0063,303,31,9,281,Sheet,Product 63,Maintenance,321.8,C,244,0.106164384,1
25-03-2025 00:00,ITEM-0063,300,5,22,317,Sheet,Product 63,Maintenance,321.8,C,244,0.016207455,1
26-03-2025 00:00,ITEM-0063,326,29,13,310,Sheet,Product 63,Maintenance,321.8,C,244,0.091194969,1
27-03-2025 00:00,ITEM-0063,378,31,16,363,Sheet,Product 63,Maintenance,321.8,C,244,0.083670715,1
28-03-2025 00:00,ITEM-0063,247,40,11,218,Sheet,Product 63,Maintenance,321.8,C,244,0.172043011,1
29-03-2025 00:00,ITEM-0063,235,30,6,211,Sheet,Product 63,Maintenance,321.8,C,244,0.134529148,1
30-03-2025 00:00,ITEM-0063,318,20,15,313,Sheet,Product 63,Maintenance,321.8,C,244,0.063391442,1
31-03-2025 00:00,ITEM-0063,233,42,11,202,Sheet,Product 63,Maintenance,321.8,C,244,0.193103448,1
01-04-2025 00:00,ITEM-0063,260,49,18,229,Sheet,Product 63,Maintenance,321.8,C,244,0.200408998,1
02-04-2025 00:00,ITEM-0063,261,31,14,244,Sheet,Product 63,Maintenance,321.8,C,244,0.122772277,1
03-04-2025 00:00,ITEM-0063,352,14,28,366,Sheet,Product 63,Maintenance,321.8,C,244,0.038997214,1
04-04-2025 00:00,ITEM-0063,258,3,16,271,Sheet,Product 63,Maintenance,321.8,C,244,0.011342155,1
05-04-2025 00:00,ITEM-0063,377,47,22,352,Sheet,Product 63,Maintenance,321.8,C,244,0.128943759,1
06-04-2025 00:00,ITEM-0063,228,45,11,194,Sheet,Product 63,Maintenance,321.8,C,244,0.213270142,1
07-04-2025 00:00,ITEM-0063,309,9,7,307,Sheet,Product 63,Maintenance,321.8,C,244,0.029220779,1
08-04-2025 00:00,ITEM-0063,315,21,13,307,Sheet,Product 63,Maintenance,321.8,C,244,0.067524116,1
09-04-2025 00:00,ITEM-0063,294,20,18,292,Sheet,Product 63,Maintenance,321.8,C,244,0.068259386,1
10-04-2025 00:00,ITEM-0063,325,14,25,336,Sheet,Product 63,Maintenance,321.8,C,244,0.042360061,1
11-04-2025 00:00,ITEM-0063,228,0,23,251,Sheet,Product 63,Maintenance,321.8,C,244,0,1
12-04-2025 00:00,ITEM-0063,289,9,13,293,Sheet,Product 63,Maintenance,321.8,C,244,0.030927835,1
13-04-2025 00:00,ITEM-0063,255,30,10,235,Sheet,Product 63,Maintenance,321.8,C,244,0.12244898,1
14-04-2025 00:00,ITEM-0063,331,15,28,344,Sheet,Product 63,Maintenance,321.8,C,244,0.044444444,1
15-04-2025 00:00,ITEM-0063,291,18,8,281,Sheet,Product 63,Maintenance,321.8,C,244,0.062937063,1
16-04-2025 00:00,ITEM-0063,303,7,23,319,Sheet,Product 63,Maintenance,321.8,C,244,0.022508039,1
17-04-2025 00:00,ITEM-0063,349,18,14,345,Sheet,Product 63,Maintenance,321.8,C,244,0.051873199,1
18-04-2025 00:00,ITEM-0063,389,29,25,385,Sheet,Product 63,Maintenance,321.8,C,244,0.074935401,1
19-04-2025 00:00,ITEM-0063,299,8,25,316,Sheet,Product 63,Maintenance,321.8,C,244,0.02601626,1
20-04-2025 00:00,ITEM-0063,321,47,3,277,Sheet,Product 63,Maintenance,321.8,C,244,0.157190635,1
21-04-2025 00:00,ITEM-0063,378,7,0,371,Sheet,Product 63,Maintenance,321.8,C,244,0.018691589,1
22-04-2025 00:00,ITEM-0063,260,35,20,245,Sheet,Product 63,Maintenance,321.8,C,244,0.138613861,1
23-04-2025 00:00,ITEM-0063,218,49,23,192,Sheet,Product 63,Maintenance,321.8,C,244,0.23902439,1
24-04-2025 00:00,ITEM-0063,388,17,19,390,Sheet,Product 63,Maintenance,321.8,C,244,0.043701799,1
25-04-2025 00:00,ITEM-0063,369,12,4,361,Sheet,Product 63,Maintenance,321.8,C,244,0.032876712,1
26-04-2025 00:00,ITEM-0063,243,0,21,264,Sheet,Product 63,Maintenance,321.8,C,244,0,1
27-04-2025 00:00,ITEM-0063,295,45,4,254,Sheet,Product 63,Maintenance,321.8,C,244,0.163934426,1
28-04-2025 00:00,ITEM-0063,244,5,26,265,Sheet,Product 63,Maintenance,321.8,C,244,0.019646365,1
29-04-2025 00:00,ITEM-0063,306,27,15,294,Sheet,Product 63,Maintenance,321.8,C,244,0.09,1
30-04-2025 00:00,ITEM-0063,267,11,19,275,Sheet,Product 63,Maintenance,321.8,C,244,0.040590406,1
01-02-2025 00:00,ITEM-0064,196,33,22,185,Barrel,Product 64,Chemicals,132.73,C,145,0.173228346,1
02-02-2025 00:00,ITEM-0064,265,44,26,247,Barrel,Product 64,Chemicals,132.73,C,145,0.171875,1
03-02-2025 00:00,ITEM-0064,227,16,15,226,Barrel,Product 64,Chemicals,132.73,C,145,0.070640177,1
04-02-2025 00:00,ITEM-0064,263,49,7,221,Barrel,Product 64,Chemicals,132.73,C,145,0.202479339,1
05-02-2025 00:00,ITEM-0064,240,30,2,212,Barrel,Product 64,Chemicals,132.73,C,145,0.132743363,1
06-02-2025 00:00,ITEM-0064,131,49,25,107,Barrel,Product 64,Chemicals,132.73,C,145,0.411764706,1
07-02-2025 00:00,ITEM-0064,204,22,5,187,Barrel,Product 64,Chemicals,132.73,C,145,0.112531969,1
08-02-2025 00:00,ITEM-0064,270,7,22,285,Barrel,Product 64,Chemicals,132.73,C,145,0.025225225,1
09-02-2025 00:00,ITEM-0064,287,7,18,298,Barrel,Product 64,Chemicals,132.73,C,145,0.023931624,1
10-02-2025 00:00,ITEM-0064,216,28,22,210,Barrel,Product 64,Chemicals,132.73,C,145,0.131455399,1
11-02-2025 00:00,ITEM-0064,225,31,9,203,Barrel,Product 64,Chemicals,132.73,C,145,0.144859813,1
12-02-2025 00:00,ITEM-0064,205,48,0,157,Barrel,Product 64,Chemicals,132.73,C,145,0.26519337,1
13-02-2025 00:00,ITEM-0064,143,44,2,101,Barrel,Product 64,Chemicals,132.73,C,145,0.360655738,1
14-02-2025 00:00,ITEM-0064,165,46,4,123,Barrel,Product 64,Chemicals,132.73,C,145,0.319444444,1
15-02-2025 00:00,ITEM-0064,242,10,21,253,Barrel,Product 64,Chemicals,132.73,C,145,0.04040404,1
16-02-2025 00:00,ITEM-0064,196,34,5,167,Barrel,Product 64,Chemicals,132.73,C,145,0.187327824,1
17-02-2025 00:00,ITEM-0064,181,4,8,185,Barrel,Product 64,Chemicals,132.73,C,145,0.021857923,1
18-02-2025 00:00,ITEM-0064,142,18,27,151,Barrel,Product 64,Chemicals,132.73,C,145,0.122866894,1
19-02-2025 00:00,ITEM-0064,152,42,20,130,Barrel,Product 64,Chemicals,132.73,C,145,0.29787234,1
20-02-2025 00:00,ITEM-0064,263,26,29,266,Barrel,Product 64,Chemicals,132.73,C,145,0.098298677,1
21-02-2025 00:00,ITEM-0064,160,5,5,160,Barrel,Product 64,Chemicals,132.73,C,145,0.03125,1
22-02-2025 00:00,ITEM-0064,163,10,14,167,Barrel,Product 64,Chemicals,132.73,C,145,0.060606061,1
23-02-2025 00:00,ITEM-0064,153,6,29,176,Barrel,Product 64,Chemicals,132.73,C,145,0.036474164,1
24-02-2025 00:00,ITEM-0064,263,0,24,287,Barrel,Product 64,Chemicals,132.73,C,145,0,1
