Month,Depot,SKU,Product,Forecast,Accuracy
01-06-2025,Depot B,34803-T03,EWD,0,78.77
01-06-2025,Depot B,34803-T05,EWD,127,80.71
01-06-2025,Depot B,34804-M11,EWD,1,84.89
01-06-2025,Depot B,34804-M12,EWD,25,77.43
01-06-2025,Depot B,34804-M13,EWD,1,78.05
01-06-2025,Depot B,34804-T03,EWD,0,84.3
01-06-2025,Depot B,34804-T05,EWD,88,82.11
01-06-2025,Depot B,34806-M11,EWD,1,83.37
01-06-2025,Depot B,34806-M12,EWD,18,76.48
01-06-2025,Depot B,34806-M13,EWD,1,78.07
01-06-2025,Depot B,34806-T03,EWD,0,84.19
01-06-2025,Depot B,34806-T05,EWD,54,80.13
01-06-2025,Depot B,34808-M11,EWD,1,80.25
01-06-2025,Depot B,34808-M12,EWD,1,80.57
01-06-2025,Depot B,34808-T02,EWD,4,82.6
01-06-2025,Depot B,34808-T03,EWD,3,83.05
01-06-2025,Depot B,34808-T05,EWD,5,75.31
01-06-2025,Depot B,34812-M11,EWD,3,84.14
01-06-2025,Depot B,34812-M12,EWD,3,75.21
01-06-2025,Depot B,34812-T02,EWD,19,82.48
01-06-2025,Depot B,34812-T03,EWD,0,75.72
01-06-2025,Depot B,34812-T05,EWD,0,82.36
01-06-2025,Depot B,34818-M11,EWD,2,81.81
01-06-2025,Depot B,34818-M12,EWD,5,82.71
01-06-2025,Depot B,34818-T02,EWD,2,81.12
01-06-2025,Depot B,34818-T03,EWD,3,82.88
01-06-2025,Depot B,34818-T05,EWD,1,80.76
01-06-2025,Depot B,34828-M11,EWD,3,78.19
01-06-2025,Depot B,34828-M13,EWD,3,82.79
01-06-2025,Depot B,34828-T05,EWD,3,76.23
01-06-2025,Depot B,40101-BK,EWD,603,81.97
01-06-2025,Depot B,40101-SWH,EWD,84,75.75
01-06-2025,Depot B,40101-TI,EWD,94,76.43
01-06-2025,Depot B,40102-BK,EWD,15,76.35
01-06-2025,Depot B,40102-SWH,EWD,7,80.55
01-06-2025,Depot B,40102-TI,EWD,72,78.09
01-06-2025,Depot B,40103-BK,EWD,3,85.03
01-06-2025,Depot B,40103-TI,EWD,10,80.59
01-06-2025,Depot B,40112-BK,EWD,7,83.11
01-06-2025,Depot B,40112-WH,EWD,19,76.57
01-06-2025,Depot B,40121-BK,EWD,4,76.4
01-06-2025,Depot B,40121-TI,EWD,19,79.06
01-06-2025,Depot B,40122-BK,EWD,4,79.12
01-06-2025,Depot B,40123-BK,EWD,195,75.14
01-06-2025,Depot B,40123-TI,EWD,11,82.09
01-06-2025,Depot B,40131-BK,EWD,4,82.01
01-06-2025,Depot B,40131-TI,EWD,9,75.48
01-06-2025,Depot B,40131-WH,EWD,46,78.21
01-06-2025,Depot B,40142-BK,EWD,0,81.2
01-06-2025,Depot B,40144-BK,EWD,11,84.84
01-06-2025,Depot B,40145-BK,EWD,6,80.4
01-06-2025,Depot B,40145-TI,EWD,113,83.34
01-06-2025,Depot B,40146-BK,EWD,4,75.32
01-06-2025,Depot B,40150-BK,EWD,2,79.39
01-06-2025,Depot B,40150-TI,EWD,3,83.92
01-06-2025,Depot B,40150-WH,EWD,84,81.06
01-06-2025,Depot B,40152-BK,EWD,17,76.32
01-06-2025,Depot B,40152-WH,EWD,41,78.33
01-06-2025,Depot B,40156-BK,EWD,15,83.88
01-06-2025,Depot B,40156-TI,EWD,2,77.05
01-06-2025,Depot B,40156-WH,EWD,101,79.62
01-06-2025,Depot B,40203-BK,EWD,2,75.71
01-06-2025,Depot B,40203-TI,EWD,20,82.21
01-06-2025,Depot B,40203-WH,EWD,7,75.12
01-06-2025,Depot B,40212-SWH,EWD,2,84.85
01-06-2025,Depot B,40212-WH,EWD,3,78.94
01-06-2025,Depot B,40224-BK,EWD,2,84.08
01-06-2025,Depot B,40224-WH,EWD,935,83.1
01-06-2025,Depot B,40225-BK,EWD,1,75.77
01-06-2025,Depot B,40225-SWH,EWD,4,78.23
01-06-2025,Depot B,40225-TI,EWD,3,77.95
01-06-2025,Depot B,40231-BK,EWD,8,79.67
01-06-2025,Depot B,40231-WH,EWD,58,79.03
01-06-2025,Depot B,40234-BK,EWD,96,77.29
01-06-2025,Depot B,40234-BK-I,EWD,37,78.38
01-06-2025,Depot B,40234-TI,EWD,85,76.65
01-06-2025,Depot B,40234-TI-I,EWD,96,78.64
01-06-2025,Depot B,40234-WH,EWD,501,83.08
01-06-2025,Depot B,40234-WH-I,EWD,4546,82.65
01-06-2025,Depot B,40242-BK,EWD,2,76.46
01-06-2025,Depot B,40242-BK-I,EWD,105,80.39
01-06-2025,Depot B,40242-TI,EWD,2,79.84
01-06-2025,Depot B,40242-TI-I,EWD,26,81.77
01-06-2025,Depot B,40242-WH,EWD,183,82.5
01-06-2025,Depot B,40243-BK,EWD,4,76.7
01-06-2025,Depot B,40243-TI,EWD,18,80.8
01-06-2025,Depot B,40243-WH,EWD,291,75.96
01-06-2025,Depot B,40251-BK,EWD,4,80.86
01-06-2025,Depot B,40251-TI,EWD,26,79.93
01-06-2025,Depot B,40305-BK,EWD,2,80.38
01-06-2025,Depot B,40305-TI,EWD,18,81.77
01-06-2025,Depot B,40305-TI-WDL,EWD,3,81.27
01-06-2025,Depot B,40305-WH,EWD,1,83.61
01-06-2025,Depot B,40307-BK,EWD,7,77.23
01-06-2025,Depot B,40307-WH,EWD,24,76.06
01-06-2025,Depot B,40308-WH,EWD,1,84.04
01-06-2025,Depot B,40309-BK,EWD,2,84.48
01-06-2025,Depot B,40309-TI,EWD,2,82.77
01-06-2025,Depot B,40309-WH,EWD,3,79.62
01-06-2025,Depot B,40418-BK,EWD,2,76.21
01-06-2025,Depot B,40419-TI,EWD,11,84.32
01-06-2025,Depot B,40420-WH,EWD,12,82.53
01-06-2025,Depot B,40421-WH,EWD,4,82.33
01-06-2025,Depot B,40422-WH,EWD,3,82.25
01-06-2025,Depot B,40432-WH,EWD,10,85.03
01-06-2025,Depot B,40433-WH,EWD,18,78.05
01-06-2025,Depot B,40501-X,EWD,8,82.07
01-06-2025,Depot B,40503-X,EWD,4,83.42
01-06-2025,Depot B,40504-X,EWD,5,80.86
01-06-2025,Depot B,40506-X,EWD,10,76.77
01-06-2025,Depot B,40508-X,EWD,0,75.48
01-06-2025,Depot B,40512-X,EWD,3,79.22
01-06-2025,Depot B,40518-X,EWD,0,81.17
01-06-2025,Depot B,40528-X,EWD,6,83.56
01-06-2025,Depot B,40601-HB,EWD,12,77.41
01-06-2025,Depot B,40601-MGY,EWD,4,79.16
01-06-2025,Depot B,40601-MSL,EWD,4,84.01
01-06-2025,Depot B,40602-HB,EWD,28,75.81
01-06-2025,Depot B,40602-HS,EWD,4,84.72
01-06-2025,Depot B,40602-MGY,EWD,27,82.25
01-06-2025,Depot B,40602-MSL,EWD,4,79.8
01-06-2025,Depot B,40602-WL,EWD,13,75.62
01-06-2025,Depot B,40603-HB,EWD,15,75.59
01-06-2025,Depot B,40603-HS,EWD,182,76.26
01-06-2025,Depot B,40603-MGY,EWD,35,75.1
01-06-2025,Depot B,40603-MSL,EWD,4,78.0
01-06-2025,Depot B,40603-WH-P,EWD,136,76.23
01-06-2025,Depot B,40603-WL,EWD,2,76.07
01-06-2025,Depot B,40604-GI,EWD,4,81.11
01-06-2025,Depot B,40604-HB,EWD,150,84.5
01-06-2025,Depot B,40604-HS,EWD,1,82.48
01-06-2025,Depot B,40604-MGY,EWD,5,82.55
01-06-2025,Depot B,40604-MSL,EWD,4,75.16
01-06-2025,Depot B,40604-WL,EWD,6,76.38
01-06-2025,Depot B,40606-GI,EWD,4,76.44
01-06-2025,Depot B,40606-HB,EWD,9,83.02
01-06-2025,Depot B,40606-HS,EWD,6,78.84
01-06-2025,Depot B,40606-MGY,EWD,2,79.84
01-06-2025,Depot B,40606-MSL,EWD,2,82.17
01-06-2025,Depot B,40606-WH-S,EWD,93,82.81
01-06-2025,Depot B,40606-WL,EWD,2,76.86
01-06-2025,Depot B,40607-HB,EWD,0,79.02
01-06-2025,Depot B,40608-HB,EWD,2,77.77
01-06-2025,Depot B,40608-HS,EWD,0,83.94
01-06-2025,Depot B,40608-WH,EWD,3,78.09
01-06-2025,Depot B,40608-WL,EWD,9,84.68
01-06-2025,Depot B,40609-HB,EWD,0,76.74
01-06-2025,Depot B,40609-HS,EWD,4,81.01
01-06-2025,Depot B,40609-WH,EWD,264,78.96
01-06-2025,Depot B,40609-WL,EWD,2,81.5
01-06-2025,Depot B,40612-WH-P,EWD,66,75.14
01-06-2025,Depot B,40614-HB,EWD,92,75.11
01-06-2025,Depot B,40614-HS,EWD,4,83.79
01-06-2025,Depot B,40614-MGY,EWD,4,76.74
01-06-2025,Depot B,40614-MSL,EWD,1,77.51
01-06-2025,Depot B,40614-WH,EWD,6,77.49
01-06-2025,Depot B,40614-WL,EWD,6,84.62
01-06-2025,Depot B,40618-HB,EWD,2,81.1
01-06-2025,Depot B,40618-HS,EWD,1,82.74
01-06-2025,Depot B,40618-MGY,EWD,5,78.68
01-06-2025,Depot B,40618-MSL,EWD,0,81.12
01-06-2025,Depot B,40618-WH,EWD,18,84.33
01-06-2025,Depot B,40618-WL,EWD,2,80.49
01-06-2025,Depot B,40621-HS,EWD,1,78.74
01-06-2025,Depot B,40621-MGY,EWD,1,82.23
01-06-2025,Depot B,40621-MSL,EWD,1,79.19
01-06-2025,Depot B,40621-WH,EWD,7,79.26
01-06-2025,Depot B,40621-WL,EWD,4,75.82
01-06-2025,Depot B,40628-GI,EWD,6,80.16
01-06-2025,Depot B,40628-HB,EWD,279,78.74
01-06-2025,Depot B,40628-HS,EWD,2,82.44
01-06-2025,Depot B,40628-MGY,EWD,13,79.02
01-06-2025,Depot B,40628-MSL,EWD,2,75.49
01-06-2025,Depot B,40628-WL,EWD,28,85.05
01-06-2025,Depot B,40701-CSW,EWD,6,78.45
01-06-2025,Depot B,40702-BBZ,EWD,2,81.93
01-06-2025,Depot B,40702-BCO,EWD,5,75.85
01-06-2025,Depot B,40702-BWH,EWD,1,83.93
01-06-2025,Depot B,40702-CSW,EWD,2,80.66
01-06-2025,Depot B,40702-CTI,EWD,7,80.27
01-06-2025,Depot B,40702-LBX,EWD,0,81.72
01-06-2025,Depot B,40702-LIX,EWD,1,79.78
01-06-2025,Depot B,40702-LWX,EWD,0,84.9
01-06-2025,Depot B,40703-BBZ,EWD,1,82.78
01-06-2025,Depot B,40703-BCO,EWD,1,77.82
01-06-2025,Depot B,40703-BWH,EWD,0,81.58
01-06-2025,Depot B,40703-CSW,EWD,7,79.44
01-06-2025,Depot B,40703-CTI,EWD,3,80.26
01-06-2025,Depot B,40703-LWX,EWD,1,84.26
01-06-2025,Depot B,40704-BBZ,EWD,0,78.5
01-06-2025,Depot B,40704-BCO,EWD,2,82.41
01-06-2025,Depot B,40704-BWH,EWD,2,82.08
01-06-2025,Depot B,40704-CSW,EWD,6,79.01
01-06-2025,Depot B,40704-CTI,EWD,1,78.67
01-06-2025,Depot B,40704-LBX,EWD,0,80.64
01-06-2025,Depot B,40704-LIX,EWD,1,78.32
01-06-2025,Depot B,40704-LWX,EWD,0,83.48
01-06-2025,Depot B,40706-BBZ,EWD,3,84.71
01-06-2025,Depot B,40706-BCO,EWD,2,80.78
01-06-2025,Depot B,40706-BWH,EWD,3,77.52
01-06-2025,Depot B,40706-CSW,EWD,5,78.78
01-06-2025,Depot B,40706-CTI,EWD,10,82.59
01-06-2025,Depot B,40706-LBX,EWD,1,78.97
01-06-2025,Depot B,40706-LIX,EWD,1,77.24
01-06-2025,Depot B,40706-LWX,EWD,1,76.37
01-06-2025,Depot B,40708-CTI,EWD,1,81.86
01-06-2025,Depot B,40712-BBZ,EWD,0,75.17
01-06-2025,Depot B,40712-BCO,EWD,3,78.81
01-06-2025,Depot B,40712-CSW,EWD,4,76.69
01-06-2025,Depot B,40712-CTI,EWD,8,75.55
01-06-2025,Depot B,40712-LBX,EWD,2,82.18
01-06-2025,Depot B,40712-LIX,EWD,1,77.94
01-06-2025,Depot B,40712-LWX,EWD,0,76.88
01-06-2025,Depot B,40718-BBZ,EWD,0,77.18
01-06-2025,Depot B,40718-BCO,EWD,1,80.57
01-06-2025,Depot B,40718-BWH,EWD,0,75.65
01-06-2025,Depot B,40718-CTI,EWD,1,82.21
01-06-2025,Depot B,40718-LIX,EWD,0,83.47
01-06-2025,Depot B,40718-LWX,EWD,0,82.05
01-06-2025,Depot B,40728-BBZ,EWD,0,82.94
01-06-2025,Depot B,40728-BCO,EWD,1,82.03
01-06-2025,Depot B,40728-BWH,EWD,0,81.6
01-06-2025,Depot B,40728-CSW,EWD,5,83.0
01-06-2025,Depot B,40728-CTI,EWD,21,79.32
01-06-2025,Depot B,40728-LIX,EWD,0,81.96
01-06-2025,Depot B,40728-LWX,EWD,1,81.79
01-06-2025,Depot B,40802-AL,EWD,5,84.93
01-06-2025,Depot B,40802-BK,EWD,6,84.55
01-06-2025,Depot B,40802-CH,EWD,1,79.12
01-06-2025,Depot B,40802-MRB,EWD,0,78.35
01-06-2025,Depot B,40803-AL,EWD,7,80.47
01-06-2025,Depot B,40803-BK,EWD,1,76.72
01-06-2025,Depot B,40803-CH,EWD,1,84.87
01-06-2025,Depot B,40803-MRB,EWD,1,84.58
01-06-2025,Depot B,40804-AL,EWD,1,77.91
01-06-2025,Depot B,40804-BK,EWD,3,84.83
01-06-2025,Depot B,40804-CH,EWD,1,81.77
01-06-2025,Depot B,40804-MRB,EWD,0,82.27
01-06-2025,Depot B,40806-AL,EWD,2,76.3
01-06-2025,Depot B,40806-BK,EWD,2,80.85
01-06-2025,Depot B,40806-CH,EWD,1,75.67
01-06-2025,Depot B,40806-MRB,EWD,0,79.76
01-06-2025,Depot B,40808-MRB,EWD,1,80.75
01-06-2025,Depot B,40812-AL,EWD,2,78.03
01-06-2025,Depot B,40812-BK,EWD,2,76.13
01-06-2025,Depot B,40812-CH,EWD,1,81.43
01-06-2025,Depot B,40812-MRB,EWD,0,77.43
01-06-2025,Depot B,40818-BK,EWD,0,82.13
01-06-2025,Depot B,40818-MRB,EWD,1,78.19
01-06-2025,Depot B,40828-AL,EWD,1,82.21
01-06-2025,Depot B,40828-BK,EWD,1,75.25
01-06-2025,Depot B,40828-CH,EWD,1,79.23
01-06-2025,Depot B,40828-MRB,EWD,2,83.43
01-06-2025,Depot B,44202-TI,EWD,1,80.93
01-06-2025,Depot B,44211-TI,EWD,1,79.59
01-06-2025,Depot B,44221-TI,EWD,0,78.44
01-06-2025,Depot B,44231-TI,EWD,1,79.2
01-06-2025,Depot B,45204-MRB,EWD,2,83.71
01-06-2025,Depot B,50103-BK,EWD,3,83.41
01-06-2025,Depot B,50112-BK,EWD,14,76.96
01-06-2025,Depot B,50112-WH,EWD,4,75.17
01-06-2025,Depot B,50121-BK,EWD,6,79.68
01-06-2025,Depot B,50121-WH,EWD,71,75.26
01-06-2025,Depot B,50122-BK,EWD,4,75.07
01-06-2025,Depot B,50122-WH,EWD,5,84.95
01-06-2025,Depot B,50131-BK,EWD,10,82.73
01-06-2025,Depot B,50132-BK,EWD,9,77.77
01-06-2025,Depot B,50132-WH,EWD,1,75.88
01-06-2025,Depot B,50141-BK,EWD,8,83.75
01-06-2025,Depot B,50141-WH,EWD,4,79.67
01-06-2025,Depot B,50142-BK,EWD,7,83.02
01-06-2025,Depot B,50143-WH,EWD,8,82.61
01-06-2025,Depot B,50144-BK,EWD,5,82.93
01-06-2025,Depot B,50144-WH,EWD,2,76.37
01-06-2025,Depot B,50146-BK,EWD,3,80.11
01-06-2025,Depot B,50149-BK,EWD,3,75.97
01-06-2025,Depot B,50150-BK,EWD,3,80.46
01-06-2025,Depot B,50150-WH,EWD,15,79.42
01-06-2025,Depot B,50151-BK,EWD,10,77.79
01-06-2025,Depot B,50156-BK,EWD,1,79.97
01-06-2025,Depot B,50156-WH,EWD,17,83.89
01-06-2025,Depot B,50158-BK,EWD,2,76.32
01-06-2025,Depot B,50203-BK,EWD,23,82.81
01-06-2025,Depot B,50212-BK,EWD,6,78.66
01-06-2025,Depot B,50231-BK,EWD,3,84.9
01-06-2025,Depot B,50231-WH,EWD,7,79.22
01-06-2025,Depot B,50234-BK,EWD,44,77.59
01-06-2025,Depot B,50234-BK-I,EWD,195,84.14
01-06-2025,Depot B,50234-WH,EWD,349,78.86
01-06-2025,Depot B,50234-WH-I,EWD,2969,83.7
01-06-2025,Depot B,50235-WH,EWD,24,80.43
01-06-2025,Depot B,50242-BK,EWD,4,83.37
01-06-2025,Depot B,50242-WH,EWD,184,80.18
01-06-2025,Depot B,50243-BK,EWD,24,80.89
01-06-2025,Depot B,50243-WH,EWD,200,83.6
01-06-2025,Depot B,50252-BK,EWD,9,82.78
01-06-2025,Depot B,50252-WH,EWD,5,75.79
01-06-2025,Depot B,50301E-BK,EWD,2,75.35
01-06-2025,Depot B,50301E-WH,EWD,10,84.16
01-06-2025,Depot B,50301M-BK,EWD,3,83.6
01-06-2025,Depot B,50301M-WH,EWD,7,80.83
01-06-2025,Depot B,50302-WH,EWD,7,75.59
01-06-2025,Depot B,50303-BK,EWD,4,75.31
01-06-2025,Depot B,50303-WH,EWD,1,78.7
01-06-2025,Depot B,50305-BK,EWD,26,75.59
01-06-2025,Depot B,50305-BK-WDL,EWD,4,75.54
01-06-2025,Depot B,50305-WH-WDL,EWD,9,77.82
01-06-2025,Depot B,50432-BK,EWD,12,84.25
01-06-2025,Depot B,50433-BK,EWD,4,80.53
01-06-2025,Depot B,50434-BK,EWD,2,76.25
01-06-2025,Depot B,50434-WH,EWD,7,76.54
01-06-2025,Depot B,50435-BK,EWD,3,82.29
01-06-2025,Depot B,50435-WH,EWD,3,80.92
01-06-2025,Depot B,50436-BK,EWD,2,80.95
01-06-2025,Depot B,50436-WH,EWD,6,75.99
01-06-2025,Depot B,50443-WH,EWD,6,80.62
01-06-2025,Depot B,50444-WH,EWD,13,83.64
01-06-2025,Depot B,50445-BK,EWD,2,75.4
01-06-2025,Depot B,50445-WH,EWD,11,75.25
01-06-2025,Depot B,50446-BK,EWD,1,80.39
01-06-2025,Depot B,50601-WH,EWD,44,77.02
01-06-2025,Depot B,50602-WH,EWD,97,79.28
01-06-2025,Depot B,50603-WH,EWD,277,75.26
01-06-2025,Depot B,50603-WH-P,EWD,4,75.52
01-06-2025,Depot B,50604-WH,EWD,113,76.28
01-06-2025,Depot B,50606-WH,EWD,79,84.36
01-06-2025,Depot B,50608-WH,EWD,2,75.81
01-06-2025,Depot B,50612-WH,EWD,110,81.91
01-06-2025,Depot B,50616-WH,EWD,2,79.37
01-06-2025,Depot B,50618-WH,EWD,4,79.27
01-06-2025,Depot B,50628-WH,EWD,50,82.37
01-06-2025,Depot B,50701-BRC,EWD,4,79.17
01-06-2025,Depot B,50701-IS,EWD,5,76.34
01-06-2025,Depot B,50701-MB,EWD,2,77.9
01-06-2025,Depot B,50701-MBG,EWD,65,76.67
01-06-2025,Depot B,50701-MG,EWD,12,84.2
01-06-2025,Depot B,50701-WH,EWD,3,83.2
01-06-2025,Depot B,50702-BRC,EWD,2,82.01
01-06-2025,Depot B,50702-IS,EWD,82,81.19
01-06-2025,Depot B,50702-MB,EWD,5,78.39
01-06-2025,Depot B,50702-MG,EWD,3,77.55
01-06-2025,Depot B,50702-WH,EWD,8,81.37
01-06-2025,Depot B,50703-BRC,EWD,3,78.17
01-06-2025,Depot B,50703-IS,EWD,1,75.73
01-06-2025,Depot B,50703-MB,EWD,4,80.3
01-06-2025,Depot B,50703-MG,EWD,23,82.85
01-06-2025,Depot B,50703-WH,EWD,200,82.54
01-06-2025,Depot B,50703-WHC-P,EWD,1597,76.87
01-06-2025,Depot B,50704-BRC,EWD,2,81.7
01-06-2025,Depot B,50704-IS,EWD,4,78.2
01-06-2025,Depot B,50704-MB,EWD,35,79.32
01-06-2025,Depot B,50704-MG,EWD,6,84.46
01-06-2025,Depot B,50704-WH,EWD,65,79.04
01-06-2025,Depot B,50706-BRC,EWD,4,83.4
01-06-2025,Depot B,50706-IS,EWD,10,82.89
01-06-2025,Depot B,50706-MB,EWD,2,80.09
01-06-2025,Depot B,50706-MG,EWD,7,77.1
01-06-2025,Depot B,50706-WH,EWD,8,80.89
01-06-2025,Depot B,50708-BRC,EWD,2,75.62
01-06-2025,Depot B,50708-IS,EWD,2,81.05
01-06-2025,Depot B,50708-MB,EWD,1,81.15
01-06-2025,Depot B,50708-MBG,EWD,1,77.31
01-06-2025,Depot B,50708-MG,EWD,1,75.58
01-06-2025,Depot B,50708-WH,EWD,19,83.6
01-06-2025,Depot B,50712-BRC,EWD,3,76.39
01-06-2025,Depot B,50712-IS,EWD,9,78.37
01-06-2025,Depot B,50712-MB,EWD,19,77.14
01-06-2025,Depot B,50712-MG,EWD,1,81.39
01-06-2025,Depot B,50712-WH,EWD,2,79.82
01-06-2025,Depot B,50716-BRC,EWD,0,76.83
01-06-2025,Depot B,50716-IS,EWD,2,79.39
01-06-2025,Depot B,50716-MB,EWD,3,83.17
01-06-2025,Depot B,50716-MG,EWD,3,83.29
01-06-2025,Depot B,50718-BRC,EWD,1,84.22
01-06-2025,Depot B,50718-IS,EWD,5,84.97
01-06-2025,Depot B,50718-MB,EWD,1,83.81
01-06-2025,Depot B,50718-MG,EWD,1,78.92
01-06-2025,Depot B,50718-WH,EWD,0,83.05
01-06-2025,Depot B,50728-BRC,EWD,8,82.02
01-06-2025,Depot B,50728-IS,EWD,12,83.6
01-06-2025,Depot B,50728-MB,EWD,3,84.87
01-06-2025,Depot B,50728-MG,EWD,1,80.96
01-06-2025,Depot B,50728-WH,EWD,4,77.03
01-06-2025,Depot B,50801-TWHC,EWD,4,82.01
01-06-2025,Depot B,50802-TIVC,EWD,4,84.47
01-06-2025,Depot B,50802-TWHC,EWD,46,79.22
01-06-2025,Depot B,50803-TIVC,EWD,2,82.49
01-06-2025,Depot B,50803-TWHC,EWD,4,78.02
01-06-2025,Depot B,50806-TIVC,EWD,4,77.48
01-06-2025,Depot B,50806-TWHC,EWD,3,83.14
01-06-2025,Depot B,50808-TIVC-H,EWD,4,81.92
01-06-2025,Depot B,50808-TWHC-H,EWD,8,75.5
01-06-2025,Depot B,50810-TWHC,EWD,2,77.43
01-06-2025,Depot B,50812-TWHC-VS,EWD,2,82.14
01-06-2025,Depot B,50816-TWHC-VS,EWD,13,84.46
01-06-2025,Depot B,50818-TWHC-V,EWD,1,84.57
01-06-2025,Depot B,50820-TWHC-V,EWD,1,83.48
01-06-2025,Depot C,10001-WH,EWD,10,77.25
01-06-2025,Depot C,10002-WH,EWD,3,77.43
01-06-2025,Depot C,10003-WH,EWD,2,84.53
01-06-2025,Depot C,10102-WH,EWD,3,83.05
01-06-2025,Depot C,10103-WH,EWD,6,78.16
01-06-2025,Depot C,10111-WH,EWD,43,77.35
01-06-2025,Depot C,10201-WH,EWD,868,82.81
01-06-2025,Depot C,10203-WH,EWD,189,82.55
01-06-2025,Depot C,10205-WH,EWD,303,84.35
01-06-2025,Depot C,10301-WH,EWD,60,77.17
01-06-2025,Depot C,10302-WH,EWD,24,84.59
01-06-2025,Depot C,10303-WH,EWD,50,81.29
01-06-2025,Depot C,10311-KNOB,EWD,3,77.91
01-06-2025,Depot C,10311-WH,EWD,0,80.04
01-06-2025,Depot C,10312-KNOB,EWD,34,84.19
01-06-2025,Depot C,10321-WH,EWD,2,81.92
01-06-2025,Depot C,10331-J.BOX,EWD,2,82.51
01-06-2025,Depot C,10332-WH,EWD,69,75.46
01-06-2025,Depot C,10341-WH,EWD,34,79.32
01-06-2025,Depot C,10401-WH,EWD,452,76.9
01-06-2025,Depot C,10402-WH,EWD,2,80.01
01-06-2025,Depot C,10451-WH,EWD,33,80.58
01-06-2025,Depot C,10502-WH,EWD,2,80.72
01-06-2025,Depot C,10502-WH-I,EWD,506,75.35
01-06-2025,Depot C,10503-WH-I,EWD,28,80.75
01-06-2025,Depot C,10602-WH-I,EWD,1,83.08
01-06-2025,Depot C,10606-WH,EWD,45,83.33
01-06-2025,Depot C,10606-WH-I,EWD,206,76.74
01-06-2025,Depot C,10607-WH,EWD,11,84.09
01-06-2025,Depot C,10610-WH-I,EWD,2,82.24
01-06-2025,Depot C,10702-WH,EWD,1177,82.02
01-06-2025,Depot C,10703-FE,EWD,11,83.67
01-06-2025,Depot C,10703-WH,EWD,3,80.93
01-06-2025,Depot C,10704-WH,EWD,16,84.46
01-06-2025,Depot C,10705-WH,EWD,33,75.28
01-06-2025,Depot C,10706-WH,EWD,1,84.98
01-06-2025,Depot C,10707-WH,EWD,2,75.1
01-06-2025,Depot C,10708-WH,EWD,1,77.93
01-06-2025,Depot C,10709-WH,EWD,559,75.13
01-06-2025,Depot C,10710-WH,EWD,383,80.47
01-06-2025,Depot C,10712-WH,EWD,222,79.83
01-06-2025,Depot C,10713-WH,EWD,7,82.79
01-06-2025,Depot C,10714-WH,EWD,7,84.17
01-06-2025,Depot C,10717-WH,EWD,40,79.81
01-06-2025,Depot C,10723-WH,EWD,199,83.93
01-06-2025,Depot C,10724-WH,EWD,4426,79.35
01-06-2025,Depot C,10727-WH,EWD,22,80.81
01-06-2025,Depot C,10728-WH,EWD,22,78.02
01-06-2025,Depot C,10729-WH,EWD,4,78.8
01-06-2025,Depot C,10732-WH,EWD,6,77.91
01-06-2025,Depot C,10735-WH,EWD,18,75.15
01-06-2025,Depot C,10736-WH-I,EWD,14,84.07
01-06-2025,Depot C,10739-WH,EWD,38,78.5
01-06-2025,Depot C,10740-WH,EWD,3,82.48
01-06-2025,Depot C,10741-WH,EWD,79,77.42
01-06-2025,Depot C,10742-WH,EWD,562,84.77
01-06-2025,Depot C,10743-WH,EWD,67,77.42
01-06-2025,Depot C,10746-WH,EWD,17,81.86
01-06-2025,Depot C,10802-WH,EWD,0,76.68
01-06-2025,Depot C,10803-WH,EWD,20,76.08
01-06-2025,Depot C,10804-WH,EWD,4,82.03
01-06-2025,Depot C,10806-WH,EWD,4,81.99
01-06-2025,Depot C,10807-WH,EWD,1,78.12
01-06-2025,Depot C,10808-WH,EWD,2,78.73
01-06-2025,Depot C,10812-WH,EWD,10,83.01
01-06-2025,Depot C,10816-WH,EWD,0,75.11
01-06-2025,Depot C,10822-WH,EWD,1,80.13
01-06-2025,Depot C,10822-WH-I,EWD,5,77.61
01-06-2025,Depot C,10823-WH,EWD,6,83.48
01-06-2025,Depot C,10823-WH-I,EWD,38,76.5
01-06-2025,Depot C,10825-WH,EWD,15,83.39
01-06-2025,Depot C,10826-WH,EWD,1,84.2
01-06-2025,Depot C,10826-WH-I,EWD,1,84.95
01-06-2025,Depot C,10827-WH,EWD,3,83.63
01-06-2025,Depot C,10828-WH,EWD,0,80.42
01-06-2025,Depot C,10829-WH,EWD,2,79.18
01-06-2025,Depot C,10830-WH-I,EWD,1,81.23
01-06-2025,Depot C,10831-WH,EWD,1,81.81
01-06-2025,Depot C,10832-WH,EWD,1,83.48
01-06-2025,Depot C,10833-WH,EWD,11,75.5
01-06-2025,Depot C,10833-WH-I,EWD,2,83.75
01-06-2025,Depot C,10851-WH,EWD,7,85.06
01-06-2025,Depot C,10852-WH,EWD,9,77.34
01-06-2025,Depot C,10852-WH-I,EWD,41,76.37
01-06-2025,Depot C,10901-WH,EWD,0,79.88
01-06-2025,Depot C,10901-WH-I,EWD,2,81.26
01-06-2025,Depot C,10902-WH,EWD,58,84.84
01-06-2025,Depot C,10902-WH-I,EWD,60,81.5
01-06-2025,Depot C,10904-WH,EWD,8,77.74
01-06-2025,Depot C,11001-KT,EWD,2,78.67
01-06-2025,Depot C,11002-KT,EWD,3,79.17
01-06-2025,Depot C,11003-KT,EWD,1,84.93
01-06-2025,Depot C,11004-KT,EWD,3,82.94
01-06-2025,Depot C,11005-KT,EWD,8,76.63
