Container ID,Date of Arrival,Size,Gate-In Time,Gate-Out Time,Days in Yard,Yard Location,Importer Name,Cargo Type
CNT103731,6/26/2024,TEU,6/26/2024 13:00,25:12.3,9,Yard B,Importer 5,Reeler
CNT103732,6/4/2024,FEU,6/4/2024 4:00,13:16.5,2,Yard A,Importer 7,Tank_Hazardous
CNT103733,6/30/2024,FEU,6/30/2024 3:00,43:01.8,13,Yard B,Importer 4,Reeler
CNT103734,6/7/2024,TEU,6/7/2024 22:00,50:53.3,11,Yard A,Importer 1,Hazardous
CNT103735,6/7/2024,TEU,6/7/2024 13:00,55:38.5,6,Yard C,Importer 6,Tank
CNT103736,6/18/2024,TEU,6/18/2024 16:00,46:59.0,1,Yard B,Importer 5,General
CNT103737,6/3/2024,FEU,6/3/2024 0:00,02:59.5,7,Yard A,Importer 7,Hazardous
CNT103738,6/1/2024,TEU,6/1/2024 16:00,48:33.9,6,Yard A,Importer 1,Tank
CNT103739,6/24/2024,FEU,6/24/2024 19:00,24:37.7,9,Yard A,Importer 7,Hazardous
CNT103740,6/25/2024,TEU,6/25/2024 8:00,40:47.6,12,Yard C,Importer 10,Reeler
CNT103741,6/4/2024,TEU,6/4/2024 15:00,05:09.3,1,Yard B,Importer 2,General
CNT103742,6/6/2024,TEU,6/6/2024 2:00,48:13.7,5,Yard C,Importer 7,Reeler_Hazardous
CNT103743,6/9/2024,FEU,6/9/2024 9:00,25:57.7,1,Yard C,Importer 10,General
CNT103744,6/22/2024,TEU,6/22/2024 16:00,49:14.1,10,Yard B,Importer 2,Reeler
CNT103745,6/14/2024,FEU,6/14/2024 15:00,59:04.9,9,Yard C,Importer 3,Hazardous
CNT103746,6/28/2024,TEU,6/28/2024 0:00,04:00.2,4,Yard A,Importer 7,Reeler_Hazardous
CNT103747,6/12/2024,TEU,6/12/2024 18:00,09:32.8,2,Yard B,Importer 2,Tank_Hazardous
CNT103748,6/28/2024,FEU,6/28/2024 14:00,48:35.4,1,Yard C,Importer 4,General
CNT103749,6/25/2024,FEU,6/25/2024 6:00,10:45.1,8,Yard B,Importer 9,Reeler
CNT103750,6/20/2024,TEU,6/20/2024 7:00,43:36.6,2,Yard C,Importer 6,Tank_Hazardous
CNT103751,6/24/2024,TEU,6/24/2024 3:00,21:05.5,6,Yard A,Importer 8,Tank
CNT103752,6/25/2024,FEU,6/25/2024 11:00,52:32.7,11,Yard C,Importer 9,Reeler
CNT103753,6/4/2024,TEU,6/4/2024 1:00,58:57.8,1,Yard B,Importer 9,General
CNT103754,6/21/2024,TEU,6/21/2024 6:00,46:17.9,8,Yard C,Importer 7,Hazardous
CNT103755,6/30/2024,FEU,6/30/2024 5:00,18:58.4,9,Yard A,Importer 10,Hazardous
CNT103756,6/24/2024,TEU,6/24/2024 1:00,02:50.2,7,Yard A,Importer 2,Tank
CNT103757,6/12/2024,TEU,6/12/2024 6:00,36:55.2,9,Yard A,Importer 6,Reeler
CNT103758,6/10/2024,TEU,6/10/2024 1:00,52:03.3,5,Yard C,Importer 8,Tank
CNT103759,6/30/2024,FEU,6/30/2024 3:00,19:49.4,6,Yard B,Importer 4,Tank
CNT103760,6/22/2024,FEU,6/22/2024 15:00,02:13.9,2,Yard C,Importer 9,Tank_Hazardous
CNT103761,6/28/2024,TEU,6/28/2024 5:00,28:49.6,11,Yard C,Importer 8,Hazardous
CNT103762,6/7/2024,TEU,6/7/2024 9:00,33:14.0,2,Yard C,Importer 1,General
CNT103763,6/3/2024,TEU,6/3/2024 22:00,06:34.7,10,Yard B,Importer 8,Reeler
CNT103764,6/23/2024,FEU,6/23/2024 13:00,05:40.0,2,Yard A,Importer 9,Tank_Hazardous
CNT103765,6/28/2024,TEU,6/28/2024 2:00,29:45.1,2,Yard A,Importer 1,Tank_Hazardous
CNT103766,6/14/2024,FEU,6/14/2024 13:00,01:07.3,4,Yard A,Importer 9,Tank
CNT103767,6/24/2024,TEU,6/24/2024 10:00,40:46.2,5,Yard B,Importer 1,Tank
CNT103768,6/10/2024,FEU,6/10/2024 10:00,25:49.4,6,Yard C,Importer 10,Tank
CNT103769,6/16/2024,TEU,6/16/2024 20:00,48:48.4,5,Yard C,Importer 7,Reeler_Hazardous
CNT103770,6/16/2024,FEU,6/16/2024 10:00,26:38.5,13,Yard C,Importer 2,Hazardous
CNT103771,6/22/2024,TEU,6/22/2024 3:00,39:58.9,6,Yard B,Importer 4,Reeler_Hazardous
CNT103772,6/10/2024,TEU,6/10/2024 4:00,54:38.9,2,Yard C,Importer 8,Tank_Hazardous
CNT103773,6/25/2024,FEU,6/25/2024 5:00,54:00.8,6,Yard B,Importer 8,Reeler_Hazardous
CNT103774,6/13/2024,FEU,6/13/2024 21:00,36:20.2,13,Yard A,Importer 10,Hazardous
CNT103775,6/6/2024,TEU,6/6/2024 13:00,51:28.8,9,Yard A,Importer 7,Hazardous
CNT103776,6/12/2024,FEU,6/12/2024 6:00,30:32.2,5,Yard B,Importer 4,Reeler_Hazardous
CNT103777,6/9/2024,TEU,6/9/2024 5:00,52:36.9,6,Yard A,Importer 4,Tank
CNT103778,6/13/2024,FEU,6/13/2024 13:00,00:31.2,12,Yard B,Importer 6,Hazardous
CNT103779,6/4/2024,TEU,6/4/2024 21:00,13:39.9,2,Yard C,Importer 10,Tank_Hazardous
CNT103780,6/24/2024,TEU,6/24/2024 15:00,33:41.1,10,Yard A,Importer 5,Reeler
CNT103781,6/11/2024,TEU,6/11/2024 3:00,05:18.9,4,Yard A,Importer 9,Reeler_Hazardous
CNT103782,6/20/2024,TEU,6/20/2024 17:00,33:18.0,2,Yard C,Importer 5,General
CNT103783,6/18/2024,FEU,6/18/2024 6:00,14:45.6,9,Yard C,Importer 6,Hazardous
CNT103784,6/26/2024,TEU,6/26/2024 22:00,09:02.8,1,Yard B,Importer 8,General
CNT103785,6/11/2024,TEU,6/11/2024 18:00,17:09.1,5,Yard A,Importer 10,Tank
CNT103786,6/25/2024,TEU,6/25/2024 13:00,42:18.9,4,Yard C,Importer 4,Reeler_Hazardous
CNT103787,6/21/2024,FEU,6/21/2024 14:00,19:34.9,3,Yard A,Importer 10,Reeler_Hazardous
CNT103788,6/4/2024,TEU,6/4/2024 20:00,47:53.9,2,Yard A,Importer 10,General
CNT103789,6/18/2024,TEU,6/18/2024 5:00,32:02.8,2,Yard A,Importer 2,Tank_Hazardous
CNT103790,6/1/2024,FEU,6/1/2024 9:00,52:26.3,10,Yard A,Importer 2,Reeler
CNT103791,6/27/2024,TEU,6/27/2024 2:00,11:53.7,8,Yard B,Importer 10,Hazardous
CNT103792,6/7/2024,FEU,6/7/2024 12:00,10:34.0,13,Yard C,Importer 5,Hazardous
CNT103793,6/6/2024,FEU,6/6/2024 18:00,41:02.1,4,Yard A,Importer 2,Reeler_Hazardous
CNT103794,6/15/2024,TEU,6/15/2024 20:00,45:05.7,2,Yard C,Importer 2,General
CNT103795,6/18/2024,FEU,6/18/2024 17:00,05:33.7,12,Yard C,Importer 4,Reeler
CNT103796,6/24/2024,FEU,6/24/2024 2:00,11:53.6,11,Yard B,Importer 7,Hazardous
CNT103797,6/11/2024,TEU,6/11/2024 21:00,35:40.9,5,Yard B,Importer 1,Tank
CNT103798,6/20/2024,TEU,6/20/2024 2:00,53:06.6,1,Yard A,Importer 5,General
CNT103799,6/24/2024,FEU,6/24/2024 16:00,28:09.1,4,Yard A,Importer 3,Reeler_Hazardous
CNT103800,6/15/2024,TEU,6/15/2024 22:00,33:00.2,15,Yard B,Importer 3,Reeler
CNT103801,6/16/2024,FEU,6/16/2024 6:00,11:46.2,2,Yard C,Importer 8,Reeler_Hazardous
CNT103802,6/7/2024,TEU,6/7/2024 1:00,30:30.4,1,Yard C,Importer 4,General
CNT103803,6/21/2024,TEU,6/21/2024 4:00,55:29.6,3,Yard B,Importer 6,Reeler_Hazardous
CNT103804,6/10/2024,TEU,6/10/2024 8:00,40:41.6,8,Yard A,Importer 10,Hazardous
CNT103805,6/26/2024,TEU,6/26/2024 2:00,01:38.8,5,Yard A,Importer 1,Reeler_Hazardous
CNT103806,6/12/2024,TEU,6/12/2024 7:00,18:00.4,2,Yard A,Importer 2,Tank_Hazardous
CNT103807,6/24/2024,FEU,6/24/2024 3:00,42:11.5,2,Yard B,Importer 8,Tank_Hazardous
CNT103808,6/14/2024,FEU,6/14/2024 2:00,05:27.0,3,Yard B,Importer 6,Tank_Hazardous
CNT103809,6/25/2024,FEU,6/25/2024 17:00,51:37.5,9,Yard C,Importer 8,Hazardous
CNT103810,6/5/2024,FEU,6/5/2024 14:00,00:59.5,9,Yard B,Importer 7,Reeler_Hazardous
CNT103811,6/26/2024,FEU,6/26/2024 10:00,02:54.5,10,Yard A,Importer 6,Hazardous
CNT103812,6/21/2024,TEU,6/21/2024 4:00,16:19.8,2,Yard C,Importer 3,Tank_Hazardous
CNT103813,6/18/2024,FEU,6/18/2024 15:00,46:36.2,5,Yard A,Importer 5,Tank
CNT103814,6/5/2024,TEU,6/5/2024 23:00,02:41.5,12,Yard A,Importer 7,Reeler
CNT103815,6/3/2024,FEU,6/3/2024 18:00,11:22.6,2,Yard C,Importer 4,Tank_Hazardous
CNT103816,6/23/2024,FEU,6/23/2024 3:00,36:30.8,5,Yard A,Importer 6,Tank
CNT103817,6/26/2024,TEU,6/26/2024 21:00,55:03.7,2,Yard C,Importer 1,General
CNT103818,6/5/2024,TEU,6/5/2024 10:00,50:40.5,13,Yard A,Importer 2,Reeler
CNT103819,6/24/2024,TEU,6/24/2024 11:00,34:00.9,2,Yard A,Importer 8,Tank_Hazardous
CNT103820,6/17/2024,TEU,6/17/2024 4:00,51:25.2,8,Yard C,Importer 6,Reeler_Hazardous
CNT103821,6/19/2024,TEU,6/19/2024 9:00,07:01.4,12,Yard A,Importer 10,Reeler
CNT103822,6/19/2024,TEU,6/19/2024 9:00,56:55.4,14,Yard A,Importer 6,Hazardous
CNT103823,6/25/2024,TEU,6/25/2024 18:00,59:24.4,9,Yard C,Importer 8,Reeler
CNT103824,6/21/2024,FEU,6/21/2024 4:00,00:15.9,4,Yard C,Importer 8,Reeler_Hazardous
CNT103825,6/12/2024,FEU,6/12/2024 4:00,03:37.6,12,Yard C,Importer 1,Hazardous
CNT103826,6/25/2024,FEU,6/25/2024 3:00,29:14.9,2,Yard B,Importer 9,Tank_Hazardous
CNT103827,6/29/2024,FEU,6/29/2024 23:00,50:20.7,6,Yard A,Importer 4,Tank
CNT103828,6/9/2024,TEU,6/9/2024 3:00,45:21.2,4,Yard C,Importer 2,Reeler_Hazardous
CNT103829,6/1/2024,TEU,6/1/2024 1:00,56:01.6,13,Yard A,Importer 3,Reeler
CNT103830,6/18/2024,FEU,6/18/2024 2:00,02:13.4,2,Yard C,Importer 7,General
CNT103831,6/21/2024,FEU,6/21/2024 3:00,58:02.9,5,Yard A,Importer 9,Tank
CNT103832,6/4/2024,TEU,6/4/2024 7:00,11:55.8,15,Yard A,Importer 7,Reeler
CNT103833,6/10/2024,FEU,6/10/2024 8:00,57:12.9,8,Yard C,Importer 1,Hazardous
CNT103834,6/25/2024,FEU,6/25/2024 21:00,25:42.5,2,Yard C,Importer 6,Tank_Hazardous
CNT103835,6/7/2024,FEU,6/7/2024 7:00,13:18.5,12,Yard B,Importer 6,Reeler
CNT103836,6/22/2024,FEU,6/22/2024 11:00,19:15.0,3,Yard C,Importer 5,Reeler_Hazardous
CNT103837,6/23/2024,TEU,6/23/2024 9:00,02:00.9,4,Yard C,Importer 1,Tank
CNT103838,6/1/2024,FEU,6/1/2024 4:00,53:26.5,2,Yard C,Importer 5,Tank_Hazardous
CNT103839,6/17/2024,FEU,6/17/2024 4:00,53:12.8,5,Yard B,Importer 5,Reeler_Hazardous
CNT103840,6/24/2024,TEU,6/24/2024 23:00,01:47.0,11,Yard A,Importer 8,Reeler
CNT103841,6/29/2024,FEU,6/29/2024 14:00,42:05.2,2,Yard B,Importer 5,General
CNT103842,6/29/2024,TEU,6/29/2024 19:00,22:58.6,11,Yard A,Importer 5,Reeler
CNT103843,6/2/2024,TEU,6/2/2024 2:00,33:41.2,6,Yard C,Importer 9,Reeler_Hazardous
CNT103844,6/28/2024,TEU,6/28/2024 1:00,45:58.1,2,Yard C,Importer 6,Reeler_Hazardous
CNT103845,6/26/2024,TEU,6/26/2024 14:00,24:22.1,8,Yard C,Importer 9,Reeler_Hazardous
CNT103846,6/11/2024,TEU,6/11/2024 12:00,18:02.1,1,Yard B,Importer 10,General
CNT103847,6/9/2024,FEU,6/9/2024 23:00,56:09.2,1,Yard B,Importer 9,General
CNT103848,6/7/2024,TEU,6/7/2024 11:00,17:40.9,6,Yard C,Importer 4,Tank
CNT103849,6/22/2024,TEU,6/22/2024 13:00,17:13.4,10,Yard B,Importer 3,Reeler
CNT103850,6/17/2024,TEU,6/17/2024 11:00,48:42.2,5,Yard C,Importer 7,Reeler_Hazardous
CNT103851,6/17/2024,TEU,6/17/2024 14:00,51:29.1,2,Yard B,Importer 4,Tank_Hazardous
CNT103852,6/2/2024,FEU,6/2/2024 20:00,38:42.5,2,Yard C,Importer 6,Tank_Hazardous
CNT103853,6/6/2024,FEU,6/6/2024 21:00,49:18.9,7,Yard B,Importer 6,Reeler
CNT103854,6/14/2024,FEU,6/14/2024 12:00,06:03.3,2,Yard A,Importer 8,Tank_Hazardous
CNT103855,6/6/2024,FEU,6/6/2024 2:00,51:53.0,11,Yard C,Importer 9,Reeler
CNT103856,6/2/2024,TEU,6/2/2024 14:00,29:22.5,11,Yard B,Importer 7,Reeler
CNT103857,6/1/2024,FEU,6/1/2024 19:00,11:06.9,12,Yard B,Importer 6,Hazardous
CNT103858,6/10/2024,FEU,6/10/2024 17:00,50:39.5,12,Yard C,Importer 1,Reeler
CNT103859,6/21/2024,TEU,6/21/2024 5:00,01:58.6,13,Yard B,Importer 4,Reeler
CNT103860,6/5/2024,FEU,6/5/2024 14:00,00:00.0,1,Yard A,Importer 2,General
CNT103861,6/2/2024,FEU,6/2/2024 11:00,54:43.8,15,Yard A,Importer 6,Hazardous
CNT103862,6/22/2024,FEU,6/22/2024 1:00,57:01.3,4,Yard B,Importer 2,Reeler_Hazardous
CNT103863,6/16/2024,TEU,6/16/2024 4:00,22:14.9,2,Yard C,Importer 5,Tank_Hazardous
CNT103864,6/25/2024,FEU,6/25/2024 16:00,09:02.2,8,Yard B,Importer 7,Reeler
CNT103865,6/2/2024,TEU,6/2/2024 12:00,26:13.2,5,Yard B,Importer 6,Tank
CNT103866,6/10/2024,TEU,6/10/2024 12:00,14:48.4,10,Yard A,Importer 4,Reeler
CNT103867,6/2/2024,TEU,6/2/2024 3:00,01:29.8,5,Yard B,Importer 5,Reeler_Hazardous
CNT103868,6/16/2024,TEU,6/16/2024 15:00,18:47.1,11,Yard C,Importer 6,Reeler
CNT103869,6/16/2024,TEU,6/16/2024 7:00,57:52.3,1,Yard A,Importer 8,General
CNT103870,6/19/2024,TEU,6/19/2024 2:00,02:01.3,2,Yard B,Importer 10,Tank_Hazardous
CNT103871,6/29/2024,FEU,6/29/2024 19:00,03:37.1,7,Yard C,Importer 4,Reeler
CNT103872,6/7/2024,FEU,6/7/2024 1:00,22:07.5,13,Yard A,Importer 6,Hazardous
CNT103873,6/22/2024,FEU,6/22/2024 20:00,19:25.2,5,Yard C,Importer 9,Tank
CNT103874,6/12/2024,TEU,6/12/2024 2:00,07:24.7,5,Yard C,Importer 9,Tank
CNT103875,6/24/2024,TEU,6/24/2024 10:00,39:45.9,11,Yard C,Importer 9,Hazardous
CNT103876,6/15/2024,FEU,6/15/2024 10:00,58:04.1,1,Yard B,Importer 4,Reeler_Hazardous
CNT103877,6/8/2024,TEU,6/8/2024 9:00,30:11.2,4,Yard A,Importer 7,Tank
CNT103878,6/6/2024,FEU,6/6/2024 22:00,05:51.1,7,Yard B,Importer 6,Tank
CNT103879,6/28/2024,FEU,6/28/2024 10:00,19:15.0,14,Yard A,Importer 4,Hazardous
CNT103880,6/27/2024,TEU,6/27/2024 16:00,29:57.5,6,Yard C,Importer 10,Reeler_Hazardous
CNT103881,6/10/2024,FEU,6/10/2024 6:00,17:25.3,13,Yard C,Importer 8,Reeler
CNT103882,6/3/2024,FEU,6/3/2024 0:00,18:19.1,8,Yard B,Importer 7,Hazardous
CNT103883,6/19/2024,TEU,6/19/2024 19:00,12:31.3,1,Yard C,Importer 9,General
CNT103884,6/17/2024,TEU,6/17/2024 14:00,33:53.8,6,Yard C,Importer 9,Reeler_Hazardous
CNT103885,6/7/2024,TEU,6/7/2024 6:00,00:16.2,12,Yard C,Importer 6,Hazardous
CNT103886,6/21/2024,TEU,6/21/2024 3:00,44:46.9,2,Yard A,Importer 6,Tank_Hazardous
CNT103887,6/20/2024,TEU,6/20/2024 22:00,20:05.5,1,Yard A,Importer 9,General
CNT103888,6/26/2024,TEU,6/26/2024 2:00,06:28.8,1,Yard B,Importer 8,General
CNT103889,6/4/2024,TEU,6/4/2024 19:00,18:57.2,7,Yard A,Importer 8,Reeler_Hazardous
CNT103890,6/14/2024,FEU,6/14/2024 2:00,14:42.1,11,Yard C,Importer 6,Hazardous
CNT103891,6/20/2024,TEU,6/20/2024 19:00,34:05.9,2,Yard C,Importer 3,Tank_Hazardous
CNT103892,6/22/2024,TEU,6/22/2024 9:00,29:35.7,13,Yard C,Importer 2,Hazardous
CNT103893,6/15/2024,TEU,6/15/2024 2:00,58:13.5,11,Yard B,Importer 10,Hazardous
CNT103894,6/24/2024,TEU,6/24/2024 4:00,00:58.7,13,Yard C,Importer 4,Hazardous
CNT103895,6/8/2024,TEU,6/8/2024 19:00,19:56.5,4,Yard C,Importer 5,Reeler_Hazardous
CNT103896,6/21/2024,TEU,6/21/2024 18:00,17:17.1,6,Yard B,Importer 2,Tank
CNT103897,6/15/2024,TEU,6/15/2024 20:00,17:21.1,5,Yard A,Importer 9,Tank
CNT103898,6/22/2024,FEU,6/22/2024 9:00,22:42.7,7,Yard A,Importer 6,Reeler_Hazardous
CNT103899,6/20/2024,FEU,6/20/2024 8:00,45:23.3,6,Yard A,Importer 1,Reeler_Hazardous
CNT103900,6/28/2024,TEU,6/28/2024 10:00,36:05.2,13,Yard B,Importer 3,Hazardous
CNT103901,6/14/2024,TEU,6/14/2024 0:00,22:07.9,13,Yard B,Importer 1,Hazardous
CNT103902,6/27/2024,FEU,6/27/2024 19:00,27:20.9,2,Yard C,Importer 4,Tank_Hazardous
CNT103903,6/29/2024,FEU,6/29/2024 12:00,16:19.9,1,Yard C,Importer 9,General
CNT103904,6/9/2024,TEU,6/9/2024 22:00,33:14.6,1,Yard B,Importer 4,General
CNT103905,6/8/2024,FEU,6/8/2024 3:00,35:39.2,10,Yard B,Importer 7,Hazardous
CNT103906,6/26/2024,TEU,6/26/2024 23:00,30:30.8,1,Yard C,Importer 8,General
CNT103907,6/28/2024,TEU,6/28/2024 22:00,35:28.9,12,Yard C,Importer 10,Hazardous
CNT103908,6/26/2024,FEU,6/26/2024 20:00,40:11.3,9,Yard C,Importer 8,Reeler
CNT103909,6/17/2024,FEU,6/17/2024 9:00,44:15.3,3,Yard A,Importer 9,General
CNT103910,6/2/2024,FEU,6/2/2024 3:00,35:49.2,4,Yard A,Importer 1,Reeler_Hazardous
CNT103911,6/25/2024,TEU,6/25/2024 7:00,59:55.8,6,Yard C,Importer 7,Tank
CNT103912,6/24/2024,TEU,6/24/2024 16:00,13:07.1,5,Yard B,Importer 5,Reeler_Hazardous
CNT103913,6/30/2024,TEU,6/30/2024 1:00,44:33.9,5,Yard A,Importer 9,Reeler_Hazardous
CNT103914,6/3/2024,TEU,6/3/2024 20:00,19:02.5,11,Yard C,Importer 5,Reeler
CNT103915,6/8/2024,FEU,6/8/2024 6:00,04:27.5,5,Yard A,Importer 2,Reeler_Hazardous
CNT103916,6/12/2024,FEU,6/12/2024 2:00,20:12.7,9,Yard B,Importer 5,Reeler
CNT103917,6/1/2024,FEU,6/1/2024 20:00,36:57.4,9,Yard B,Importer 9,Hazardous
CNT103918,6/10/2024,FEU,6/10/2024 10:00,11:30.4,2,Yard B,Importer 1,Tank_Hazardous
CNT103919,6/20/2024,TEU,6/20/2024 17:00,48:33.3,8,Yard C,Importer 7,Reeler
CNT103920,6/3/2024,FEU,6/3/2024 5:00,55:07.7,3,Yard C,Importer 3,Reeler_Hazardous
CNT103921,6/6/2024,FEU,6/6/2024 21:00,10:16.8,3,Yard A,Importer 10,Reeler_Hazardous
CNT103922,6/7/2024,TEU,6/7/2024 19:00,12:57.3,12,Yard C,Importer 4,Reeler
CNT103923,6/20/2024,FEU,6/20/2024 13:00,49:54.0,1,Yard C,Importer 4,General
CNT103924,6/23/2024,TEU,6/23/2024 12:00,28:16.0,5,Yard C,Importer 10,Reeler_Hazardous
CNT103925,6/25/2024,FEU,6/25/2024 1:00,41:52.7,2,Yard A,Importer 2,General
CNT103926,6/27/2024,TEU,6/27/2024 15:00,24:53.7,1,Yard C,Importer 3,General
CNT103927,6/18/2024,TEU,6/18/2024 23:00,14:25.2,3,Yard B,Importer 3,Tank_Hazardous
CNT103928,6/11/2024,FEU,6/11/2024 7:00,59:23.7,2,Yard C,Importer 7,Tank_Hazardous
CNT103929,6/19/2024,FEU,6/19/2024 14:00,07:33.9,6,Yard C,Importer 10,Tank
CNT103930,6/5/2024,TEU,6/5/2024 12:00,34:10.2,2,Yard B,Importer 8,Tank_Hazardous
CNT103931,6/19/2024,TEU,6/19/2024 0:00,46:22.6,5,Yard A,Importer 8,Tank
CNT103932,6/11/2024,TEU,6/11/2024 1:00,33:42.7,8,Yard C,Importer 9,Hazardous
CNT103933,6/24/2024,TEU,6/24/2024 3:00,38:38.5,7,Yard C,Importer 2,Tank
CNT103934,6/12/2024,FEU,6/12/2024 12:00,19:19.6,9,Yard C,Importer 10,Reeler
CNT103935,6/10/2024,FEU,6/10/2024 11:00,36:09.9,2,Yard C,Importer 8,General
CNT103936,6/8/2024,TEU,6/8/2024 11:00,37:40.1,4,Yard B,Importer 6,Tank
CNT103937,6/24/2024,FEU,6/24/2024 0:00,15:48.1,5,Yard C,Importer 4,Reeler_Hazardous
CNT103938,6/28/2024,TEU,6/28/2024 5:00,52:35.1,8,Yard A,Importer 4,Hazardous
CNT103939,6/28/2024,FEU,6/28/2024 10:00,12:45.4,2,Yard B,Importer 9,Tank_Hazardous
CNT103940,6/9/2024,TEU,6/9/2024 15:00,51:45.6,10,Yard B,Importer 4,Reeler
CNT103941,6/4/2024,TEU,6/4/2024 1:00,57:08.1,12,Yard A,Importer 2,Hazardous
CNT103942,6/5/2024,FEU,6/5/2024 2:00,05:38.6,3,Yard C,Importer 5,Tank
CNT103943,6/21/2024,TEU,6/21/2024 10:00,38:39.8,6,Yard C,Importer 2,Reeler_Hazardous
CNT103944,6/8/2024,FEU,6/8/2024 8:00,17:45.9,14,Yard C,Importer 5,Hazardous
CNT103945,6/23/2024,FEU,6/23/2024 6:00,15:01.0,2,Yard A,Importer 7,General
CNT103946,6/9/2024,TEU,6/9/2024 3:00,51:37.3,2,Yard B,Importer 2,Tank_Hazardous
CNT103947,6/15/2024,TEU,6/15/2024 9:00,41:47.4,13,Yard C,Importer 9,Hazardous
CNT103948,6/15/2024,FEU,6/15/2024 0:00,07:54.8,2,Yard A,Importer 1,General
CNT103949,6/16/2024,FEU,6/16/2024 12:00,31:21.3,9,Yard A,Importer 10,Hazardous
CNT103950,6/14/2024,TEU,6/14/2024 3:00,00:20.5,5,Yard C,Importer 9,Reeler_Hazardous
CNT103951,6/8/2024,TEU,6/8/2024 12:00,39:44.9,1,Yard A,Importer 4,Tank_Hazardous
CNT103952,6/18/2024,FEU,6/18/2024 21:00,14:35.7,2,Yard C,Importer 3,Tank_Hazardous
CNT103953,6/10/2024,TEU,6/10/2024 23:00,52:04.7,10,Yard C,Importer 10,Hazardous
CNT103954,6/28/2024,TEU,6/28/2024 10:00,27:35.0,11,Yard C,Importer 3,Reeler
CNT103955,6/20/2024,TEU,6/20/2024 14:00,06:20.5,7,Yard B,Importer 9,Reeler_Hazardous
CNT103956,6/6/2024,FEU,6/6/2024 12:00,24:25.3,1,Yard A,Importer 7,Reeler_Hazardous
CNT103957,6/12/2024,FEU,6/12/2024 3:00,52:26.1,7,Yard B,Importer 2,Reeler_Hazardous
CNT103958,6/2/2024,FEU,6/2/2024 5:00,51:17.9,12,Yard C,Importer 3,Reeler
CNT103959,6/7/2024,FEU,6/7/2024 1:00,38:35.0,12,Yard A,Importer 1,Reeler
CNT103960,6/16/2024,FEU,6/16/2024 1:00,07:10.3,4,Yard C,Importer 5,Reeler_Hazardous
CNT103961,6/3/2024,TEU,6/3/2024 5:00,48:06.7,2,Yard A,Importer 5,Tank_Hazardous
CNT103962,6/13/2024,FEU,6/13/2024 2:00,56:02.7,1,Yard C,Importer 9,General
CNT103963,6/3/2024,TEU,6/3/2024 19:00,24:50.7,14,Yard A,Importer 10,Hazardous
CNT103964,6/27/2024,FEU,6/27/2024 10:00,16:38.2,14,Yard C,Importer 3,Hazardous
CNT103965,6/18/2024,TEU,6/18/2024 14:00,51:16.4,12,Yard C,Importer 6,Reeler
CNT103966,6/11/2024,TEU,6/11/2024 20:00,32:48.9,4,Yard B,Importer 9,Reeler_Hazardous
CNT103967,6/8/2024,FEU,6/8/2024 8:00,37:27.5,3,Yard B,Importer 3,Reeler_Hazardous
CNT103968,6/6/2024,FEU,6/6/2024 20:00,22:43.8,2,Yard A,Importer 7,Tank_Hazardous
CNT103969,6/1/2024,TEU,6/1/2024 20:00,06:16.5,14,Yard A,Importer 2,Hazardous
CNT103970,6/28/2024,FEU,6/28/2024 6:00,56:42.5,7,Yard B,Importer 6,Reeler_Hazardous
CNT103971,6/1/2024,TEU,6/1/2024 14:00,54:18.9,10,Yard C,Importer 7,Hazardous
CNT103972,6/23/2024,TEU,6/23/2024 21:00,29:40.7,6,Yard C,Importer 8,Tank
CNT103973,6/8/2024,FEU,6/8/2024 9:00,42:25.6,14,Yard A,Importer 2,Hazardous
CNT103974,6/5/2024,TEU,6/5/2024 10:00,42:39.9,2,Yard A,Importer 1,Reeler_Hazardous
CNT103975,6/28/2024,FEU,6/28/2024 22:00,17:20.4,9,Yard C,Importer 8,Hazardous
CNT103976,6/16/2024,TEU,6/16/2024 1:00,24:28.1,11,Yard B,Importer 7,Hazardous
CNT103977,6/11/2024,FEU,6/11/2024 13:00,29:34.4,2,Yard A,Importer 8,Tank_Hazardous
CNT103978,6/5/2024,FEU,6/5/2024 15:00,55:50.1,11,Yard C,Importer 3,Reeler
CNT103979,6/4/2024,TEU,6/4/2024 8:00,56:56.9,9,Yard A,Importer 7,Reeler
CNT103980,6/30/2024,TEU,6/30/2024 21:00,53:41.7,2,Yard B,Importer 7,Tank_Hazardous
CNT103981,6/6/2024,FEU,6/6/2024 15:00,46:16.1,2,Yard A,Importer 4,Reeler_Hazardous
CNT103982,6/14/2024,FEU,6/14/2024 0:00,56:22.8,14,Yard C,Importer 9,Hazardous
CNT103983,6/22/2024,TEU,6/22/2024 1:00,32:30.9,6,Yard B,Importer 5,Tank
CNT103984,6/19/2024,TEU,6/19/2024 6:00,16:37.6,5,Yard C,Importer 8,Tank
CNT103985,6/9/2024,TEU,6/9/2024 11:00,55:33.4,4,Yard B,Importer 10,Tank
CNT103986,6/12/2024,TEU,6/12/2024 17:00,43:56.9,5,Yard C,Importer 5,Reeler_Hazardous
CNT103987,6/11/2024,TEU,6/11/2024 5:00,34:52.5,4,Yard A,Importer 2,Tank
CNT103988,6/14/2024,TEU,6/14/2024 1:00,11:21.9,5,Yard B,Importer 2,Tank
CNT103989,6/23/2024,FEU,6/23/2024 13:00,43:09.9,1,Yard B,Importer 10,General
