Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Responsible Person,Subprocess,Sub TAT (Days),Sub Actual Start Date,Sub Actual End Date,Status Type,Quantity,Actual Days,Order Start Date,Process Sequence,Subprocess Sequence,Client Name
ORD2262,Kolkata,South,Raipur,East,Payment,UCI Accounts,Process Payment,5,18-Sep-25,22-Sep-25,On Time,771,4,2-Jul-25,5,3,Client J
ORD2335,Nagpur,North,Kolkata,East,Payment,UCI Accounts,Process Payment,5,7-Nov-25,11-Nov-25,On Time,466,4,19-Aug-25,5,3,Client E
ORD2377,Bangalore,West,Kolkata,East,Payment,UCI Accounts,Process Payment,5,2-Oct-25,6-Oct-25,On Time,1121,4,22-Jul-25,5,3,Client D
ORD2392,Chennai,North,Kolkata,East,Payment,UCI Accounts,Process Payment,5,21-Sep-25,25-Sep-25,On Time,802,4,19-Jul-25,5,3,Client D
ORD2466,Delhi,South,Raipur,East,Payment,UCI Accounts,Process Payment,5,22-Aug-25,26-Aug-25,On Time,591,4,10-Jun-25,5,3,Client E
ORD0014,Jaipur,East,Chennai,South,Payment,UCI Accounts,Process Payment,5,27-Aug-25,31-Aug-25,On Time,428,4,23-Jul-25,5,3,Client J
ORD0098,Chennai,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,9-Sep-25,13-Sep-25,On Time,777,4,30-Jul-25,5,3,Client J
ORD0113,Vishakhapatnam,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,2-Nov-25,6-Nov-25,On Time,690,4,20-Aug-25,5,3,Client J
ORD0131,Chandigarh,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,15-Sep-25,19-Sep-25,On Time,942,4,7-Jul-25,5,3,Client J
ORD0132,Bhopal,South,Bangalore,South,Payment,UCI Accounts,Process Payment,5,16-Sep-25,20-Sep-25,On Time,940,4,14-Jul-25,5,3,Client F
ORD0136,Mumbai,North,Kerala,South,Payment,UCI Accounts,Process Payment,5,17-Oct-25,21-Oct-25,On Time,740,4,4-Aug-25,5,3,Client G
ORD0243,Bhopal,South,Chennai,South,Payment,UCI Accounts,Process Payment,5,30-Sep-25,4-Oct-25,On Time,546,4,29-Jul-25,5,3,Client H
ORD0265,Chandigarh,North,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,11-Jul-25,15-Jul-25,On Time,599,4,7-Jun-25,5,3,Client J
ORD0304,Vishakhapatnam,East,Kerala,South,Payment,UCI Accounts,Process Payment,5,27-Aug-25,31-Aug-25,On Time,1159,4,14-Jun-25,5,3,Client E
ORD0380,Kolkata,East,Bangalore,South,Payment,UCI Accounts,Process Payment,5,27-Aug-25,31-Aug-25,On Time,481,4,13-Jun-25,5,3,Client B
ORD0419,Chennai,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,15-Aug-25,19-Aug-25,On Time,1359,4,5-Jun-25,5,3,Client E
ORD0432,Delhi,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,3-Sep-25,7-Sep-25,On Time,1394,4,19-Jun-25,5,3,Client I
ORD0468,Bhopal,East,Bangalore,South,Payment,UCI Accounts,Process Payment,5,16-Oct-25,20-Oct-25,On Time,1262,4,8-Aug-25,5,3,Client B
ORD0480,Delhi,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,22-Sep-25,26-Sep-25,On Time,1428,4,4-Jul-25,5,3,Client B
ORD0514,Surat,North,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,1000,4,13-Jun-25,5,3,Client E
ORD0561,Bangalore,South,Kerala,South,Payment,UCI Accounts,Process Payment,5,21-Aug-25,25-Aug-25,On Time,1259,4,19-Jul-25,5,3,Client I
ORD0581,Nagpur,South,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,30-Sep-25,4-Oct-25,On Time,531,4,27-Jul-25,5,3,Client J
ORD0584,Vishakhapatnam,East,Chennai,South,Payment,UCI Accounts,Process Payment,5,12-Aug-25,16-Aug-25,On Time,556,4,12-Jul-25,5,3,Client F
ORD0652,Delhi,West,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,23-Aug-25,27-Aug-25,On Time,636,4,6-Jun-25,5,3,Client J
ORD0655,Kolkata,West,Kerala,South,Payment,UCI Accounts,Process Payment,5,1-Oct-25,5-Oct-25,On Time,979,4,15-Jul-25,5,3,Client B
ORD0739,Chennai,East,Bangalore,South,Payment,UCI Accounts,Process Payment,5,29-Sep-25,3-Oct-25,On Time,1197,4,25-Jul-25,5,3,Client A
ORD0784,Jaipur,South,Chennai,South,Payment,UCI Accounts,Process Payment,5,29-Aug-25,2-Sep-25,On Time,531,4,14-Jun-25,5,3,Client G
ORD0863,Jaipur,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,23-Aug-25,27-Aug-25,On Time,1089,4,17-Jul-25,5,3,Client I
ORD0919,Surat,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,27-Sep-25,1-Oct-25,On Time,1260,4,22-Aug-25,5,3,Client I
ORD0951,Mumbai,East,Chennai,South,Payment,UCI Accounts,Process Payment,5,11-Nov-25,15-Nov-25,On Time,1029,4,31-Aug-25,5,3,Client D
ORD0975,Bangalore,South,Kerala,South,Payment,UCI Accounts,Process Payment,5,27-Sep-25,1-Oct-25,On Time,356,4,17-Jul-25,5,3,Client F
ORD0992,Bhopal,West,Kerala,South,Payment,UCI Accounts,Process Payment,5,10-Sep-25,14-Sep-25,On Time,551,4,14-Jul-25,5,3,Client E
ORD1003,Bhopal,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,7-Nov-25,11-Nov-25,On Time,1325,4,14-Aug-25,5,3,Client I
ORD1007,Ranchi,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,22-Sep-25,26-Sep-25,On Time,1331,4,5-Jul-25,5,3,Client F
ORD1142,Vishakhapatnam,North,Bangalore,South,Payment,UCI Accounts,Process Payment,5,26-Aug-25,30-Aug-25,On Time,891,4,11-Jun-25,5,3,Client H
ORD1153,Chennai,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,12-Oct-25,16-Oct-25,On Time,352,4,2-Aug-25,5,3,Client J
ORD1174,Vishakhapatnam,South,Chennai,South,Payment,UCI Accounts,Process Payment,5,6-Jul-25,10-Jul-25,On Time,931,4,2-Jun-25,5,3,Client E
ORD1210,Chandigarh,North,Chennai,South,Payment,UCI Accounts,Process Payment,5,15-Sep-25,19-Sep-25,On Time,656,4,10-Aug-25,5,3,Client D
ORD1212,Vishakhapatnam,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,26-Aug-25,30-Aug-25,On Time,1499,4,13-Jun-25,5,3,Client F
ORD1220,Bangalore,South,Chennai,South,Payment,UCI Accounts,Process Payment,5,1-Aug-25,5-Aug-25,On Time,474,4,29-Jun-25,5,3,Client H
ORD1267,Guwahati,North,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,18-Sep-25,22-Sep-25,On Time,758,4,5-Jul-25,5,3,Client C
ORD1288,Bangalore,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,470,4,19-Jun-25,5,3,Client I
ORD1349,Bhopal,North,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,1300,4,1-Jul-25,5,3,Client D
ORD1350,Mumbai,East,Chennai,South,Payment,UCI Accounts,Process Payment,5,17-Aug-25,21-Aug-25,On Time,715,4,6-Jun-25,5,3,Client E
ORD1355,Jaipur,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,26-Oct-25,30-Oct-25,On Time,326,4,10-Aug-25,5,3,Client G
ORD1423,Mumbai,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,7-Nov-25,11-Nov-25,On Time,584,4,19-Aug-25,5,3,Client G
ORD1440,Ranchi,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,13-Sep-25,17-Sep-25,On Time,594,4,26-Jun-25,5,3,Client D
ORD1467,Guwahati,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,2-Sep-25,6-Sep-25,On Time,1425,4,24-Jun-25,5,3,Client A
ORD1499,Guwahati,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,20-Oct-25,24-Oct-25,On Time,1394,4,1-Aug-25,5,3,Client D
ORD1579,Chandigarh,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,31-Aug-25,4-Sep-25,On Time,1405,4,14-Jun-25,5,3,Client G
ORD1589,Vishakhapatnam,East,Chennai,South,Payment,UCI Accounts,Process Payment,5,14-Aug-25,18-Aug-25,On Time,1459,4,12-Jul-25,5,3,Client B
ORD1644,Kolkata,West,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,4-Aug-25,8-Aug-25,On Time,845,4,7-Jun-25,5,3,Client D
ORD1837,Ranchi,South,Chennai,South,Payment,UCI Accounts,Process Payment,5,18-Aug-25,22-Aug-25,On Time,852,4,2-Jun-25,5,3,Client E
ORD1870,Ranchi,North,Bangalore,South,Payment,UCI Accounts,Process Payment,5,18-Sep-25,22-Sep-25,On Time,381,4,14-Aug-25,5,3,Client E
ORD1902,Surat,East,Kerala,South,Payment,UCI Accounts,Process Payment,5,6-Nov-25,10-Nov-25,On Time,1348,4,22-Aug-25,5,3,Client D
ORD1933,Chennai,West,Bangalore,South,Payment,UCI Accounts,Process Payment,5,23-Sep-25,27-Sep-25,On Time,1306,4,6-Jul-25,5,3,Client H
ORD1978,Bhopal,East,Chennai,South,Payment,UCI Accounts,Process Payment,5,24-Sep-25,28-Sep-25,On Time,702,4,15-Jul-25,5,3,Client G
ORD2067,Ahmedabad,West,Kerala,South,Payment,UCI Accounts,Process Payment,5,25-Aug-25,29-Aug-25,On Time,810,4,26-Jun-25,5,3,Client F
ORD2073,Mumbai,North,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,30-Oct-25,3-Nov-25,On Time,1111,4,28-Aug-25,5,3,Client F
ORD2086,Jaipur,West,Kerala,South,Payment,UCI Accounts,Process Payment,5,3-Sep-25,7-Sep-25,On Time,687,4,1-Aug-25,5,3,Client F
ORD2097,Guwahati,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,26-Aug-25,30-Aug-25,On Time,809,4,13-Jun-25,5,3,Client H
ORD2107,Mumbai,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,21-Jul-25,25-Jul-25,On Time,888,4,13-Jun-25,5,3,Client B
ORD2186,Chandigarh,South,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,6-Sep-25,10-Sep-25,On Time,494,4,6-Jul-25,5,3,Client D
ORD2213,Ranchi,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,12-Jul-25,16-Jul-25,On Time,924,4,1-Jun-25,5,3,Client C
ORD2285,Mumbai,South,Bangalore,South,Payment,UCI Accounts,Process Payment,5,19-Oct-25,23-Oct-25,On Time,1328,4,7-Aug-25,5,3,Client I
ORD2287,Kolkata,North,Kerala,South,Payment,UCI Accounts,Process Payment,5,22-Sep-25,26-Sep-25,On Time,1263,4,12-Jul-25,5,3,Client H
ORD2293,Chandigarh,South,Kerala,South,Payment,UCI Accounts,Process Payment,5,31-Oct-25,4-Nov-25,On Time,1168,4,12-Aug-25,5,3,Client A
ORD2301,Delhi,North,Kerala,South,Payment,UCI Accounts,Process Payment,5,30-Jul-25,3-Aug-25,On Time,838,4,2-Jun-25,5,3,Client F
ORD2354,Nagpur,West,Chennai,South,Payment,UCI Accounts,Process Payment,5,31-Aug-25,4-Sep-25,On Time,1066,4,30-Jun-25,5,3,Client D
ORD2362,Surat,South,Chennai,South,Payment,UCI Accounts,Process Payment,5,4-Sep-25,8-Sep-25,On Time,1309,4,3-Jul-25,5,3,Client G
ORD2367,Chandigarh,East,Bangalore,South,Payment,UCI Accounts,Process Payment,5,18-Sep-25,22-Sep-25,On Time,1039,4,6-Jul-25,5,3,Client B
ORD2374,Guwahati,North,Kerala,South,Payment,UCI Accounts,Process Payment,5,14-Oct-25,18-Oct-25,On Time,1450,4,4-Aug-25,5,3,Client F
ORD2495,Ahmedabad,East,Hyderabad,South,Payment,UCI Accounts,Process Payment,5,3-Oct-25,7-Oct-25,On Time,511,4,2-Aug-25,5,3,Client B
ORD0017,Vishakhapatnam,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,14-Sep-25,18-Sep-25,On Time,1243,4,30-Jun-25,5,3,Client D
ORD0026,Bhopal,South,Jaipur,North,Payment,UCI Accounts,Process Payment,5,26-Aug-25,30-Aug-25,On Time,1337,4,22-Jun-25,5,3,Client I
ORD0044,Jaipur,North,Haridwar,North,Payment,UCI Accounts,Process Payment,5,2-Oct-25,6-Oct-25,On Time,877,4,21-Jul-25,5,3,Client E
ORD0083,Ahmedabad,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,16-Aug-25,20-Aug-25,On Time,534,4,14-Jun-25,5,3,Client E
ORD0266,Ranchi,South,Lucknow,North,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,861,4,16-Jun-25,5,3,Client C
ORD0296,Jaipur,West,Patna,North,Payment,UCI Accounts,Process Payment,5,9-Oct-25,13-Oct-25,On Time,1486,4,24-Jul-25,5,3,Client B
ORD0313,Vishakhapatnam,South,Patna,North,Payment,UCI Accounts,Process Payment,5,2-Oct-25,6-Oct-25,On Time,1334,4,18-Jul-25,5,3,Client C
ORD0342,Kolkata,East,Patna,North,Payment,UCI Accounts,Process Payment,5,7-Aug-25,11-Aug-25,On Time,1419,4,6-Jun-25,5,3,Client I
ORD0351,Chennai,North,Haridwar,North,Payment,UCI Accounts,Process Payment,5,12-Nov-25,16-Nov-25,On Time,334,4,26-Aug-25,5,3,Client I
ORD0378,Chandigarh,East,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,12-Sep-25,16-Sep-25,On Time,478,4,25-Jun-25,5,3,Client H
ORD0428,Mumbai,West,Lucknow,North,Payment,UCI Accounts,Process Payment,5,12-Sep-25,16-Sep-25,On Time,1281,4,30-Jun-25,5,3,Client A
ORD0445,Mumbai,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,23-Aug-25,27-Aug-25,On Time,1187,4,4-Jul-25,5,3,Client H
ORD0503,Bangalore,South,Lucknow,North,Payment,UCI Accounts,Process Payment,5,21-Sep-25,25-Sep-25,On Time,1211,4,21-Jul-25,5,3,Client E
ORD0517,Vishakhapatnam,West,Lucknow,North,Payment,UCI Accounts,Process Payment,5,17-Aug-25,21-Aug-25,On Time,760,4,2-Jun-25,5,3,Client E
ORD0628,Ahmedabad,West,Jaipur,North,Payment,UCI Accounts,Process Payment,5,15-Oct-25,19-Oct-25,On Time,1371,4,13-Aug-25,5,3,Client F
ORD0648,Chennai,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,14-Sep-25,18-Sep-25,On Time,1000,4,25-Jun-25,5,3,Client A
ORD0657,Mumbai,North,Lucknow,North,Payment,UCI Accounts,Process Payment,5,21-Sep-25,25-Sep-25,On Time,587,4,15-Jul-25,5,3,Client F
ORD0727,Mumbai,West,Lucknow,North,Payment,UCI Accounts,Process Payment,5,9-Nov-25,13-Nov-25,On Time,1244,4,24-Aug-25,5,3,Client F
ORD0768,Mumbai,West,Jaipur,North,Payment,UCI Accounts,Process Payment,5,22-Sep-25,26-Sep-25,On Time,858,4,9-Jul-25,5,3,Client C
ORD0778,Bhopal,West,Lucknow,North,Payment,UCI Accounts,Process Payment,5,28-Aug-25,1-Sep-25,On Time,746,4,27-Jul-25,5,3,Client D
ORD0799,Bhopal,South,Jaipur,North,Payment,UCI Accounts,Process Payment,5,17-Sep-25,21-Sep-25,On Time,965,4,8-Jul-25,5,3,Client J
ORD0816,Delhi,East,Lucknow,North,Payment,UCI Accounts,Process Payment,5,14-Sep-25,18-Sep-25,On Time,460,4,4-Jul-25,5,3,Client A
ORD0980,Bhopal,West,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,26-Sep-25,30-Sep-25,On Time,629,4,8-Jul-25,5,3,Client I
ORD1019,Ranchi,West,Lucknow,North,Payment,UCI Accounts,Process Payment,5,8-Aug-25,12-Aug-25,On Time,979,4,1-Jun-25,5,3,Client C
ORD1069,Chandigarh,South,Jaipur,North,Payment,UCI Accounts,Process Payment,5,30-Aug-25,3-Sep-25,On Time,438,4,15-Jun-25,5,3,Client G
ORD1078,Delhi,North,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,25-Sep-25,29-Sep-25,On Time,500,4,25-Jul-25,5,3,Client I
ORD1092,Ranchi,East,Patna,North,Payment,UCI Accounts,Process Payment,5,14-Oct-25,18-Oct-25,On Time,1261,4,26-Jul-25,5,3,Client C
ORD1159,Jaipur,North,Lucknow,North,Payment,UCI Accounts,Process Payment,5,22-Aug-25,26-Aug-25,On Time,776,4,17-Jul-25,5,3,Client E
ORD1256,Surat,East,Patna,North,Payment,UCI Accounts,Process Payment,5,23-Oct-25,27-Oct-25,On Time,358,4,6-Aug-25,5,3,Client I
ORD1276,Ahmedabad,West,Patna,North,Payment,UCI Accounts,Process Payment,5,27-Oct-25,31-Oct-25,On Time,1277,4,24-Aug-25,5,3,Client F
ORD1284,Vishakhapatnam,West,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,623,4,3-Jul-25,5,3,Client D
ORD1291,Bhopal,West,Haridwar,North,Payment,UCI Accounts,Process Payment,5,17-Oct-25,21-Oct-25,On Time,1451,4,30-Jul-25,5,3,Client H
ORD1353,Mumbai,West,Lucknow,North,Payment,UCI Accounts,Process Payment,5,28-Aug-25,1-Sep-25,On Time,907,4,12-Jun-25,5,3,Client G
ORD1405,Chennai,North,Jaipur,North,Payment,UCI Accounts,Process Payment,5,23-Sep-25,27-Sep-25,On Time,1199,4,9-Jul-25,5,3,Client E
ORD1439,Guwahati,North,Lucknow,North,Payment,UCI Accounts,Process Payment,5,31-Jul-25,4-Aug-25,On Time,608,4,26-Jun-25,5,3,Client A
ORD1450,Kolkata,West,Jaipur,North,Payment,UCI Accounts,Process Payment,5,27-Sep-25,1-Oct-25,On Time,507,4,25-Aug-25,5,3,Client H
ORD1456,Chennai,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,1-Oct-25,5-Oct-25,On Time,576,4,18-Jul-25,5,3,Client J
ORD1528,Vishakhapatnam,East,Patna,North,Payment,UCI Accounts,Process Payment,5,19-Oct-25,23-Oct-25,On Time,694,4,7-Aug-25,5,3,Client F
ORD1551,Chennai,East,Jaipur,North,Payment,UCI Accounts,Process Payment,5,4-Oct-25,8-Oct-25,On Time,1313,4,24-Jul-25,5,3,Client D
ORD1585,Ranchi,North,Patna,North,Payment,UCI Accounts,Process Payment,5,21-Aug-25,25-Aug-25,On Time,647,4,9-Jun-25,5,3,Client H
ORD1593,Delhi,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,18-Sep-25,22-Sep-25,On Time,465,4,25-Jun-25,5,3,Client G
ORD1596,Nagpur,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,2-Sep-25,6-Sep-25,On Time,834,4,29-Jul-25,5,3,Client I
ORD1611,Ranchi,West,Jaipur,North,Payment,UCI Accounts,Process Payment,5,22-Oct-25,26-Oct-25,On Time,555,4,8-Aug-25,5,3,Client A
ORD1631,Chennai,South,Lucknow,North,Payment,UCI Accounts,Process Payment,5,11-Oct-25,15-Oct-25,On Time,878,4,29-Jul-25,5,3,Client H
ORD1685,Nagpur,East,Jaipur,North,Payment,UCI Accounts,Process Payment,5,26-Oct-25,30-Oct-25,On Time,1307,4,7-Aug-25,5,3,Client E
ORD1735,Ranchi,East,Jaipur,North,Payment,UCI Accounts,Process Payment,5,10-Sep-25,14-Sep-25,On Time,1378,4,27-Jun-25,5,3,Client E
ORD1771,Mumbai,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,8-Aug-25,12-Aug-25,On Time,602,4,8-Jun-25,5,3,Client G
ORD1774,Bhopal,West,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,1-Oct-25,5-Oct-25,On Time,1276,4,16-Jul-25,5,3,Client G
ORD1781,Bangalore,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,31-Aug-25,4-Sep-25,On Time,1158,4,24-Jun-25,5,3,Client J
ORD1789,Kolkata,South,Lucknow,North,Payment,UCI Accounts,Process Payment,5,19-Oct-25,23-Oct-25,On Time,920,4,10-Aug-25,5,3,Client C
ORD1818,Surat,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,17-Aug-25,21-Aug-25,On Time,796,4,11-Jun-25,5,3,Client B
ORD1823,Bhopal,South,Jaipur,North,Payment,UCI Accounts,Process Payment,5,5-Sep-25,9-Sep-25,On Time,592,4,17-Jun-25,5,3,Client I
ORD1825,Chandigarh,South,Lucknow,North,Payment,UCI Accounts,Process Payment,5,21-Aug-25,25-Aug-25,On Time,770,4,16-Jul-25,5,3,Client B
ORD1877,Ranchi,East,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,13-Sep-25,17-Sep-25,On Time,420,4,26-Jun-25,5,3,Client D
ORD1906,Delhi,East,Patna,North,Payment,UCI Accounts,Process Payment,5,11-Oct-25,15-Oct-25,On Time,982,4,29-Jul-25,5,3,Client I
ORD1979,Ranchi,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,7-Sep-25,11-Sep-25,On Time,1241,4,23-Jun-25,5,3,Client F
ORD1992,Ahmedabad,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,24-Aug-25,28-Aug-25,On Time,1381,4,20-Jun-25,5,3,Client B
ORD2005,Vishakhapatnam,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,6-Oct-25,10-Oct-25,On Time,1358,4,19-Jul-25,5,3,Client D
ORD2033,Ahmedabad,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,2-Oct-25,6-Oct-25,On Time,733,4,28-Aug-25,5,3,Client B
ORD2037,Ranchi,North,Patna,North,Payment,UCI Accounts,Process Payment,5,20-Sep-25,24-Sep-25,On Time,1465,4,9-Jul-25,5,3,Client B
ORD2066,Chandigarh,South,Lucknow,North,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,939,4,17-Jun-25,5,3,Client E
ORD2075,Vishakhapatnam,West,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,7-Oct-25,11-Oct-25,On Time,1221,4,7-Aug-25,5,3,Client A
ORD2090,Surat,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,19-Oct-25,23-Oct-25,On Time,738,4,9-Aug-25,5,3,Client E
ORD2098,Nagpur,North,Jaipur,North,Payment,UCI Accounts,Process Payment,5,15-Sep-25,19-Sep-25,On Time,815,4,12-Aug-25,5,3,Client J
ORD2215,Bhopal,North,Haridwar,North,Payment,UCI Accounts,Process Payment,5,19-Sep-25,23-Sep-25,On Time,1116,4,15-Jul-25,5,3,Client F
ORD2239,Guwahati,East,Haridwar,North,Payment,UCI Accounts,Process Payment,5,28-Jul-25,1-Aug-25,On Time,740,4,19-Jun-25,5,3,Client J
ORD2385,Bhopal,West,Haridwar,North,Payment,UCI Accounts,Process Payment,5,16-Sep-25,20-Sep-25,On Time,1223,4,5-Jul-25,5,3,Client G
ORD2389,Kolkata,East,Ghaziabad,North,Payment,UCI Accounts,Process Payment,5,29-Oct-25,2-Nov-25,On Time,726,4,25-Aug-25,5,3,Client D
ORD2420,Nagpur,West,Jaipur,North,Payment,UCI Accounts,Process Payment,5,25-Aug-25,29-Aug-25,On Time,355,4,10-Jun-25,5,3,Client H
ORD2442,Ranchi,West,Patna,North,Payment,UCI Accounts,Process Payment,5,24-Oct-25,28-Oct-25,On Time,1041,4,7-Aug-25,5,3,Client G
ORD2487,Chennai,South,Haridwar,North,Payment,UCI Accounts,Process Payment,5,15-Sep-25,19-Sep-25,On Time,1390,4,10-Jul-25,5,3,Client F
ORD0016,Chennai,North,Indore,West,Payment,UCI Accounts,Process Payment,5,15-Nov-25,19-Nov-25,On Time,1412,4,27-Aug-25,5,3,Client G
ORD0024,Chennai,East,Assam,West,Payment,UCI Accounts,Process Payment,5,2-Nov-25,6-Nov-25,On Time,655,4,15-Aug-25,5,3,Client J
ORD0036,Bhopal,South,Valsad,West,Payment,UCI Accounts,Process Payment,5,5-Oct-25,9-Oct-25,On Time,898,4,1-Aug-25,5,3,Client D
ORD0063,Ahmedabad,West,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,5-Aug-25,9-Aug-25,On Time,854,4,8-Jun-25,5,3,Client D
ORD0076,Jaipur,South,Pune,West,Payment,UCI Accounts,Process Payment,5,11-Oct-25,15-Oct-25,On Time,532,4,2-Aug-25,5,3,Client E
ORD0077,Surat,West,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,27-Jul-25,31-Jul-25,On Time,518,4,18-Jun-25,5,3,Client J
ORD0094,Kolkata,West,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,4-Oct-25,8-Oct-25,On Time,1257,4,23-Jul-25,5,3,Client A
ORD0117,Chandigarh,South,Indore,West,Payment,UCI Accounts,Process Payment,5,1-Aug-25,5-Aug-25,On Time,671,4,3-Jul-25,5,3,Client F
ORD0125,Mumbai,East,Pune,West,Payment,UCI Accounts,Process Payment,5,17-Sep-25,21-Sep-25,On Time,780,4,4-Jul-25,5,3,Client G
ORD0153,Kolkata,South,Assam,West,Payment,UCI Accounts,Process Payment,5,3-Oct-25,7-Oct-25,On Time,1101,4,22-Jul-25,5,3,Client F
ORD0160,Chandigarh,West,Valsad,West,Payment,UCI Accounts,Process Payment,5,25-Aug-25,29-Aug-25,On Time,1257,4,13-Jun-25,5,3,Client F
ORD0185,Delhi,West,Mirzapur,West,Payment,UCI Accounts,Process Payment,5,31-Oct-25,4-Nov-25,On Time,329,4,16-Aug-25,5,3,Client C
ORD0191,Jaipur,South,Valsad,West,Payment,UCI Accounts,Process Payment,5,16-Oct-25,20-Oct-25,On Time,623,4,1-Aug-25,5,3,Client H
ORD0196,Guwahati,North,Valsad,West,Payment,UCI Accounts,Process Payment,5,27-Oct-25,31-Oct-25,On Time,442,4,18-Aug-25,5,3,Client A
ORD0241,Nagpur,West,Indore,West,Payment,UCI Accounts,Process Payment,5,18-Aug-25,22-Aug-25,On Time,743,4,3-Jun-25,5,3,Client C
ORD0285,Nagpur,East,Valsad,West,Payment,UCI Accounts,Process Payment,5,8-Sep-25,12-Sep-25,On Time,670,4,24-Jun-25,5,3,Client B
ORD0323,Mumbai,South,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,9-Sep-25,13-Sep-25,On Time,326,4,27-Jun-25,5,3,Client A
ORD0326,Bangalore,West,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,1-Sep-25,5-Sep-25,On Time,672,4,30-Jun-25,5,3,Client A
ORD0338,Chennai,East,Valsad,West,Payment,UCI Accounts,Process Payment,5,18-Sep-25,22-Sep-25,On Time,360,4,14-Jul-25,5,3,Client G
ORD0476,Vishakhapatnam,North,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,20-Sep-25,24-Sep-25,On Time,1389,4,3-Jul-25,5,3,Client D
ORD0483,Chandigarh,North,Indore,West,Payment,UCI Accounts,Process Payment,5,4-Sep-25,8-Sep-25,On Time,574,4,19-Jun-25,5,3,Client J
ORD0490,Chennai,East,Assam,West,Payment,UCI Accounts,Process Payment,5,7-Nov-25,11-Nov-25,On Time,1173,4,19-Aug-25,5,3,Client E
ORD0538,Vishakhapatnam,East,Valsad,West,Payment,UCI Accounts,Process Payment,5,10-Sep-25,14-Sep-25,On Time,1291,4,24-Jun-25,5,3,Client J
ORD0573,Bhopal,East,Bhiwandi,West,Payment,UCI Accounts,Process Payment,5,23-Oct-25,27-Oct-25,On Time,612,4,8-Aug-25,5,3,Client F
