Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Responsible Person,Subprocess,Target Cycle Time,Sub Actual Start Date,Sub Actual End Date,Status Type,Quantity,Actual Cycle Time,Order Start Date,Process Sequence,Subprocess Sequence,Client Name,Assigned Responsible Person
ORD0235,Chandigarh,North,Bhiwandi,West,Procurement,Procurement,Quality Check,2,21-Apr-25,23-Apr-25,Delay,1206,2,1-Apr-25,2,6,Client A,Procurement Person 3
ORD0236,Vishakhapatnam,North,Lucknow,North,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,On Time,1183,2,1-Apr-25,2,6,Client F,Procurement Person 3
ORD0258,Bhopal,North,Raipur,East,Procurement,Procurement,Quality Check,2,29-Apr-25,1-May-25,On Time,385,2,1-Apr-25,2,6,Client A,Procurement Person 3
ORD0279,Chennai,East,Jaipur,North,Procurement,Procurement,Quality Check,2,26-Apr-25,28-Apr-25,Delay,1291,2,1-Apr-25,2,6,Client G,Procurement Person 3
ORD0297,Bangalore,North,Kerala,South,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,Delay,1446,2,1-Apr-25,2,6,Client C,Procurement Person 3
ORD0322,Mumbai,East,Indore,West,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,On Time,855,2,1-Apr-25,2,6,Client F,Procurement Person 3
ORD0328,Ahmedabad,East,Ghaziabad,North,Procurement,Procurement,Quality Check,2,26-Apr-25,28-Apr-25,Delay,1373,2,1-Apr-25,2,6,Client G,Procurement Person 3
ORD0345,Chandigarh,South,Ghaziabad,North,Procurement,Procurement,Quality Check,2,1-May-25,3-May-25,Delay,643,2,1-Apr-25,2,6,Client J,Procurement Person 3
ORD0352,Chennai,South,Pune,West,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,On Time,444,2,1-Apr-25,2,6,Client J,Procurement Person 3
ORD0353,Guwahati,East,Assam,West,Procurement,Procurement,Quality Check,2,29-Apr-25,1-May-25,Delay,1349,2,1-Apr-25,2,6,Client G,Procurement Person 3
ORD0355,Nagpur,North,Bangalore,South,Procurement,Procurement,Quality Check,2,1-May-25,3-May-25,On Time,497,2,1-Apr-25,2,6,Client A,Procurement Person 3
ORD0356,Chandigarh,North,Haridwar,North,Procurement,Procurement,Quality Check,2,25-Apr-25,27-Apr-25,On Time,452,2,1-Apr-25,2,6,Client C,Procurement Person 3
ORD0360,Surat,East,Haridwar,North,Procurement,Procurement,Quality Check,2,19-Apr-25,21-Apr-25,On Time,1424,2,1-Apr-25,2,6,Client J,Procurement Person 3
ORD0373,Bangalore,East,Patna,North,Procurement,Procurement,Quality Check,2,3-May-25,5-May-25,On Time,1440,2,1-Apr-25,2,6,Client D,Procurement Person 3
ORD0374,Ranchi,West,Chennai,South,Procurement,Procurement,Quality Check,2,1-May-25,3-May-25,On Time,1232,2,1-Apr-25,2,6,Client G,Procurement Person 3
ORD0378,Chandigarh,East,Ghaziabad,North,Procurement,Procurement,Quality Check,2,1-May-25,3-May-25,On Time,478,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0379,Chandigarh,West,Lucknow,North,Procurement,Procurement,Quality Check,2,24-Apr-25,26-Apr-25,Delay,1353,2,1-Apr-25,2,6,Client I,Procurement Person 3
ORD0385,Nagpur,West,Haridwar,North,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,On Time,1399,2,1-Apr-25,2,6,Client A,Procurement Person 3
ORD0414,Chandigarh,East,Jaipur,North,Procurement,Procurement,Quality Check,2,29-Apr-25,1-May-25,Delay,894,2,1-Apr-25,2,6,Client E,Procurement Person 3
ORD0417,Bangalore,South,Ghaziabad,North,Procurement,Procurement,Quality Check,2,22-Apr-25,24-Apr-25,On Time,1062,2,1-Apr-25,2,6,Client E,Procurement Person 3
ORD0418,Kolkata,East,Patna,North,Procurement,Procurement,Quality Check,2,3-May-25,5-May-25,Delay,522,2,1-Apr-25,2,6,Client A,Procurement Person 3
ORD0419,Chennai,East,Hyderabad,South,Procurement,Procurement,Quality Check,2,28-Apr-25,30-Apr-25,On Time,1359,2,1-Apr-25,2,6,Client E,Procurement Person 3
ORD0420,Nagpur,West,Mirzapur,West,Procurement,Procurement,Quality Check,2,4-May-25,6-May-25,Delay,723,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0421,Ahmedabad,West,Mirzapur,West,Procurement,Procurement,Quality Check,2,22-Apr-25,24-Apr-25,On Time,1088,2,1-Apr-25,2,6,Client I,Procurement Person 3
ORD0422,Chandigarh,East,Lucknow,North,Procurement,Procurement,Quality Check,2,29-Apr-25,1-May-25,On Time,560,2,1-Apr-25,2,6,Client F,Procurement Person 3
ORD0427,Nagpur,West,Pune,West,Procurement,Procurement,Quality Check,2,21-Apr-25,23-Apr-25,Delay,1483,2,1-Apr-25,2,6,Client B,Procurement Person 3
ORD0434,Mumbai,North,Hyderabad,South,Procurement,Procurement,Quality Check,2,3-May-25,5-May-25,On Time,634,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0437,Ranchi,West,Valsad,West,Procurement,Procurement,Quality Check,2,29-Apr-25,1-May-25,On Time,1387,2,1-Apr-25,2,6,Client B,Procurement Person 3
ORD0439,Kolkata,West,Raipur,East,Procurement,Procurement,Quality Check,2,24-Apr-25,26-Apr-25,On Time,453,2,1-Apr-25,2,6,Client C,Procurement Person 3
ORD0450,Vishakhapatnam,East,Pune,West,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,Delay,991,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0455,Ahmedabad,South,Lucknow,North,Procurement,Procurement,Quality Check,2,2-May-25,4-May-25,On Time,585,2,1-Apr-25,2,6,Client E,Procurement Person 3
ORD0459,Bangalore,North,Jaipur,North,Procurement,Procurement,Quality Check,2,22-Apr-25,24-Apr-25,On Time,516,2,1-Apr-25,2,6,Client D,Procurement Person 3
ORD0466,Mumbai,West,Kerala,South,Procurement,Procurement,Quality Check,2,28-Apr-25,30-Apr-25,Delay,1235,2,1-Apr-25,2,6,Client J,Procurement Person 3
ORD0467,Bhopal,West,Hyderabad,South,Procurement,Procurement,Quality Check,2,23-Apr-25,25-Apr-25,On Time,389,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0471,Vishakhapatnam,West,Valsad,West,Procurement,Procurement,Quality Check,2,22-Apr-25,24-Apr-25,Delay,1135,2,1-Apr-25,2,6,Client F,Procurement Person 3
ORD0477,Guwahati,West,Kerala,South,Procurement,Procurement,Quality Check,2,3-May-25,5-May-25,On Time,1172,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0483,Chandigarh,North,Indore,West,Procurement,Procurement,Quality Check,2,30-Apr-25,2-May-25,On Time,574,2,1-Apr-25,2,6,Client J,Procurement Person 3
ORD0484,Vishakhapatnam,South,Indore,West,Procurement,Procurement,Quality Check,2,27-Apr-25,29-Apr-25,On Time,465,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD0486,Mumbai,West,Chennai,South,Procurement,Procurement,Quality Check,2,29-Apr-25,1-May-25,On Time,949,2,1-Apr-25,2,6,Client D,Procurement Person 3
ORD0487,Chandigarh,North,Pune,West,Procurement,Procurement,Quality Check,2,25-Apr-25,27-Apr-25,Delay,306,2,1-Apr-25,2,6,Client B,Procurement Person 3
ORD0493,Nagpur,East,Indore,West,Procurement,Procurement,Quality Check,2,22-Apr-25,24-Apr-25,On Time,999,2,1-Apr-25,2,6,Client C,Procurement Person 3
ORD0496,Ranchi,South,Kolkata,East,Procurement,Procurement,Quality Check,2,19-Apr-25,21-Apr-25,On Time,589,2,1-Apr-25,2,6,Client G,Procurement Person 3
ORD0499,Nagpur,East,Raipur,East,Procurement,Procurement,Quality Check,2,28-Apr-25,30-Apr-25,Delay,395,2,1-Apr-25,2,6,Client H,Procurement Person 3
ORD1502,Chennai,North,Pune,West,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,736,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1503,Kolkata,North,Ghaziabad,North,Procurement,Procurement,Quality Check,2,25-Jul-25,27-Jul-25,On Time,1106,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1508,Ranchi,South,Patna,North,Procurement,Procurement,Quality Check,2,31-Jul-25,2-Aug-25,On Time,1138,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1509,Kolkata,South,Kerala,South,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,On Time,1280,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1520,Bhopal,North,Bangalore,South,Procurement,Procurement,Quality Check,2,30-Jul-25,1-Aug-25,Delay,444,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1524,Guwahati,North,Pune,West,Procurement,Procurement,Quality Check,2,1-Aug-25,3-Aug-25,On Time,812,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1528,Vishakhapatnam,East,Patna,North,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,On Time,694,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1534,Kolkata,North,Chennai,South,Procurement,Procurement,Quality Check,2,27-Jul-25,29-Jul-25,Delay,685,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1549,Guwahati,East,Bangalore,South,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,1470,2,1-Jul-25,2,6,Client D,Procurement Person 3
ORD1554,Nagpur,North,Mirzapur,West,Procurement,Procurement,Quality Check,2,1-Aug-25,3-Aug-25,On Time,560,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1555,Ahmedabad,North,Kerala,South,Procurement,Procurement,Quality Check,2,27-Jul-25,29-Jul-25,On Time,848,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1557,Jaipur,East,Patna,North,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,483,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1559,Surat,East,Bhiwandi,West,Procurement,Procurement,Quality Check,2,20-Jul-25,22-Jul-25,Delay,1288,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1563,Mumbai,South,Ghaziabad,North,Procurement,Procurement,Quality Check,2,24-Jul-25,26-Jul-25,Delay,645,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1565,Kolkata,East,Hyderabad,South,Procurement,Procurement,Quality Check,2,1-Aug-25,3-Aug-25,On Time,1422,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1573,Chennai,East,Lucknow,North,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,On Time,1328,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1577,Ranchi,East,Mirzapur,West,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,On Time,1109,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1582,Surat,West,Ghaziabad,North,Procurement,Procurement,Quality Check,2,20-Jul-25,22-Jul-25,On Time,978,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1593,Delhi,South,Haridwar,North,Procurement,Procurement,Quality Check,2,20-Jul-25,22-Jul-25,Delay,465,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1597,Bhopal,North,Kerala,South,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,On Time,1493,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1599,Surat,East,Lucknow,North,Procurement,Procurement,Quality Check,2,31-Jul-25,2-Aug-25,Delay,1197,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1608,Ahmedabad,East,Kolkata,East,Procurement,Procurement,Quality Check,2,28-Jul-25,30-Jul-25,Delay,980,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1615,Mumbai,West,Jaipur,North,Procurement,Procurement,Quality Check,2,3-Aug-25,5-Aug-25,On Time,907,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1634,Bhopal,West,Indore,West,Procurement,Procurement,Quality Check,2,28-Jul-25,30-Jul-25,On Time,1373,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1646,Kolkata,East,Kolkata,East,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,On Time,1267,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1649,Bhopal,North,Bhiwandi,West,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,613,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1656,Ranchi,North,Jaipur,North,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,Delay,1112,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1657,Chandigarh,South,Chennai,South,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,Delay,1475,2,1-Jul-25,2,6,Client D,Procurement Person 3
ORD1660,Jaipur,North,Lucknow,North,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,Delay,541,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1668,Guwahati,North,Ghaziabad,North,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,Delay,717,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1673,Guwahati,East,Hyderabad,South,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,On Time,891,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1675,Bhopal,South,Indore,West,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,627,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1692,Kolkata,West,Mirzapur,West,Procurement,Procurement,Quality Check,2,4-Aug-25,6-Aug-25,Delay,425,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1693,Guwahati,West,Ghaziabad,North,Procurement,Procurement,Quality Check,2,29-Jul-25,31-Jul-25,On Time,957,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1704,Bhopal,North,Kerala,South,Procurement,Procurement,Quality Check,2,29-Jul-25,31-Jul-25,Delay,1037,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1711,Bhopal,South,Jaipur,North,Procurement,Procurement,Quality Check,2,27-Jul-25,29-Jul-25,On Time,373,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1723,Jaipur,South,Bhiwandi,West,Procurement,Procurement,Quality Check,2,3-Aug-25,5-Aug-25,On Time,1062,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1724,Guwahati,West,Patna,North,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,On Time,1417,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1728,Bangalore,West,Ghaziabad,North,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,On Time,426,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1730,Delhi,East,Pune,West,Procurement,Procurement,Quality Check,2,29-Jul-25,31-Jul-25,On Time,906,2,1-Jul-25,2,6,Client D,Procurement Person 3
ORD1732,Ahmedabad,West,Haridwar,North,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,1448,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1738,Ranchi,North,Bhiwandi,West,Procurement,Procurement,Quality Check,2,25-Jul-25,27-Jul-25,On Time,916,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1746,Delhi,West,Raipur,East,Procurement,Procurement,Quality Check,2,31-Jul-25,2-Aug-25,On Time,1362,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1748,Chandigarh,East,Hyderabad,South,Procurement,Procurement,Quality Check,2,1-Aug-25,3-Aug-25,On Time,815,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1749,Jaipur,South,Ghaziabad,North,Procurement,Procurement,Quality Check,2,27-Jul-25,29-Jul-25,On Time,1275,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1752,Jaipur,East,Lucknow,North,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,On Time,642,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1763,Ahmedabad,West,Chennai,South,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,On Time,691,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1766,Jaipur,West,Hyderabad,South,Procurement,Procurement,Quality Check,2,3-Aug-25,5-Aug-25,On Time,564,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1770,Guwahati,South,Pune,West,Procurement,Procurement,Quality Check,2,24-Jul-25,26-Jul-25,On Time,622,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1776,Mumbai,East,Bhiwandi,West,Procurement,Procurement,Quality Check,2,28-Jul-25,30-Jul-25,On Time,690,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1781,Bangalore,South,Haridwar,North,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,1158,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1788,Bangalore,South,Kolkata,East,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,Delay,1292,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1790,Guwahati,East,Hyderabad,South,Procurement,Procurement,Quality Check,2,27-Jul-25,29-Jul-25,Delay,551,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1795,Ranchi,South,Patna,North,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,On Time,1083,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1807,Bangalore,South,Patna,North,Procurement,Procurement,Quality Check,2,31-Jul-25,2-Aug-25,On Time,889,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1809,Nagpur,South,Valsad,West,Procurement,Procurement,Quality Check,2,25-Jul-25,27-Jul-25,On Time,377,2,1-Jul-25,2,6,Client C,Procurement Person 3
ORD1812,Bhopal,West,Kerala,South,Procurement,Procurement,Quality Check,2,26-Jul-25,28-Jul-25,Delay,1415,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1822,Jaipur,East,Bhiwandi,West,Procurement,Procurement,Quality Check,2,31-Jul-25,2-Aug-25,On Time,942,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1823,Bhopal,South,Jaipur,North,Procurement,Procurement,Quality Check,2,30-Jul-25,1-Aug-25,On Time,592,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1830,Mumbai,East,Assam,West,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,1322,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1837,Ranchi,South,Chennai,South,Procurement,Procurement,Quality Check,2,29-Jul-25,31-Jul-25,On Time,852,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1839,Bangalore,South,Kerala,South,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,743,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1852,Ahmedabad,East,Kolkata,East,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,On Time,1478,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1854,Jaipur,North,Ghaziabad,North,Procurement,Procurement,Quality Check,2,30-Jul-25,1-Aug-25,On Time,363,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1858,Bhopal,South,Raipur,East,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,On Time,1086,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1859,Jaipur,North,Hyderabad,South,Procurement,Procurement,Quality Check,2,4-Aug-25,6-Aug-25,On Time,417,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1864,Guwahati,East,Bangalore,South,Procurement,Procurement,Quality Check,2,25-Jul-25,27-Jul-25,Delay,832,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1867,Ahmedabad,East,Patna,North,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,1014,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1892,Jaipur,East,Chennai,South,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,579,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1895,Surat,West,Indore,West,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,Delay,355,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1902,Surat,East,Kerala,South,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,Delay,1348,2,1-Jul-25,2,6,Client D,Procurement Person 3
ORD1905,Bhopal,South,Kolkata,East,Procurement,Procurement,Quality Check,2,26-Jul-25,28-Jul-25,Delay,982,2,1-Jul-25,2,6,Client G,Procurement Person 3
ORD1907,Ahmedabad,West,Pune,West,Procurement,Procurement,Quality Check,2,25-Jul-25,27-Jul-25,On Time,1246,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1908,Ranchi,East,Mirzapur,West,Procurement,Procurement,Quality Check,2,2-Aug-25,4-Aug-25,On Time,1199,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1915,Vishakhapatnam,North,Bhiwandi,West,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,773,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1916,Guwahati,North,Haridwar,North,Procurement,Procurement,Quality Check,2,19-Jul-25,21-Jul-25,On Time,331,2,1-Jul-25,2,6,Client F,Procurement Person 3
ORD1923,Nagpur,West,Lucknow,North,Procurement,Procurement,Quality Check,2,27-Jul-25,29-Jul-25,On Time,887,2,1-Jul-25,2,6,Client D,Procurement Person 3
ORD1930,Kolkata,South,Kerala,South,Procurement,Procurement,Quality Check,2,23-Jul-25,25-Jul-25,On Time,1282,2,1-Jul-25,2,6,Client A,Procurement Person 3
ORD1931,Mumbai,North,Kolkata,East,Procurement,Procurement,Quality Check,2,21-Jul-25,23-Jul-25,On Time,800,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1936,Nagpur,North,Bhiwandi,West,Procurement,Procurement,Quality Check,2,29-Jul-25,31-Jul-25,Delay,898,2,1-Jul-25,2,6,Client H,Procurement Person 3
ORD1956,Mumbai,East,Patna,North,Procurement,Procurement,Quality Check,2,20-Jul-25,22-Jul-25,On Time,1369,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1957,Bhopal,North,Lucknow,North,Procurement,Procurement,Quality Check,2,26-Jul-25,28-Jul-25,On Time,1049,2,1-Jul-25,2,6,Client J,Procurement Person 3
ORD1965,Nagpur,North,Hyderabad,South,Procurement,Procurement,Quality Check,2,31-Jul-25,2-Aug-25,Delay,920,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1988,Ranchi,East,Hyderabad,South,Procurement,Procurement,Quality Check,2,22-Jul-25,24-Jul-25,On Time,450,2,1-Jul-25,2,6,Client I,Procurement Person 3
ORD1989,Vishakhapatnam,West,Lucknow,North,Procurement,Procurement,Quality Check,2,19-Jul-25,21-Jul-25,On Time,1078,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD1992,Ahmedabad,South,Haridwar,North,Procurement,Procurement,Quality Check,2,30-Jul-25,1-Aug-25,On Time,1381,2,1-Jul-25,2,6,Client B,Procurement Person 3
ORD1994,Surat,North,Hyderabad,South,Procurement,Procurement,Quality Check,2,24-Jul-25,26-Jul-25,On Time,305,2,1-Jul-25,2,6,Client E,Procurement Person 3
ORD2009,Chennai,North,Mirzapur,West,Procurement,Procurement,Quality Check,2,26-Aug-25,28-Aug-25,On Time,1312,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2015,Nagpur,North,Hyderabad,South,Procurement,Procurement,Quality Check,2,30-Aug-25,1-Sep-25,On Time,859,2,1-Aug-25,2,6,Client A,Procurement Person 3
ORD2018,Nagpur,West,Haridwar,North,Procurement,Procurement,Quality Check,2,31-Aug-25,2-Sep-25,On Time,1000,2,1-Aug-25,2,6,Client G,Procurement Person 3
ORD2023,Delhi,North,Indore,West,Procurement,Procurement,Quality Check,2,25-Aug-25,27-Aug-25,Delay,583,2,1-Aug-25,2,6,Client D,Procurement Person 3
ORD2024,Surat,South,Chennai,South,Procurement,Procurement,Quality Check,2,22-Aug-25,24-Aug-25,Delay,343,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2026,Surat,West,Hyderabad,South,Procurement,Procurement,Quality Check,2,2-Sep-25,4-Sep-25,On Time,1341,2,1-Aug-25,2,6,Client G,Procurement Person 3
ORD2036,Ahmedabad,West,Hyderabad,South,Procurement,Procurement,Quality Check,2,28-Aug-25,30-Aug-25,On Time,957,2,1-Aug-25,2,6,Client F,Procurement Person 3
ORD2042,Nagpur,East,Patna,North,Procurement,Procurement,Quality Check,2,1-Sep-25,3-Sep-25,Delay,573,2,1-Aug-25,2,6,Client B,Procurement Person 3
ORD2043,Bangalore,East,Assam,West,Procurement,Procurement,Quality Check,2,26-Aug-25,28-Aug-25,On Time,671,2,1-Aug-25,2,6,Client B,Procurement Person 3
ORD2044,Kolkata,West,Kerala,South,Procurement,Procurement,Quality Check,2,24-Aug-25,26-Aug-25,On Time,1496,2,1-Aug-25,2,6,Client C,Procurement Person 3
ORD2048,Bhopal,East,Mirzapur,West,Procurement,Procurement,Quality Check,2,31-Aug-25,2-Sep-25,On Time,398,2,1-Aug-25,2,6,Client A,Procurement Person 3
ORD2051,Guwahati,West,Chennai,South,Procurement,Procurement,Quality Check,2,24-Aug-25,26-Aug-25,Delay,404,2,1-Aug-25,2,6,Client J,Procurement Person 3
ORD2054,Mumbai,West,Kolkata,East,Procurement,Procurement,Quality Check,2,2-Sep-25,4-Sep-25,On Time,663,2,1-Aug-25,2,6,Client F,Procurement Person 3
ORD2060,Bangalore,West,Chennai,South,Procurement,Procurement,Quality Check,2,29-Aug-25,31-Aug-25,Delay,695,2,1-Aug-25,2,6,Client I,Procurement Person 3
ORD2065,Nagpur,West,Mirzapur,West,Procurement,Procurement,Quality Check,2,19-Aug-25,21-Aug-25,On Time,1186,2,1-Aug-25,2,6,Client F,Procurement Person 3
ORD2066,Chandigarh,South,Lucknow,North,Procurement,Procurement,Quality Check,2,2-Sep-25,4-Sep-25,On Time,939,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2076,Bhopal,West,Indore,West,Procurement,Procurement,Quality Check,2,28-Aug-25,30-Aug-25,On Time,603,2,1-Aug-25,2,6,Client H,Procurement Person 3
ORD2089,Ahmedabad,West,Ghaziabad,North,Procurement,Procurement,Quality Check,2,23-Aug-25,25-Aug-25,Delay,1349,2,1-Aug-25,2,6,Client I,Procurement Person 3
ORD2091,Chandigarh,North,Haridwar,North,Procurement,Procurement,Quality Check,2,23-Aug-25,25-Aug-25,On Time,1303,2,1-Aug-25,2,6,Client D,Procurement Person 3
ORD2094,Chandigarh,North,Pune,West,Procurement,Procurement,Quality Check,2,24-Aug-25,26-Aug-25,Delay,779,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2096,Chandigarh,West,Mirzapur,West,Procurement,Procurement,Quality Check,2,28-Aug-25,30-Aug-25,On Time,1072,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2102,Nagpur,West,Chennai,South,Procurement,Procurement,Quality Check,2,1-Sep-25,3-Sep-25,Delay,1313,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2103,Chennai,East,Kolkata,East,Procurement,Procurement,Quality Check,2,25-Aug-25,27-Aug-25,Delay,809,2,1-Aug-25,2,6,Client E,Procurement Person 3
ORD2104,Bangalore,West,Kerala,South,Procurement,Procurement,Quality Check,2,29-Aug-25,31-Aug-25,On Time,1265,2,1-Aug-25,2,6,Client C,Procurement Person 3
ORD2124,Guwahati,East,Bangalore,South,Procurement,Procurement,Quality Check,2,27-Aug-25,29-Aug-25,On Time,935,2,1-Aug-25,2,6,Client I,Procurement Person 3
