Dates,Final downtime,final running hours,Target Production,Cavity count,Mold id,Device,Cycle Time,MU,Rejection,Actual PRD,Performance,Availability,Quality,OEE
07-06-2024,3,21,5815,2,Frame 8m,Machine 4,26,21,0,4826,82.98677249,87.5,100,72.61342593
05-06-2024,0,24,6646,2,Frame 8m,Machine 4,26,24,2,5874,88.38194444,100,99.96595165,88.35185185
04-06-2024,3,21,5815,2,Frame 8m,Machine 4,26,21,12,5188,89.21164021,87.5,99.76869699,77.87962963
03-06-2024,2,22,6092,2,Frame 8m,Machine 4,26,22,12,5470,89.78535354,91.66666667,99.78062157,82.12268519
01-06-2024,6,18,4985,2,Frame 8m,Machine 4,26,18,0,4538,91.04012346,75,100,68.28009259
31-05-2024,0,24,6646,2,Frame 8m,Machine 4,26,24,4,6146,92.47453704,100,99.93491702,92.41435185
11-09-2024,23,1,277,2,Frame 4 Module,Machine 1,26,1,0,0,0,4.166666667,0,0
10-09-2024,10,14,3877,2,Frame 4 Module,Machine 1,26,14,0,3922,101.1626984,58.33333333,100,59.01157407
09-09-2024,2,22,6092,2,Frame 4 Module,Machine 1,26,22,2,6202,101.8005051,91.66666667,99.96775234,93.28703704
03-09-2024,2,22,6092,2,Frame 4 Module,Machine 1,26,22,14,6520,107.020202,91.66666667,99.78527607,97.8912037
02-09-2024,4,20,7024,2,Frame 3 Module,Machine 1,20.5,20,8,6606,94.04375,83.33333333,99.87889797,78.27488426
31-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7640,90.63657407,100,100,90.63657407
30-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7920,93.95833333,100,100,93.95833333
29-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7922,93.98206019,100,100,93.98206019
24-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7750,91.94155093,100,100,91.94155093
23-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7888,93.5787037,100,100,93.5787037
17-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,1,7788,92.39236111,100,99.98715973,92.38049769
16-08-2024,2,22,7727,2,Frame 3 Module,Machine 1,20.5,22,2,3282,42.47537879,91.66666667,99.93906155,38.91203704
14-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,3980,47.21643519,100,100,47.21643519
13-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,4,7944,94.24305556,100,99.94964753,94.19560185
12-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,9,7838,92.98553241,100,99.88517479,92.87876157
10-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7852,93.15162037,100,100,93.15162037
09-08-2024,0,24,8429,2,Frame 3 Module,Machine 1,20.5,24,0,7938,94.171875,100,100,94.171875
03-08-2024,8,16,4608,2,Drum,Machine 1,25,16,118,7488,162.5,66.66666667,98.4241453,106.6261574
02-08-2024,2,22,6336,2,Drum,Machine 1,25,22,99,5794,91.44570707,91.66666667,98.29133586,82.39293981
01-08-2024,13,11,3168,2,Drum,Machine 1,25,11,20,2548,80.42929293,45.83333333,99.21507064,36.57407407
17-07-2024,10,14,3692,2,Plate 4 module,Machine 1,27.3,14,15,846,22.9125,58.33333333,98.22695035,13.12864583
16-07-2024,2,22,5802,2,Plate 4 module,Machine 1,27.3,22,9,1334,22.99128788,91.66666667,99.32533733,20.93315972
15-07-2024,3,21,5538,2,Plate 4 module,Machine 1,27.3,21,27,1304,23.54444444,87.5,97.92944785,20.17482639
13-07-2024,2,22,5802,2,Plate 4 module,Machine 1,27.3,22,8,1389,23.93920455,91.66666667,99.42404608,21.81788194
12-07-2024,0,24,6330,2,Plate 4 module,Machine 1,27.3,24,11,1500,23.69791667,100,99.26666667,23.52413194
11-07-2024,2,22,5802,2,Plate 4 module,Machine 1,27.3,22,36,1042,17.95871212,91.66666667,96.54510557,15.89340278
10-07-2024,7,17,4484,2,Plate 4 module,Machine 1,27.3,17,36,1042,23.24068627,70.83333333,96.54510557,15.89340278
09-07-2024,20,4,1055,2,Plate 4 module,Machine 1,27.3,4,14,157,14.88229167,16.66666667,91.08280255,2.259201389
08-07-2024,23,1,264,2,Plate 4 module,Machine 1,27.3,1,0,0,0,4.166666667,0,0
06-07-2024,23,1,264,2,Plate 4 module,Machine 1,27.3,1,0,0,0,4.166666667,0,0
04-07-2024,9,15,3956,2,Plate 4 module,Machine 1,27.3,15,21,3989,100.8330556,62.5,99.47355227,62.68888889
02-07-2024,3,21,5538,2,Plate 4 module,Machine 1,27.3,21,77,5304,95.76666667,87.5,98.54826546,82.57934028
01-07-2024,13,11,2901,2,Plate 4 module,Machine 1,27.3,11,29,3240,111.6818182,45.83333333,99.10493827,50.72934028
30-06-2024,23,1,264,2,Plate 4 module,Machine 1,27.3,1,0,0,0,4.166666667,0,0
27-06-2024,4,20,5275,2,Plate 4 module,Machine 1,27.3,20,16,5319,100.839375,83.33333333,99.69919158,83.78003472
25-06-2024,2,22,5802,2,Plate 4 module,Machine 1,27.3,22,47,6070,104.6155303,91.66666667,99.22570016,95.15503472
24-06-2024,4,20,5275,2,Plate 4 module,Machine 1,27.3,20,68,5812,110.1858333,83.33333333,98.83000688,90.74722222
19-06-2024,2,22,5802,2,Plate 4 module,Machine 1,27.3,22,39,6194,106.7526515,91.66666667,99.37035841,97.24045139
18-06-2024,2,22,5802,2,Plate 4 module,Machine 1,27.3,22,61,6146,105.9253788,91.66666667,99.00748454,96.13454861
08-06-2024,2,22,6092,2,Frame 4 Module,Machine 1,26,22,0,6296,103.3434343,91.66666667,100,94.73148148
07-06-2024,4,20,5538,2,Frame 4 Module,Machine 1,26,20,28,5526,99.775,83.33333333,99.49330438,82.72453704
05-06-2024,14,10,2769,2,Frame 4 Module,Machine 1,26,10,20,2544,91.86666667,41.66666667,99.21383648,37.97685185
04-06-2024,23,1,277,2,Frame 4 Module,Machine 1,26,1,0,0,0,4.166666667,0,0
03-06-2024,19,5,1385,2,Frame 4 Module,Machine 1,26,5,7,1200,86.66666667,20.83333333,99.41666667,17.95023148
01-06-2024,6,18,4985,2,Frame 4 Module,Machine 1,26,18,0,5200,104.3209877,75,100,78.24074074
24-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,1,2003,104.3229167,100,99.95007489,104.2708333
23-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,6,2020,105.2083333,100,99.7029703,104.8958333
22-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,3,2039,106.1979167,100,99.85286905,106.0416667
21-08-2024,1,23,1840,1,R29061354-LJ,Machine 6,45,23,26,1944,105.6521739,95.83333333,98.66255144,99.89583333
20-08-2024,1,23,1840,1,R29061354-LJ,Machine 6,45,23,8,1943,105.5978261,95.83333333,99.58826557,100.78125
17-08-2024,1,23,1840,1,R29061354-LJ,Machine 6,45,23,6,1875,101.9021739,95.83333333,99.68,97.34375
16-08-2024,2,22,1760,1,R29061354-LJ,Machine 6,45,22,4,830,47.15909091,91.66666667,99.51807229,43.02083333
14-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,2,986,51.35416667,100,99.79716024,51.25
13-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,6,1993,103.8020833,100,99.69894631,103.4895833
12-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,9,1460,76.04166667,100,99.38356164,75.57291667
11-08-2024,2,22,1760,1,R29061354-LJ,Machine 6,45,22,15,1766,100.3409091,91.66666667,99.15062288,91.19791667
10-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,3,1981,103.1770833,100,99.84856133,103.0208333
09-08-2024,11,13,1040,1,R29061354-LJ,Machine 6,45,13,8,1105,106.25,54.16666667,99.2760181,57.13541667
08-08-2024,0,24,1920,1,R29061354-LJ,Machine 6,45,24,11,1929,100.46875,100,99.42975635,99.89583333
30-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,3,2002,104.2708333,100,99.85014985,104.1145833
29-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,2,2047,106.6145833,100,99.90229604,106.5104167
28-10-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,24,1919,109.0340909,91.66666667,98.74934862,98.69791667
27-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,5,2019,105.15625,100,99.75235265,104.8958333
26-10-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,14,1817,103.2386364,91.66666667,99.22949917,93.90625
25-10-2024,7,17,1360,1,Ac lower cover,Machine 6,45,17,15,1443,106.1029412,70.83333333,98.96049896,74.375
24-10-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,7,1999,108.6413043,95.83333333,99.64982491,103.75
23-10-2024,9,15,1200,1,Ac lower cover,Machine 6,45,15,17,1960,163.3333333,62.5,99.13265306,101.1979167
22-10-2024,6,18,1440,1,Ac lower cover,Machine 6,45,18,11,2051,142.4305556,75,99.46367626,106.25
20-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,2047,106.6145833,100,99.95114802,106.5625
19-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,2041,106.3020833,100,99.95100441,106.25
18-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,2,2010,104.6875,100,99.90049751,104.5833333
17-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,14,2018,105.1041667,100,99.30624381,104.375
16-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,2026,105.5208333,100,99.95064166,105.46875
15-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,0,2019,105.15625,100,100,105.15625
14-10-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,5,1916,104.1304348,95.83333333,99.73903967,99.53125
11-10-2024,9,15,1200,1,Ac lower cover,Machine 6,45,15,2,1272,106,62.5,99.8427673,66.14583333
10-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,4,2008,104.5833333,100,99.80079681,104.375
09-10-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,0,1975,112.2159091,91.66666667,100,102.8645833
08-10-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,2015,104.9479167,100,99.95037221,104.8958333
07-10-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,37,1828,108.8095238,87.5,97.97592998,93.28125
06-10-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,5,1932,109.7727273,91.66666667,99.74120083,100.3645833
05-10-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,12,2057,111.7934783,95.83333333,99.41662615,106.5104167
04-10-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,40,1986,112.8409091,91.66666667,97.98590131,101.3541667
03-10-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,10,2056,111.7391304,95.83333333,99.51361868,106.5625
01-10-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,16,1906,113.452381,87.5,99.16054565,98.4375
30-09-2024,4,20,1600,1,Ac lower cover,Machine 6,45,20,12,2686,167.875,83.33333333,99.55323902,139.2708333
28-09-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,7,1952,110.9090909,91.66666667,99.64139344,101.3020833
27-09-2024,7,17,1360,1,Ac lower cover,Machine 6,45,17,5,1536,112.9411765,70.83333333,99.67447917,79.73958333
26-09-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,5,1992,113.1818182,91.66666667,99.74899598,103.4895833
25-09-2024,4,20,1600,1,Ac lower cover,Machine 6,45,20,3,689,43.0625,83.33333333,99.56458636,35.72916667
24-09-2024,14,10,800,1,Ac lower cover,Machine 6,45,10,23,866,108.25,41.66666667,97.34411085,43.90625
21-09-2024,20,4,320,1,Ac lower cover,Machine 6,45,4,2,405,126.5625,16.66666667,99.50617284,20.98958333
20-09-2024,12,12,960,1,Ac lower cover,Machine 6,45,12,2,956,99.58333333,50,99.79079498,49.6875
17-09-2024,10,14,1120,1,Ac lower cover,Machine 6,45,14,14,1070,95.53571429,58.33333333,98.69158879,55
16-09-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,4,1618,96.30952381,87.5,99.75278121,84.0625
15-09-2024,12,12,960,1,Ac lower cover,Machine 6,45,12,1,981,102.1875,50,99.8980632,51.04166667
14-09-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,15,1963,102.2395833,100,99.23586347,101.4583333
13-09-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,10,1709,101.7261905,87.5,99.41486249,88.48958333
12-09-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,1982,103.2291667,100,99.94954591,103.1770833
11-09-2024,8,16,1280,1,Ac lower cover,Machine 6,45,16,23,1347,105.234375,66.66666667,98.29250186,68.95833333
10-09-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,18,1908,103.6956522,95.83333333,99.05660377,98.4375
09-09-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,9,1742,103.6904762,87.5,99.48335247,90.26041667
06-09-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,13,1992,103.75,100,99.34738956,103.0729167
05-09-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,19,1997,104.0104167,100,99.04857286,103.0208333
04-09-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,14,1816,108.0952381,87.5,99.22907489,93.85416667
03-09-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,13,1989,108.0978261,95.83333333,99.34640523,102.9166667
02-09-2024,3,21,1680,1,Ac lower cover,Machine 6,45,21,23,1772,105.4761905,87.5,98.7020316,91.09375
31-08-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,1,1971,107.1195652,95.83333333,99.94926433,102.6041667
30-08-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,2002,104.2708333,100,99.95004995,104.21875
29-08-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,16,2032,105.8333333,100,99.21259843,105
28-08-2024,4,20,1600,1,Ac lower cover,Machine 6,45,20,28,1612,100.75,83.33333333,98.2630273,82.5
21-06-2024,23,1,80,1,Ac lower cover,Machine 6,45,1,6,76,95,4.166666667,92.10526316,3.645833333
20-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,8,1959,102.03125,100,99.59162838,101.6145833
19-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,1,1971,102.65625,100,99.94926433,102.6041667
18-06-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,3,1881,102.2282609,95.83333333,99.84051037,97.8125
17-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,4,1944,101.25,100,99.79423868,101.0416667
12-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,9,1944,101.25,100,99.53703704,100.78125
11-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,9,1940,101.0416667,100,99.53608247,100.5729167
10-06-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,60,1703,96.76136364,91.66666667,96.47680564,85.57291667
08-06-2024,1,23,1840,1,Ac lower cover,Machine 6,45,23,8,1881,102.2282609,95.83333333,99.57469431,97.55208333
07-06-2024,4,20,1600,1,Ac lower cover,Machine 6,45,20,9,1591,99.4375,83.33333333,99.43431804,82.39583333
06-06-2024,2,22,1760,1,Ac lower cover,Machine 6,45,22,22,1733,98.46590909,91.66666667,98.7305251,89.11458333
05-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,21,1904,99.16666667,100,98.89705882,98.07291667
04-06-2024,4,20,1600,1,Ac lower cover,Machine 6,45,20,22,1578,98.625,83.33333333,98.60583016,81.04166667
03-06-2024,4,20,1600,1,Ac lower cover,Machine 6,45,20,15,1566,97.875,83.33333333,99.04214559,80.78125
01-06-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,14,1945,101.3020833,100,99.28020566,100.5729167
31-05-2024,0,24,1920,1,Ac lower cover,Machine 6,45,24,3,1971,102.65625,100,99.847793,102.5
01-08-2024,19,5,1080,3,LOWERCOVERSHELL,Machine 3,50,5,90,924,85.55555556,20.83333333,90.25974026,16.08796296
27-10-2024,23,1,216,3,Iccharging,Machine 2,50,1,0,0,0,4.166666667,0,0
26-10-2024,5,19,4104,3,Iccharging,Machine 2,50,19,45,2810,68.46978558,79.16666667,98.39857651,53.33719136
25-10-2024,4,20,4320,3,Iccharging,Machine 2,50,20,50,3160,73.14814815,83.33333333,98.41772152,59.99228395
24-10-2024,6,18,3888,3,Iccharging,Machine 2,50,18,58,2818,72.47942387,75,97.9418027,53.24074074
23-10-2024,5,19,4104,3,Iccharging,Machine 2,50,19,49,2946,71.78362573,79.16666667,98.33672777,55.88348765
22-10-2024,9,15,3240,3,Iccharging,Machine 2,50,15,48,3004,92.71604938,62.5,98.40213049,57.02160494
21-10-2024,17,7,1512,3,Iccharging,Machine 2,50,7,20,2422,160.1851852,29.16666667,99.17423617,46.33487654
19-10-2024,4,20,4320,3,Iccharging,Machine 2,50,20,55,3210,74.30555556,83.33333333,98.28660436,60.86033951
18-10-2024,6,18,3888,3,Iccharging,Machine 2,50,18,31,3006,77.31481481,75,98.96872921,57.38811728
17-10-2024,4,20,4320,3,Iccharging,Machine 2,50,20,51,3250,75.23148148,83.33333333,98.43076923,61.70910494
16-10-2024,4,20,4320,3,Iccharging,Machine 2,50,20,50,3243,75.06944444,83.33333333,98.4582177,61.5933642
15-10-2024,10,14,3024,3,Iccharging,Machine 2,50,14,47,2256,74.6031746,58.33333333,97.91666667,42.61188272
14-10-2024,17,7,1512,3,Iccharging,Machine 2,50,7,40,886,58.5978836,29.16666667,95.48532731,16.31944444
11-10-2024,13,11,2376,3,Iccharging,Machine 2,50,11,18,1798,75.67340067,45.83333333,98.99888765,34.33641975
10-10-2024,5,19,4104,3,Iccharging,Machine 2,50,19,47,3102,75.58479532,79.16666667,98.48484848,58.93132716
09-10-2024,5,19,4104,3,Iccharging,Machine 2,50,19,27,3378,82.30994152,79.16666667,99.20071048,64.6412037
08-10-2024,14,10,2160,3,Iccharging,Machine 2,50,10,20,1666,77.12962963,41.66666667,98.79951981,31.75154321
05-10-2024,11,13,2808,3,Iccharging,Machine 2,50,13,30,1724,61.3960114,54.16666667,98.25986079,32.67746914
04-10-2024,3,21,4536,3,Iccharging,Machine 2,50,21,39,3228,71.16402116,87.5,98.79182156,61.5162037
03-10-2024,6,18,3888,3,Iccharging,Machine 2,50,18,59,2658,68.36419753,75,97.78028593,50.13503086
28-09-2024,12,12,2592,3,Iccharging,Machine 2,50,12,84,4058,156.558642,50,97.93001479,76.65895062
27-09-2024,10,14,3024,3,Iccharging,Machine 2,50,14,107,3861,127.6785714,58.33333333,97.22869723,72.41512346
26-09-2024,23,1,216,3,Iccharging,Machine 2,50,1,0,0,0,4.166666667,0,0
20-09-2024,20,4,864,3,Iccharging,Machine 2,50,4,50,783,90.625,16.66666667,93.61430396,14.13966049
19-09-2024,13,11,2376,3,Iccharging,Machine 2,50,11,51,2764,116.3299663,45.83333333,98.15484805,52.33410494
16-09-2024,12,12,2592,3,Iccharging,Machine 2,50,12,10,2316,89.35185185,50,99.56822107,44.48302469
15-09-2024,7,17,3672,3,Iccharging,Machine 2,50,17,21,3874,105.5010893,70.83333333,99.45792463,74.32484568
14-09-2024,12,12,2592,3,Iccharging,Machine 2,50,12,10,2849,109.9151235,50,99.64899965,54.76466049
13-09-2024,9,15,3240,3,Iccharging,Machine 2,50,15,67,3835,118.3641975,62.5,98.25293351,72.68518519
28-09-2024,13,11,1451,1,Plate 4 module,Machine 5,27.3,11,10,623,42.94924242,45.83333333,98.39486356,19.36909722
27-09-2024,14,10,1319,1,Plate 4 module,Machine 5,27.3,10,8,681,51.6425,41.66666667,98.82525698,21.26493056
26-09-2024,13,11,1451,1,Plate 4 module,Machine 5,27.3,11,15,703,48.46439394,45.83333333,97.86628734,21.73888889
24-09-2024,13,11,1451,1,Plate 4 module,Machine 5,27.3,11,9,704,48.53333333,45.83333333,98.72159091,21.96006944
23-09-2024,4,20,2637,1,Plate 4 module,Machine 5,27.3,20,40,1242,47.0925,83.33333333,96.77938808,37.97986111
21-09-2024,6,18,2374,1,Plate 4 module,Machine 5,27.3,18,14,1084,45.66851852,75,98.70848708,33.80902778
20-09-2024,4,20,2637,1,Plate 4 module,Machine 5,27.3,20,20,1206,45.7275,83.33333333,98.34162521,37.47430556
19-09-2024,5,19,2505,1,Plate 4 module,Machine 5,27.3,19,26,659,26.30219298,79.16666667,96.05462822,20.00104167
18-09-2024,15,9,1187,1,Plate 4 module,Machine 5,27.3,9,5,730,61.50925926,37.5,99.31506849,22.90798611
17-09-2024,17,7,923,1,Plate 4 module,Machine 5,27.3,7,23,792,85.8,29.16666667,97.0959596,24.29826389
16-09-2024,20,4,527,1,Plate 4 module,Machine 5,27.3,4,19,671,127.2104167,16.66666667,97.16840537,20.60138889
15-09-2024,18,6,791,1,Plate 4 module,Machine 5,27.3,6,17,562,71.03055556,25,96.97508897,17.22048611
14-09-2024,15,9,1187,1,Plate 4 module,Machine 5,27.3,9,37,600,50.55555556,37.5,93.83333333,17.78923611
10-09-2024,16,8,1055,1,Plate 4 module,Machine 5,27.3,8,10,616,58.39166667,33.33333333,98.37662338,19.14791667
09-09-2024,15,9,1187,1,Plate 4 module,Machine 5,27.3,9,8,553,46.59537037,37.5,98.55334539,17.22048611
06-09-2024,13,11,1451,1,Plate 4 module,Machine 5,27.3,11,16,713,49.15378788,45.83333333,97.75596073,22.02326389
05-09-2024,13,11,1451,1,Plate 4 module,Machine 5,27.3,11,17,726,50.05,45.83333333,97.6584022,22.40243056
04-09-2024,14,10,1319,1,Plate 4 module,Machine 5,27.3,10,23,665,50.42916667,41.66666667,96.54135338,20.28541667
30-08-2024,23,1,132,1,Plate 4 module,Machine 5,27.3,1,0,0,0,4.166666667,0,0
29-08-2024,23,1,132,1,Plate 4 module,Machine 5,27.3,1,0,0,0,4.166666667,0,0
28-08-2024,22,2,264,1,Plate 4 module,Machine 5,27.3,2,0,0,0,8.333333333,0,0
13-08-2024,22,2,264,1,Plate 4 module,Machine 5,27.3,2,0,0,0,8.333333333,0,0
20-09-2024,18,6,2400,4,Icearbud,Machine 4,36,6,30,1630,67.91666667,25,98.1595092,16.66666667
17-09-2024,12,12,4800,4,Icearbud,Machine 4,36,12,24,4764,99.25,50,99.49622166,49.375
16-09-2024,6,18,7200,4,Icearbud,Machine 4,36,18,34,7816,108.5555556,75,99.56499488,81.0625
15-09-2024,13,11,4400,4,Icearbud,Machine 4,36,11,4,4696,106.7272727,45.83333333,99.91482112,48.875
14-09-2024,2,22,8800,4,Icearbud,Machine 4,36,22,7,7751,88.07954545,91.66666667,99.90968907,80.66666667
13-09-2024,2,22,8800,4,Icearbud,Machine 4,36,22,15,8316,94.5,91.66666667,99.81962482,86.46875
12-09-2024,2,22,8800,4,Icearbud,Machine 4,36,22,20,8384,95.27272727,91.66666667,99.76145038,87.125
11-09-2024,3,21,10648,4,Plate 8 module,Machine 4,28.4,21,31,8032,75.43280423,87.5,99.61404382,65.74895833
10-09-2024,2,22,11155,4,Plate 8 module,Machine 4,28.4,22,14,10500,94.12878788,91.66666667,99.86666667,86.16967593
09-09-2024,4,20,10141,4,Plate 8 module,Machine 4,28.4,20,22,9346,92.16194444,83.33333333,99.76460518,76.62083333
06-09-2024,7,17,8620,4,Plate 8 module,Machine 4,28.4,17,0,7858,91.1630719,70.83333333,100,64.57384259
05-09-2024,3,21,10648,4,Plate 8 module,Machine 4,28.4,21,34,9410,88.37433862,87.5,99.63868225,77.04814815
04-09-2024,3,21,10648,4,Plate 8 module,Machine 4,28.4,21,26,9134,85.78227513,87.5,99.71534924,74.84583333
03-09-2024,12,12,6085,4,Plate 8 module,Machine 4,28.4,12,76,5124,84.21388889,50,98.51678376,41.48240741
31-08-2024,23,1,507,4,Plate 8 module,Machine 4,28.4,1,0,0,0,4.166666667,0,0
08-08-2024,3,21,14751,4,Frame 3 Module,Machine 1,20.5,21,20,6874,46.59953704,87.5,99.70904859,40.65596065
05-08-2024,22,2,1152,4,Drum,Machine 1,25,2,0,0,0,8.333333333,0,0
12-06-2024,8,16,1047,1,Radio Front COV,Machine 1,55,16,26,995,95.00868056,66.66666667,97.38693467,61.68402778
11-06-2024,8,16,1047,1,Radio Front COV,Machine 1,55,16,47,1022,97.58680556,66.66666667,95.40117417,62.06597222
10-06-2024,16,8,524,1,Radio Front COV,Machine 1,55,8,27,473,90.32986111,33.33333333,94.29175476,28.3912037
21-10-2024,23,1,264,2,Plate 4 module,Machine 3,27.3,1,0,0,0,4.166666667,0,0
09-10-2024,23,1,264,2,Plate 4 module,Machine 3,27.3,1,0,0,0,4.166666667,0,0
14-07-2024,23,1,343,2,Plate 3 module,Machine 3,21,1,0,0,0,4.166666667,0,0
12-07-2024,23,1,343,2,Plate 3 module,Machine 3,21,1,0,0,0,4.166666667,0,0
11-07-2024,23,1,343,2,Plate 3 module,Machine 3,21,1,0,0,0,4.166666667,0,0
07-07-2024,23,1,343,2,Plate 3 module,Machine 3,21,1,0,0,0,4.166666667,0,0
06-10-2024,23,1,216,3,Iccharging,Machine 2,50,1,0,0,0,4.166666667,0,0
21-09-2024,23,1,216,3,Iccharging,Machine 2,50,1,0,0,0,4.166666667,0,0
11-08-2024,23,1,277,2,Frame 6 Module,Machine 2,26,1,0,0,0,4.166666667,0,0
04-08-2024,23,1,277,2,Frame 6 Module,Machine 2,26,1,0,0,0,4.166666667,0,0
14-07-2024,23,1,351,2,Frame 3 Module,Machine 2,20.5,1,0,0,0,4.166666667,0,0
13-07-2024,23,1,351,2,Frame 3 Module,Machine 2,20.5,1,0,0,0,4.166666667,0,0
07-07-2024,23,1,351,2,Frame 3 Module,Machine 2,20.5,1,0,0,0,4.166666667,0,0
30-06-2024,23,1,351,2,Frame 3 Module,Machine 2,20.5,1,0,0,0,4.166666667,0,0
06-10-2024,23,1,343,2,Plate 3 module,Machine 5,21,1,0,0,0,4.166666667,0,0
02-09-2024,23,1,132,1,Plate 4 module,Machine 5,27.3,1,0,0,0,4.166666667,0,0
23-08-2024,23,1,132,1,Plate 4 module,Machine 5,27.3,1,0,0,0,4.166666667,0,0
20-08-2024,23,1,132,1,Plate 4 module,Machine 5,27.3,1,0,0,0,4.166666667,0,0
01-08-2024,23,1,264,2,Plate 4 module,Machine 5,27.3,1,0,0,0,4.166666667,0,0
12-07-2024,23,1,254,2,Plate 8 module,Machine 5,28.4,1,0,0,0,4.166666667,0,0
11-07-2024,23,1,254,2,Plate 8 module,Machine 5,28.4,1,0,0,0,4.166666667,0,0
07-07-2024,23,1,254,2,Plate 8 module,Machine 5,28.4,1,0,0,0,4.166666667,0,0
05-07-2024,23,1,254,2,Plate 8 module,Machine 5,28.4,1,0,0,0,4.166666667,0,0
15-10-2024,23,1,288,2,Drum,Machine 4,25,1,0,0,0,4.166666667,0,0
14-10-2024,23,1,288,2,Drum,Machine 4,25,1,0,0,0,4.166666667,0,0
06-10-2024,23,1,288,2,Drum,Machine 4,25,1,0,0,0,4.166666667,0,0
24-08-2024,23,1,254,2,Plate 8 module,Machine 4,28.4,1,0,0,0,4.166666667,0,0
13-07-2024,23,1,277,2,Frame 8m,Machine 4,26,1,0,0,0,4.166666667,0,0
05-07-2024,23,1,277,2,Frame 8m,Machine 4,26,1,0,0,0,4.166666667,0,0
11-08-2024,23,1,351,2,Frame 3 Module,Machine 1,20.5,1,0,0,0,4.166666667,0,0
04-08-2024,23,1,576,4,Drum,Machine 1,25,1,0,0,0,4.166666667,0,0
14-07-2024,23,1,264,2,Plate 4 module,Machine 1,27.3,1,0,0,0,4.166666667,0,0
07-07-2024,23,1,264,2,Plate 4 module,Machine 1,27.3,1,0,0,0,4.166666667,0,0
