Container_ID,TEU_Size,Cargo_Type,Entry_Date,Exit_Date,Expected_Exit_Date,Dwell_Time_Days,On_Time,Occupied_TEU
CNT01391,1,Reefer,2025-07-09,2025-07-21,2025-07-14,12,False,1
CNT01392,1,General,2025-07-26,2025-07-29,2025-07-31,3,True,1
CNT01393,1,Tank,2025-07-04,2025-07-10,2025-07-09,6,False,1
CNT01394,1,Hazardous,2025-09-19,2025-09-25,2025-09-24,6,False,1
CNT01395,1,Hazardous,2025-09-26,2025-09-29,2025-10-01,3,True,1
CNT01396,1,General,2025-08-17,2025-08-20,2025-08-22,3,True,1
CNT01397,1,General,2025-07-17,2025-08-10,2025-07-22,24,False,1
CNT01398,1,Reefer,2025-08-29,2025-09-01,2025-09-03,3,True,1
CNT01399,1,Reefer,2025-05-10,2025-05-11,2025-05-15,1,True,1
CNT01400,1,General,2025-07-16,2025-07-25,2025-07-21,9,False,1
CNT01401,1,General,2025-09-15,2025-10-03,2025-09-20,18,False,1
CNT01402,1,Reefer,2025-04-26,2025-04-29,2025-05-01,3,True,1
CNT01403,1,General,2025-08-04,2025-08-17,2025-08-09,13,False,1
CNT01404,1,General,2025-09-05,2025-09-09,2025-09-10,4,True,1
CNT01405,1,Hazardous,2025-07-14,2025-07-17,2025-07-19,3,True,1
CNT01406,1,Tank,2025-06-11,2025-06-23,2025-06-16,12,False,1
CNT01407,1,Hazardous,2025-04-09,2025-04-20,2025-04-14,11,False,1
CNT01408,1,Reefer,2025-09-24,2025-10-08,2025-09-29,14,False,1
CNT01409,1,General,2025-07-04,2025-07-06,2025-07-09,2,True,1
CNT01410,1,General,2025-05-26,2025-05-29,2025-05-31,3,True,1
CNT01411,1,Tank,2025-07-23,2025-08-03,2025-07-28,11,False,1
CNT01412,1,General,2025-07-23,2025-07-28,2025-07-28,5,True,1
CNT01413,1,Hazardous,2025-05-31,2025-06-16,2025-06-05,16,False,1
CNT01414,1,Tank,2025-07-02,2025-07-05,2025-07-07,3,True,1
CNT01415,1,Tank,2025-04-26,2025-04-30,2025-05-01,4,True,1
CNT01416,1,Reefer,2025-09-23,2025-09-28,2025-09-28,5,True,1
CNT01417,1,General,2025-07-04,2025-07-09,2025-07-09,5,True,1
CNT01418,1,Hazardous,2025-08-18,2025-08-25,2025-08-23,7,False,1
CNT01419,1,Hazardous,2025-09-13,2025-09-17,2025-09-18,4,True,1
CNT01420,1,General,2025-07-01,2025-07-04,2025-07-06,3,True,1
CNT01421,1,General,2025-04-16,2025-04-25,2025-04-21,9,False,1
CNT01422,1,Tank,2025-07-11,2025-07-17,2025-07-16,6,False,1
CNT01423,1,Reefer,2025-06-10,2025-06-12,2025-06-15,2,True,1
CNT01424,1,Reefer,2025-05-19,2025-05-29,2025-05-24,10,False,1
CNT01425,1,Hazardous,2025-05-02,2025-05-08,2025-05-07,6,False,1
CNT01426,1,General,2025-07-26,2025-08-02,2025-07-31,7,False,1
CNT01427,1,Tank,2025-04-24,2025-04-27,2025-04-29,3,True,1
CNT01428,1,Hazardous,2025-09-17,2025-09-19,2025-09-22,2,True,1
CNT01429,1,Tank,2025-05-25,2025-05-30,2025-05-30,5,True,1
CNT01430,1,General,2025-09-12,2025-09-13,2025-09-17,1,True,1
CNT01431,1,Tank,2025-09-11,2025-09-15,2025-09-16,4,True,1
CNT01432,1,Tank,2025-08-31,2025-09-02,2025-09-05,2,True,1
CNT01433,1,General,2025-04-06,2025-04-15,2025-04-11,9,False,1
CNT01434,1,General,2025-04-13,2025-04-26,2025-04-18,13,False,1
CNT01435,1,Hazardous,2025-06-25,2025-06-28,2025-06-30,3,True,1
CNT01436,1,General,2025-06-02,2025-06-12,2025-06-07,10,False,1
CNT01437,1,Reefer,2025-05-03,2025-05-09,2025-05-08,6,False,1
CNT01438,1,General,2025-08-23,2025-09-02,2025-08-28,10,False,1
CNT01439,1,Hazardous,2025-05-23,2025-06-02,2025-05-28,10,False,1
CNT01440,1,General,2025-04-18,2025-05-03,2025-04-23,15,False,1
CNT01441,1,Hazardous,2025-08-20,2025-08-23,2025-08-25,3,True,1
CNT01442,1,Tank,2025-05-24,2025-05-25,2025-05-29,1,True,1
CNT01443,1,General,2025-08-29,2025-09-02,2025-09-03,4,True,1
CNT01444,1,Hazardous,2025-05-26,2025-06-13,2025-05-31,18,False,1
CNT01445,1,Reefer,2025-05-30,2025-06-11,2025-06-04,12,False,1
CNT01446,1,Tank,2025-06-24,2025-06-27,2025-06-29,3,True,1
CNT01447,1,Hazardous,2025-05-08,2025-05-11,2025-05-13,3,True,1
CNT01448,1,General,2025-08-31,2025-09-05,2025-09-05,5,True,1
CNT01449,1,Tank,2025-04-01,2025-04-10,2025-04-06,9,False,1
CNT01450,1,Tank,2025-06-10,2025-06-23,2025-06-15,13,False,1
CNT01451,1,General,2025-05-08,2025-05-11,2025-05-13,3,True,1
CNT01452,1,Tank,2025-05-04,2025-05-08,2025-05-09,4,True,1
CNT01453,1,General,2025-08-17,2025-08-22,2025-08-22,5,True,1
CNT01454,1,General,2025-06-04,2025-06-16,2025-06-09,12,False,1
CNT01455,1,General,2025-05-15,2025-05-20,2025-05-20,5,True,1
CNT01456,1,Tank,2025-04-29,2025-05-03,2025-05-04,4,True,1
CNT01457,1,Hazardous,2025-09-17,2025-10-03,2025-09-22,16,False,1
CNT01458,1,Hazardous,2025-04-07,2025-04-10,2025-04-12,3,True,1
CNT01459,1,General,2025-05-04,2025-05-08,2025-05-09,4,True,1
CNT01460,1,General,2025-04-04,2025-04-07,2025-04-09,3,True,1
CNT01461,1,Hazardous,2025-07-01,2025-07-05,2025-07-06,4,True,1
CNT01462,1,Hazardous,2025-05-31,2025-06-01,2025-06-05,1,True,1
CNT01463,1,General,2025-08-29,2025-09-13,2025-09-03,15,False,1
CNT01464,1,Tank,2025-06-22,2025-06-27,2025-06-27,5,True,1
CNT01465,1,Tank,2025-04-05,2025-04-10,2025-04-10,5,True,1
CNT01466,1,Tank,2025-05-15,2025-05-19,2025-05-20,4,True,1
CNT01467,1,Reefer,2025-06-07,2025-06-11,2025-06-12,4,True,1
CNT01468,1,Tank,2025-04-14,2025-04-25,2025-04-19,11,False,1
CNT01469,1,Reefer,2025-05-03,2025-05-20,2025-05-08,17,False,1
CNT01470,1,Hazardous,2025-07-17,2025-07-21,2025-07-22,4,True,1
CNT01471,1,Hazardous,2025-08-13,2025-08-16,2025-08-18,3,True,1
CNT01472,1,Tank,2025-04-30,2025-05-10,2025-05-05,10,False,1
CNT01473,1,Tank,2025-04-17,2025-04-25,2025-04-22,8,False,1
CNT01474,1,Tank,2025-07-31,2025-08-06,2025-08-05,6,False,1
CNT01475,1,Tank,2025-07-24,2025-07-26,2025-07-29,2,True,1
CNT01476,1,General,2025-07-02,2025-07-09,2025-07-07,7,False,1
CNT01477,1,Tank,2025-08-10,2025-08-16,2025-08-15,6,False,1
CNT01478,1,Tank,2025-08-30,2025-08-31,2025-09-04,1,True,1
CNT01479,1,Tank,2025-04-28,2025-05-02,2025-05-03,4,True,1
CNT01480,1,Reefer,2025-07-25,2025-07-27,2025-07-30,2,True,1
CNT01481,1,General,2025-08-07,2025-08-16,2025-08-12,9,False,1
CNT01482,1,Hazardous,2025-05-27,2025-06-02,2025-06-01,6,False,1
CNT01483,1,General,2025-09-05,2025-09-07,2025-09-10,2,True,1
CNT01484,1,Hazardous,2025-04-12,2025-05-03,2025-04-17,21,False,1
CNT01485,1,General,2025-09-16,2025-09-19,2025-09-21,3,True,1
CNT01486,1,Reefer,2025-08-12,2025-08-16,2025-08-17,4,True,1
CNT01487,1,General,2025-06-17,2025-06-22,2025-06-22,5,True,1
CNT01488,1,General,2025-07-27,2025-07-29,2025-08-01,2,True,1
CNT01489,1,Reefer,2025-09-12,2025-09-22,2025-09-17,10,False,1
CNT01490,1,General,2025-04-08,2025-04-09,2025-04-13,1,True,1
CNT01491,1,Tank,2025-04-16,2025-04-18,2025-04-21,2,True,1
CNT01492,1,General,2025-08-01,2025-08-10,2025-08-06,9,False,1
CNT01493,1,Hazardous,2025-07-12,2025-07-15,2025-07-17,3,True,1
CNT01494,1,Tank,2025-07-19,2025-07-20,2025-07-24,1,True,1
CNT01495,1,Hazardous,2025-09-23,2025-10-02,2025-09-28,9,False,1
CNT01496,1,General,2025-04-28,2025-04-30,2025-05-03,2,True,1
CNT01497,1,General,2025-08-04,2025-08-07,2025-08-09,3,True,1
CNT01498,1,General,2025-07-23,2025-08-04,2025-07-28,12,False,1
CNT01499,1,General,2025-04-19,2025-04-24,2025-04-24,5,True,1
CNT01500,1,General,2025-04-21,2025-04-25,2025-04-26,4,True,1
CNT01501,1,Hazardous,2025-06-22,2025-06-28,2025-06-27,6,False,1
CNT01502,1,Tank,2025-09-03,2025-09-05,2025-09-08,2,True,1
CNT01503,1,General,2025-05-08,2025-05-12,2025-05-13,4,True,1
CNT01504,1,General,2025-04-17,2025-04-19,2025-04-22,2,True,1
CNT01505,1,General,2025-05-03,2025-05-07,2025-05-08,4,True,1
CNT01506,1,General,2025-06-10,2025-06-11,2025-06-15,1,True,1
CNT01507,1,General,2025-09-07,2025-09-18,2025-09-12,11,False,1
CNT01508,1,Tank,2025-09-10,2025-09-13,2025-09-15,3,True,1
CNT01509,1,General,2025-08-28,2025-08-30,2025-09-02,2,True,1
CNT01510,1,General,2025-08-19,2025-08-23,2025-08-24,4,True,1
CNT01511,1,Reefer,2025-06-23,2025-07-01,2025-06-28,8,False,1
CNT01512,1,Tank,2025-07-07,2025-07-08,2025-07-12,1,True,1
CNT01513,1,General,2025-08-31,2025-09-07,2025-09-05,7,False,1
CNT01514,1,General,2025-08-14,2025-08-16,2025-08-19,2,True,1
CNT01515,1,General,2025-06-15,2025-06-20,2025-06-20,5,True,1
CNT01516,1,Reefer,2025-07-26,2025-08-15,2025-07-31,20,False,1
CNT01517,1,General,2025-08-08,2025-08-16,2025-08-13,8,False,1
CNT01518,1,Reefer,2025-09-02,2025-09-04,2025-09-07,2,True,1
CNT01519,1,Hazardous,2025-07-20,2025-07-24,2025-07-25,4,True,1
CNT01520,1,Tank,2025-04-26,2025-04-29,2025-05-01,3,True,1
CNT01521,1,Tank,2025-09-27,2025-10-05,2025-10-02,8,False,1
CNT01522,1,Reefer,2025-04-30,2025-05-06,2025-05-05,6,False,1
CNT01523,1,General,2025-09-15,2025-09-18,2025-09-20,3,True,1
CNT01524,1,General,2025-09-14,2025-09-25,2025-09-19,11,False,1
CNT01525,1,Tank,2025-08-20,2025-08-24,2025-08-25,4,True,1
CNT01526,1,Hazardous,2025-05-26,2025-06-05,2025-05-31,10,False,1
CNT01527,1,General,2025-07-20,2025-08-02,2025-07-25,13,False,1
CNT01528,1,General,2025-07-25,2025-08-16,2025-07-30,22,False,1
CNT01529,1,Reefer,2025-05-29,2025-06-01,2025-06-03,3,True,1
CNT01530,1,Hazardous,2025-07-15,2025-07-21,2025-07-20,6,False,1
CNT01531,1,Hazardous,2025-06-26,2025-06-28,2025-07-01,2,True,1
CNT01532,1,Tank,2025-07-26,2025-07-28,2025-07-31,2,True,1
CNT01533,1,General,2025-07-12,2025-07-17,2025-07-17,5,True,1
CNT01534,1,General,2025-07-16,2025-07-21,2025-07-21,5,True,1
CNT01535,1,Hazardous,2025-04-25,2025-04-28,2025-04-30,3,True,1
CNT01536,1,General,2025-06-20,2025-06-26,2025-06-25,6,False,1
CNT01537,1,General,2025-07-19,2025-07-27,2025-07-24,8,False,1
CNT01538,1,General,2025-06-20,2025-06-25,2025-06-25,5,True,1
CNT01539,1,Tank,2025-09-18,2025-09-19,2025-09-23,1,True,1
CNT01540,1,General,2025-06-05,2025-06-07,2025-06-10,2,True,1
CNT01541,1,Tank,2025-07-05,2025-07-10,2025-07-10,5,True,1
CNT01542,1,General,2025-05-10,2025-05-17,2025-05-15,7,False,1
CNT01543,1,General,2025-09-23,2025-10-02,2025-09-28,9,False,1
CNT01544,1,Tank,2025-07-31,2025-08-05,2025-08-05,5,True,1
CNT01545,1,General,2025-04-18,2025-04-20,2025-04-23,2,True,1
CNT01546,1,General,2025-04-24,2025-05-04,2025-04-29,10,False,1
CNT01547,1,Tank,2025-04-22,2025-04-23,2025-04-27,1,True,1
CNT01548,1,General,2025-04-24,2025-04-28,2025-04-29,4,True,1
CNT01549,1,Reefer,2025-07-20,2025-07-28,2025-07-25,8,False,1
CNT01550,1,Hazardous,2025-04-25,2025-05-01,2025-04-30,6,False,1
CNT01551,1,General,2025-07-05,2025-07-08,2025-07-10,3,True,1
CNT01552,1,General,2025-05-04,2025-05-17,2025-05-09,13,False,1
CNT01553,1,Tank,2025-08-21,2025-08-28,2025-08-26,7,False,1
CNT01554,1,General,2025-04-16,2025-04-22,2025-04-21,6,False,1
CNT01555,1,Hazardous,2025-08-29,2025-09-05,2025-09-03,7,False,1
CNT01556,1,General,2025-08-22,2025-08-31,2025-08-27,9,False,1
CNT01557,1,Hazardous,2025-08-22,2025-09-05,2025-08-27,14,False,1
CNT01558,1,General,2025-06-24,2025-07-08,2025-06-29,14,False,1
CNT01559,1,Hazardous,2025-09-19,2025-09-29,2025-09-24,10,False,1
CNT01560,1,Reefer,2025-05-02,2025-05-05,2025-05-07,3,True,1
CNT01561,1,General,2025-07-15,2025-07-18,2025-07-20,3,True,1
CNT01562,1,General,2025-06-30,2025-07-09,2025-07-05,9,False,1
CNT01563,1,Reefer,2025-09-18,2025-09-23,2025-09-23,5,True,1
CNT01564,1,Tank,2025-07-18,2025-07-29,2025-07-23,11,False,1
CNT01565,1,General,2025-04-14,2025-04-21,2025-04-19,7,False,1
CNT01566,1,General,2025-06-13,2025-06-16,2025-06-18,3,True,1
CNT01567,1,General,2025-09-01,2025-09-11,2025-09-06,10,False,1
CNT01568,1,Tank,2025-06-19,2025-06-24,2025-06-24,5,True,1
CNT01569,1,General,2025-06-30,2025-07-14,2025-07-05,14,False,1
CNT01570,1,Hazardous,2025-04-27,2025-05-01,2025-05-02,4,True,1
CNT01571,1,General,2025-08-26,2025-08-31,2025-08-31,5,True,1
CNT01572,1,Tank,2025-08-08,2025-08-14,2025-08-13,6,False,1
CNT01573,1,Tank,2025-05-25,2025-05-28,2025-05-30,3,True,1
CNT01574,1,General,2025-05-10,2025-05-15,2025-05-15,5,True,1
CNT01575,1,Hazardous,2025-09-16,2025-09-21,2025-09-21,5,True,1
CNT01576,1,Hazardous,2025-08-02,2025-08-07,2025-08-07,5,True,1
CNT01577,1,Hazardous,2025-05-28,2025-06-07,2025-06-02,10,False,1
CNT01578,1,Tank,2025-04-28,2025-05-10,2025-05-03,12,False,1
CNT01579,1,General,2025-06-29,2025-07-05,2025-07-04,6,False,1
CNT01580,1,General,2025-08-21,2025-08-27,2025-08-26,6,False,1
CNT01581,1,General,2025-07-04,2025-07-14,2025-07-09,10,False,1
CNT01582,1,Hazardous,2025-04-30,2025-05-21,2025-05-05,21,False,1
CNT01583,1,Tank,2025-06-11,2025-06-14,2025-06-16,3,True,1
CNT01584,1,General,2025-08-25,2025-09-09,2025-08-30,15,False,1
CNT01585,1,Tank,2025-05-28,2025-06-04,2025-06-02,7,False,1
CNT01586,1,Tank,2025-07-19,2025-07-25,2025-07-24,6,False,1
CNT01587,1,Reefer,2025-08-22,2025-08-27,2025-08-27,5,True,1
CNT01588,1,Reefer,2025-09-07,2025-09-10,2025-09-12,3,True,1
CNT01589,1,Tank,2025-09-05,2025-09-08,2025-09-10,3,True,1
CNT01590,1,Hazardous,2025-09-20,2025-09-25,2025-09-25,5,True,1
CNT01591,1,Reefer,2025-09-12,2025-09-13,2025-09-17,1,True,1
CNT01592,1,Reefer,2025-08-21,2025-08-31,2025-08-26,10,False,1
CNT01593,1,General,2025-04-07,2025-04-15,2025-04-12,8,False,1
CNT01594,1,Reefer,2025-09-03,2025-09-10,2025-09-08,7,False,1
CNT01595,1,Tank,2025-09-16,2025-10-02,2025-09-21,16,False,1
CNT01596,1,Hazardous,2025-09-25,2025-09-29,2025-09-30,4,True,1
CNT01597,1,Reefer,2025-06-08,2025-06-12,2025-06-13,4,True,1
CNT01598,1,Tank,2025-04-08,2025-04-10,2025-04-13,2,True,1
CNT01599,1,General,2025-05-17,2025-05-23,2025-05-22,6,False,1
CNT01600,1,General,2025-06-09,2025-06-10,2025-06-14,1,True,1
CNT01601,1,Reefer,2025-09-27,2025-10-01,2025-10-02,4,True,1
CNT01602,1,Tank,2025-06-19,2025-06-24,2025-06-24,5,True,1
CNT01603,1,Tank,2025-06-26,2025-07-01,2025-07-01,5,True,1
CNT01604,1,General,2025-06-29,2025-07-09,2025-07-04,10,False,1
CNT01605,1,Hazardous,2025-04-02,2025-04-03,2025-04-07,1,True,1
CNT01606,1,General,2025-05-17,2025-05-23,2025-05-22,6,False,1
CNT01607,1,Tank,2025-05-07,2025-05-10,2025-05-12,3,True,1
CNT01608,1,General,2025-08-23,2025-08-24,2025-08-28,1,True,1
CNT01609,1,Hazardous,2025-09-16,2025-09-19,2025-09-21,3,True,1
CNT01610,1,Hazardous,2025-07-12,2025-07-16,2025-07-17,4,True,1
CNT01611,1,Tank,2025-04-18,2025-05-01,2025-04-23,13,False,1
CNT01612,1,General,2025-05-07,2025-05-10,2025-05-12,3,True,1
CNT01613,1,Tank,2025-09-10,2025-09-17,2025-09-15,7,False,1
CNT01614,1,General,2025-04-08,2025-04-09,2025-04-13,1,True,1
CNT01615,1,General,2025-04-24,2025-04-27,2025-04-29,3,True,1
CNT01616,1,General,2025-08-14,2025-08-21,2025-08-19,7,False,1
CNT01617,1,Reefer,2025-05-26,2025-06-05,2025-05-31,10,False,1
CNT01618,1,Tank,2025-07-06,2025-07-09,2025-07-11,3,True,1
CNT01619,1,Tank,2025-07-17,2025-07-23,2025-07-22,6,False,1
CNT01620,1,General,2025-07-26,2025-07-30,2025-07-31,4,True,1
CNT01621,1,Reefer,2025-06-27,2025-06-29,2025-07-02,2,True,1
CNT01622,1,Reefer,2025-05-11,2025-05-14,2025-05-16,3,True,1
CNT01623,1,Hazardous,2025-07-04,2025-07-06,2025-07-09,2,True,1
CNT01624,1,Tank,2025-06-19,2025-06-23,2025-06-24,4,True,1
CNT01625,1,Reefer,2025-06-23,2025-06-29,2025-06-28,6,False,1
CNT01626,1,General,2025-08-24,2025-09-02,2025-08-29,9,False,1
CNT01627,1,General,2025-08-31,2025-09-21,2025-09-05,21,False,1
CNT01628,1,General,2025-04-22,2025-04-26,2025-04-27,4,True,1
CNT01629,1,General,2025-04-14,2025-04-19,2025-04-19,5,True,1
CNT01630,1,General,2025-05-10,2025-05-13,2025-05-15,3,True,1
CNT01631,1,General,2025-05-11,2025-05-16,2025-05-16,5,True,1
CNT01632,1,General,2025-09-06,2025-09-11,2025-09-11,5,True,1
CNT01633,1,General,2025-04-13,2025-04-18,2025-04-18,5,True,1
CNT01634,1,Tank,2025-09-20,2025-09-23,2025-09-25,3,True,1
CNT01635,1,General,2025-04-21,2025-04-25,2025-04-26,4,True,1
CNT01636,1,Tank,2025-06-09,2025-06-17,2025-06-14,8,False,1
CNT01637,1,General,2025-07-23,2025-07-27,2025-07-28,4,True,1
CNT01638,1,Tank,2025-09-17,2025-09-24,2025-09-22,7,False,1
CNT01639,1,Tank,2025-07-18,2025-07-23,2025-07-23,5,True,1
CNT01640,1,Hazardous,2025-08-03,2025-08-12,2025-08-08,9,False,1
CNT01641,1,Hazardous,2025-09-03,2025-09-08,2025-09-08,5,True,1
CNT01642,1,Tank,2025-07-23,2025-07-28,2025-07-28,5,True,1
CNT01643,1,Tank,2025-07-16,2025-07-19,2025-07-21,3,True,1
CNT01644,1,Hazardous,2025-06-09,2025-06-13,2025-06-14,4,True,1
CNT01645,1,General,2025-05-26,2025-05-29,2025-05-31,3,True,1
CNT01646,1,Reefer,2025-08-10,2025-08-23,2025-08-15,13,False,1
CNT01647,1,General,2025-04-30,2025-05-06,2025-05-05,6,False,1
CNT01648,1,General,2025-06-28,2025-07-01,2025-07-03,3,True,1
CNT01649,1,Tank,2025-07-20,2025-08-16,2025-07-25,27,False,1
CNT01650,1,Tank,2025-04-29,2025-05-16,2025-05-04,17,False,1
CNT01651,1,Reefer,2025-06-12,2025-06-21,2025-06-17,9,False,1
CNT01652,1,General,2025-09-21,2025-09-25,2025-09-26,4,True,1
CNT01653,1,Tank,2025-09-21,2025-09-25,2025-09-26,4,True,1
CNT01654,1,Tank,2025-08-30,2025-09-04,2025-09-04,5,True,1
CNT01655,1,General,2025-08-03,2025-08-05,2025-08-08,2,True,1
CNT01656,1,Hazardous,2025-08-13,2025-08-19,2025-08-18,6,False,1
CNT01657,1,General,2025-09-18,2025-09-24,2025-09-23,6,False,1
CNT01658,1,Reefer,2025-06-18,2025-06-19,2025-06-23,1,True,1
CNT01659,1,General,2025-04-12,2025-04-16,2025-04-17,4,True,1
CNT01660,1,General,2025-05-27,2025-06-04,2025-06-01,8,False,1
CNT01661,1,General,2025-07-11,2025-07-19,2025-07-16,8,False,1
CNT01662,1,Tank,2025-09-01,2025-09-02,2025-09-06,1,True,1
CNT01663,1,General,2025-04-15,2025-05-10,2025-04-20,25,False,1
CNT01664,1,Reefer,2025-04-02,2025-04-08,2025-04-07,6,False,1
CNT01665,1,General,2025-05-23,2025-05-25,2025-05-28,2,True,1
CNT01666,1,General,2025-06-17,2025-06-23,2025-06-22,6,False,1
CNT01667,1,Hazardous,2025-05-25,2025-05-30,2025-05-30,5,True,1
CNT01668,1,General,2025-05-06,2025-05-14,2025-05-11,8,False,1
CNT01669,1,General,2025-06-05,2025-06-10,2025-06-10,5,True,1
CNT01670,1,Hazardous,2025-06-14,2025-06-17,2025-06-19,3,True,1
CNT01671,1,Reefer,2025-06-23,2025-07-02,2025-06-28,9,False,1
CNT01672,1,Tank,2025-05-01,2025-05-09,2025-05-06,8,False,1
CNT01673,1,General,2025-04-02,2025-04-12,2025-04-07,10,False,1
CNT01674,1,Hazardous,2025-08-06,2025-08-10,2025-08-11,4,True,1
CNT01675,1,General,2025-07-20,2025-07-24,2025-07-25,4,True,1
CNT01676,1,General,2025-05-15,2025-06-02,2025-05-20,18,False,1
CNT01677,1,General,2025-05-04,2025-05-08,2025-05-09,4,True,1
CNT01678,1,Tank,2025-07-07,2025-07-12,2025-07-12,5,True,1
CNT01679,1,General,2025-08-15,2025-08-23,2025-08-20,8,False,1
CNT01680,1,General,2025-09-28,2025-10-01,2025-10-03,3,True,1
CNT01681,1,Reefer,2025-05-29,2025-06-09,2025-06-03,11,False,1
CNT01682,1,Reefer,2025-08-07,2025-08-11,2025-08-12,4,True,1
CNT01683,1,General,2025-08-22,2025-08-31,2025-08-27,9,False,1
CNT01684,1,Tank,2025-09-19,2025-09-24,2025-09-24,5,True,1
CNT01685,1,General,2025-06-30,2025-07-02,2025-07-05,2,True,1
CNT01686,1,Tank,2025-04-19,2025-04-24,2025-04-24,5,True,1
CNT01687,1,General,2025-07-11,2025-07-14,2025-07-16,3,True,1
CNT01688,1,General,2025-04-11,2025-04-15,2025-04-16,4,True,1
CNT01689,1,General,2025-07-21,2025-07-30,2025-07-26,9,False,1
CNT01690,1,Hazardous,2025-04-05,2025-04-12,2025-04-10,7,False,1
CNT01691,1,General,2025-07-27,2025-07-31,2025-08-01,4,True,1
CNT01692,1,Tank,2025-04-20,2025-04-21,2025-04-25,1,True,1
CNT01693,1,Reefer,2025-06-20,2025-06-21,2025-06-25,1,True,1
CNT01694,1,General,2025-08-26,2025-08-28,2025-08-31,2,True,1
CNT01695,1,Tank,2025-07-19,2025-07-22,2025-07-24,3,True,1
CNT01696,1,General,2025-08-25,2025-08-28,2025-08-30,3,True,1
CNT01697,1,Reefer,2025-07-13,2025-07-16,2025-07-18,3,True,1
CNT01698,1,General,2025-09-11,2025-09-12,2025-09-16,1,True,1
CNT01699,1,General,2025-07-16,2025-07-19,2025-07-21,3,True,1
CNT01700,1,Reefer,2025-06-14,2025-06-16,2025-06-19,2,True,1
CNT01701,1,Tank,2025-04-30,2025-05-02,2025-05-05,2,True,1
CNT01702,1,Reefer,2025-07-13,2025-07-20,2025-07-18,7,False,1
CNT01703,1,Hazardous,2025-04-06,2025-04-12,2025-04-11,6,False,1
CNT01704,1,Reefer,2025-06-23,2025-06-30,2025-06-28,7,False,1
CNT01705,1,General,2025-05-14,2025-05-17,2025-05-19,3,True,1
CNT01706,1,General,2025-09-06,2025-09-09,2025-09-11,3,True,1
CNT01707,1,Tank,2025-07-27,2025-07-30,2025-08-01,3,True,1
CNT01708,1,General,2025-09-24,2025-09-26,2025-09-29,2,True,1
CNT01709,1,Hazardous,2025-07-02,2025-07-10,2025-07-07,8,False,1
CNT01710,1,General,2025-04-23,2025-04-26,2025-04-28,3,True,1
CNT01711,1,Tank,2025-07-21,2025-07-24,2025-07-26,3,True,1
CNT01712,1,General,2025-04-28,2025-04-30,2025-05-03,2,True,1
CNT01713,1,General,2025-06-02,2025-06-03,2025-06-07,1,True,1
CNT01714,1,Tank,2025-07-21,2025-07-27,2025-07-26,6,False,1
CNT01715,1,Reefer,2025-08-29,2025-09-08,2025-09-03,10,False,1
CNT01716,1,Hazardous,2025-07-12,2025-07-14,2025-07-17,2,True,1
CNT01717,1,Reefer,2025-08-13,2025-08-15,2025-08-18,2,True,1
CNT01718,1,General,2025-04-21,2025-04-24,2025-04-26,3,True,1
CNT01719,1,General,2025-07-11,2025-07-12,2025-07-16,1,True,1
CNT01720,1,General,2025-06-19,2025-06-22,2025-06-24,3,True,1
CNT01721,1,General,2025-06-26,2025-07-06,2025-07-01,10,False,1
CNT01722,1,General,2025-05-27,2025-06-01,2025-06-01,5,True,1
CNT01723,1,Tank,2025-06-25,2025-07-04,2025-06-30,9,False,1
CNT01724,1,Reefer,2025-05-14,2025-05-18,2025-05-19,4,True,1
CNT01725,1,Reefer,2025-04-20,2025-04-23,2025-04-25,3,True,1
CNT01726,1,Reefer,2025-08-09,2025-08-12,2025-08-14,3,True,1
CNT01727,1,General,2025-09-10,2025-09-28,2025-09-15,18,False,1
CNT01728,1,Tank,2025-04-30,2025-05-03,2025-05-05,3,True,1
CNT01729,1,General,2025-08-14,2025-08-17,2025-08-19,3,True,1
CNT01730,1,Tank,2025-08-09,2025-08-18,2025-08-14,9,False,1
CNT01731,1,General,2025-05-20,2025-05-22,2025-05-25,2,True,1
CNT01732,1,General,2025-06-29,2025-07-07,2025-07-04,8,False,1
CNT01733,1,General,2025-06-29,2025-07-08,2025-07-04,9,False,1
CNT01734,1,Hazardous,2025-09-13,2025-09-16,2025-09-18,3,True,1
CNT01735,1,Reefer,2025-05-08,2025-05-13,2025-05-13,5,True,1
CNT01736,1,Hazardous,2025-05-31,2025-06-13,2025-06-05,13,False,1
CNT01737,1,General,2025-04-27,2025-05-01,2025-05-02,4,True,1
CNT01738,1,Reefer,2025-05-08,2025-05-10,2025-05-13,2,True,1
CNT01739,1,Reefer,2025-06-05,2025-06-13,2025-06-10,8,False,1
CNT01740,1,Reefer,2025-05-21,2025-05-23,2025-05-26,2,True,1
CNT01741,1,Hazardous,2025-05-15,2025-05-18,2025-05-20,3,True,1
CNT01742,1,Hazardous,2025-09-02,2025-09-06,2025-09-07,4,True,1
CNT01743,1,General,2025-05-10,2025-05-14,2025-05-15,4,True,1
CNT01744,1,General,2025-09-15,2025-09-18,2025-09-20,3,True,1
CNT01745,1,Reefer,2025-04-20,2025-04-24,2025-04-25,4,True,1
CNT01746,1,Hazardous,2025-05-16,2025-05-26,2025-05-21,10,False,1
CNT01747,1,Reefer,2025-09-08,2025-09-09,2025-09-13,1,True,1
CNT01748,1,Tank,2025-08-05,2025-08-07,2025-08-10,2,True,1
CNT01749,1,General,2025-07-28,2025-08-09,2025-08-02,12,False,1
CNT01750,1,General,2025-08-23,2025-09-02,2025-08-28,10,False,1
