Market,City,Item Name,CFS,Delivery Date,Route,Container Type,Utilization (%),Planned Start Date,Planned Start Time,Actual Start Date,Actual Start Time,ETA Date,ETA Time,Actual Delivery Date,Actual Delivery Time,Delay (minutes),Deviation Status,Route Allocation,Mode of Transport,Total Delivery Time (hrs),Client Name,Vehicle ID,ETA DateTime,Route Deviation (%)
WB015008,Uttar Dinajpur,PSC-Unique Plus,"Jodhpur, Madhya Pradesh",2025-06-21,"Route: Jodhpur, Madhya Pradesh Ã‚Â¢ Uttar Dinajpur via NH-51",TEU,78.0,2025-06-01,10:34:00,2025-06-01,11:19:00,2025-06-01,22:34:00,2025-06-02,08:34:00,21:42:00,Delay,NH-51,road,21.25,ITC Ltd.,VEH0296,2025-06-01 22:34:00,70.91
HR019015,Sirsa,Chetak-PPC,"Pune, Assam",2025-06-21,"Route: Pune, Assam Ã‚Â¢ Sirsa via NH-52",TEU,75.0,2025-06-02,01:05:00,2025-06-02,01:04:00,2025-06-03,12:05:00,2025-06-03,13:04:00,00:59:00,Delay,NH-52,road,36.0,Flipkart,VEH0228,2025-06-03 12:05:00,4.11
MH035034,Yavatmal,Perfect Plus,"Raipur, Madhya Pradesh",2025-06-12,"Route: Raipur, Madhya Pradesh Ã‚Â¢ Yavatmal via NH-52",FEU,90.0,2025-06-02,05:02:00,2025-06-02,05:20:00,2025-06-02,17:02:00,2025-06-02,17:02:00,00:00:00,On time,NH-52,road,11.7,DMart,VEH0217,2025-06-02 17:02:00,0.0
RJ027237,Rajsamand,Perfect Plus,"Vijayawada, Tamil Nadu",2025-06-26,"Route: Vijayawada, Tamil Nadu Ã‚Â¢ Rajsamand via NH-52",TEU,86.0,2025-06-01,06:28:00,2025-06-01,06:26:00,2025-06-02,17:28:00,2025-06-02,17:28:00,00:00:00,On time,NH-52,road,35.0333333333333,Godrej Agrovet,VEH0226,2025-06-02 17:28:00,0.0
UP017029,Bulandshahr,Chetak-OPC,"Bhopal, Gujarat",2025-06-30,"Route: Bhopal, Gujarat Ã‚Â¢ Bulandshahr via NH-52",TEU,71.0,2025-06-01,12:25:00,2025-06-01,13:22:00,2025-06-03,01:25:00,2025-06-03,01:25:00,00:00:00,On time,NH-52,road,36.05,ITC Ltd.,VEH0219,2025-06-03 01:25:00,0.0
UP049008,Mahoba,Samrat Advanced,"Guwahati, Rajasthan",2025-06-11,"Route: Guwahati, Rajasthan Ã‚Â¢ Mahoba via NH-52",FEU,99.0,2025-06-01,08:33:00,2025-06-01,08:03:00,2025-06-01,19:33:00,2025-06-01,19:33:00,00:00:00,On time,NH-52,road,11.5,Nestle India,VEH0297,2025-06-01 19:33:00,0.0
WB021067,Paschim Bardhaman,PSC-LPP,"Guwahati, Rajasthan",2025-06-25,"Route: Guwahati, Rajasthan Ã‚Â¢ Paschim Bardhaman via NH-52",TEU,95.0,2025-06-01,18:00:00,2025-06-01,19:07:00,2025-06-02,08:00:00,2025-06-02,08:25:00,00:25:00,Delay,NH-52,road,13.3,DMart,VEH0261,2025-06-02 08:00:00,4.72
GJ011005,KHEDA,Chetak-PPC,"Patna, Chhattisgarh",2025-06-24,"Route: Patna, Chhattisgarh Ã‚Â¢ KHEDA via NH-53",TEU,90.0,2025-06-01,11:57:00,2025-06-01,13:14:00,2025-06-02,01:57:00,2025-06-02,01:57:00,00:00:00,On time,NH-53,road,12.7166666666666,Amazon India,VEH0219,2025-06-02 01:57:00,0.0
GJ020076,Sabarkantha,Chetak-PPC,"Patna, Chhattisgarh",2025-06-23,"Route: Patna, Chhattisgarh Ã‚Â¢ Sabarkantha via NH-53",TEU,87.0,2025-06-01,13:53:00,2025-06-01,14:14:00,2025-06-03,02:53:00,2025-06-03,02:53:00,00:00:00,On time,NH-53,road,36.65,Metro Cash & Carry,VEH0241,2025-06-03 02:53:00,0.0
JH008013,Giridih,PSC-Unique Plus,"Kochi, Rajasthan",2025-06-13,"Route: Kochi, Rajasthan Ã‚Â¢ Giridih via NH-53",TEU,91.5,2025-06-01,19:14:00,2025-06-01,18:52:00,2025-06-02,07:14:00,2025-06-02,07:14:00,00:00:00,On time,NH-53,road,12.3666666666666,ITC Ltd.,VEH0243,2025-06-02 07:14:00,0.0
MH013015,Jalgaon,Chetak-OPC,"Udaipur, Bihar",2025-06-30,"Route: Udaipur, Bihar Ã‚Â¢ Jalgaon via NH-53",FEU,97.5,2025-06-01,07:44:00,2025-06-01,08:45:00,2025-06-01,20:44:00,2025-06-01,21:13:00,00:29:00,Delay,NH-53,road,12.4666666666666,HUL,VEH0286,2025-06-01 20:44:00,5.85
MP037015,Sagar,Perfect Plus,"Jabalpur, Punjab",2025-06-28,"Route: Jabalpur, Punjab Ã‚Â¢ Sagar via NH-53",FEU,95.0,2025-06-01,09:42:00,2025-06-01,10:43:00,2025-06-02,22:42:00,2025-06-02,22:57:00,00:15:00,Delay,NH-53,road,36.2333333333333,BigBasket,VEH0221,2025-06-02 22:42:00,1.04
RJ030070,Sirohi,Chetak-PPC,"Visakhapatnam, Telangana",2025-06-21,"Route: Visakhapatnam, Telangana Ã‚Â¢ Sirohi via NH-53",FEU,74.0,2025-06-01,11:26:00,2025-06-01,11:52:00,2025-06-03,00:26:00,2025-06-03,00:26:00,00:00:00,On time,NH-53,road,36.5666666666666,ITC Ltd.,VEH0253,2025-06-03 00:26:00,0.0
RJ031083,Sri Ganganagar,Perfect Plus,"Amritsar, Punjab",2025-06-19,"Route: Amritsar, Punjab Ã‚Â¢ Sri Ganganagar via NH-53",FEU,95.0,2025-06-01,08:30:00,2025-06-01,08:34:00,2025-06-01,20:30:00,2025-06-01,20:52:00,00:22:00,Delay,NH-53,road,12.3,Metro Cash & Carry,VEH0291,2025-06-01 20:30:00,4.49
UP004001,AMBEDKAR NAGAR,Rakshak,"Jodhpur, Chhattisgarh",2025-06-17,"Route: Jodhpur, Chhattisgarh Ã‚Â¢ AMBEDKAR NAGAR via NH-53",TEU,76.0,2025-06-01,17:08:00,2025-06-01,17:07:00,2025-06-03,05:08:00,2025-06-03,05:25:00,00:17:00,Delay,NH-53,road,36.3,DMart,VEH0295,2025-06-03 05:08:00,1.18
UP005013,AURAIYA,Rakshak,"Raipur, Bihar",2025-06-25,"Route: Raipur, Bihar Ã‚Â¢ AURAIYA via NH-53",TEU,78.5,2025-06-02,04:30:00,2025-06-02,04:51:00,2025-06-03,16:30:00,2025-06-03,16:48:00,00:18:00,Delay,NH-53,road,35.95,Metro Cash & Carry,VEH0229,2025-06-03 16:30:00,1.25
UP029230,GHAZIPUR,Samrat Advanced,"Amritsar, Andhra Pradesh",2025-06-10,"Route: Amritsar, Andhra Pradesh Ã‚Â¢ GHAZIPUR via NH-53",TEU,93.0,2025-06-01,12:54:00,2025-06-01,13:30:00,2025-06-03,01:54:00,2025-06-03,02:32:00,00:38:00,Delay,NH-53,road,37.0333333333333,Reliance Retail,VEH0269,2025-06-03 01:54:00,2.58
UP039044,KANPUR,Perfect Plus,"Udaipur, Punjab",2025-06-28,"Route: Udaipur, Punjab Ã‚Â¢ KANPUR via NH-53",TEU,86.0,2025-06-01,12:35:00,2025-06-01,12:16:00,2025-06-02,23:35:00,2025-06-03,09:35:00,22:06:00,Delay,NH-53,road,45.3166666666666,Godrej Agrovet,VEH0247,2025-06-02 23:35:00,33.25
GJ011010,KHEDA,Chetak-OPC,"Udaipur, Assam",2025-06-11,"Route: Udaipur, Assam Ã‚Â¢ KHEDA via NH-54",TEU,88.0,2025-06-01,23:12:00,2025-06-01,23:15:00,2025-06-03,12:12:00,2025-06-03,12:26:00,00:14:00,Delay,NH-54,road,37.1833333333333,Reliance Retail,VEH0294,2025-06-03 12:12:00,0.95
MP044010,SHIVPURI,Rakshak,"Jabalpur, Tamil Nadu",2025-06-07,"Route: Jabalpur, Tamil Nadu Ã‚Â¢ SHIVPURI via NH-54",TEU,94.0,2025-06-01,07:45:00,2025-06-01,07:16:00,2025-06-02,18:45:00,2025-06-02,18:50:00,00:05:00,Delay,NH-54,road,35.5666666666666,HUL,VEH0217,2025-06-02 18:45:00,0.35
MP050026,Vidisha,Rakshak,"Bhopal, Uttar Pradesh",2025-06-14,"Route: Bhopal, Uttar Pradesh Ã‚Â¢ Vidisha via NH-54",TEU,80.0,2025-06-02,03:13:00,2025-06-02,03:35:00,2025-06-03,15:13:00,2025-06-03,15:13:00,00:00:00,On time,NH-54,road,35.6333333333333,DMart,VEH0222,2025-06-03 15:13:00,0.0
UP018016,CHANDAULI,Samrat Advanced,"Nagpur, Rajasthan",2025-06-17,"Route: Nagpur, Rajasthan Ã‚Â¢ CHANDAULI via NH-54",TEU,92.0,2025-06-01,14:01:00,2025-06-01,14:25:00,2025-06-03,03:01:00,2025-06-03,03:11:00,00:10:00,Delay,NH-54,road,36.7666666666666,BigBasket,VEH0210,2025-06-03 03:01:00,0.68
WB003002,Birbhum,PSC-Unique Plus,"Jaipur, Chhattisgarh",2025-06-01,"Route: Jaipur, Chhattisgarh Ã‚Â¢ Birbhum via NH-54",FEU,83.0,2025-06-01,20:42:00,2025-06-01,21:07:00,2025-06-03,09:42:00,2025-06-03,09:42:00,00:00:00,On time,NH-54,road,36.5833333333333,Flipkart,VEH0259,2025-06-03 09:42:00,0.0
WB012036,Murshidabad,Composite-Samrat Advanced,"Vijayawada, Telangana",2025-06-22,"Route: Vijayawada, Telangana Ã‚Â¢ Murshidabad via NH-54",FEU,88.0,2025-06-01,12:11:00,2025-06-01,13:09:00,2025-06-02,01:11:00,2025-06-02,02:09:00,00:58:00,Delay,NH-54,road,13.0,Amazon India,VEH0252,2025-06-02 01:11:00,11.21
WB026015,Midnapur East-1,PSC-Unique Plus,"Visakhapatnam, Kerala",2025-06-21,"Route: Visakhapatnam, Kerala Ã‚Â¢ Midnapur East-1 via NH-54",TEU,82.0,2025-06-01,18:20:00,2025-06-01,19:22:00,2025-06-03,08:20:00,2025-06-03,08:20:00,00:00:00,On time,NH-54,road,36.9666666666666,Flipkart,VEH0297,2025-06-03 08:20:00,0.0
BR018001,Kishanganj,Samrat,"Mangalore, Kerala",2025-06-06,"Route: Mangalore, Kerala Ã‚Â¢ Kishanganj via NH-55",TEU,98.0,2025-06-01,16:57:00,2025-06-01,18:24:00,2025-06-02,06:57:00,2025-06-02,07:05:00,00:08:00,Delay,NH-55,road,12.6833333333333,Godrej Agrovet,VEH0289,2025-06-02 06:57:00,1.58
HR008028,Jind,Perfect Plus,"Surat, Tamil Nadu",2025-06-04,"Route: Surat, Tamil Nadu Ã‚Â¢ Jind via NH-55",TEU,93.0,2025-06-01,10:39:00,2025-06-01,11:40:00,2025-06-02,00:39:00,2025-06-02,01:19:00,00:40:00,Delay,NH-55,road,13.65,DMart,VEH0270,2025-06-02 00:39:00,7.35
JH001015,Bokaro,PSC-Unique Plus,"Patna, Karnataka",2025-06-19,"Route: Patna, Karnataka Ã‚Â¢ Bokaro via NH-55",FEU,78.0,2025-06-01,15:34:00,2025-06-01,16:49:00,2025-06-03,05:34:00,2025-06-03,06:05:00,00:31:00,Delay,NH-55,road,37.2666666666666,DMart,VEH0256,2025-06-03 05:34:00,2.09
MH008041,Chandrapur,Chetak-PPC,"Raipur, Madhya Pradesh",2025-06-10,"Route: Raipur, Madhya Pradesh Ã‚Â¢ Chandrapur via NH-55",TEU,87.0,2025-06-01,08:53:00,2025-06-01,10:13:00,2025-06-02,21:53:00,2025-06-02,21:53:00,00:00:00,On time,NH-55,road,35.6666666666666,BigBasket,VEH0280,2025-06-02 21:53:00,0.0
MH035037,Yavatmal,Chetak-PPC,"Raipur, Madhya Pradesh",2025-06-29,"Route: Raipur, Madhya Pradesh Ã‚Â¢ Yavatmal via NH-55",TEU,81.0,2025-06-01,12:39:00,2025-06-01,12:36:00,2025-06-01,23:39:00,2025-06-02,09:39:00,22:41:00,Delay,NH-55,road,21.05,BigBasket,VEH0210,2025-06-01 23:39:00,71.58
MP016042,DINDORI,Perfect Plus,"Hyderabad, Punjab",2025-06-23,"Route: Hyderabad, Punjab Ã‚Â¢ DINDORI via NH-55",TEU,83.0,2025-06-01,08:47:00,2025-06-01,09:06:00,2025-06-02,20:47:00,2025-06-02,20:47:00,00:00:00,On time,NH-55,road,35.6833333333333,Amazon India,VEH0206,2025-06-02 20:47:00,0.0
MP021006,Indore,Perfect Plus,"Pune, Telangana",2025-06-21,"Route: Pune, Telangana Ã‚Â¢ Indore via NH-55",FEU,81.5,2025-06-01,10:34:00,2025-06-01,10:45:00,2025-06-02,22:34:00,2025-06-02,22:34:00,00:00:00,On time,NH-55,road,35.8166666666666,Nestle India,VEH0234,2025-06-02 22:34:00,0.0
MP023004,Jhabua,Perfect Plus,"Bhopal, Gujarat",2025-06-08,"Route: Bhopal, Gujarat Ã‚Â¢ Jhabua via NH-55",TEU,69.0,2025-06-01,06:10:00,2025-06-01,06:29:00,2025-06-01,18:10:00,2025-06-01,18:29:00,00:19:00,Delay,NH-55,road,12.0,HUL,VEH0265,2025-06-01 18:10:00,3.98
MP036006,Rewa,Perfect Plus,"Bhopal, Chhattisgarh",2025-06-10,"Route: Bhopal, Chhattisgarh Ã‚Â¢ Rewa via NH-55",FEU,69.0,2025-06-01,08:01:00,2025-06-01,07:32:00,2025-06-02,19:01:00,2025-06-02,19:06:00,00:05:00,Delay,NH-55,road,35.5666666666666,HUL,VEH0206,2025-06-02 19:01:00,0.35
RJ001016,Ajmer,Chetak-PPC,"Coimbatore, Telangana",2025-06-17,"Route: Coimbatore, Telangana Ã‚Â¢ Ajmer via NH-55",TEU,81.0,2025-06-01,11:47:00,2025-06-01,12:04:00,2025-06-02,23:47:00,2025-06-03,00:30:00,00:43:00,Delay,NH-55,road,36.4333333333333,HUL,VEH0245,2025-06-02 23:47:00,2.97
RJ018006,JALORE,Chetak-PPC,"Bhopal, Bihar",2025-06-11,"Route: Bhopal, Bihar Ã‚Â¢ JALORE via NH-55",TEU,97.0,2025-06-01,10:44:00,2025-06-01,11:47:00,2025-06-03,00:44:00,2025-06-03,00:44:00,00:00:00,On time,NH-55,road,36.95,HUL,VEH0269,2025-06-03 00:44:00,0.0
RJ021034,Jodhpur,Chetak-PPC,"Ranchi, Punjab",2025-06-05,"Route: Ranchi, Punjab Ã‚Â¢ Jodhpur via NH-55",TEU,77.0,2025-06-01,14:16:00,2025-06-01,15:06:00,2025-06-03,03:16:00,2025-06-03,03:16:00,00:00:00,On time,NH-55,road,36.1666666666666,HUL,VEH0274,2025-06-03 03:16:00,0.0
RJ032006,Tonk,Perfect Plus,"Jaipur, Jharkhand",2025-06-10,"Route: Jaipur, Jharkhand Ã‚Â¢ Tonk via NH-55",FEU,73.0,2025-06-01,14:39:00,2025-06-01,14:49:00,2025-06-03,03:39:00,2025-06-03,04:26:00,00:47:00,Delay,NH-55,road,37.6166666666666,Reliance Retail,VEH0241,2025-06-03 03:39:00,3.13
UP012008,Banda,Rakshak,"Nagpur, Maharashtra",2025-06-04,"Route: Nagpur, Maharashtra Ã‚Â¢ Banda via NH-55",TEU,80.0,2025-06-01,20:04:00,2025-06-01,19:50:00,2025-06-02,08:04:00,2025-06-02,08:21:00,00:17:00,Delay,NH-55,road,12.5166666666666,Godrej Agrovet,VEH0241,2025-06-02 08:04:00,3.41
UP035017,Jaunpur,Samrat Advanced,"Patna, Jharkhand",2025-06-08,"Route: Patna, Jharkhand Ã‚Â¢ Jaunpur via NH-55",TEU,96.0,2025-06-01,08:20:00,2025-06-01,08:07:00,2025-06-01,19:20:00,2025-06-01,19:27:00,00:07:00,Delay,NH-55,road,11.3333333333333,Godrej Agrovet,VEH0261,2025-06-01 19:20:00,1.55
UP044081,LAKHIMPUR KHERI,Rakshak,"Udaipur, Maharashtra",2025-06-22,"Route: Udaipur, Maharashtra Ã‚Â¢ LAKHIMPUR KHERI via NH-55",TEU,81.0,2025-06-01,08:17:00,2025-06-01,08:40:00,2025-06-01,20:17:00,2025-06-01,20:17:00,00:00:00,On time,NH-55,road,11.6166666666666,Metro Cash & Carry,VEH0215,2025-06-01 20:17:00,0.0
UP070106,Unnao,Samrat Advanced,"Kochi, Rajasthan",2025-06-22,"Route: Kochi, Rajasthan Ã‚Â¢ Unnao via NH-55",TEU,91.0,2025-06-02,00:26:00,2025-06-02,01:34:00,2025-06-02,13:26:00,2025-06-02,13:40:00,00:14:00,Delay,NH-55,road,12.1,BigBasket,VEH0236,2025-06-02 13:26:00,2.91
BR005022,Begusarai - 1,Composite-Samrat Advanced,"Hyderabad, Madhya Pradesh",2025-06-18,"Route: Hyderabad, Madhya Pradesh Ã‚Â¢ Begusarai - 1 via NH-56",TEU,60.0,2025-06-01,11:22:00,2025-06-01,12:48:00,2025-06-03,01:22:00,2025-06-03,01:22:00,00:00:00,On time,NH-56,road,36.5666666666666,BigBasket,VEH0228,2025-06-03 01:22:00,0.0
GJ025001,Vadodara,Chetak-PPC,"Kochi, Assam",2025-06-30,"Route: Kochi, Assam Ã‚Â¢ Vadodara via NH-56",TEU,62.5,2025-06-01,12:08:00,2025-06-01,12:03:00,2025-06-03,00:08:00,2025-06-03,00:08:00,00:00:00,On time,NH-56,road,36.0833333333333,Nestle India,VEH0204,2025-06-03 00:08:00,0.0
JH001048,Bokaro,Composite-Ultimate Ultra,"Patna, Karnataka",2025-06-21,"Route: Patna, Karnataka Ã‚Â¢ Bokaro via NH-56",TEU,63.0,2025-06-02,01:46:00,2025-06-02,02:35:00,2025-06-02,13:46:00,2025-06-02,13:46:00,00:00:00,On time,NH-56,road,11.1833333333333,Nestle India,VEH0259,2025-06-02 13:46:00,0.0
MH014056,Jalna,Chetak-PPC,"Jodhpur, Andhra Pradesh",2025-06-08,"Route: Jodhpur, Andhra Pradesh Ã‚Â¢ Jalna via NH-56",FEU,62.0,2025-06-01,11:42:00,2025-06-01,12:38:00,2025-06-03,00:42:00,2025-06-03,00:42:00,00:00:00,On time,NH-56,road,36.0666666666666,Amazon India,VEH0207,2025-06-03 00:42:00,0.0
MH021006,Nandurbar,Chetak-PPC,"Lucknow, Kerala",2025-06-08,"Route: Lucknow, Kerala Ã‚Â¢ Nandurbar via NH-56",TEU,68.0,2025-06-01,22:03:00,2025-06-01,21:51:00,2025-06-02,10:03:00,2025-06-02,10:03:00,00:00:00,On time,NH-56,road,12.2,Flipkart,VEH0289,2025-06-02 10:03:00,0.0
MP024036,Katni,Samrat,"Thiruvananthapuram, Andhra Pradesh",2025-06-03,"Route: Thiruvananthapuram, Andhra Pradesh Ã‚Â¢ Katni via NH-56",TEU,68.5,2025-06-01,23:51:00,2025-06-02,00:07:00,2025-06-02,11:51:00,2025-06-02,12:42:00,00:51:00,Delay,NH-56,road,12.5833333333333,BigBasket,VEH0218,2025-06-02 11:51:00,10.17
MP038087,Satna,Samrat,"Coimbatore, Kerala",2025-06-02,"Route: Coimbatore, Kerala Ã‚Â¢ Satna via NH-56",FEU,67.0,2025-06-01,17:56:00,2025-06-01,18:54:00,2025-06-02,06:56:00,2025-06-02,07:12:00,00:16:00,Delay,NH-56,road,12.3,DMart,VEH0221,2025-06-02 06:56:00,3.27
RJ007293,Bhilwara,Perfect Plus,"Vijayawada, Andhra Pradesh",2025-06-26,"Route: Vijayawada, Andhra Pradesh Ã‚Â¢ Bhilwara via NH-56",TEU,78.0,2025-06-01,10:01:00,2025-06-01,09:59:00,2025-06-02,21:01:00,2025-06-02,21:09:00,00:08:00,Delay,NH-56,road,35.1666666666666,ITC Ltd.,VEH0266,2025-06-02 21:01:00,0.57
RJ029112,Sikar,Chetak-PPC,"Jabalpur, Gujarat",2025-06-12,"Route: Jabalpur, Gujarat Ã‚Â¢ Sikar via NH-56",TEU,95.0,2025-06-01,16:02:00,2025-06-01,15:37:00,2025-06-02,04:02:00,2025-06-02,04:02:00,00:00:00,On time,NH-56,road,12.4166666666666,Amazon India,VEH0233,2025-06-02 04:02:00,0.0
RJ029128,Sikar,Perfect Plus,"Surat, Kerala",2025-06-01,"Route: Surat, Kerala Ã‚Â¢ Sikar via NH-56",TEU,81.0,2025-06-02,03:19:00,2025-06-02,04:09:00,2025-06-03,15:19:00,2025-06-03,16:15:00,00:56:00,Delay,NH-56,road,36.1,Metro Cash & Carry,VEH0286,2025-06-03 15:19:00,3.9
RJ032022,Tonk,Perfect Plus,"Jaipur, Jharkhand",2025-06-23,"Route: Jaipur, Jharkhand Ã‚Â¢ Tonk via NH-56",TEU,75.5,2025-06-01,07:15:00,2025-06-01,06:58:00,2025-06-01,18:15:00,2025-06-01,18:15:00,00:00:00,On time,NH-56,road,11.2833333333333,DMart,VEH0236,2025-06-01 18:15:00,0.0
TG023003,Jagital,Perfect Plus,"Udaipur, Maharashtra",2025-06-25,"Route: Udaipur, Maharashtra Ã‚Â¢ Jagital via NH-56",TEU,60.5,2025-06-01,14:58:00,2025-06-01,16:02:00,2025-06-02,04:58:00,2025-06-02,05:51:00,00:53:00,Delay,NH-56,road,13.8166666666666,DMart,VEH0204,2025-06-02 04:58:00,9.63
UP001034,Agra,Perfect Plus,"Lucknow, Assam",2025-06-20,"Route: Lucknow, Assam Ã‚Â¢ Agra via NH-56",TEU,95.5,2025-06-01,10:34:00,2025-06-01,11:07:00,2025-06-01,22:34:00,2025-06-01,22:43:00,00:09:00,Delay,NH-56,road,11.6,Nestle India,VEH0283,2025-06-01 22:34:00,1.94
UP050004,MAINPURI,Rakshak,"Jaipur, Uttar Pradesh",2025-06-21,"Route: Jaipur, Uttar Pradesh Ã‚Â¢ MAINPURI via NH-56",TEU,77.5,2025-06-02,05:45:00,2025-06-02,05:42:00,2025-06-03,16:45:00,2025-06-03,16:56:00,00:11:00,Delay,NH-56,road,35.2333333333333,Godrej Agrovet,VEH0264,2025-06-03 16:45:00,0.78
UP070016,Unnao,Perfect Plus,"Kochi, Rajasthan",2025-06-09,"Route: Kochi, Rajasthan Ã‚Â¢ Unnao via NH-56",TEU,63.0,2025-06-01,12:00:00,2025-06-01,12:19:00,2025-06-02,01:00:00,2025-06-02,01:19:00,00:19:00,Delay,NH-56,road,13.0,Flipkart,VEH0266,2025-06-02 01:00:00,3.68
WB021041,Paschim Bardhaman,PSC-Unique Plus,"Guwahati, Rajasthan",2025-06-20,"Route: Guwahati, Rajasthan Ã‚Â¢ Paschim Bardhaman via NH-56",TEU,86.5,2025-06-01,18:57:00,2025-06-01,20:16:00,2025-06-02,08:57:00,2025-06-02,09:36:00,00:39:00,Delay,NH-56,road,13.3333333333333,Nestle India,VEH0234,2025-06-02 08:57:00,7.35
BR005004,Begusarai - 1,Samrat,"Thiruvananthapuram, Assam",2025-06-20,"Route: Thiruvananthapuram, Assam Ã‚Â¢ Begusarai - 1 via NH-57",TEU,88.0,2025-06-01,12:48:00,2025-06-01,12:41:00,2025-06-01,23:48:00,2025-06-02,09:48:00,21:06:00,Delay,NH-57,road,21.1166666666666,Nestle India,VEH0295,2025-06-01 23:48:00,71.36
BR005006,Begusarai - 1,PSC-Unique Plus,"Mangalore, Assam",2025-06-02,"Route: Mangalore, Assam Ã‚Â¢ Begusarai - 1 via NH-57",FEU,88.0,2025-06-01,14:15:00,2025-06-01,15:18:00,2025-06-03,04:15:00,2025-06-03,04:15:00,00:00:00,On time,NH-57,road,36.95,ITC Ltd.,VEH0217,2025-06-03 04:15:00,0.0
GJ026006,Valsad,Chetak-PPC,"Vijayawada, Gujarat",2025-06-04,"Route: Vijayawada, Gujarat Ã‚Â¢ Valsad via NH-57",TEU,63.0,2025-06-02,05:47:00,2025-06-02,05:40:00,2025-06-02,16:47:00,2025-06-02,16:47:00,00:00:00,On time,NH-57,road,11.1166666666666,HUL,VEH0224,2025-06-02 16:47:00,0.0
HR012035,Mahendragarh,Chetak-OPC,"Amritsar, Jharkhand",2025-06-10,"Route: Amritsar, Jharkhand Ã‚Â¢ Mahendragarh via NH-57",TEU,84.0,2025-06-01,22:08:00,2025-06-01,22:51:00,2025-06-03,11:08:00,2025-06-03,11:44:00,00:36:00,Delay,NH-57,road,36.8833333333333,ITC Ltd.,VEH0248,2025-06-03 11:08:00,2.46
HR022015,Bhiwani 1,Chetak-PPC,"Bhopal, Madhya Pradesh",2025-06-04,"Route: Bhopal, Madhya Pradesh Ã‚Â¢ Bhiwani 1 via NH-57",TEU,98.5,2025-06-02,01:10:00,2025-06-02,01:54:00,2025-06-02,13:10:00,2025-06-02,13:10:00,00:00:00,On time,NH-57,road,11.2666666666666,Metro Cash & Carry,VEH0297,2025-06-02 13:10:00,0.0
MH005009,Beed,Perfect Plus,"Coimbatore, Maharashtra",2025-06-23,"Route: Coimbatore, Maharashtra Ã‚Â¢ Beed via NH-57",TEU,61.0,2025-06-02,04:51:00,2025-06-02,05:43:00,2025-06-02,16:51:00,2025-06-02,16:51:00,00:00:00,On time,NH-57,road,11.1333333333333,Reliance Retail,VEH0236,2025-06-02 16:51:00,0.0
MP014028,Dewas,Chetak-PPC,"Jodhpur, Assam",2025-06-15,"Route: Jodhpur, Assam Ã‚Â¢ Dewas via NH-57",TEU,99.0,2025-06-01,20:48:00,2025-06-01,20:35:00,2025-06-03,08:48:00,2025-06-03,08:48:00,00:00:00,On time,NH-57,road,36.2166666666666,HUL,VEH0268,2025-06-03 08:48:00,0.0
MP015008,Dhar,Chetak-PPC,"Ahmedabad, Chhattisgarh",2025-06-19,"Route: Ahmedabad, Chhattisgarh Ã‚Â¢ Dhar via NH-57",TEU,64.0,2025-06-01,22:00:00,2025-06-01,23:28:00,2025-06-03,12:00:00,2025-06-03,12:16:00,00:16:00,Delay,NH-57,road,36.8,ITC Ltd.,VEH0205,2025-06-03 12:00:00,1.08
MP040041,Seoni,Samrat,"Surat, Andhra Pradesh",2025-06-11,"Route: Surat, Andhra Pradesh Ã‚Â¢ Seoni via NH-57",TEU,63.5,2025-06-02,04:20:00,2025-06-02,05:14:00,2025-06-02,16:20:00,2025-06-02,16:20:00,00:00:00,On time,NH-57,road,11.1,DMart,VEH0284,2025-06-02 16:20:00,0.0
RJ007229,Bhilwara,Perfect Plus,"Coimbatore, Telangana",2025-06-19,"Route: Coimbatore, Telangana Ã‚Â¢ Bhilwara via NH-57",TEU,79.0,2025-06-01,08:58:00,2025-06-01,08:53:00,2025-06-02,19:58:00,2025-06-02,19:58:00,00:00:00,On time,NH-57,road,35.0833333333333,Nestle India,VEH0236,2025-06-02 19:58:00,0.0
RJ023028,Kota,Perfect Plus,"Pune, Andhra Pradesh",2025-06-22,"Route: Pune, Andhra Pradesh Ã‚Â¢ Kota via NH-57",TEU,86.0,2025-06-01,14:18:00,2025-06-01,14:48:00,2025-06-03,03:18:00,2025-06-03,04:10:00,00:52:00,Delay,NH-57,road,37.3666666666666,HUL,VEH0294,2025-06-03 03:18:00,3.5
UP005015,AURAIYA,Perfect Plus,"Kanpur, Chhattisgarh",2025-06-27,"Route: Kanpur, Chhattisgarh Ã‚Â¢ AURAIYA via NH-57",TEU,93.0,2025-06-01,06:00:00,2025-06-01,06:23:00,2025-06-02,18:00:00,2025-06-02,18:00:00,00:00:00,On time,NH-57,road,35.6166666666666,DMart,VEH0299,2025-06-02 18:00:00,0.0
UP029088,GHAZIPUR,Ultimate,"Lucknow, Andhra Pradesh",2025-06-28,"Route: Lucknow, Andhra Pradesh Ã‚Â¢ GHAZIPUR via NH-57",TEU,99.5,2025-06-01,21:47:00,2025-06-01,22:29:00,2025-06-03,10:47:00,2025-06-03,11:03:00,00:16:00,Delay,NH-57,road,36.5666666666666,Metro Cash & Carry,VEH0202,2025-06-03 10:47:00,1.1
