Order ID,Target cycle time,Actual Cycle Time,status
ORD0906,76,76,On Time
ORD0944,76,76,On Time
ORD1023,76,76,On Time
ORD1028,76,75,On Time
ORD1073,76,76,On Time
ORD1075,76,73,On Time
ORD1103,76,75,On Time
ORD1113,76,76,On Time
ORD1151,76,67,On Time
ORD1266,76,75,On Time
ORD1344,76,75,On Time
ORD1370,76,65,On Time
ORD1467,76,74,On Time
ORD1521,76,69,On Time
ORD1536,76,75,On Time
ORD1552,76,75,On Time
ORD1634,76,73,On Time
ORD1649,76,67,On Time
ORD1660,76,76,On Time
ORD1683,76,72,On Time
ORD1690,76,75,On Time
ORD1729,76,76,On Time
ORD1748,76,67,On Time
ORD1780,76,75,On Time
ORD1810,76,66,On Time
ORD1918,76,73,On Time
ORD1921,76,76,On Time
ORD1941,76,68,On Time
ORD1947,76,76,On Time
ORD1977,76,76,On Time
ORD1978,76,75,On Time
ORD1986,76,75,On Time
ORD2021,76,75,On Time
ORD2140,76,69,On Time
ORD2208,76,65,On Time
ORD2209,76,76,On Time
ORD2237,76,75,On Time
ORD2238,76,73,On Time
ORD2255,76,66,On Time
ORD2277,76,76,On Time
ORD2281,76,75,On Time
ORD2287,76,76,On Time
ORD2396,76,68,On Time
ORD2488,76,76,On Time
ORD0005,42,42,On Time
ORD0009,73,73,On Time
ORD0010,74,63,On Time
ORD0014,40,39,On Time
ORD0015,70,69,On Time
ORD0016,85,84,On Time
ORD0023,74,74,On Time
ORD0026,70,69,On Time
ORD0030,42,42,On Time
ORD0033,72,71,On Time
ORD0035,43,42,On Time
ORD0036,70,69,On Time
ORD0039,74,74,On Time
ORD0040,73,72,On Time
ORD0043,40,38,On Time
ORD0045,74,74,On Time
ORD0046,69,69,On Time
ORD0049,65,65,On Time
ORD0054,65,65,On Time
ORD0059,63,63,On Time
ORD0063,67,62,On Time
ORD0064,41,41,On Time
ORD0067,88,63,On Time
ORD0070,37,36,On Time
ORD0074,38,38,On Time
ORD0075,35,33,On Time
ORD0077,44,43,On Time
ORD0078,46,46,On Time
ORD0081,70,68,On Time
ORD0090,45,45,On Time
ORD0091,40,38,On Time
ORD0096,67,67,On Time
ORD0098,45,45,On Time
ORD0100,70,69,On Time
ORD0101,34,34,On Time
ORD0102,66,65,On Time
ORD0104,75,73,On Time
ORD0105,72,66,On Time
ORD0112,41,40,On Time
ORD0115,70,70,On Time
ORD0116,40,40,On Time
ORD0117,36,33,On Time
ORD0123,89,77,On Time
ORD0129,42,42,On Time
ORD0130,67,67,On Time
ORD0131,75,74,On Time
ORD0132,69,68,On Time
ORD0134,86,75,On Time
ORD0142,42,42,On Time
ORD0144,44,42,On Time
ORD0145,67,61,On Time
ORD0148,45,45,On Time
ORD0149,68,67,On Time
ORD0150,42,42,On Time
ORD0151,60,59,On Time
ORD0164,40,40,On Time
ORD0166,69,68,On Time
ORD0170,75,71,On Time
ORD0173,41,39,On Time
ORD0177,73,67,On Time
ORD0178,65,64,On Time
ORD0180,85,85,On Time
ORD0183,85,85,On Time
ORD0187,46,43,On Time
ORD0189,67,67,On Time
ORD0194,44,43,On Time
ORD0196,75,74,On Time
ORD0215,42,41,On Time
ORD0218,44,44,On Time
ORD0223,36,35,On Time
ORD0228,87,87,On Time
ORD0233,87,63,On Time
ORD0234,37,36,On Time
ORD0236,70,63,On Time
ORD0239,43,40,On Time
ORD0240,41,41,On Time
ORD0242,37,36,On Time
ORD0247,41,41,On Time
ORD0251,37,37,On Time
ORD0254,70,70,On Time
ORD0260,68,68,On Time
ORD0262,74,73,On Time
ORD0263,41,38,On Time
ORD0265,38,38,On Time
ORD0267,38,38,On Time
ORD0269,40,39,On Time
ORD0272,69,69,On Time
ORD0278,65,65,On Time
ORD0280,43,42,On Time
ORD0290,40,40,On Time
ORD0297,74,73,On Time
ORD0298,35,34,On Time
ORD0311,66,65,On Time
ORD0315,71,63,On Time
ORD0316,41,40,On Time
ORD0317,71,70,On Time
ORD0318,69,62,On Time
ORD0319,37,36,On Time
ORD0320,68,64,On Time
ORD0326,72,67,On Time
ORD0330,41,41,On Time
ORD0332,40,40,On Time
ORD0336,42,41,On Time
ORD0339,44,44,On Time
ORD0342,67,66,On Time
ORD0346,69,69,On Time
ORD0348,68,68,On Time
ORD0352,72,71,On Time
ORD0356,63,63,On Time
ORD0357,68,68,On Time
ORD0361,72,71,On Time
ORD0362,63,63,On Time
ORD0365,40,40,On Time
ORD0367,45,45,On Time
ORD0368,42,42,On Time
ORD0370,66,65,On Time
ORD0373,72,63,On Time
ORD0375,68,67,On Time
ORD0376,69,69,On Time
ORD0377,37,36,On Time
ORD0382,90,90,On Time
ORD0385,64,59,On Time
ORD0392,70,69,On Time
ORD0394,36,35,On Time
ORD0399,85,85,On Time
ORD0401,36,33,On Time
ORD0402,66,66,On Time
ORD0404,38,37,On Time
ORD0405,75,70,On Time
ORD0409,37,37,On Time
ORD0410,43,42,On Time
ORD0412,41,41,On Time
ORD0414,75,74,On Time
ORD0416,42,42,On Time
ORD0419,85,75,On Time
ORD0424,73,72,On Time
ORD0425,71,70,On Time
ORD0429,88,87,On Time
ORD0430,74,73,On Time
ORD0435,67,66,On Time
ORD0441,85,84,On Time
ORD0443,37,37,On Time
ORD0444,85,84,On Time
ORD0445,62,54,On Time
ORD0448,36,36,On Time
ORD0455,86,85,On Time
ORD0460,69,69,On Time
ORD0467,65,65,On Time
ORD0468,75,73,On Time
ORD0475,38,36,On Time
ORD0476,85,83,On Time
ORD0480,85,84,On Time
ORD0481,42,41,On Time
ORD0484,75,75,On Time
ORD0486,92,92,On Time
ORD0487,65,65,On Time
ORD0490,85,84,On Time
ORD0494,37,36,On Time
ORD0495,58,58,On Time
ORD0498,42,42,On Time
ORD0499,85,84,On Time
ORD0503,68,66,On Time
ORD0508,63,62,On Time
ORD0509,40,40,On Time
ORD0513,69,62,On Time
ORD0514,85,84,On Time
ORD0516,66,65,On Time
ORD0519,43,43,On Time
ORD0520,86,85,On Time
ORD0527,85,84,On Time
ORD0530,74,74,On Time
ORD0533,40,39,On Time
ORD0535,68,67,On Time
ORD0537,40,40,On Time
ORD0539,70,70,On Time
ORD0540,42,41,On Time
ORD0547,75,65,On Time
ORD0549,72,72,On Time
ORD0552,43,43,On Time
ORD0556,37,37,On Time
ORD0557,41,41,On Time
ORD0558,69,68,On Time
ORD0561,38,37,On Time
ORD0564,87,65,On Time
ORD0568,68,67,On Time
ORD0571,75,75,On Time
ORD0572,66,65,On Time
ORD0574,62,60,On Time
ORD0578,68,66,On Time
ORD0584,36,35,On Time
ORD0587,73,72,On Time
ORD0590,75,74,On Time
ORD0595,71,67,On Time
ORD0601,87,83,On Time
ORD0602,42,42,On Time
ORD0603,43,42,On Time
ORD0604,66,61,On Time
ORD0610,85,84,On Time
ORD0614,72,72,On Time
ORD0621,40,40,On Time
ORD0626,37,36,On Time
ORD0627,43,42,On Time
ORD0628,69,67,On Time
ORD0629,71,71,On Time
ORD0635,64,63,On Time
ORD0644,74,74,On Time
ORD0645,37,33,On Time
ORD0646,66,65,On Time
ORD0647,38,35,On Time
ORD0648,86,85,On Time
ORD0662,44,40,On Time
ORD0666,64,64,On Time
ORD0667,40,39,On Time
ORD0674,75,72,On Time
ORD0676,61,61,On Time
ORD0682,70,69,On Time
ORD0683,85,85,On Time
ORD0687,40,40,On Time
ORD0692,38,36,On Time
ORD0693,85,84,On Time
ORD0696,38,38,On Time
ORD0699,40,39,On Time
ORD0701,67,66,On Time
ORD0705,40,40,On Time
ORD0710,63,61,On Time
ORD0711,85,85,On Time
ORD0717,68,63,On Time
ORD0719,38,36,On Time
ORD0720,42,42,On Time
ORD0724,63,62,On Time
ORD0726,85,70,On Time
ORD0729,41,37,On Time
ORD0730,40,40,On Time
ORD0732,40,40,On Time
ORD0733,74,73,On Time
ORD0735,71,70,On Time
ORD0741,86,64,On Time
ORD0743,41,40,On Time
ORD0744,85,84,On Time
ORD0745,70,69,On Time
ORD0750,66,65,On Time
ORD0751,45,45,On Time
ORD0761,70,69,On Time
ORD0762,41,41,On Time
ORD0770,75,74,On Time
ORD0773,66,66,On Time
ORD0774,66,57,On Time
ORD0777,86,74,On Time
ORD0778,37,36,On Time
ORD0779,87,86,On Time
ORD0780,38,38,On Time
ORD0782,68,68,On Time
ORD0783,69,68,On Time
ORD0785,69,65,On Time
ORD0789,74,73,On Time
ORD0792,41,38,On Time
ORD0804,37,37,On Time
ORD0805,85,74,On Time
ORD0807,40,40,On Time
ORD0813,91,91,On Time
ORD0815,71,68,On Time
ORD0816,87,76,On Time
ORD0817,44,43,On Time
ORD0818,69,69,On Time
ORD0820,40,40,On Time
ORD0822,70,70,On Time
ORD0823,40,36,On Time
ORD0824,65,65,On Time
ORD0829,71,62,On Time
ORD0830,86,85,On Time
ORD0833,41,40,On Time
ORD0836,74,68,On Time
ORD0837,73,72,On Time
ORD0838,35,32,On Time
ORD0839,70,70,On Time
ORD0841,71,70,On Time
ORD0843,88,83,On Time
ORD0847,86,86,On Time
ORD0851,42,42,On Time
ORD0853,34,33,On Time
ORD0858,71,71,On Time
ORD0860,72,71,On Time
ORD0863,42,41,On Time
ORD0864,67,63,On Time
ORD0869,70,67,On Time
ORD0872,40,39,On Time
ORD0877,61,60,On Time
ORD0878,40,39,On Time
ORD0881,75,75,On Time
ORD0886,86,80,On Time
ORD0889,37,37,On Time
ORD0896,36,35,On Time
ORD0897,38,38,On Time
ORD0898,69,69,On Time
ORD0905,73,73,On Time
ORD0911,63,60,On Time
ORD0918,70,69,On Time
ORD0919,42,40,On Time
ORD0923,75,75,On Time
ORD0924,67,67,On Time
ORD0925,85,82,On Time
ORD0931,40,39,On Time
ORD0935,85,68,On Time
ORD0940,45,45,On Time
ORD0942,40,39,On Time
ORD0943,85,85,On Time
ORD0950,42,42,On Time
ORD0952,64,64,On Time
ORD0954,85,83,On Time
ORD0957,75,74,On Time
ORD0959,43,42,On Time
ORD0962,36,35,On Time
ORD0963,70,70,On Time
ORD0964,88,88,On Time
ORD0965,85,85,On Time
ORD0973,72,72,On Time
ORD0976,38,38,On Time
ORD0980,85,84,On Time
ORD0982,70,69,On Time
ORD0983,71,71,On Time
ORD0986,40,40,On Time
ORD0988,68,67,On Time
ORD0989,64,63,On Time
ORD0991,70,70,On Time
ORD0992,69,62,On Time
ORD0993,40,40,On Time
ORD0998,70,69,On Time
ORD1002,46,46,On Time
ORD1003,90,89,On Time
ORD1011,44,43,On Time
ORD1016,85,85,On Time
ORD1018,42,41,On Time
ORD1019,73,72,On Time
ORD1021,86,74,On Time
ORD1024,75,74,On Time
ORD1027,66,65,On Time
ORD1033,38,37,On Time
ORD1035,35,34,On Time
ORD1036,70,70,On Time
ORD1038,69,69,On Time
ORD1039,74,72,On Time
ORD1043,44,44,On Time
ORD1046,73,71,On Time
ORD1049,35,34,On Time
ORD1054,86,86,On Time
ORD1055,42,42,On Time
ORD1061,75,61,On Time
ORD1064,37,36,On Time
ORD1065,65,65,On Time
ORD1068,40,40,On Time
ORD1071,72,72,On Time
ORD1076,72,71,On Time
ORD1078,68,66,On Time
ORD1080,69,66,On Time
ORD1084,63,63,On Time
ORD1087,75,75,On Time
ORD1088,73,73,On Time
ORD1089,71,61,On Time
ORD1092,85,84,On Time
ORD1094,45,43,On Time
ORD1097,40,39,On Time
ORD1098,73,73,On Time
ORD1101,86,86,On Time
ORD1109,75,70,On Time
ORD1110,87,87,On Time
ORD1111,62,61,On Time
ORD1114,66,66,On Time
ORD1117,75,74,On Time
ORD1118,71,71,On Time
ORD1119,63,58,On Time
ORD1126,42,42,On Time
ORD1137,75,69,On Time
ORD1141,42,42,On Time
ORD1143,72,70,On Time
ORD1147,43,43,On Time
ORD1150,72,70,On Time
ORD1156,64,62,On Time
ORD1157,85,63,On Time
ORD1159,42,40,On Time
ORD1161,86,76,On Time
ORD1162,67,67,On Time
ORD1163,69,62,On Time
ORD1165,42,42,On Time
ORD1170,40,39,On Time
ORD1171,68,67,On Time
ORD1175,71,68,On Time
ORD1176,37,37,On Time
ORD1177,41,41,On Time
ORD1181,38,37,On Time
ORD1190,65,64,On Time
ORD1192,66,65,On Time
ORD1194,65,65,On Time
ORD1197,73,73,On Time
ORD1201,86,85,On Time
ORD1203,41,41,On Time
ORD1207,89,85,On Time
ORD1210,42,40,On Time
ORD1219,68,61,On Time
ORD1223,75,75,On Time
ORD1224,74,73,On Time
ORD1225,44,43,On Time
ORD1228,85,75,On Time
ORD1229,68,68,On Time
ORD1234,73,72,On Time
ORD1236,68,61,On Time
ORD1238,85,85,On Time
ORD1243,37,36,On Time
ORD1246,38,38,On Time
ORD1249,70,70,On Time
ORD1251,38,38,On Time
ORD1255,64,64,On Time
ORD1261,40,39,On Time
ORD1263,68,64,On Time
ORD1268,75,75,On Time
ORD1270,66,65,On Time
ORD1272,41,40,On Time
ORD1273,67,67,On Time
ORD1274,37,36,On Time
ORD1275,72,71,On Time
ORD1276,71,68,On Time
ORD1279,69,69,On Time
ORD1280,74,73,On Time
ORD1281,41,40,On Time
ORD1284,65,64,On Time
ORD1285,41,40,On Time
ORD1287,75,75,On Time
ORD1290,68,67,On Time
ORD1293,43,43,On Time
ORD1297,90,71,On Time
ORD1298,67,67,On Time
ORD1305,42,42,On Time
ORD1310,87,87,On Time
ORD1324,40,40,On Time
ORD1329,75,69,On Time
ORD1331,45,45,On Time
ORD1334,86,86,On Time
ORD1336,42,41,On Time
ORD1338,40,40,On Time
ORD1345,44,43,On Time
ORD1349,69,66,On Time
ORD1351,41,41,On Time
ORD1352,40,39,On Time
ORD1354,66,62,On Time
ORD1357,40,39,On Time
ORD1366,36,35,On Time
ORD1367,73,72,On Time
ORD1368,37,35,On Time
ORD1372,74,73,On Time
ORD1374,41,40,On Time
ORD1383,34,33,On Time
ORD1387,63,62,On Time
ORD1388,63,63,On Time
ORD1390,43,43,On Time
ORD1391,62,62,On Time
ORD1393,41,37,On Time
ORD1394,74,74,On Time
ORD1395,87,86,On Time
ORD1396,43,42,On Time
ORD1398,85,70,On Time
ORD1400,75,75,On Time
ORD1403,72,67,On Time
ORD1408,73,73,On Time
ORD1410,86,82,On Time
ORD1415,74,74,On Time
ORD1422,67,67,On Time
ORD1423,85,84,On Time
ORD1428,73,72,On Time
ORD1429,41,39,On Time
ORD1430,36,35,On Time
ORD1431,41,40,On Time
ORD1434,75,73,On Time
ORD1436,42,42,On Time
ORD1437,65,65,On Time
ORD1443,74,72,On Time
ORD1444,87,77,On Time
ORD1450,38,37,On Time
ORD1451,68,67,On Time
ORD1453,40,39,On Time
ORD1454,40,39,On Time
ORD1459,65,64,On Time
ORD1461,36,35,On Time
ORD1464,72,71,On Time
ORD1466,63,63,On Time
ORD1470,37,34,On Time
ORD1475,69,68,On Time
ORD1477,44,43,On Time
ORD1479,72,68,On Time
ORD1482,75,73,On Time
ORD1483,41,38,On Time
ORD1488,86,86,On Time
ORD1498,42,41,On Time
ORD1499,85,84,On Time
ORD1505,74,69,On Time
ORD1506,71,70,On Time
ORD1510,68,68,On Time
ORD1518,44,43,On Time
ORD1527,61,60,On Time
ORD1529,42,40,On Time
ORD1531,37,36,On Time
ORD1533,85,84,On Time
ORD1541,88,65,On Time
ORD1543,86,67,On Time
ORD1544,41,41,On Time
ORD1547,42,42,On Time
ORD1548,45,44,On Time
ORD1556,41,36,On Time
ORD1561,40,39,On Time
ORD1563,62,58,On Time
ORD1566,38,37,On Time
ORD1567,40,40,On Time
ORD1568,71,71,On Time
ORD1571,64,64,On Time
ORD1572,65,60,On Time
ORD1573,69,69,On Time
ORD1575,40,40,On Time
ORD1578,69,68,On Time
ORD1583,86,86,On Time
ORD1586,70,69,On Time
ORD1589,38,37,On Time
ORD1590,65,61,On Time
ORD1592,74,74,On Time
ORD1593,90,89,On Time
ORD1594,73,72,On Time
ORD1596,41,39,On Time
ORD1598,40,40,On Time
ORD1603,66,66,On Time
ORD1610,67,66,On Time
ORD1612,86,86,On Time
ORD1613,85,85,On Time
ORD1617,70,70,On Time
ORD1618,38,35,On Time
ORD1619,75,74,On Time
ORD1620,65,64,On Time
ORD1623,85,85,On Time
ORD1627,41,41,On Time
ORD1628,71,70,On Time
ORD1635,72,70,On Time
ORD1636,69,64,On Time
ORD1637,86,76,On Time
ORD1638,38,38,On Time
ORD1641,65,64,On Time
ORD1644,65,62,On Time
ORD1652,37,36,On Time
ORD1654,41,41,On Time
ORD1655,36,36,On Time
ORD1661,42,42,On Time
ORD1664,86,67,On Time
ORD1667,38,38,On Time
ORD1668,72,71,On Time
ORD1679,42,41,On Time
ORD1681,71,65,On Time
ORD1682,62,61,On Time
ORD1685,85,84,On Time
ORD1688,42,40,On Time
ORD1689,38,38,On Time
ORD1691,38,37,On Time
ORD1693,86,85,On Time
ORD1694,61,60,On Time
ORD1697,73,68,On Time
ORD1699,69,66,On Time
ORD1700,38,36,On Time
ORD1701,72,71,On Time
ORD1703,41,38,On Time
ORD1709,72,72,On Time
ORD1710,37,37,On Time
ORD1713,74,73,On Time
ORD1720,40,37,On Time
ORD1721,65,64,On Time
ORD1722,69,69,On Time
ORD1724,63,63,On Time
ORD1732,85,84,On Time
ORD1734,88,84,On Time
ORD1737,66,66,On Time
ORD1738,69,68,On Time
ORD1739,36,36,On Time
ORD1744,66,66,On Time
ORD1752,72,72,On Time
ORD1755,87,71,On Time
ORD1757,38,38,On Time
ORD1769,72,71,On Time
ORD1771,66,65,On Time
ORD1774,86,81,On Time
ORD1779,74,74,On Time
ORD1782,40,39,On Time
ORD1789,75,74,On Time
ORD1791,87,87,On Time
ORD1793,64,63,On Time
ORD1796,65,65,On Time
ORD1798,73,72,On Time
ORD1802,43,42,On Time
ORD1803,75,71,On Time
ORD1806,75,74,On Time
ORD1811,42,39,On Time
ORD1813,67,66,On Time
ORD1815,42,41,On Time
ORD1817,69,68,On Time
ORD1818,72,71,On Time
ORD1823,85,84,On Time
ORD1825,41,40,On Time
ORD1827,85,78,On Time
ORD1829,74,73,On Time
ORD1835,63,62,On Time
ORD1839,73,69,On Time
ORD1849,41,40,On Time
ORD1850,34,34,On Time
ORD1851,87,86,On Time
ORD1861,38,38,On Time
ORD1869,71,64,On Time
ORD1870,40,39,On Time
ORD1872,68,62,On Time
ORD1873,68,67,On Time
ORD1876,85,85,On Time
ORD1878,86,85,On Time
ORD1885,74,72,On Time
ORD1886,72,69,On Time
ORD1887,71,71,On Time
ORD1890,73,71,On Time
ORD1893,40,39,On Time
ORD1897,67,67,On Time
ORD1898,86,77,On Time
ORD1903,40,40,On Time
ORD1904,75,74,On Time
ORD1909,68,64,On Time
ORD1910,62,59,On Time
ORD1914,70,70,On Time
ORD1916,72,71,On Time
ORD1917,65,64,On Time
ORD1923,74,73,On Time
ORD1924,37,37,On Time
ORD1926,40,35,On Time
ORD1928,36,34,On Time
ORD1934,42,42,On Time
ORD1937,41,41,On Time
ORD1939,42,42,On Time
ORD1940,69,66,On Time
ORD1943,86,86,On Time
ORD1944,85,85,On Time
ORD1946,72,71,On Time
ORD1949,88,87,On Time
ORD1950,36,36,On Time
ORD1952,44,44,On Time
ORD1955,74,73,On Time
ORD1958,37,36,On Time
ORD1960,42,40,On Time
ORD1961,45,45,On Time
ORD1967,90,89,On Time
ORD1969,64,63,On Time
ORD1970,66,62,On Time
ORD1971,70,70,On Time
ORD1974,40,39,On Time
ORD1980,42,42,On Time
ORD1981,41,40,On Time
ORD1982,40,40,On Time
ORD1983,74,74,On Time
ORD1987,40,39,On Time
ORD1998,88,88,On Time
ORD2000,34,34,On Time
ORD2002,40,38,On Time
ORD2003,75,75,On Time
ORD2006,37,33,On Time
ORD2007,40,40,On Time
ORD2012,71,70,On Time
ORD2016,69,69,On Time
ORD2017,66,65,On Time
ORD2019,74,73,On Time
ORD2026,72,72,On Time
ORD2027,67,66,On Time
ORD2029,38,37,On Time
ORD2030,75,75,On Time
ORD2033,40,39,On Time
ORD2040,67,67,On Time
ORD2045,87,87,On Time
ORD2046,38,38,On Time
ORD2054,88,87,On Time
ORD2060,72,70,On Time
ORD2062,87,80,On Time
ORD2063,40,40,On Time
ORD2065,85,84,On Time
ORD2067,69,64,On Time
ORD2072,70,69,On Time
ORD2073,68,67,On Time
ORD2074,68,67,On Time
ORD2075,66,65,On Time
ORD2078,36,35,On Time
ORD2079,75,74,On Time
ORD2085,41,40,On Time
ORD2087,44,43,On Time
ORD2088,87,76,On Time
ORD2092,42,42,On Time
ORD2093,66,66,On Time
ORD2099,38,37,On Time
ORD2107,43,42,On Time
ORD2108,75,69,On Time
ORD2113,75,65,On Time
ORD2114,69,68,On Time
ORD2119,43,43,On Time
ORD2120,86,86,On Time
ORD2123,41,40,On Time
ORD2126,37,35,On Time
ORD2127,72,67,On Time
ORD2130,44,43,On Time
ORD2131,88,88,On Time
ORD2132,43,43,On Time
ORD2135,37,35,On Time
ORD2136,87,85,On Time
ORD2143,75,75,On Time
ORD2146,70,69,On Time
ORD2147,63,61,On Time
ORD2150,38,38,On Time
ORD2152,65,64,On Time
ORD2153,85,64,On Time
ORD2154,36,36,On Time
ORD2155,67,67,On Time
ORD2157,66,65,On Time
ORD2158,66,65,On Time
ORD2160,67,66,On Time
ORD2161,68,68,On Time
ORD2170,71,66,On Time
ORD2172,32,32,On Time
ORD2176,44,44,On Time
ORD2179,71,70,On Time
ORD2180,65,65,On Time
ORD2182,41,39,On Time
ORD2184,37,35,On Time
ORD2186,67,66,On Time
ORD2189,63,60,On Time
ORD2191,45,45,On Time
ORD2193,71,70,On Time
ORD2194,74,73,On Time
ORD2195,40,40,On Time
ORD2200,87,73,On Time
ORD2201,41,41,On Time
ORD2203,68,66,On Time
ORD2205,74,74,On Time
ORD2207,42,40,On Time
ORD2210,41,40,On Time
ORD2212,66,66,On Time
ORD2213,46,45,On Time
ORD2214,41,40,On Time
ORD2215,87,70,On Time
ORD2219,37,37,On Time
ORD2221,43,42,On Time
ORD2225,40,40,On Time
ORD2229,85,85,On Time
ORD2234,64,61,On Time
ORD2235,43,42,On Time
ORD2239,45,43,On Time
ORD2240,41,40,On Time
ORD2246,60,59,On Time
ORD2247,66,61,On Time
ORD2251,63,63,On Time
ORD2252,69,66,On Time
ORD2254,68,68,On Time
ORD2256,42,42,On Time
ORD2257,68,67,On Time
ORD2268,74,72,On Time
ORD2270,87,86,On Time
ORD2272,37,37,On Time
ORD2274,71,70,On Time
ORD2278,73,72,On Time
ORD2279,38,34,On Time
ORD2282,74,74,On Time
ORD2285,86,77,On Time
ORD2288,74,73,On Time
ORD2294,73,73,On Time
ORD2295,69,68,On Time
ORD2299,85,84,On Time
ORD2301,75,62,On Time
ORD2304,41,40,On Time
ORD2308,62,62,On Time
ORD2312,65,65,On Time
ORD2321,69,68,On Time
ORD2323,64,62,On Time
ORD2325,45,44,On Time
ORD2326,38,37,On Time
ORD2327,75,74,On Time
ORD2328,40,39,On Time
ORD2331,40,38,On Time
ORD2334,70,70,On Time
ORD2335,85,84,On Time
ORD2336,68,68,On Time
ORD2337,71,67,On Time
ORD2340,85,84,On Time
ORD2341,73,72,On Time
ORD2344,68,66,On Time
ORD2345,70,64,On Time
ORD2347,86,85,On Time
ORD2349,86,78,On Time
ORD2350,40,40,On Time
ORD2357,41,41,On Time
ORD2361,85,84,On Time
ORD2363,43,43,On Time
ORD2371,67,67,On Time
ORD2373,43,43,On Time
ORD2378,66,65,On Time
ORD2379,75,65,On Time
ORD2387,88,71,On Time
ORD2389,70,69,On Time
ORD2391,69,69,On Time
ORD2393,75,71,On Time
ORD2399,69,68,On Time
ORD2400,38,37,On Time
ORD2402,85,85,On Time
ORD2405,42,42,On Time
ORD2407,73,64,On Time
ORD2414,35,35,On Time
ORD2416,41,41,On Time
ORD2428,67,66,On Time
ORD2430,75,75,On Time
ORD2431,67,67,On Time
ORD2433,71,71,On Time
ORD2434,41,40,On Time
ORD2440,70,69,On Time
ORD2441,67,67,On Time
ORD2453,69,68,On Time
ORD2454,86,69,On Time
ORD2456,40,39,On Time
ORD2458,37,37,On Time
ORD2460,40,40,On Time
ORD2464,73,65,On Time
ORD2468,42,41,On Time
ORD2472,38,38,On Time
ORD2476,90,81,On Time
ORD2477,70,69,On Time
ORD2478,85,85,On Time
ORD2479,43,43,On Time
ORD2480,75,62,On Time
ORD2481,75,75,On Time
ORD2483,74,73,On Time
ORD2487,72,71,On Time
ORD2490,73,73,On Time
ORD2492,87,87,On Time
ORD0003,81,82,Delay
ORD0008,77,79,Delay
ORD0013,36,37,Delay
ORD0018,41,42,Delay
ORD0025,36,37,Delay
ORD0027,80,81,Delay
ORD0031,83,84,Delay
ORD0042,37,38,Delay
ORD0048,81,82,Delay
ORD0050,80,81,Delay
ORD0052,78,79,Delay
ORD0055,81,82,Delay
ORD0062,80,81,Delay
ORD0071,44,45,Delay
ORD0072,85,86,Delay
ORD0073,75,76,Delay
ORD0079,66,67,Delay
ORD0084,65,66,Delay
ORD0088,86,87,Delay
ORD0092,82,83,Delay
ORD0093,76,77,Delay
ORD0106,84,85,Delay
ORD0110,43,44,Delay
ORD0119,38,39,Delay
ORD0127,78,79,Delay
ORD0133,81,83,Delay
ORD0135,79,80,Delay
ORD0141,82,83,Delay
ORD0143,84,85,Delay
ORD0146,75,76,Delay
ORD0152,79,80,Delay
ORD0156,78,79,Delay
ORD0159,81,82,Delay
ORD0163,79,80,Delay
ORD0165,79,80,Delay
ORD0169,79,80,Delay
ORD0171,80,81,Delay
ORD0174,81,82,Delay
ORD0175,81,82,Delay
ORD0179,75,76,Delay
ORD0182,86,87,Delay
ORD0186,74,75,Delay
ORD0188,68,69,Delay
ORD0193,75,76,Delay
ORD0199,86,87,Delay
ORD0200,85,86,Delay
ORD0203,39,40,Delay
ORD0204,37,38,Delay
ORD0205,60,61,Delay
ORD0206,75,76,Delay
ORD0207,79,80,Delay
ORD0210,86,87,Delay
ORD0212,76,77,Delay
ORD0216,82,83,Delay
ORD0219,72,73,Delay
ORD0221,78,79,Delay
ORD0230,84,85,Delay
ORD0231,78,79,Delay
ORD0232,73,74,Delay
ORD0244,70,71,Delay
ORD0248,75,76,Delay
ORD0252,81,82,Delay
ORD0257,80,81,Delay
ORD0258,78,79,Delay
ORD0264,79,80,Delay
ORD0273,70,71,Delay
ORD0274,78,79,Delay
ORD0281,39,41,Delay
ORD0283,81,82,Delay
ORD0284,42,43,Delay
ORD0286,82,83,Delay
ORD0287,67,68,Delay
ORD0288,76,77,Delay
ORD0289,40,41,Delay
ORD0291,84,85,Delay
ORD0292,75,76,Delay
ORD0293,77,78,Delay
ORD0299,73,74,Delay
ORD0305,80,81,Delay
ORD0307,42,43,Delay
ORD0308,38,39,Delay
ORD0309,40,41,Delay
ORD0312,73,74,Delay
ORD0324,85,86,Delay
ORD0327,68,69,Delay
ORD0328,78,79,Delay
ORD0329,40,41,Delay
ORD0340,65,66,Delay
ORD0341,79,80,Delay
ORD0343,40,41,Delay
ORD0347,67,68,Delay
ORD0353,86,87,Delay
ORD0355,78,79,Delay
ORD0358,81,83,Delay
ORD0372,74,75,Delay
ORD0383,83,84,Delay
ORD0384,42,43,Delay
ORD0391,61,62,Delay
ORD0395,81,82,Delay
ORD0400,42,44,Delay
ORD0403,70,71,Delay
ORD0406,74,75,Delay
ORD0411,84,85,Delay
ORD0415,78,79,Delay
ORD0417,87,88,Delay
ORD0418,76,78,Delay
ORD0420,75,76,Delay
ORD0421,65,66,Delay
ORD0436,69,70,Delay
ORD0437,79,80,Delay
ORD0440,74,75,Delay
ORD0446,41,42,Delay
ORD0451,36,37,Delay
ORD0452,39,40,Delay
ORD0454,68,69,Delay
ORD0457,43,45,Delay
ORD0462,41,42,Delay
ORD0463,83,84,Delay
ORD0466,85,86,Delay
ORD0473,77,78,Delay
ORD0474,70,71,Delay
ORD0478,83,84,Delay
